"","stat","pval","p.adj","num.genes","gene.vals","Driver","DriverNumeric"
"REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS",-0.081899392172502,0.00420310076923261,0.0430579016302636,103,"NEDD4L:184, FURIN:205, CDKN2B:436, MYC:460, UBA52:499, RPS27A:631, TGFB3:883, UBE2M:905, CDK9:918, UBE2D1:982, GREM2:1070, COL1A2:1353, TGFBR2:1421, UCHL5:1487, TGFB1:1530, ACVR2B:1760, FBN1:1812, ACVRL1:1945, INHBB:2075, ARHGEF18:2104, SMAD9:2266, SMAD7:2356, CGN:2358, CBL:2520, INHBA:2540, STAT1:6991.5, MAPK3:6991.5, TFDP2:6991.5, UBB:6991.5, TFDP1:6991.5, RHOA:6991.5, TGFB2:6991.5, HDAC1:6991.5, ITGAV:6991.5, F11R:6991.5, ITGB3:6991.5, PARP1:6991.5, PPP1CA:6991.5, CCNT2:6991.5, CCNK:6991.5, CCNT1:6991.5, ACVR1C:6991.5, ACVR1B:6991.5, SMAD4:6991.5, CER1:6991.5, FOXH1:6991.5, DRAP1:6991.5, STUB1:6991.5, EP300:6991.5, NCOR1:6991.5, ITGB5:6991.5, WWTR1:6991.5, SNW1:6991.5, AMH:6991.5, NCOR2:6991.5, TRIM33:6991.5, JUNB:6991.5, SMURF2:6991.5, RNF111:6991.5, SMURF1:6991.5, RBL1:6991.5, E2F5:6991.5, E2F4:6991.5, LTBP1:6991.5, ITGA8:6991.5, LTBP4:6991.5, LTBP2:6991.5, BMP2:6991.5, LTBP3:6991.5, PARD6A:6991.5, FSTL3:6991.5, FST:6991.5, PPP1CB:6991.5, PPM1A:6991.5, SP1:6991.5, STRAP:6991.5, ATP1B4:6991.5, TGFBR1:6991.5, TGIF2:6991.5, PMEPA1:6991.5, MEN1:6991.5, USP15:6991.5, SKIL:6991.5, SKI:6991.5, CHRDL1:6991.5, BMPR1A:6991.5, AMHR2:6991.5, SMAD6:6991.5, BMPR1B:6991.5, FSTL1:6991.5, SMAD1:6991.5, BMPR2:6991.5, GDF2:6991.5, BAMBI:11605, ITGB6:12140, SERPINE1:12378, ZFYVE9:12587, TGIF1:13085, ITGB8:13400, ITGB1:13618, BMP10:13708, MTMR4:14004, PARD3:14252","Both",3
"REACTOME_RAB_REGULATION_OF_TRAFFICKING",-0.047548197098825,0.116040816293203,0.32187937196407,92,"SBF1:83, TBC1D16:654, DENND6B:711, MADD:1019, RAB9A:1100, DENND3:1107, RAB39A:1122, TRAPPC10:1402, TRAPPC9:1452, GGA2:1603, TSC1:1647, RAB38:1851, TRAPPC3:1964, TSC2:2134, TRAPPC12:2244, ULK1:2272, HPS1:2280, RIC1:2329, RAB18:2424, TBC1D20:2426, DENND5B:2557, AKT2:6991.5, AKT1:6991.5, RAB27B:6991.5, RAB14:6991.5, RAB13:6991.5, SBF2:6991.5, OPTN:6991.5, GDI2:6991.5, RAB27A:6991.5, TBC1D10C:6991.5, TRAPPC6A:6991.5, TRAPPC2L:6991.5, ALS2:6991.5, RABGAP1:6991.5, RABEP1:6991.5, TBC1D25:6991.5, RAB21:6991.5, TBC1D2:6991.5, GGA1:6991.5, RIN3:6991.5, MON1B:6991.5, ANKRD27:6991.5, TBC1D13:6991.5, RGP1:6991.5, TRAPPC13:6991.5, RAB3GAP1:6991.5, RAB32:6991.5, RAB3GAP2:6991.5, TBC1D15:6991.5, CCZ1:6991.5, GGA3:6991.5, TBC1D14:6991.5, RIN2:6991.5, RAB33A:6991.5, DENND4C:6991.5, TBC1D7:6991.5, CCZ1B:6991.5, DENND2A:6991.5, TRAPPC8:6991.5, RABGEF1:6991.5, TBC1D24:6991.5, DENND2D:6991.5, GAPVD1:6991.5, DENND2B:6991.5, RAB3IL1:6991.5, TRAPPC11:6991.5, RAB33B:6991.5, DENND4A:6991.5, RIN1:6991.5, DENND6A:6991.5, ALS2CL:6991.5, RINL:6991.5, CHM:6991.5, CHML:6991.5, GDI1:6991.5, DENND1B:6991.5, RAB7B:6991.5, RAB12:11726, DENND2C:11789, TBC1D10A:11903, SYTL1:12963, TBC1D17:12990, RAB5C:13060, DENND5A:13484, MON1A:13654, DENND1A:13772, HPS4:13936, TRAPPC4:13968, RAB3IP:14030, RAB31:14598, DENND1C:14888","Herbivore",1
"REACTOME_INTERLEUKIN_37_SIGNALING",0.0690734505549321,0.310540959388892,0.564420715502189,18,"PTPN13:184, PTPN2:877, SIGIRR:1295, PTPN12:2795, PTPN5:3520, PTPN11:8114.5, PTPN18:8114.5, PTPN23:8114.5, PTPN4:8114.5, IL18R1:8114.5, IL18BP:8114.5, CASP1:8114.5, PTPN7:8114.5, PTPN14:8114.5, PTPN9:8114.5, TBK1:8114.5, PTPN20:8114.5, PTPN6:13061","Both",3
"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING",-0.119239693371058,0.00520418794235018,0.0499103769151988,46,"MMP2:99, PTK2:182, EGFR:493, CAV1:519, EREG:601, GNB3:613, GNAT3:1047, CCND1:1171, CAV2:1175, ELK1:1436, MMP9:1624, PIK3CA:1640, HSP90AA1:1700, GNB5:2041, NOS3:2578, MAPK3:6991.5, AKT2:6991.5, AKT1:6991.5, BCL2:6991.5, PIK3R3:6991.5, PDPK1:6991.5, SHC1:6991.5, SRC:6991.5, FOXO3:6991.5, ESR1:6991.5, CDKN1B:6991.5, MMP3:6991.5, FOS:6991.5, MMP7:6991.5, AREG:6991.5, TGFA:6991.5, EPGN:6991.5, SPHK1:6991.5, SRF:6991.5, HSPB1:6991.5, STRN:6991.5, ESR2:6991.5, ZDHHC21:6991.5, IGF1R:6991.5, S1PR3:6991.5, ZDHHC7:6991.5, PIK3R1:11590, HBEGF:11915, BTC:12013, PIK3R2:12974, EGF:13364","Insectivore",2
"REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC",-0.101558797855094,0.135957687435353,0.348750782105465,18,"UBA52:499, RPS27A:631, RNF5:1113, RNF139:2282, UGGT1:2344, MARCHF6:2473, UBB:6991.5, MAN1B1:6991.5, EDEM1:6991.5, SYVN1:6991.5, OS9:6991.5, EDEM2:6991.5, EDEM3:6991.5, AMFR:6991.5, TRIM13:6991.5, RNF103:6991.5, SEL1L:13439, UGGT2:13883","Unclear",0
"REACTOME_CALNEXIN_CALRETICULIN_CYCLE",-0.0487513121597539,0.418613848552047,0.661490595038861,23,"UBA52:499, RPS27A:631, RNF5:1113, RNF139:2282, UGGT1:2344, MARCHF6:2473, UBB:6991.5, PDIA3:6991.5, CALR:6991.5, CANX:6991.5, MAN1B1:6991.5, EDEM1:6991.5, SYVN1:6991.5, OS9:6991.5, EDEM2:6991.5, EDEM3:6991.5, AMFR:6991.5, TRIM13:6991.5, RNF103:6991.5, PRKCSH:13219, SEL1L:13439, GANAB:13755, UGGT2:13883","Unclear",0
"REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS",-0.0435520695967091,0.150001302037761,0.369975851674533,92,"RPL31:278, NCBP1:402, UBA52:499, RPL17:570, RPS27A:631, RPL34:642, PSMF1:691, PSMA1:795, PSMD12:951, MAGOH:987, RPL8:1067, ETF1:1403, RPL32:2177, RPL13:2189, RPS26:2219, RPL10L:2231, LHX9:2486, RPL19:2529, PSMB1:6991.5, PSME4:6991.5, PSMD8:6991.5, PSMB5:6991.5, PSMD10:6991.5, PSMD3:6991.5, PSMD9:6991.5, PSMB2:6991.5, PSME3:6991.5, PSMB7:6991.5, PSMB6:6991.5, PSMA8:6991.5, PSMD4:6991.5, PSMB4:6991.5, PSMD6:6991.5, UBB:6991.5, PSMD1:6991.5, PSMD2:6991.5, PSMD13:6991.5, PSMB8:6991.5, PSMB10:6991.5, PSMB11:6991.5, ELOC:6991.5, EIF4G1:6991.5, USP33:6991.5, RPS5:6991.5, RPL6:6991.5, RPLP0:6991.5, RPL3:6991.5, GSPT1:6991.5, HOXA2:6991.5, LHX2:6991.5, LHX3:6991.5, UPF3B:6991.5, RPL23:6991.5, RPL3L:6991.5, RPS2:6991.5, SLIT2:6991.5, RPL7:6991.5, RPS3:6991.5, UPF2:6991.5, ROBO3:6991.5, RPL9:6991.5, ROBO1:6991.5, RPS7:6991.5, RPL38:6991.5, DAG1:6991.5, RPL15:6991.5, RPLP2:6991.5, RPS17:6991.5, ROBO2:6991.5, RPS27L:6991.5, RPS23:6991.5, SLIT1:6991.5, COL4A5:6991.5, RPL14:6991.5, GSPT2:6991.5, RPL36A:6991.5, RPS10:11467, RPS15:11471, PSMB9:11541, RPS14:11614, PSME2:11667, SEM1:11823, RPS15A:11917, RPL4:12097, CUL2:12283, PSMD5:12390, LHX4:12435, RPS27:12573, PSME1:12602, ZSWIM8:12881, CASC3:13200, UPF3A:14858","Herbivore",1
"REACTOME_ROBO_RECEPTORS_BIND_AKAP5",-0.0880314578196219,0.455257449659906,0.691649912811667,6,"PRKCA:1644, PRKACA:6991.5, PRKAR2A:6991.5, PRKACB:6991.5, ROBO3:6991.5, ROBO2:6991.5","Unclear",0
"REACTOME_INTERLEUKIN_18_SIGNALING",-0.088467020032988,0.417681405216265,0.661176096229084,7,"IL18:759, ALOX5:6991.5, IL4:6991.5, IL18R1:6991.5, IL18RAP:6991.5, IL18BP:6991.5, IL13:6991.5","Unclear",0
"REACTOME_SIGNALING_BY_NOTCH3",-0.0166768485472064,0.708782495479381,0.870463561214886,42,"DLL1:276, EGFR:493, UBA52:499, RPS27A:631, NOTCH1:1083, HES5:1325, JAG2:1607, STAT1:6991.5, UBB:6991.5, CREBBP:6991.5, EP300:6991.5, PSEN1:6991.5, APH1B:6991.5, PSEN2:6991.5, NCSTN:6991.5, MAMLD1:6991.5, SNW1:6991.5, KAT2A:6991.5, ADAM10:6991.5, MAML1:6991.5, MAML3:6991.5, MIB2:6991.5, TACC3:6991.5, NOTCH3:6991.5, MIB1:6991.5, NEURL1:6991.5, WWC1:6991.5, DLL4:6991.5, HEY2:6991.5, HEY1:6991.5, IKZF1:6991.5, WWP2:6991.5, NEURL1B:6991.5, FABP7:11439, MAML2:11521, HEYL:11525, KAT2B:11669, JAG1:12321, EGF:13364, RBPJ:13881, PLXND1:14125, DLGAP5:14980","Both",3
"REACTOME_RHO_GTPASE_CYCLE",-0.0267235174056553,0.0717407075235817,0.244312077494948,396,"TIAM2:23, DOCK1:30, PTK2B:50, DOCK4:81, ARHGEF16:95, YKT6:113, TIAM1:147, BCAP31:151, STARD13:167, TRIO:196, GOLGA3:206, CDC42BPB:221, IQGAP1:414, EMD:444, RHOF:476, CAV1:519, LETM1:578, BAIAP2:584, WDR11:587, PAK6:738, TUBA1B:741, CYFIP1:762, RHOH:768, NHS:817, ARHGAP6:818, VIM:828, LMNB1:849, GPS1:850, RHOD:861, PLD1:870, ARHGAP8:884, ANKLE2:934, OPHN1:955, FGD3:965, ARHGDIA:970, ARHGEF12:989, FGD1:1000, CPSF7:1004, ARHGAP39:1041, ACTC1:1052, ZNF512B:1084, AMIGO2:1086, CDC37:1114, SCRIB:1123, DSG2:1184, WDR91:1257, DSP:1262, COPS2:1271, NCK2:1283, PICALM:1336, IQGAP3:1400, MACO1:1412, GNA13:1416, DDX4:1443, MTMR1:1454, RNF20:1493, ARHGAP32:1509, RND2:1516, WASF1:1528, CDC42EP2:1552, PIK3CA:1640, HSP90AA1:1700, EFHD2:1704, SWAP70:1707, ARHGAP44:1724, NGEF:1748, TAGAP:1759, HGS:1778, ARHGAP33:1806, NUDC:1810, ARHGAP23:1896, UBXN11:1902, SRGAP2:1904, MCAM:2100, ARHGEF18:2104, SLITRK5:2125, VANGL1:2129, ARHGAP19:2183, CIT:2185, ELMO2:2206, VAV3:2274, PGRMC2:2365, ARHGAP18:2375, KCTD13:2384, RHOV:2518, SRGAP1:2548, ARHGEF9:2549, RND1:2595, ROCK1:6991.5, ARHGAP10:6991.5, TJP2:6991.5, DSG1:6991.5, UACA:6991.5, PAK2:6991.5, SPTAN1:6991.5, RHOA:6991.5, CDC42:6991.5, ACTN1:6991.5, ACTB:6991.5, CAPZB:6991.5, DOCK3:6991.5, CSK:6991.5, DOCK8:6991.5, SOS1:6991.5, DOCK7:6991.5, PIK3R3:6991.5, DOCK2:6991.5, DOCK10:6991.5, PDE5A:6991.5, GRB7:6991.5, VAV1:6991.5, DOCK11:6991.5, VAV2:6991.5, PCDH7:6991.5, LCK:6991.5, SRC:6991.5, GIT1:6991.5, RASGRF2:6991.5, SLITRK3:6991.5, FLOT2:6991.5, FLOT1:6991.5, FRS2:6991.5, AAAS:6991.5, CYBA:6991.5, NCF1:6991.5, CYBB:6991.5, BCR:6991.5, ERBIN:6991.5, VAMP3:6991.5, SNAP23:6991.5, FARP2:6991.5, PAK3:6991.5, HSP90AB1:6991.5, WASL:6991.5, SPTBN1:6991.5, PAK4:6991.5, ARHGEF11:6991.5, ROCK2:6991.5, EPHA2:6991.5, ABL2:6991.5, PKP4:6991.5, PAK1:6991.5, RHOC:6991.5, NCK1:6991.5, KALRN:6991.5, PLXNB1:6991.5, JUP:6991.5, ACTG1:6991.5, SRGAP3:6991.5, ITSN1:6991.5, SAMM50:6991.5, MTX1:6991.5, RAPGEF1:6991.5, RHOU:6991.5, WAS:6991.5, ZAP70:6991.5, RBBP6:6991.5, SH3RF1:6991.5, NDUFA5:6991.5, PLD2:6991.5, OCRL:6991.5, FERMT2:6991.5, PARD6A:6991.5, MTR:6991.5, WWP2:6991.5, GJA1:6991.5, VRK2:6991.5, LBR:6991.5, LEMD3:6991.5, ALDH3A2:6991.5, VAPB:6991.5, ESYT1:6991.5, KIDINS220:6991.5, HMOX2:6991.5, FAF2:6991.5, STBD1:6991.5, WIPF3:6991.5, NCKAP1L:6991.5, MOSPD2:6991.5, WASF3:6991.5, CKAP4:6991.5, ABI1:6991.5, ABI2:6991.5, IQGAP2:6991.5, STOM:6991.5, WASF2:6991.5, CCT2:6991.5, WIPF2:6991.5, ARHGAP45:6991.5, CEP97:6991.5, ARHGEF10L:6991.5, MCF2:6991.5, ARHGEF10:6991.5, ARHGEF26:6991.5, ARHGEF2:6991.5, ARHGEF4:6991.5, ARHGEF39:6991.5, FGD4:6991.5, OBSCN:6991.5, ABR:6991.5, ARHGEF3:6991.5, AKAP13:6991.5, PLEKHG5:6991.5, ARHGEF15:6991.5, CFTR:6991.5, GOPC:6991.5, DAAM1:6991.5, RTKN:6991.5, KIF14:6991.5, DIAPH3:6991.5, FMNL2:6991.5, RHPN1:6991.5, FMNL3:6991.5, FMNL1:6991.5, NOXA1:6991.5, SHMT2:6991.5, LMAN1:6991.5, SCFD1:6991.5, STX5:6991.5, ARFGAP3:6991.5, ALS2:6991.5, TFRC:6991.5, CPD:6991.5, TRIP10:6991.5, FNBP1L:6991.5, COPS4:6991.5, ITSN2:6991.5, SENP1:6991.5, STIP1:6991.5, STEAP3:6991.5, ADD3:6991.5, DBT:6991.5, CCT7:6991.5, CCT6A:6991.5, RASAL2:6991.5, MAP3K11:6991.5, CDC42EP3:6991.5, CDC42EP5:6991.5, CKB:6991.5, SRRM1:6991.5, TRA2B:6991.5, CAVIN1:6991.5, ARAP1:6991.5, PLEKHG6:6991.5, ANLN:6991.5, DEF6:6991.5, DEPDC1B:6991.5, ARAP2:6991.5, ARHGAP4:6991.5, ARHGAP5:6991.5, TMEM87A:6991.5, ARHGAP21:6991.5, ARHGDIB:6991.5, ARAP3:6991.5, PLEKHG3:6991.5, ARHGAP22:6991.5, STARD8:6991.5, TEX2:6991.5, CCDC115:6991.5, ARHGAP26:6991.5, ARHGAP42:6991.5, ARHGAP1:6991.5, ARHGAP30:6991.5, PLEKHG4:6991.5, DDRGK1:6991.5, BAIAP2L1:6991.5, RHOBTB2:6991.5, NISCH:6991.5, RHOBTB1:6991.5, ARHGAP15:6991.5, NSFL1C:6991.5, SH3BP1:6991.5, STMN2:6991.5, SYDE1:6991.5, CHN2:6991.5, TNFAIP1:6991.5, STK38:6991.5, DBN1:6991.5, TMEM59:6991.5, PLEKHG1:6991.5, RHOJ:6991.5, BAIAP2L2:6991.5, CHN1:6991.5, SEMA4F:6991.5, KCTD3:6991.5, HINT2:6991.5, LRRC1:6991.5, CPNE8:6991.5, GIT2:6991.5, ARHGAP17:6991.5, TOR1AIP1:6991.5, OSBPL11:6991.5, GFOD1:6991.5, NIPSNAP2:6991.5, MPP7:6991.5, DLG5:6991.5, TWF1:6991.5, PLEKHG4B:6991.5, WHAMM:6991.5, ARHGAP27:6991.5, ARHGAP25:6991.5, ARHGAP12:6991.5, FAM83B:6991.5, PEAK1:6991.5, FAM91A1:6991.5, WDR6:6991.5, CDC42EP4:6991.5, SPATA13:6991.5, ANKFY1:6991.5, PRAG1:6991.5, EPSTI1:11454, NCF4:11528, PIK3R1:11590, NCF2:11647, FAM13A:11659, ARHGEF40:11678, SHKBP1:11718, ARHGAP9:11743, PKN2:11771, FRS3:11806, MYO6:11857, ARHGEF25:11897, KTN1:11944, ARFGAP2:11978, PARD6B:12056, ATP6AP1:12071, RALGAPA1:12139, STAM2:12167, FARP1:12175, DIAPH1:12287, DIAPH2:12313, JAG1:12321, ARHGEF17:12366, CCDC88A:12400, MYO9A:12451, ARHGAP24:12454, DOCK6:12548, DOCK9:12642, SLC4A7:12689, NET1:12778, STAM:12789, TAOK3:12880, FAM135A:12944, PIK3R2:12974, PLEKHG2:13014, ARHGAP11A:13034, PHIP:13056, STK10:13065, SH3PXD2A:13067, ARHGEF1:13161, PKN3:13231, FNBP1:13263, ARHGEF6:13282, NOX1:13285, TMPO:13331, PAK5:13385, C1QBP:13411, SOS2:13433, WDR81:13535, ECT2:13555, NOX3:13614, ITGB1:13618, RACGAP1:13621, TMOD3:13625, TPM4:13638, FAM169A:13670, PKN1:13745, DLC1:13754, ABCD3:13766, ARHGEF28:13802, DNMBP:13841, RHPN2:13953, FGD5:14114, PLXND1:14125, GMIP:14156, NDUFS3:14218, FGD2:14253, ARHGAP29:14274, WIPF1:14368, MYO9B:14428, PREX1:14446, MCF2L:14447, ARHGAP28:14451, SLK:14469, FILIP1:14511, ACBD5:14554, ARHGAP31:14587, ARHGEF7:14658, CCP110:14672, ARL13B:14793, ARHGEF19:14867, PTPN13:14922, RALBP1:14974, SYDE2:15027, FAM13B:15032, DST:15091","Both",3
"REACTOME_RHOB_GTPASE_CYCLE",0.0385058019944627,0.283977642808957,0.537263053499003,65,"SLK:637, MCF2L:659, PREX1:660, MYO9B:678, RHPN2:1153, ARHGEF28:1304, DLC1:1352, PKN1:1361, RACGAP1:1485, ECT2:1551, PKN3:1875, ARHGEF1:1945, STK10:2041, PIK3R2:2132, NET1:2328, MYO9A:2655, ARHGEF17:2740, DIAPH1:2819, ARHGEF25:3209, PKN2:3335, PIK3R1:3516, ROCK1:8114.5, TJP2:8114.5, VAV2:8114.5, PCDH7:8114.5, FLOT2:8114.5, FLOT1:8114.5, BCR:8114.5, ERBIN:8114.5, VAMP3:8114.5, SNAP23:8114.5, ARHGEF11:8114.5, ROCK2:8114.5, JUP:8114.5, STOM:8114.5, ARHGEF10L:8114.5, MCF2:8114.5, ARHGEF10:8114.5, ARHGEF2:8114.5, ABR:8114.5, ARHGEF3:8114.5, AKAP13:8114.5, DAAM1:8114.5, RTKN:8114.5, DIAPH3:8114.5, TFRC:8114.5, CAVIN1:8114.5, ANLN:8114.5, DEPDC1B:8114.5, ARHGAP5:8114.5, ARHGAP21:8114.5, STARD8:8114.5, ARHGAP26:8114.5, ARHGAP1:8114.5, CIT:12921, VANGL1:12977, MCAM:13006, ARHGAP32:13597, IQGAP3:13706, ACTC1:14054, ARHGAP39:14065, ARHGEF12:14117, OPHN1:14151, CAV1:14587, STARD13:14939","Both",3
"REACTOME_RHOC_GTPASE_CYCLE",0.0177698231843357,0.605443378114539,0.799717517026017,71,"ACBD5:552, SLK:637, MCF2L:659, PREX1:660, MYO9B:678, ARHGEF28:1304, ABCD3:1340, DLC1:1352, PKN1:1361, RACGAP1:1485, C1QBP:1695, TMPO:1775, PKN3:1875, ARHGEF1:1945, STK10:2041, ARHGEF17:2740, DIAPH1:2819, ARHGEF25:3209, PKN2:3335, ARHGEF40:3428, PIK3R1:3516, ROCK1:8114.5, TJP2:8114.5, RHOA:8114.5, VAV2:8114.5, FLOT2:8114.5, FLOT1:8114.5, BCR:8114.5, ERBIN:8114.5, VAMP3:8114.5, ARHGEF11:8114.5, ROCK2:8114.5, RHOC:8114.5, JUP:8114.5, LBR:8114.5, VAPB:8114.5, STOM:8114.5, ARHGEF10L:8114.5, MCF2:8114.5, ARHGEF10:8114.5, ABR:8114.5, AKAP13:8114.5, DAAM1:8114.5, RTKN:8114.5, DIAPH3:8114.5, FMNL2:8114.5, FMNL3:8114.5, LMAN1:8114.5, STX5:8114.5, TFRC:8114.5, CAVIN1:8114.5, ANLN:8114.5, DEPDC1B:8114.5, ARHGAP5:8114.5, ARHGAP21:8114.5, ARHGAP26:8114.5, ARHGAP1:8114.5, ARHGAP18:12731, CIT:12921, VANGL1:12977, MCAM:13006, ARHGAP32:13597, MACO1:13694, IQGAP3:13706, ARHGAP39:14065, ARHGEF12:14117, ARHGDIA:14136, OPHN1:14151, CAV1:14587, IQGAP1:14692, STARD13:14939","Both",3
"REACTOME_CDC42_GTPASE_CYCLE",-0.0169387598067348,0.487931582510772,0.712917863263307,142,"ARHGEF16:95, YKT6:113, TIAM1:147, STARD13:167, TRIO:196, CDC42BPB:221, IQGAP1:414, CAV1:519, BAIAP2:584, PAK6:738, PLD1:870, OPHN1:955, FGD3:965, ARHGDIA:970, ARHGEF12:989, FGD1:1000, ARHGAP39:1041, SCRIB:1123, WDR91:1257, IQGAP3:1400, GNA13:1416, ARHGAP32:1509, CDC42EP2:1552, ARHGAP44:1724, NGEF:1748, TAGAP:1759, ARHGAP33:1806, SRGAP2:1904, VANGL1:2129, VAV3:2274, SRGAP1:2548, ARHGEF9:2549, ARHGAP10:6991.5, PAK2:6991.5, CDC42:6991.5, DOCK8:6991.5, DOCK7:6991.5, DOCK10:6991.5, DOCK11:6991.5, VAV2:6991.5, GIT1:6991.5, RASGRF2:6991.5, BCR:6991.5, VAMP3:6991.5, SNAP23:6991.5, PAK3:6991.5, WASL:6991.5, PAK4:6991.5, ARHGEF11:6991.5, PAK1:6991.5, JUP:6991.5, SRGAP3:6991.5, ITSN1:6991.5, WAS:6991.5, PARD6A:6991.5, LBR:6991.5, WIPF3:6991.5, IQGAP2:6991.5, STOM:6991.5, WIPF2:6991.5, ARHGAP45:6991.5, MCF2:6991.5, ARHGEF10:6991.5, ARHGEF26:6991.5, ARHGEF4:6991.5, FGD4:6991.5, ABR:6991.5, ARHGEF15:6991.5, DAAM1:6991.5, DIAPH3:6991.5, FMNL2:6991.5, FMNL3:6991.5, FMNL1:6991.5, ARFGAP3:6991.5, TFRC:6991.5, FNBP1L:6991.5, STEAP3:6991.5, MAP3K11:6991.5, CDC42EP3:6991.5, CDC42EP5:6991.5, ARAP1:6991.5, DEF6:6991.5, DEPDC1B:6991.5, ARAP2:6991.5, ARHGAP4:6991.5, ARHGAP5:6991.5, ARHGAP21:6991.5, ARHGDIB:6991.5, ARAP3:6991.5, PLEKHG3:6991.5, ARHGAP22:6991.5, STARD8:6991.5, ARHGAP26:6991.5, ARHGAP42:6991.5, ARHGAP1:6991.5, ARHGAP30:6991.5, PLEKHG4:6991.5, SYDE1:6991.5, PLEKHG1:6991.5, CHN1:6991.5, KCTD3:6991.5, CPNE8:6991.5, GIT2:6991.5, ARHGAP17:6991.5, PLEKHG4B:6991.5, ARHGAP27:6991.5, CDC42EP4:6991.5, SPATA13:6991.5, PIK3R1:11590, SHKBP1:11718, ARHGAP9:11743, ARHGEF25:11897, KTN1:11944, ARFGAP2:11978, FARP1:12175, ARHGAP24:12454, DOCK6:12548, DOCK9:12642, PIK3R2:12974, PLEKHG2:13014, SH3PXD2A:13067, FNBP1:13263, ARHGEF6:13282, TMPO:13331, PAK5:13385, WDR81:13535, ECT2:13555, RACGAP1:13621, DLC1:13754, DNMBP:13841, GMIP:14156, FGD2:14253, ARHGAP29:14274, WIPF1:14368, MYO9B:14428, PREX1:14446, MCF2L:14447, ARHGAP31:14587, ARHGEF7:14658, ARHGEF19:14867, RALBP1:14974, FAM13B:15032","Both",3
"REACTOME_RAC1_GTPASE_CYCLE",-0.0136320395738204,0.544344128424823,0.755912864109484,168,"TIAM2:23, DOCK1:30, DOCK4:81, YKT6:113, TIAM1:147, TRIO:196, IQGAP1:414, EMD:444, CAV1:519, BAIAP2:584, PAK6:738, CYFIP1:762, NHS:817, PLD1:870, OPHN1:955, ARHGDIA:970, ARHGAP39:1041, AMIGO2:1086, IQGAP3:1400, GNA13:1416, ARHGAP32:1509, WASF1:1528, PIK3CA:1640, SWAP70:1707, ARHGAP44:1724, NGEF:1748, TAGAP:1759, ARHGAP33:1806, ARHGAP23:1896, SRGAP2:1904, MCAM:2100, ARHGEF18:2104, VANGL1:2129, CIT:2185, VAV3:2274, SRGAP1:2548, ARHGAP10:6991.5, PAK2:6991.5, CDC42:6991.5, DOCK3:6991.5, DOCK8:6991.5, SOS1:6991.5, DOCK7:6991.5, PIK3R3:6991.5, DOCK2:6991.5, DOCK10:6991.5, VAV1:6991.5, DOCK11:6991.5, VAV2:6991.5, GIT1:6991.5, RASGRF2:6991.5, CYBA:6991.5, NCF1:6991.5, CYBB:6991.5, BCR:6991.5, ERBIN:6991.5, VAMP3:6991.5, SNAP23:6991.5, FARP2:6991.5, PAK3:6991.5, WASL:6991.5, PAK4:6991.5, ARHGEF11:6991.5, EPHA2:6991.5, ABL2:6991.5, PAK1:6991.5, KALRN:6991.5, SRGAP3:6991.5, WAS:6991.5, PLD2:6991.5, FERMT2:6991.5, PARD6A:6991.5, VRK2:6991.5, LBR:6991.5, LEMD3:6991.5, ESYT1:6991.5, WIPF3:6991.5, NCKAP1L:6991.5, WASF3:6991.5, ABI1:6991.5, ABI2:6991.5, IQGAP2:6991.5, WASF2:6991.5, WIPF2:6991.5, ARHGAP45:6991.5, MCF2:6991.5, ARHGEF10:6991.5, ARHGEF4:6991.5, ARHGEF39:6991.5, ABR:6991.5, ARHGEF15:6991.5, DIAPH3:6991.5, FMNL1:6991.5, NOXA1:6991.5, ALS2:6991.5, TFRC:6991.5, ARAP1:6991.5, PLEKHG6:6991.5, DEF6:6991.5, DEPDC1B:6991.5, ARAP2:6991.5, ARHGAP4:6991.5, ARHGAP5:6991.5, ARHGAP21:6991.5, ARHGDIB:6991.5, ARAP3:6991.5, PLEKHG3:6991.5, ARHGAP22:6991.5, ARHGAP26:6991.5, ARHGAP42:6991.5, ARHGAP1:6991.5, ARHGAP30:6991.5, PLEKHG4:6991.5, BAIAP2L1:6991.5, NISCH:6991.5, ARHGAP15:6991.5, SH3BP1:6991.5, CHN2:6991.5, PLEKHG1:6991.5, CHN1:6991.5, GIT2:6991.5, ARHGAP17:6991.5, MPP7:6991.5, ARHGAP27:6991.5, ARHGAP25:6991.5, ARHGAP12:6991.5, CDC42EP4:6991.5, SPATA13:6991.5, NCF4:11528, PIK3R1:11590, NCF2:11647, FAM13A:11659, ARHGAP9:11743, PKN2:11771, ARHGEF25:11897, KTN1:11944, FARP1:12175, JAG1:12321, ARHGAP24:12454, DOCK6:12548, DOCK9:12642, TAOK3:12880, PIK3R2:12974, PLEKHG2:13014, ARHGEF6:13282, NOX1:13285, TMPO:13331, PAK5:13385, SOS2:13433, ECT2:13555, NOX3:13614, ITGB1:13618, RACGAP1:13621, PKN1:13745, DLC1:13754, FGD5:14114, GMIP:14156, ARHGAP29:14274, WIPF1:14368, MYO9B:14428, PREX1:14446, MCF2L:14447, ARHGAP31:14587, ARHGEF7:14658, ARHGEF19:14867, RALBP1:14974, SYDE2:15027, FAM13B:15032","Both",3
