"gmtNames","gmtDriver"
"REACTOME_PD_1_SIGNALING","Unclear"
"REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING","Unclear"
"REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC","Unclear"
"REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY","Unclear"
"REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS","Herbivore"
"REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC","Unclear"
"REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS","Unclear"
"REACTOME_STRIATED_MUSCLE_CONTRACTION","Both"
"REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS","Both"
"REACTOME_DOPAMINE_RECEPTORS","Insectivore"
"REACTOME_SEROTONIN_RECEPTORS","Unclear"
"REACTOME_ADRENOCEPTORS","Unclear"
"REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS","Insectivore"
"REACTOME_PEROXISOMAL_LIPID_METABOLISM","Herbivore"
"REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS","Insectivore"
"REACTOME_PROTEIN_FOLDING","Unclear"
"REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS","Both"
"REACTOME_LEUKOTRIENE_RECEPTORS","Unclear"
"REACTOME_PROSTANOID_LIGAND_RECEPTORS","Both"
"REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE","Both"
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12","Unclear"
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA","Unclear"
"REACTOME_RAP1_SIGNALLING","Unclear"
"REACTOME_SIGNAL_AMPLIFICATION","Unclear"
"REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR","Unclear"
"REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING","Insectivore"
"REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE","Herbivore"
"REACTOME_EPHRIN_SIGNALING","Unclear"
"REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS","Herbivore"
"REACTOME_MUSCLE_CONTRACTION","Both"
"REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING","Unclear"
"REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS","Both"
"REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION","Unclear"
"REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION","Unclear"
"REACTOME_CRMPS_IN_SEMA3A_SIGNALING","Unclear"
"REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION","Unclear"
"REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION","Unclear"
"REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA","Both"
"REACTOME_CIRCADIAN_CLOCK","Herbivore"
"REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION","Unclear"
"REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION","Unclear"
"REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP","Unclear"
"REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING","Unclear"
"REACTOME_SIALIC_ACID_METABOLISM","Both"
"REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS","Unclear"
"REACTOME_CA2_PATHWAY","Insectivore"
"REACTOME_PCP_CE_PATHWAY","Both"
"REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS","Herbivore"
"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS","Insectivore"
"REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS","Insectivore"
"REACTOME_SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION","Unclear"
"REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE","Unclear"
"REACTOME_OTHER_SEMAPHORIN_INTERACTIONS","Unclear"
"REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS","Both"
"REACTOME_P2Y_RECEPTORS","Unclear"
"REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS","Unclear"
"REACTOME_PLATELET_HOMEOSTASIS","Both"
"REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS","Unclear"
"REACTOME_PLATELET_CALCIUM_HOMEOSTASIS","Both"
"REACTOME_CGMP_EFFECTS","Both"
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS","Unclear"
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1","Unclear"
"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS","Both"
"REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS","Both"
"REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING","Insectivore"
"REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS","Unclear"
"REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND","Unclear"
"REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING","Unclear"
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS","Both"
"REACTOME_NCAM1_INTERACTIONS","Both"
"REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS","Unclear"
"REACTOME_OPSINS","Both"
"REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS","Unclear"
"REACTOME_TIGHT_JUNCTION_INTERACTIONS","Herbivore"
"REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS","Both"
"REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS","Herbivore"
"REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION","Both"
"REACTOME_CELL_CELL_JUNCTION_ORGANIZATION","Both"
"REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN","Insectivore"
"REACTOME_REGULATION_OF_INSULIN_SECRETION","Both"
"REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS","Herbivore"
"REACTOME_BICARBONATE_TRANSPORTERS","Herbivore"
"REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES","Unclear"
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES","MixOfBoth"
"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT","Unclear"
"REACTOME_METAL_ION_SLC_TRANSPORTERS","Unclear"
"REACTOME_SODIUM_CALCIUM_EXCHANGERS","Unclear"
"REACTOME_SODIUM_PROTON_EXCHANGERS","Unclear"
"REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG","Unclear"
"REACTOME_CATION_COUPLED_CHLORIDE_COTRANSPORTERS","Unclear"
"REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS","Unclear"
"REACTOME_POST_TRANSCRIPTIONAL_SILENCING_BY_SMALL_RNAS","Unclear"
"REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION","Both"
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION","Both"
"REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS","Unclear"
"REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS","Unclear"
"REACTOME_SPHINGOLIPID_METABOLISM","Herbivore"
"REACTOME_ACTIVATION_OF_RAC1","Unclear"
"REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO","Unclear"
"REACTOME_INACTIVATION_OF_CDC42_AND_RAC1","Unclear"
"REACTOME_ORGANIC_ANION_TRANSPORTERS","Unclear"
"REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING","Unclear"
"REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR","Unclear"
"REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY","Unclear"
"REACTOME_DEADENYLATION_OF_MRNA","Unclear"
"REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE","Unclear"
"REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE","Unclear"
"REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING","Herbivore"
"REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS","Both"
"REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS","Herbivore"
"REACTOME_PLATELET_SENSITIZATION_BY_LDL","Unclear"
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS","Both"
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS","Both"
"REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS","Herbivore"
"REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT","Unclear"
"REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION","Unclear"
"REACTOME_ZINC_TRANSPORTERS","Unclear"
"REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY","Unclear"
"REACTOME_RECYCLING_PATHWAY_OF_L1","Both"
"REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION","Both"
"REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS","Unclear"
"REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA","Unclear"
"REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY","Unclear"
"REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS","Herbivore"
"REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE","Both"
"REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE","Both"
"REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING","Both"
"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS","Both"
"REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR","Both"
"REACTOME_FREE_FATTY_ACID_RECEPTORS","Unclear"
"REACTOME_RSK_ACTIVATION","Both"
"REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS","Unclear"
"REACTOME_RELAXIN_RECEPTORS","Unclear"
"REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS","Herbivore"
"REACTOME_SIGNAL_TRANSDUCTION_BY_L1","Both"
"REACTOME_SMOOTH_MUSCLE_CONTRACTION","Unclear"
"REACTOME_AQUAPORIN_MEDIATED_TRANSPORT","Herbivore"
"REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION","Unclear"
"REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY","Both"
"REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN","Insectivore"
"REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE","Unclear"
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION","Unclear"
"REACTOME_SYNTHESIS_OF_GDP_MANNOSE","Unclear"
"REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE","Unclear"
"REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS","Both"
"REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS","Unclear"
"REACTOME_REGULATION_OF_CYTOSKELETAL_REMODELING_AND_CELL_SPREADING_BY_IPP_COMPLEX_COMPONENTS","Unclear"
"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING","Unclear"
"REACTOME_CELL_JUNCTION_ORGANIZATION","Both"
"REACTOME_NRCAM_INTERACTIONS","Herbivore"
"REACTOME_CHL1_INTERACTIONS","Herbivore"
"REACTOME_NEUROFASCIN_INTERACTIONS","Herbivore"
"REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING","Herbivore"
"REACTOME_INTERLEUKIN_17_SIGNALING","Unclear"
"REACTOME_INTERLEUKIN_1_PROCESSING","Unclear"
"REACTOME_SIGNALING_BY_INTERLEUKINS","Herbivore"
"REACTOME_OTHER_INTERLEUKIN_SIGNALING","Unclear"
"REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES","Both"
"REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION","Unclear"
"REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1","Unclear"
"REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS","Unclear"
"REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA","Unclear"
"REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA","Unclear"
"REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA","Unclear"
"REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA","Unclear"
"REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS","Unclear"
"REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA","Unclear"
"REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS","Both"
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING","Both"
"REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING","Insectivore"
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS","Unclear"
"REACTOME_MITOTIC_G2_G2_M_PHASES","Insectivore"
"REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION","Both"
"REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS","Unclear"
"REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS","Both"
"REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS","Unclear"
"REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS","Unclear"
"REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS","Unclear"
"REACTOME_DEGRADATION_OF_AXIN","Unclear"
"REACTOME_DEGRADATION_OF_DVL","Unclear"
"REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE","Unclear"
"REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION","Unclear"
"REACTOME_REPRESSION_OF_WNT_TARGET_GENES","Unclear"
"REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS","Unclear"
"REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS","Unclear"
"REACTOME_SIGNALING_BY_WNT_IN_CANCER","Both"
"REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS","Unclear"
"REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES","Both"
"REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS","Unclear"
"REACTOME_GPCR_LIGAND_BINDING","Herbivore"
"REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC","Both"
"REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3","Both"
"REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS","Both"
"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4","Both"
"REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING","Insectivore"
"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2","Unclear"
"REACTOME_O_LINKED_GLYCOSYLATION","Insectivore"
"REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS","Insectivore"
"REACTOME_MITOPHAGY","Unclear"
"REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY","Unclear"
"REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS","Unclear"
"REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS","Both"
"REACTOME_REGULATED_NECROSIS","Both"
"REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY","Both"
"REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION","Both"
"REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS","Unclear"
"REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION","Both"
"REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION","Both"
"REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION","Unclear"
"REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD","Both"
"REACTOME_MYOGENESIS","Unclear"
"REACTOME_DISEASES_OF_IMMUNE_SYSTEM","Unclear"
"REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE","Unclear"
"REACTOME_DNA_METHYLATION","Unclear"
"REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN","Unclear"
"REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS","Both"
"REACTOME_SIGNALING_BY_LRP5_MUTANTS","Both"
"REACTOME_SIGNALING_BY_RNF43_MUTANTS","Unclear"
"REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY","Both"
"REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING","Both"
"REACTOME_PROGRAMMED_CELL_DEATH","Both"
"REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY","Unclear"
"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS","Both"
"REACTOME_SIGNALING_BY_HEDGEHOG","Both"
"REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2","Unclear"
"REACTOME_MISMATCH_REPAIR","Both"
"REACTOME_SIGNALING_BY_RETINOIC_ACID","Both"
"REACTOME_RELEASE_OF_HH_NP_FROM_THE_SECRETING_CELL","Both"
"REACTOME_RA_BIOSYNTHESIS_PATHWAY","Both"
"REACTOME_MITOCHONDRIAL_TRANSLATION","Both"
"REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_DVL_INTERACTING_PROTEINS","Unclear"
"REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR","Both"
"REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION","Herbivore"
"REACTOME_ORGANIC_CATION_TRANSPORT","Unclear"
"REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT","Unclear"
"REACTOME_METABOLISM_OF_LIPIDS","Herbivore"
"REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL","Both"
"REACTOME_PHASE_3_RAPID_REPOLARISATION","Unclear"
"REACTOME_CARDIAC_CONDUCTION","Both"
"REACTOME_PHASE_0_RAPID_DEPOLARISATION","Both"
"REACTOME_PHASE_2_PLATEAU_PHASE","Unclear"
"REACTOME_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS","Unclear"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS","Both"
"REACTOME_PHYSIOLOGICAL_FACTORS","Unclear"
"REACTOME_ION_HOMEOSTASIS","Both"
"REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES","Unclear"
"REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS","Insectivore"
"REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID","Unclear"
"REACTOME_IRAK4_DEFICIENCY_TLR2_4","Unclear"
"REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING","Both"
"REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION","Both"
"REACTOME_CLEC7A_DECTIN_1_SIGNALING","Unclear"
"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS","Unclear"
"REACTOME_ORGANIC_ANION_TRANSPORT","Unclear"
"REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME","Unclear"
"REACTOME_HEDGEHOG_OFF_STATE","Both"
"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS","Herbivore"
"REACTOME_CILIUM_ASSEMBLY","Insectivore"
"REACTOME_ABC_TRANSPORTER_DISORDERS","Both"
"REACTOME_SLC_TRANSPORTER_DISORDERS","Unclear"
"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS","Unclear"
"REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE","Insectivore"
"REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM","Both"
"REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE","Insectivore"
"REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM","Both"
"REACTOME_INTRAFLAGELLAR_TRANSPORT","Both"
"REACTOME_PYROPTOSIS","Unclear"
"REACTOME_DECTIN_2_FAMILY","Both"
"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS","Both"
"REACTOME_CD209_DC_SIGN_SIGNALING","Unclear"
"REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM","Unclear"
"REACTOME_RHO_GTPASES_ACTIVATE_PKNS","Both"
"REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3","Both"
"REACTOME_RHO_GTPASES_ACTIVATE_CIT","Unclear"
"REACTOME_RHO_GTPASES_ACTIVATE_KTN1","Unclear"
"REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS","Unclear"
"REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION","Both"
"REACTOME_RHO_GTPASES_ACTIVATE_ROCKS","Unclear"
"REACTOME_RHO_GTPASES_ACTIVATE_PAKS","Unclear"
"REACTOME_TP53_REGULATES_METABOLIC_GENES","Both"
"REACTOME_LIGAND_RECEPTOR_INTERACTIONS","Unclear"
"REACTOME_HEDGEHOG_ON_STATE","Both"
"REACTOME_REGULATION_OF_TP53_ACTIVITY","Both"
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES","Both"
"REACTOME_ACTIVATION_OF_SMO","Both"
"REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION","Both"
"REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII","Unclear"
"REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY","Both"
"REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR","Both"
"REACTOME_FRUCTOSE_METABOLISM","Both"
"REACTOME_VESICLE_MEDIATED_TRANSPORT","Herbivore"
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2","Unclear"
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4","Unclear"
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1","Unclear"
"REACTOME_SHC_MEDIATED_CASCADE_FGFR1","Unclear"
"REACTOME_PI_3K_CASCADE_FGFR1","Unclear"
"REACTOME_FRS_MEDIATED_FGFR1_SIGNALING","Unclear"
"REACTOME_PI_3K_CASCADE_FGFR2","Unclear"
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2","Unclear"
"REACTOME_FRS_MEDIATED_FGFR2_SIGNALING","Unclear"
"REACTOME_SHC_MEDIATED_CASCADE_FGFR3","Unclear"
"REACTOME_FRS_MEDIATED_FGFR3_SIGNALING","Unclear"
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3","Unclear"
"REACTOME_PI_3K_CASCADE_FGFR3","Unclear"
"REACTOME_FRS_MEDIATED_FGFR4_SIGNALING","Unclear"
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4","Unclear"
"REACTOME_SHC_MEDIATED_CASCADE_FGFR4","Unclear"
"REACTOME_PI_3K_CASCADE_FGFR4","Unclear"
"REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING","Unclear"
"REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING","Unclear"
"REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING","Unclear"
"REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING","Unclear"
"REACTOME_SIGNALING_BY_FGFR1","Unclear"
"REACTOME_SIGNALING_BY_FGFR2","Both"
"REACTOME_SIGNALING_BY_FGFR3","Unclear"
"REACTOME_SIGNALING_BY_FGFR4","Unclear"
"REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE","Both"
"REACTOME_SIGNALING_BY_FGFR4_IN_DISEASE","Unclear"
"REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE","Insectivore"
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLK","Both"
"REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS","Both"
"REACTOME_REGULATION_OF_RAS_BY_GAPS","Unclear"
"REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING","Unclear"
"REACTOME_RESPONSE_TO_METAL_IONS","Both"
"REACTOME_CLEC7A_INFLAMMASOME_PATHWAY","Unclear"
"REACTOME_METALLOTHIONEINS_BIND_METALS",NA
"REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE","Both"
"REACTOME_MELANIN_BIOSYNTHESIS","Unclear"
"REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM","Both"
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS","Insectivore"
