	stat	pval	p.adj	num.genes	gene.vals	Directionality	DirectionalityNumeric
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	-0.110821531	2.33E-08	3.82E-06	217	"PRKCG:5, CAMK2B:10, ADCY1:11, GABRR1:20, KCNJ9:60, NBEA:64, RPS6KA2:115, SYT1:120, CHRNA4:152, GRIK1:157, KCNJ12:236, SLC32A1:262, CAMK2D:339, GRIK3:352, GABRG3:359, AP2A2:372, DNAJC5:380, KCNJ6:415, TUBA4A:420, GABRB3:485, GRIN2B:490, SLC17A7:504, CACNB2:533, CACNA1B:536, GRIN2A:572, GLUL:573, GRIK2:646, GNB3:663, CACNG4:665, TUBA1B:702, GABBR1:708, ADCY9:751, GRIN1:826, KCNJ5:833, DLG3:843, SLC18A2:877, GLRA3:896, ADCY2:901, GABRR3:902, SNAP25:1005, KCNJ3:1077, ACTN2:1229, NSF:1233, GNAT3:1261, GABRA5:1416, PRKAB2:1425, GABRG2:1459, TUBB2A:1503, PRKCA:1524, CAMKK2:1525, CHRNA3:1551, PRKAA1:1558, RPS6KA6:1580, CHRNB2:1619, ADCY8:1624, CACNB4:1652, NPTN:1654, GABRQ:1715, TUBA8:1763, PRKAG2:1919, GLRA2:2050, GABRB2:2120, ADCY3:2148, GNB5:2158, DLG2:2186, DLG4:2220, CACNA1E:2271, PRKAR1B:2273, SYN3:2287, GLRA1:2288, TUBB4A:2317, RASGRF1:2335, CHRND:2550, GRIK5:2633, MAPK3:7062, MAPT:7062, PRKAR2B:7062, PRKACA:7062, PICK1:7062, TUBB1:7062, PRKAR1A:7062, PRKAR2A:7062, TUBB2B:7062, PDPK1:7062, PRKACB:7062, TSPAN7:7062, PRKCB:7062, TUBA1A:7062, TUBAL3:7062, TUBB4B:7062, SRC:7062, CAMKK1:7062, CAMK2A:7062, ADCY7:7062, PLCB2:7062, GNAL:7062, CAMK2G:7062, PLCB3:7062, ADCY5:7062, ADCY6:7062, KPNA2:7062, PLCB1:7062, PRKX:7062, CACNA2D2:7062, CACNB1:7062, CACNA2D3:7062, CACNB3:7062, TSPOAP1:7062, SYN1:7062, SLC6A13:7062, CHAT:7062, SLC1A3:7062, RIMS1:7062, SLC1A6:7062, STX1A:7062, APBA1:7062, SLC1A2:7062, GLS:7062, SLC5A7:7062, GAD1:7062, SLC6A11:7062, SLC38A2:7062, NAAA:7062, PPFIA2:7062, PPFIA4:7062, ARL6IP5:7062, LIN7C:7062, SLC6A1:7062, SYN2:7062, SLC1A7:7062, SLC22A1:7062, PPFIA3:7062, SLC18A3:7062, UNC13B:7062, ACHE:7062, SLC6A4:7062, ALDH2:7062, BCHE:7062, SLC6A3:7062, LRTOMT:7062, GABRA3:7062, GABRA1:7062, LRRC7:7062, DLG1:7062, EPB41L1:7062, GRIN2D:7062, GIT1:7062, CHRNE:7062, GABRA4:7062, GLRB:7062, PRKAB1:7062, GABRR2:7062, RASGRF2:7062, KIF17:7062, RPS6KA1:7062, CHRNB4:7062, GRIA2:7062, CHRNA2:7062, KCNJ2:7062, GRIA3:7062, ARHGEF9:7062, MDM2:7062, GABBR2:7062, CHRNA1:7062, CACNG8:7062, GABRA6:7062, CHRNB3:7062, HTR3B:7062, GABRA2:7062, GRIA4:7062, GRIA1:7062, GRIP1:7062, AP2M1:7062, GRIN2C:7062, PRKAA2:7062, GABRB1:7062, HTR3A:7062, KCNJ4:7062, CHRNA5:7062, CHRNA9:7062, PPM1E:7062, CHRNA7:7062, KCNJ10:7062, ERBB4:7062, PRKAG1:7062, CHRNG:7062, AP2A1:7062, GRIN3A:7062, NEFL:7062, CAMK1:11528, MYO6:11773, PPM1F:11918, NCALD:12212, TUBB8B:12217, TUBB8:12220, SLC22A2:12281, MAOA:12453, GAD2:12457, ABAT:12652, KCNJ15:12823, SLC38A1:12944, ALDH5A1:12946, NRG1:13151, CAMK4:13232, KCNJ16:13393, GRIN3B:13517, GRIP2:13545, HTR3D:13558, CACNA1A:13631, GLS2:14324, ARHGEF7:14361, SLC1A1:14479, COMT:14778, CHRNA6:14847, SLC6A12:14920, ADCY4:14955, HTR3C:14964"	Both	3
REACTOME_NEURONAL_SYSTEM	-0.125136149	1.58E-15	2.85E-12	352	"PRKCG:5, CAMK2B:10, ADCY1:11, GABRR1:20, SLITRK1:55, DBNL:59, KCNJ9:60, NBEA:64, HOMER2:72, KCNA10:91, RPS6KA2:115, SYT1:120, SHANK2:132, CHRNA4:152, GRIK1:157, KCNV2:202, SLITRK4:211, KCNS3:214, KCNQ2:230, KCNQ3:234, KCNJ12:236, SLC32A1:262, KCNJ14:304, KCND3:331, CAMK2D:339, GRIK3:352, GABRG3:359, KCNS2:367, AP2A2:372, DNAJC5:380, KCNJ6:415, TUBA4A:420, KCNC2:461, KCNF1:464, KCNAB2:480, GABRB3:485, GRIN2B:490, SLC17A7:504, CACNB2:533, CACNA1B:536, GRIN2A:572, GLUL:573, KCNV1:606, GRIK2:646, GNB3:663, CACNG4:665, TUBA1B:702, GABBR1:708, APBA2:733, ADCY9:751, KCNK10:780, GRIN1:826, KCNJ5:833, DLG3:843, SLC18A2:877, GLRA3:896, ADCY2:901, GABRR3:902, KCNC4:910, SIPA1L1:913, SNAP25:1005, KCNJ3:1077, KCNG3:1097, SLITRK6:1098, KCND2:1151, ACTN2:1229, NSF:1233, NRXN2:1256, GNAT3:1261, GJC1:1348, DLGAP3:1353, KCNH6:1387, GABRA5:1416, PRKAB2:1425, KCNMA1:1447, GABRG2:1459, PANX2:1467, SLITRK2:1480, KCNH5:1501, TUBB2A:1503, PRKCA:1524, CAMKK2:1525, NLGN4X:1539, CHRNA3:1551, PRKAA1:1558, KCNS1:1574, RPS6KA6:1580, CHRNB2:1619, ADCY8:1624, SYT12:1634, SLITRK5:1645, CACNB4:1652, NPTN:1654, GABRQ:1715, LRRTM2:1727, IL1RAPL1:1741, TUBA8:1763, KCNN3:1784, SHANK1:1836, KCNQ1:1865, KCNAB1:1878, PRKAG2:1919, KCNH1:1959, GLRA2:2050, KCNB2:2088, KCNH3:2109, GABRB2:2120, ADCY3:2148, GNB5:2158, DLG2:2186, EPB41L5:2209, DLG4:2220, NRXN3:2246, CACNA1E:2271, PRKAR1B:2273, SYN3:2287, GLRA1:2288, GRM5:2296, TUBB4A:2317, RASGRF1:2335, PTPRF:2337, GJD2:2439, PTPRD:2455, KCNJ11:2476, CHRND:2550, KCNG1:2617, KCNMB1:2631, GRIK5:2633, NTRK3:2636, MAPK3:7062, MAPT:7062, PRKAR2B:7062, PRKACA:7062, PICK1:7062, TUBB1:7062, PRKAR1A:7062, PRKAR2A:7062, TUBB2B:7062, PDPK1:7062, PRKACB:7062, TSPAN7:7062, PRKCB:7062, TUBA1A:7062, TUBAL3:7062, TUBB4B:7062, SRC:7062, KCNMB2:7062, CAMKK1:7062, CAMK2A:7062, ADCY7:7062, PLCB2:7062, GNAL:7062, CAMK2G:7062, PLCB3:7062, ADCY5:7062, ADCY6:7062, KPNA2:7062, PLCB1:7062, PRKX:7062, PANX1:7062, GJA10:7062, CACNA2D2:7062, CACNB1:7062, CACNA2D3:7062, CACNB3:7062, TSPOAP1:7062, SYN1:7062, SLC6A13:7062, CHAT:7062, SLC1A3:7062, RIMS1:7062, SLC1A6:7062, STX1A:7062, APBA1:7062, SLC1A2:7062, GLS:7062, SLC5A7:7062, GAD1:7062, SLC6A11:7062, SLC38A2:7062, NAAA:7062, PPFIA2:7062, PPFIA4:7062, ARL6IP5:7062, LIN7C:7062, SLC6A1:7062, SYN2:7062, SLC1A7:7062, SLC22A1:7062, PPFIA3:7062, SLC18A3:7062, UNC13B:7062, ACHE:7062, SLC6A4:7062, ALDH2:7062, BCHE:7062, SLC6A3:7062, LRTOMT:7062, GABRA3:7062, GABRA1:7062, LRRC7:7062, DLG1:7062, EPB41L1:7062, GRIN2D:7062, GIT1:7062, CHRNE:7062, GABRA4:7062, GLRB:7062, PRKAB1:7062, GABRR2:7062, RASGRF2:7062, KIF17:7062, RPS6KA1:7062, CHRNB4:7062, GRIA2:7062, CHRNA2:7062, KCNJ2:7062, GRIA3:7062, ARHGEF9:7062, MDM2:7062, GABBR2:7062, CHRNA1:7062, CACNG8:7062, GABRA6:7062, CHRNB3:7062, HTR3B:7062, GABRA2:7062, GRIA4:7062, GRIA1:7062, GRIP1:7062, AP2M1:7062, GRIN2C:7062, PRKAA2:7062, GABRB1:7062, HTR3A:7062, KCNJ4:7062, CHRNA5:7062, CHRNA9:7062, PPM1E:7062, CHRNA7:7062, KCNJ10:7062, ERBB4:7062, PRKAG1:7062, CHRNG:7062, AP2A1:7062, GRIN3A:7062, NEFL:7062, ABCC8:7062, SYT7:7062, HOMER3:7062, KCNH2:7062, ABCC9:7062, EPB41L2:7062, KCNN2:7062, DLGAP4:7062, KCNK2:7062, KCNH4:7062, KCNK6:7062, KCND1:7062, KCNN4:7062, KCNA7:7062, KCNN1:7062, PPFIBP1:7062, SYT10:7062, KCNA1:7062, KCNJ8:7062, SLITRK3:7062, LRFN3:7062, LRFN1:7062, KCNC1:7062, KCNC3:7062, LRRC4B:7062, FLOT2:7062, KCNK1:7062, FLOT1:7062, HCN4:7062, HCN3:7062, SYT2:7062, KCNA6:7062, KCNK13:7062, GRM1:7062, LRFN2:7062, KCNB1:7062, LRRTM1:7062, PDLIM5:7062, HCN1:7062, NLGN4Y:7062, PPFIBP2:7062, KCNG4:7062, NLGN1:7062, NLGN2:7062, DLGAP1:7062, SYT9:7062, KCNK3:7062, KCNK7:7062, LRFN4:7062, LRRTM4:7062, KCNA3:7062, KCNG2:7062, SHARPIN:7062, NRXN1:7062, KCNA4:7062, KCNK4:7062, KCNH7:7062, KCNQ5:7062, KCNK18:7062, IL1RAPL2:7062, IL1RAP:7062, NLGN3:7062, DLGAP2:7062, LRRTM3:7062, CAMK1:11528, MYO6:11773, PPM1F:11918, KCNH8:11947, NCALD:12212, TUBB8B:12217, TUBB8:12220, SLC22A2:12281, MAOA:12453, GAD2:12457, ABAT:12652, KCNK9:12683, KCNQ4:12750, KCNJ15:12823, SLC38A1:12944, ALDH5A1:12946, NRG1:13151, CAMK4:13232, KCNJ16:13393, KCNMB3:13414, GRIN3B:13517, GRIP2:13545, HTR3D:13558, EPB41:13629, CACNA1A:13631, KCNK17:13645, APBA3:13701, PTPRS:13955, GLS2:14324, ARHGEF7:14361, KCNAB3:14398, SLC1A1:14479, RTN3:14491, COMT:14778, CHRNA6:14847, EPB41L3:14868, SLC6A12:14920, ADCY4:14955, HTR3C:14964, KCNJ1:14995, KCNK16:15018"	Herbivore	1
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX	-0.130729457	0.003817128	0.038044986	41	"NCBP1:261, POLR2J:371, GTF2F2:626, GTF2H4:722, MLLT3:727, CDK9:735, NELFB:1074, NELFA:1117, CTDP1:1593, MNAT1:1599, SUPT6H:1611, IWS1:1753, SSRP1:1992, RTF1:2217, PAF1:7062, CCNT2:7062, CCNK:7062, SUPT16H:7062, POLR2F:7062, NELFCD:7062, ERCC2:7062, GTF2H1:7062, GTF2H3:7062, GTF2F1:7062, CCNT1:7062, MLLT1:7062, CDK7:7062, CCNH:7062, EAF1:7062, EAF2:7062, GTF2H2:7062, ELOC:7062, ERCC3:7062, LEO1:7062, TCEA1:7062, SUPT5H:7062, CTR9:7062, NELFE:7062, ELOA:12591, ELL:12773, AFF4:13949"	Both	3
REACTOME_IRS_MEDIATED_SIGNALLING	-0.004082056	0.930688779	0.969960618	38	"FGF8:592, FGF10:623, FGFR2:837, FLT3:1161, PIK3CA:1390, IRS1:1591, KL:2208, FGFR3:2295, PTPN11:7062, AKT2:7062, SOS1:7062, PDPK1:7062, GAB2:7062, FGF22:7062, FGF4:7062, PIK3C3:7062, FGF20:7062, FGF6:7062, FGF1:7062, FGF23:7062, KLB:7062, FGF5:7062, FGF2:7062, FGF7:7062, FGF17:7062, FGF19:7062, FRS2:7062, TLR9:7062, FGFR4:11490, PIK3R1:11896, GAB1:12195, THEM4:12402, PIK3R2:12550, FGFR1:12961, PIK3R4:13387, PIK3CB:13409, PDE3B:14085, TRIB3:14736"	Both	3
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION	-0.066659183	0.302323033	0.546839212	20	"DUSP9:1012, PEA15:1187, IL6ST:1918, DUSP6:2183, DUSP7:2265, JAK2:7062, TYK2:7062, IL6R:7062, JAK1:7062, PTPN11:7062, MAPK3:7062, DUSP16:7062, DUSP1:7062, DUSP4:7062, DUSP5:7062, DUSP10:7062, DUSP2:7062, DUSP8:7062, IL6:13878, MAP2K2:14555"	Unclear	3
REACTOME_MAPK1_ERK2_ACTIVATION	0.049621637	0.627005686	0.819719312	8	"MAP2K2:551, IL6:1228, JAK2:8044, TYK2:8044, IL6R:8044, JAK1:8044, PTPN11:8044, IL6ST:13188"	Unclear	3
REACTOME_SOS_MEDIATED_SIGNALLING	-0.207539771	0.309361713	0.552803933	2	"IRS1:1591, SOS1:7062"	Unclear	3
REACTOME_FORMATION_OF_THE_EARLY_ELONGATION_COMPLEX	-0.189627301	0.003343689	0.034647533	20	"NCBP1:261, POLR2J:371, GTF2F2:626, GTF2H4:722, NELFB:1074, NELFA:1117, CTDP1:1593, MNAT1:1599, POLR2F:7062, NELFCD:7062, ERCC2:7062, GTF2H1:7062, GTF2H3:7062, GTF2F1:7062, CDK7:7062, CCNH:7062, GTF2H2:7062, ERCC3:7062, SUPT5H:7062, NELFE:7062"	Both	3
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	-0.0868244	0.341844231	0.584767693	10	"PRIM1:2176, PPP2R1B:2431, E2F1:7062, TFDP2:7062, TFDP1:7062, POLA2:7062, POLA1:7062, RB1:7062, PRIM2:7062, PPP2R3B:7062"	Unclear	3
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	0.127003924	0.213590874	0.443668601	8	"MCM8:1482, ORC1:1711, ORC2:2463, ORC6:8044, ORC4:8044, CCNB1:8044, ORC3:8044, ORC5:8044"	Unclear	3
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	0.008230453	0.903822765	0.958916148	18	"MCM8:1482, ORC1:1711, ORC2:2463, E2F1:8044, TFDP2:8044, TFDP1:8044, POLA2:8044, POLA1:8044, RB1:8044, PRIM2:8044, PPP2R3B:8044, ORC6:8044, ORC4:8044, CCNB1:8044, ORC3:8044, ORC5:8044, PPP2R1B:12675, PRIM1:12930"	Unclear	3
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	0.032106904	0.610715068	0.806626743	21	"PPP3CC:830, DYNLL2:2628, BAD:2960, TP63:3393, BID:8044, TP73:8044, DYNLL1:8044, E2F1:8044, BMF:8044, AKT2:8044, BBC3:8044, TFDP2:8044, TP53:8044, AKT1:8044, TP53BP2:8044, BCL2L11:8044, BCL2:8044, SFN:8044, TFDP1:8044, PPP3R1:8044, PPP1R13B:12509"	Unclear	3
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	-0.034717281	0.532673245	0.745659829	27	"ITPR1:76, DGKI:113, DAGLA:1191, TRPC6:1363, DGKQ:1846, PRKCE:2412, TRPC3:2487, PRKCH:7062, DGKG:7062, DGKA:7062, RASGRP2:7062, TRPC7:7062, DGKD:7062, ABHD12:7062, DGKH:7062, ITPR2:7062, DGKB:7062, DGKZ:7062, ABHD6:7062, DAGLB:7062, RASGRP1:7062, ITPR3:12481, MGLL:12782, PRKCD:12881, PRKCQ:13150, DGKE:13682, DGKK:13915"	Insectivore	2
REACTOME_DISINHIBITION_OF_SNARE_FORMATION	-0.265639359	0.039691788	0.16954842	5	"PRKCG:5, PRKCA:1524, STX4:1665, STXBP3:7062, PRKCB:7062"	Both	3
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	-0.030918941	0.571507698	0.775773694	28	"PIK3CA:1390, FCER1G:1471, COL1A2:1608, PIK3R5:1956, VAV3:2056, PTPN6:2419, PTPN11:7062, LCP2:7062, RHOA:7062, CDC42:7062, GP6:7062, PIK3CG:7062, COL1A1:7062, PIK3R3:7062, PDPK1:7062, VAV1:7062, VAV2:7062, SYK:7062, LCK:7062, PLCG2:7062, LAT:7062, LYN:7062, PIK3R6:7062, PIK3R1:11896, MPIG6B:12353, PIK3R2:12550, PIK3CB:13409, CLEC1B:14229"	Unclear	3
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR	-0.067787875	0.082558111	0.259130083	55	"UBA52:502, RPS27A:636, PSMD12:671, PSMF1:875, BCL10:911, NFKBIA:957, PSMA1:974, PPIA:1185, MAP3K7:2004, CARD11:2091, MALT1:2156, IKBKG:2494, PSMB1:7062, PSME4:7062, PSMD8:7062, PSMB5:7062, PSME2:7062, PSMD10:7062, PSMD3:7062, PSMD9:7062, PSMB2:7062, PSME3:7062, PSMB7:7062, PSMB6:7062, PSMA8:7062, PSMD4:7062, PSMB4:7062, PSMD6:7062, UBB:7062, PSMD1:7062, PSMD2:7062, PSMD13:7062, PSMB8:7062, PSMB10:7062, PPP3R1:7062, PSMB11:7062, PSMB9:7062, PRKCB:7062, RASGRP1:7062, NFATC2:7062, NFKBIB:7062, NFKB1:7062, SKP1:7062, NFATC1:7062, RASGRP3:7062, REL:7062, BTRC:7062, RELA:7062, CHUK:7062, PSMD5:11552, NFKBIE:11790, SEM1:11913, PSME1:12184, NFATC3:14588, IKBKB:14767"	Unclear	3
REACTOME_ACTIVATION_OF_RAS_IN_B_CELLS	-0.023582792	0.908039148	0.958916148	2	"RASGRP1:7062, RASGRP3:7062"	Unclear	3
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	-0.031455071	0.388816109	0.629973055	63	"UBA52:502, RPS27A:636, NUP37:876, NUP43:1051, RAE1:1076, NUP155:1299, NUP93:1347, NUP205:1403, NUP133:1974, NUP35:2189, HERC5:2579, STAT1:7062, JAK1:7062, MAPK3:7062, UBB:7062, PLCG1:7062, FLNA:7062, TRIM25:7062, UBE2L6:7062, UBA7:7062, ISG15:7062, KPNA2:7062, NUP160:7062, TPR:7062, SEH1L:7062, NUP50:7062, AAAS:7062, NUP188:7062, NUP88:7062, NUP107:7062, EIF4G1:7062, NUP153:7062, NUP85:7062, IRF3:7062, NUP214:7062, NUP210:7062, OASL:7062, RNASEL:7062, NUP42:7062, PPM1B:7062, NUP54:7062, NUP58:7062, EIF4E:7062, SEC13:7062, MX1:7062, USP41:7062, EIF4E3:7062, UBE2N:7062, MX2:7062, USP18:7062, IFIT1:7062, KPNA5:7062, NUP62:7062, NDC1:11543, PDE12:11578, EIF2AK2:11780, EIF4G3:11968, OAS2:12393, KPNA7:12489, OAS3:13297, NUP98:13846, FLNB:14122, NEDD4:14717"	Insectivore	2
REACTOME_PROLACTIN_RECEPTOR_SIGNALING	-0.050399135	0.562823501	0.767602703	11	"GH1:2604, JAK2:7062, PTPN11:7062, SH2B1:7062, SKP1:7062, BTRC:7062, GHR:7062, PRLR:7062, STAT5A:7062, GH2:7062, STAT5B:7062"	Unclear	2
REACTOME_SIGNALING_BY_NODAL	-0.028262455	0.695617562	0.863691249	16	"FURIN:403, ACVR2B:1755, MAPK3:7062, LEFTY2:7062, FOXO3:7062, ACVR1C:7062, ACVR1B:7062, PCSK6:7062, SMAD4:7062, CER1:7062, NODAL:7062, FOXH1:7062, DRAP1:7062, LEFTY1:7062, GDF1:12194, DAND5:13147"	Unclear	2
REACTOME_FERTILIZATION	0.164790133	0.008982024	0.068331603	21	"ADAM2:315, CATSPERG:893, ZP3:1005, KCNU1:1095, CATSPER2:1169, CATSPER4:1286, CATSPERD:1983, HVCN1:2125, B4GALT1:2318, ADAM20:2351, CD9:8044, IZUMO4:8044, ZP2:8044, ZP4:8044, CATSPERB:8044, ADAM30:8044, ADAM21:8044, CATSPER3:8044, IZUMO2:8044, IZUMO3:8044, ZP1:13112"	Herbivore	1
REACTOME_MEIOTIC_SYNAPSIS	-0.114511277	0.008674318	0.067704744	44	"SYNE1:125, H2BC4:192, H2AC4:369, H4C2:684, H2BC15:781, FKBP6:794, LMNB1:796, SYCP2:873, DIDO1:919, TEX12:1031, UBE2I:1079, SYCE3:1220, H4C3:1275, H2AC14:1344, H4C13:2167, H2BC9:2180, HSPA2:2344, H4C14:2485, LMNA:7062, TINF2:7062, TERF2:7062, TERF1:7062, H4C8:7062, TERF2IP:7062, H2AC20:7062, H2BC21:7062, H4C11:7062, H4C15:7062, H4C1:7062, SMC1B:7062, SUN2:7062, STAG2:7062, STAG1:7062, SYCE2:7062, RAD21:7062, SUN1:7062, ACD:11694, POT1:11764, SYCP1:12106, BRCA1:13537, ATR:13814, REC8:13927, STAG3:13994, SYNE2:14470"	Both	3
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	0.049164606	0.351743866	0.593814785	30	"LPO:1979, HVCN1:2125, ATP6V1B2:2127, NOS2:2533, MPO:2633, ATP6V1G3:3134, NCF4:3244, NCF2:3396, NOS1:8044, SLC11A1:8044, ATP6V0A1:8044, ATP6V1H:8044, CYBA:8044, ATP6V0A4:8044, TCIRG1:8044, ATP6V1A:8044, ATP6V1B1:8044, ATP6V0B:8044, ATP6V1F:8044, ATP6V1C2:8044, ATP6V0D2:8044, ATP6V1C1:8044, NCF1:8044, ATP6V0D1:8044, CYBB:8044, ATP6V0A2:8044, ATP6V0C:8044, ATP6V1E2:8044, NOS3:12767, ATP6V1E1:13011"	Unclear	3
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	-0.067621084	0.129916872	0.330115244	42	"NCBP1:261, POLR2J:371, FGF8:592, FGF10:623, GTF2F2:626, CEP43:700, FGFR2:837, PIK3CA:1390, FGFR3:2295, LRRFIP1:2521, STAT1:7062, SOS1:7062, PLCG1:7062, POLR2F:7062, GTF2F1:7062, GAB2:7062, FGF22:7062, FGF4:7062, FGF20:7062, FGF6:7062, FGF1:7062, FGF23:7062, FGF5:7062, FGF2:7062, FGF7:7062, FGF17:7062, FRS2:7062, STAT5A:7062, STAT5B:7062, FGFR1OP2:7062, ZMYM2:7062, TRIM24:7062, ERLIN2:7062, BAG4:7062, BCR:7062, MYO18A:7062, FGFR4:11490, PIK3R1:11896, GAB1:12195, FGFR1:12961, CUX1:13262, CNTRL:14714"	Insectivore	2
REACTOME_SIGNALING_BY_ERBB2	-0.069537579	0.128513432	0.329236595	40	"EGFR:452, UBA52:502, RPS27A:636, NRG3:886, EREG:963, CDC37:1164, ERBB2:1383, PIK3CA:1390, PRKCA:1524, HSP90AA1:2022, PRKCE:2412, STUB1:2592, AKT2:7062, AKT1:7062, UBB:7062, RHOA:7062, SOS1:7062, PLCG1:7062, GRB7:7062, SHC1:7062, YES1:7062, SRC:7062, ERBB4:7062, MATK:7062, ERBB3:7062, PTPN18:7062, PTK6:7062, ERBIN:7062, PTPN12:7062, USP8:7062, NRG2:7062, NRG4:7062, DIAPH1:11512, BTC:11875, PIK3R1:11896, GAB1:12195, HBEGF:12215, PRKCD:12881, NRG1:13151, EGF:13508"	Unclear	2
REACTOME_SIGNALING_BY_ERBB2_IN_CANCER	-0.053069432	0.389147208	0.629973055	22	"EGFR:452, NRG3:886, EREG:963, CDC37:1164, ERBB2:1383, PIK3CA:1390, HSP90AA1:2022, SOS1:7062, PLCG1:7062, SHC1:7062, ERBB4:7062, ERBB3:7062, ERBIN:7062, PTPN12:7062, NRG2:7062, NRG4:7062, BTC:11875, PIK3R1:11896, GAB1:12195, HBEGF:12215, NRG1:13151, EGF:13508"	Unclear	2
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	0.035891606	0.680276408	0.857119751	11	"HIF3A:2992, CA9:3122, VEGFA:8044, CREBBP:8044, EP300:8044, HIF1A:8044, EPAS1:8044, EPO:8044, ARNT:8044, CITED2:8044, HIGD1A:8044"	Unclear	2
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA	-0.042514062	0.276252832	0.51697869	55	"UBA52:502, RPS27A:636, PSMD12:671, PSMF1:875, PSMA1:974, UBE2D1:996, HIF1AN:1010, EGLN2:2070, PSMB1:7062, PSME4:7062, PSMD8:7062, PSMB5:7062, PSME2:7062, PSMD10:7062, PSMD3:7062, PSMD9:7062, PSMB2:7062, PSME3:7062, PSMB7:7062, PSMB6:7062, PSMA8:7062, PSMD4:7062, PSMB4:7062, PSMD6:7062, UBB:7062, PSMD1:7062, PSMD2:7062, PSMD13:7062, PSMB8:7062, PSMB10:7062, PSMB11:7062, PSMB9:7062, VEGFA:7062, ELOC:7062, CREBBP:7062, EP300:7062, HIF1A:7062, EPAS1:7062, EPO:7062, ARNT:7062, CITED2:7062, HIGD1A:7062, AJUBA:7062, EGLN3:7062, UBE2D2:7062, VHL:7062, EGLN1:7062, WTIP:7062, PSMD5:11552, LIMD1:11849, SEM1:11913, CA9:11984, HIF3A:12114, PSME1:12184, CUL2:12297"	Unclear	2
REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS	-0.142376358	0.065203867	0.227393756	14	"EGFR:452, UBA52:502, RPS27A:636, CDC37:1164, PIK3CA:1390, HSP90AA1:2022, CBL:2620, UBB:7062, SOS1:7062, PLCG1:7062, SHC1:7062, PIK3R1:11896, GAB1:12195, EGF:13508"	Unclear	2
REACTOME_SIGNALING_BY_ERBB4	-0.084681581	0.040593146	0.17060476	49	"GABRG3:359, EGFR:452, GABRB3:485, UBA52:502, MXD4:613, RPS27A:636, NRG3:886, EREG:963, ADAP1:1202, ADAM17:1216, PIK3CA:1390, GABRG2:1459, GABRQ:1715, GABRB2:2120, DLG4:2220, S100B:2277, UBB:7062, SOS1:7062, SHC1:7062, SRC:7062, GABRA1:7062, GABRB1:7062, ERBB4:7062, STAT5A:7062, ERBB3:7062, NRG2:7062, NRG4:7062, TAB2:7062, ITCH:7062, PSEN1:7062, ESR1:7062, CXCL12:7062, WWP1:7062, APOE:7062, YAP1:7062, APH1B:7062, NCOR1:7062, PSEN2:7062, NCSTN:7062, WWOX:7062, BTC:11875, PIK3R1:11896, HBEGF:12215, GFAP:12263, SPARC:12817, PGR:12988, NRG1:13151, EGF:13508, NEDD4:14717"	Insectivore	2
REACTOME_CROSS_PRESENTATION_OF_PARTICULATE_EXOGENOUS_ANTIGENS_PHAGOSOMES	0.054021861	0.596779676	0.796442455	8	"NCF4:3244, NCF2:3396, CD36:8044, ITGAV:8044, CYBA:8044, NCF1:8044, CYBB:8044, ITGB5:8044"	Unclear	2
