"","GO_Biological_Process_2023.stat","GO_Biological_Process_2023.pval","GO_Biological_Process_2023.p.adj","GO_Biological_Process_2023.num.genes","GO_Biological_Process_2023.gene.vals"
"Regulation Of miRNA Transcription (GO:1902893)",-0.0369758865809169,0.413114547644517,0.939968883639285,41,"MYC:324, TGFB1:723, STAT3:816, NFIB:1110, IL10:5124.5, DDX5:5124.5, FOS:5124.5, TP53:5124.5, FOXO3:5124.5, EGFR:5124.5, RELA:5124.5, ESR1:5124.5, NGFR:5124.5, ATOH8:5124.5, SREBF1:5124.5, NCOR2:5124.5, PDGFB:5124.5, HIF1A:5124.5, TEAD1:5124.5, FOSL1:5124.5, NR3C1:5124.5, EGR1:5124.5, KLF4:5124.5, PPARA:5124.5, SMARCA4:5124.5, FOXA1:5124.5, MRTFA:5124.5, NCOR1:5124.5, MRTFB:5124.5, ZNF512B:5124.5, POU2F1:5124.5, MYCN:5124.5, ETS1:9260, MYB:9289, TNF:9500, WT1:9977, POU5F1:9989, RARA:10438, NFATC4:10713, GNL3:10930, NFATC3:12512"
"Regulation Of miRNA-mediated Gene Silencing (GO:0060964)",0.0111226138773861,0.913258473841304,0.989743606631583,8,"LIMD1:1978, POU5F1:2746, TRIM71:7610.5, ZFP36:7610.5, DND1:7610.5, DHX9:7610.5, FXR1:7610.5, EIF4G1:7610.5"
"Regulation Of Microglial Cell Activation (GO:1903978)",0.0809438086665809,0.352676472596412,0.939968883639285,11,"GRN:241, IL6:1487, TTBK1:2083, CST7:2319, PTPRC:7610.5, TREM2:7610.5, SPHK1:7610.5, MMP8:7610.5, NR1D1:7610.5, LDLR:7610.5, TAFA3:7610.5"
"Regulation Of Microglial Cell Migration (GO:1904139)",0.0890953150242326,0.490244251323674,0.939968883639285,5,"P2RY12:336, P2RX4:3306, CX3CR1:7610.5, TREM2:7610.5, CSF1:7610.5"
"Regulation Of Microtubule Binding (GO:1904526)",0.0545683997980818,0.705456165149295,0.971212047540673,4,"TTBK2:633, MAP2:2971, PPP2CB:7610.5, GAS8:11691"
"Regulation Of Microtubule Cytoskeleton Organization (GO:0070507)",-0.0667422867513612,0.213803267004333,0.814887427138546,29,"TRAF3IP1:131, CAMSAP3:340, BICD2:497, MAPRE3:571, PHLDB1:932, TAOK1:5124.5, CLASP1:5124.5, CLASP2:5124.5, ROCK1:5124.5, GAS2L1:5124.5, FRMPD2:5124.5, EFNA5:5124.5, MAPRE1:5124.5, EPHA3:5124.5, STMN3:5124.5, TRIM36:5124.5, MAP6D1:5124.5, CYLD:5124.5, STMN4:5124.5, CDK2AP2:5124.5, PHLDB2:5124.5, MAPRE2:5124.5, SKA1:5124.5, MPDZ:9959, STMND1:10165, PATJ:10436, MAPT:10860, GAS2L2:11007, SKA3:11149"
"Regulation Of Microtubule Depolymerization (GO:0031114)",-0.0117655981393467,0.855521013988083,0.989078460317321,20,"APC2:175, HDGFL3:522, ARHGEF2:1055, TAOK1:5124.5, CIB1:5124.5, CLASP1:5124.5, CLASP2:5124.5, FGF13:5124.5, TRPV4:5124.5, CAMSAP2:5124.5, SPEF1:5124.5, KATNB1:5124.5, NAV3:5124.5, TRIM54:5124.5, ATXN7:9272, CKAP2:10352, MAP1B:10659, MAP1S:10835, TPX2:11831, TTBK2:12102"
"Regulation Of Microtubule Nucleation (GO:0010968)",-0.0919830371567044,0.476290280138283,0.939968883639285,5,"RANGRF:5124.5, CKAP5:5124.5, DCTN1:5124.5, GIT1:5124.5, EML2:5124.5"
"Regulation Of Microtubule Polymerization (GO:0031113)",-0.0018379419959007,0.970874279075631,0.996138850029209,33,"CAMSAP3:340, CAMSAP1:369, TUBB4A:466, MAPRE3:571, CDK5R1:5124.5, CLASP1:5124.5, RAC1:5124.5, CAV3:5124.5, TBCD:5124.5, CDH5:5124.5, ARL2:5124.5, MAPRE1:5124.5, DCTN1:5124.5, CAMSAP2:5124.5, MET:5124.5, FES:5124.5, CLIP1:5124.5, SLAIN2:5124.5, SLAIN1:5124.5, NAV3:5124.5, EML2:5124.5, DRG1:5124.5, PRUNE1:5124.5, MAP2:9764, GBA2:9785, ANKRD53:9798, PSRC1:10734, MAPT:10860, NUMA1:10907, AKAP9:11275, TOGARAM1:11411, CDK5RAP2:11545, OCLN:12149"
"Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031110)",0.00680804651285527,0.910056937416384,0.989743606631583,23,"SKA3:1586, GAS2L2:1728, MAPT:1875, MAP1S:1900, MAP1B:2076, STMND1:2570, GBA2:2950, MAP2:2971, CLASP1:7610.5, CLASP2:7610.5, GAS2L1:7610.5, ARL2:7610.5, MAPRE1:7610.5, CAMSAP2:7610.5, STMN3:7610.5, STMN4:7610.5, FKBP4:7610.5, MAPRE2:7610.5, PRUNE1:7610.5, SKA1:7610.5, MAPRE3:12164, CAMSAP1:12366, CAMSAP3:12395"
"Regulation Of Microtubule-Based Movement (GO:0060632)",0.0827682719219782,0.448284879163234,0.939968883639285,7,"LAMP1:1968, CCDC65:2256, TTC21B:2961, MAP2:2971, HDAC6:7610.5, CFAP298:7610.5, IGBP1:12292"
"Regulation Of Microtubule-Based Process (GO:0032886)",-0.0603864559688869,0.269037739470188,0.867868888104734,28,"TRAF3IP1:131, CAMSAP3:340, IGBP1:443, BICD2:497, PHLDB1:932, TAOK1:5124.5, ERBB2:5124.5, CLASP1:5124.5, CLASP2:5124.5, ROCK1:5124.5, BICD1:5124.5, DIAPH1:5124.5, FRMPD2:5124.5, EFNA5:5124.5, EPHA3:5124.5, HDAC6:5124.5, TRIM36:5124.5, MAP6D1:5124.5, CYLD:5124.5, CDK2AP2:5124.5, PHLDB2:5124.5, CCNL2:5124.5, MPDZ:9959, PATJ:10436, MAPT:10860, AURKA:11260, MACF1:11470, MCM2:11731"
"Regulation Of Microvillus Organization (GO:0032530)",-0.091964465980214,0.581170749966072,0.947741173239166,3,"USH1C:5124.5, PLD1:5124.5, CDHR2:5124.5"
"Regulation Of Mitochondrial Depolarization (GO:0051900)",-0.0919737506309944,0.524090929887683,0.939968883639285,4,"MYOC:5124.5, KDR:5124.5, LRRK2:5124.5, DCN:5124.5"
"Regulation Of Mitochondrial Fission (GO:0090140)",0.00887450993608108,0.896326679460363,0.989743606631583,18,"RALBP1:404, MYO19:662, STAT2:663, MAPT:1875, SPIRE1:2427, KDR:7610.5, LRRK2:7610.5, RALA:7610.5, PINK1:7610.5, VPS35:7610.5, MFF:7610.5, CYRIB:7610.5, MIEF1:7610.5, MIEF2:7610.5, DCN:7610.5, DDHD1:7610.5, PRKN:11940, MUL1:11966"
"Regulation Of Mitochondrial Fusion (GO:0010635)",-0.137245001009897,0.208622079139151,0.814887427138546,7,"MUL1:769, PRKN:795, HUWE1:5124.5, SLC18A1:5124.5, TFRC:5124.5, ZDHHC6:5124.5, OMA1:9832"
"Regulation Of Mitochondrial Gene Expression (GO:0062125)",0.0799035450964549,0.433899592981543,0.939968883639285,8,"LRPPRC:885, METTL4:1328, NSUN3:3063, SHMT2:7610.5, TSFM:7610.5, MTG1:7610.5, MTRES1:7610.5, MTG2:7610.5"
"Regulation Of Mitochondrial mRNA Stability (GO:0044528)",0.139536840688007,0.236574959352208,0.825088498737916,6,"FASTKD2:1197, FASTKD1:1561, FASTKD5:2327, TBRG4:7610.5, PDE12:7610.5, FASTKD3:7610.5"
"Regulation Of Mitochondrial Membrane Permeability (GO:0046902)",-0.0435700575815739,0.633347094923869,0.955504397691183,10,"MUL1:769, SLC25A5:5124.5, CAMK2A:5124.5, THEM4:5124.5, SLC25A31:5124.5, SPG7:5124.5, HEBP2:5124.5, TMEM102:5124.5, BAK1:9841, BAD:10963"
"Regulation Of Mitochondrial Membrane Permeability Involved In Apoptotic Process (GO:1902108)",0.0723803755299818,0.664147134758241,0.960456182225771,3,"STPG1:1303, CAMK2A:7610.5, THEM4:7610.5"
"Regulation Of Mitochondrial Membrane Potential (GO:0051881)",0.111640812895493,0.0489207450035523,0.679125737674931,26,"STOX1:226, ABL1:1762, BAD:1772, MAPT:1875, PYCR1:1935, CCN6:2055, BCO2:2695, BAK1:2894, SLC4A11:2975, PIP5KL1:3249, TCL1A:3272, SLC25A33:3284, PPA2:3595, NDUFS1:7610.5, OPRD1:7610.5, LRRK2:7610.5, PINK1:7610.5, SOD1:7610.5, PRDX3:7610.5, ATP5IF1:7610.5, UBB:7610.5, TUSC2:7610.5, PRELID1:7610.5, SPART:7610.5, HEBP2:7610.5, RNF122:7610.5"
"Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901028)",-0.089023569023569,0.355125533779895,0.939968883639285,9,"MUL1:769, SLC25A5:5124.5, HIP1R:5124.5, MPV17L:5124.5, SLC25A31:5124.5, SLC35F6:5124.5, SLC25A6:5124.5, TMEM102:5124.5, BAK1:9841"
"Regulation Of Mitochondrial Translation (GO:0070129)",0.0646286022499615,0.305453870665695,0.909923870962533,21,"LRPPRC:885, METTL8:945, RPUSD3:1001, FASTKD2:1197, C1QBP:1594, MRPS27:2602, NSUN3:3063, TRMT10C:3428, SHMT2:7610.5, FASTKD3:7610.5, NGRN:7610.5, RPUSD4:7610.5, TRUB2:7610.5, TSFM:7610.5, COA3:7610.5, RCC1L:7610.5, MTG1:7610.5, MALSU1:7610.5, RMND1:7610.5, MTG2:7610.5, MPV17L2:11750"
"Regulation Of Mitochondrion Organization (GO:0010821)",-0.0278330080881721,0.580318930294654,0.947741173239166,33,"USP36:458, MUL1:769, PRKN:795, SIRT7:1038, HTRA2:5124.5, PRMT6:5124.5, SLC30A9:5124.5, PPARGC1A:5124.5, LRRK2:5124.5, GOLPH3:5124.5, EP300:5124.5, SREBF1:5124.5, PINK1:5124.5, FLCN:5124.5, VPS35:5124.5, PDE2A:5124.5, SQSTM1:5124.5, TREM2:5124.5, MFF:5124.5, PLSCR3:5124.5, VDAC1:5124.5, HDAC6:5124.5, HAX1:5124.5, CYRIB:5124.5, MIEF2:5124.5, TMEM102:5124.5, OMA1:9832, MAPT:10860, PARL:10977, STAT2:12072, MYO19:12073, SFI1:12371, STOX1:12509"
"Regulation Of Mitophagy (GO:1901524)",-0.0919830371567044,0.476290280138283,0.939968883639285,5,"SLC25A5:5124.5, GDF1:5124.5, PINK1:5124.5, TSC2:5124.5, VPS13D:5124.5"
"Regulation Of Mitotic Cell Cycle (GO:0007346)",-0.0211357303338865,0.499044937333668,0.939968883639285,86,"USP2:89, TTLL12:179, TRIM35:711, RNF20:745, CDK10:799, SCRIB:802, HSF1:875, ANAPC2:1086, RPRM:1087, IL10:5124.5, ERCC3:5124.5, TP73:5124.5, NKX3-1:5124.5, FBXO5:5124.5, MDM2:5124.5, CDKN1B:5124.5, ERCC2:5124.5, CDK9:5124.5, IQGAP1:5124.5, RPS6KB1:5124.5, RCC1:5124.5, CCDC57:5124.5, PLK1:5124.5, CDC25B:5124.5, PKMYT1:5124.5, CCNB1:5124.5, OBSL1:5124.5, YWHAE:5124.5, APP:5124.5, PIN1:5124.5, RB1:5124.5, SLC9A3R1:5124.5, LGMN:5124.5, PKN2:5124.5, ASAH2:5124.5, CDC26:5124.5, ANAPC4:5124.5, SDCBP:5124.5, CDK5RAP3:5124.5, CDK11B:5124.5, MEIS2:5124.5, SPHK1:5124.5, SIK1:5124.5, TMEM8B:5124.5, FOXC1:5124.5, GAS1:5124.5, CAV2:5124.5, BRINP3:5124.5, NEK7:5124.5, ASNS:5124.5, FOXA1:5124.5, BRD7:5124.5, L3MBTL1:5124.5, CYLD:5124.5, SMOC2:5124.5, RNF40:5124.5, ANAPC1:5124.5, GMNN:5124.5, HECA:5124.5, BTG1:5124.5, ANGEL2:5124.5, NEK2:5124.5, TTL:5124.5, NEK9:5124.5, DYNLT3:5124.5, PDXP:9159, PTPN3:9607, ANAPC13:9788, CUL9:9800, SIRT1:9869, CUL7:10014, BTG4:10073, ANAPC5:10107, XPC:10265, FZR1:10644, KIF20B:10658, MCIDAS:10833, GBF1:10861, DLGAP5:10938, AURKA:11260, CDC25C:11384, FBXO43:11692, CDCA2:11827, BORA:12089, TTC28:12313, NEK11:12585"
"Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901990)",-0.0576533805649146,0.119957054978841,0.768615401515837,61,"UBE2C:464, PHF10:600, SMARCB1:621, ARID1B:692, ZFP36L1:5124.5, ZFP36L2:5124.5, ERCC3:5124.5, E2F1:5124.5, MAP3K20:5124.5, CDKN1A:5124.5, CDK3:5124.5, CDKN1B:5124.5, ACTL6A:5124.5, CDK2:5124.5, ERCC2:5124.5, PBRM1:5124.5, CDK6:5124.5, PLK1:5124.5, ZW10:5124.5, ID2:5124.5, PPP1R9B:5124.5, CDKN2A:5124.5, KIF14:5124.5, SIRT2:5124.5, APLP2:5124.5, APPL1:5124.5, ARID1A:5124.5, DPF1:5124.5, DPF2:5124.5, CENPE:5124.5, PKD1:5124.5, PTPN6:5124.5, PLK5:5124.5, SMARCA2:5124.5, SMARCA4:5124.5, ACTL6B:5124.5, DPF3:5124.5, NPM2:5124.5, BRD7:5124.5, ARID2:5124.5, BCL7A:5124.5, BCL7C:5124.5, SMARCC2:5124.5, SMARCD1:5124.5, SMARCD3:5124.5, CDC14A:5124.5, CDC14B:5124.5, ANLN:5124.5, RIOK2:5124.5, HECW2:5124.5, AMBRA1:5124.5, TM4SF5:5124.5, MAD2L1BP:5124.5, PSME1:9295, SMARCC1:9626, KNTC1:9729, XPC:10265, AURKA:11260, PSME2:11392, CDC6:12168, NEK11:12585"
"Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266)",0.139250951466774,0.0949361749451026,0.707247759180455,12,"DYNC1LI1:155, CDK5RAP2:1190, USP44:1312, INCENP:2010, TPR:2591, CDCA8:2979, LCMT1:7610.5, XRCC3:7610.5, CCNB1:7610.5, MAD1L1:7610.5, NDC80:7610.5, AURKB:7610.5"
"Regulation Of Mitotic Centrosome Separation (GO:0046602)",-0.00642164781906301,0.96034009178988,0.993812994264355,5,"CHEK1:382, UBXN2B:5124.5, NEK2:5124.5, MAP9:9578, KIF11:10911"
"Regulation Of Mitotic Cytokinesis (GO:1902412)",0.204543618739903,0.1132145764502,0.750710481622251,5,"INCENP:2010, CDCA8:2979, MAP9:3157, DCDC1:3465, AURKB:7610.5"
"Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071)",-0.0412988961408735,0.385092382322663,0.939968883639285,37,"UBE2C:464, PHF10:600, SMARCB1:621, ARID1B:692, LCMT1:5124.5, MAP3K20:5124.5, FBXO5:5124.5, ACTL6A:5124.5, PBRM1:5124.5, PLK1:5124.5, CCNB1:5124.5, RB1:5124.5, ARID1A:5124.5, DPF1:5124.5, DPF2:5124.5, CENPE:5124.5, SMARCA2:5124.5, SMARCA4:5124.5, ACTL6B:5124.5, DPF3:5124.5, BRD7:5124.5, ARID2:5124.5, BCL7A:5124.5, BCL7C:5124.5, SMARCC2:5124.5, SMARCD1:5124.5, SMARCD3:5124.5, NSMCE2:5124.5, RIOK2:5124.5, HECW2:5124.5, SMARCC1:9626, ANAPC5:10107, DLGAP5:10938, USP44:11423, CDK5RAP2:11545, CDC6:12168, ESPL1:12468"
"Regulation Of Mitotic Nuclear Division (GO:0007088)",0.062931422907092,0.144566176563289,0.814887427138546,45,"DRD3:353, BORA:646, CDCA2:908, FBXO43:1043, CDK5RAP2:1190, EDN1:1291, USP44:1312, CDC25C:1351, AURKA:1475, NUSAP1:1723, KIF20B:2077, EGF:2518, CUL7:2721, CUL9:2935, PHIP:2936, PDXP:3576, LCMT1:7610.5, FBXO5:7610.5, EREG:7610.5, BTC:7610.5, EPGN:7610.5, IGF1:7610.5, RCC1:7610.5, PKMYT1:7610.5, CCNB1:7610.5, OBSL1:7610.5, IL1B:7610.5, NUP62:7610.5, PIN1:7610.5, CD28:7610.5, INS:7610.5, LRP5:7610.5, INSR:7610.5, PDGFB:7610.5, TOM1L1:7610.5, PDGFRB:7610.5, IL1A:7610.5, EDN3:7610.5, CAV2:7610.5, L3MBTL1:7610.5, DMRT1:7610.5, TOM1L2:7610.5, AURKAIP1:7610.5, NEK2:7610.5, CHEK1:12353"
"Regulation Of Mitotic Sister Chromatid Segregation (GO:0033047)",0.0500043281299594,0.646871822635823,0.955504397691183,7,"CDK5RAP2:1190, USP44:1312, LCMT1:7610.5, KAT5:7610.5, CDK1:7610.5, CCNB1:7610.5, AURKB:7610.5"
"Regulation Of Mitotic Sister Chromatid Separation (GO:0010965)",0.182203817796182,0.0743563042161102,0.679125737674931,8,"CDK5RAP2:1190, USP44:1312, INCENP:2010, TPR:2591, CDCA8:2979, LCMT1:7610.5, CCNB1:7610.5, AURKB:7610.5"
"Regulation Of Mitotic Spindle Assembly (GO:1901673)",-0.0497036138897309,0.551140469380375,0.947741173239166,12,"CHMP2B:904, VPS4B:5124.5, CHMP1B:5124.5, CHMP2A:5124.5, CHMP5:5124.5, PLK1:5124.5, PDCD6IP:5124.5, CHMP4C:5124.5, CEP97:5124.5, DRG1:5124.5, TPR:10144, EML3:10836"
"Regulation Of Mitotic Spindle Checkpoint (GO:1903504)",0.156461383139828,0.278487738673031,0.879857437889911,4,"CDK5RAP2:1190, USP44:1312, LCMT1:7610.5, CCNB1:7610.5"
"Regulation Of Mitotic Spindle Organization (GO:0060236)",0.0185747545298107,0.724928613909387,0.972708804886287,30,"BORA:646, TPX2:904, CENPJ:1439, STIL:1711, NUMA1:1828, EML3:1899, PSRC1:2001, TPR:2591, PARP3:2594, MAP9:3157, SASS6:3518, VPS4B:7610.5, CHMP1B:7610.5, CHMP2A:7610.5, CHMP5:7610.5, PLK1:7610.5, NUP62:7610.5, GNAI1:7610.5, PDCD6IP:7610.5, CHMP4C:7610.5, DCTN1:7610.5, CLTC:7610.5, FSD1:7610.5, TACC3:7610.5, CEP97:7610.5, DRG1:7610.5, CHMP2B:11831, GPSM2:12363, RAE1:12423, DYNC1H1:12682"
"Regulation Of Monoatomic Anion Transport (GO:0044070)",0.262635439800794,0.115142328090472,0.755584942005281,3,"CA2:507, ATP8B1:1063, PDZK1:7610.5"
"Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062)",-0.0951766019824096,0.0762606899873831,0.679125737674931,29,"DPP6:200, GRIN2A:593, NEDD4L:990, KCNIP4:1091, SCN5A:5124.5, RANGRF:5124.5, HCN4:5124.5, CACNA1D:5124.5, WNK1:5124.5, DLG1:5124.5, KCNE1:5124.5, KCNH2:5124.5, GRIN2B:5124.5, GRIN1:5124.5, KCNIP2:5124.5, BPIFA1:5124.5, GRIN2D:5124.5, GRIN2C:5124.5, HCN1:5124.5, HCN3:5124.5, SNTA1:5124.5, CD63:5124.5, WNK3:5124.5, KCNAB1:5124.5, PDZK1:5124.5, DPP10:5124.5, KCNE2:10526, KCNAB3:10674, SLMAP:10929"
"Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034765)",-0.0513346267366698,0.404776782975476,0.939968883639285,22,"KCNJ3:576, GRIN2A:593, KCNJ6:742, NEDD4L:990, CALHM1:5124.5, SCN10A:5124.5, WNK1:5124.5, KCNJ2:5124.5, GRIN2B:5124.5, GRIN1:5124.5, KCNJ5:5124.5, P2RX7:5124.5, GRIN2D:5124.5, GRIN2C:5124.5, WNK3:5124.5, KCNJ11:5124.5, KCNJ14:5124.5, KCNJ16:9162, KCNJ15:9754, WWP2:11506, NEDD4:12106, KCNJ1:12372"
"Regulation Of Monoatomic Ion Transmembrane Transporter Activity (GO:0032412)",-0.0903462287561668,0.0455299435233443,0.677127636318885,41,"PTK2B:63, MAPK8IP2:109, CACNG3:159, PHB2:438, NEDD4L:990, CACNG2:1036, ANK2:1051, SCN4B:5124.5, MEF2C:5124.5, CHRM3:5124.5, CNIH4:5124.5, RANGRF:5124.5, MINK1:5124.5, YWHAE:5124.5, GPD1L:5124.5, APP:5124.5, HCN4:5124.5, CACNA1D:5124.5, YWHAH:5124.5, CAV3:5124.5, CRH:5124.5, DAPK1:5124.5, SHANK1:5124.5, RELN:5124.5, SCN1B:5124.5, TRPC6:5124.5, HCN1:5124.5, HCN3:5124.5, SPHK2:5124.5, CRHBP:5124.5, WNK3:5124.5, SHISA7:5124.5, PDZK1:5124.5, SHISA8:5124.5, FXYD6:5124.5, OPRM1:9595, PTPN3:9607, CNIH3:10621, CAPN1:10820, WWP2:11506, NEDD4:12106"
"Regulation Of Monoatomic Ion Transport (GO:0043269)",0.0039544730144383,0.954999374794578,0.993274113083987,17,"KCNJ1:363, NEDD4:629, WWP2:1229, PXK:2851, KCNJ15:2981, KCNJ16:3573, CALHM1:7610.5, SCN10A:7610.5, HTR1A:7610.5, KCNJ2:7610.5, KCNJ5:7610.5, KCNJ11:7610.5, KCNJ14:7610.5, PDZK1:7610.5, NEDD4L:11745, KCNJ6:11993, KCNJ3:12159"
"Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071637)",0.0482682015550843,0.682228093345159,0.96360496528897,6,"OAS3:2231, APOD:2278, SYK:7610.5, IL1B:7610.5, CD84:7610.5, CLEC7A:7610.5"
"Regulation Of Monocyte Chemotaxis (GO:0090025)",-0.0645500820627483,0.356986786381383,0.939968883639285,17,"FPR2:386, HMGB1:5124.5, CCR1:5124.5, CXCL10:5124.5, CCR2:5124.5, LGMN:5124.5, ANO6:5124.5, CCN3:5124.5, SLIT2:5124.5, GREM1:5124.5, CCL1:5124.5, SLAMF8:5124.5, NBL1:5124.5, PLA2G7:5124.5, MOSPD2:5124.5, CREB3:9236, SERPINE1:11780"
"Regulation Of Monocyte Differentiation (GO:0045655)",-0.0903809235121754,0.278427110046328,0.879857437889911,12,"MYC:324, ZFP36L1:5124.5, CD74:5124.5, IRF7:5124.5, CDK6:5124.5, CD4:5124.5, APCS:5124.5, HOXA7:5124.5, FES:5124.5, IL34:5124.5, CSF1:5124.5, DCSTAMP:10236"
"Regulation Of Mononuclear Cell Migration (GO:0071675)",-0.0213616920952477,0.797817938942776,0.983667546506569,12,"PTK2:171, IL4:5124.5, RARRES2:5124.5, SLIT2:5124.5, THBS1:5124.5, CSF1R:5124.5, CMKLR1:5124.5, IL34:5124.5, CSF1:5124.5, TNF:9500, MAPK1:10699, STK10:11017"
"Regulation Of Monooxygenase Activity (GO:0032768)",-0.130920314253648,0.173868792568889,0.814887427138546,9,"NOS1AP:710, EGFR:5124.5, IL1B:5124.5, GDNF:5124.5, LEP:5124.5, ZDHHC21:5124.5, DDAH1:5124.5, IL1A:5124.5, POR:5124.5"
"Regulation Of Morphogenesis Of A Branching Structure (GO:0060688)",-0.0919830371567044,0.476290280138283,0.939968883639285,5,"LRRK2:5124.5, GDNF:5124.5, SIX2:5124.5, RTN4:5124.5, FGFR2:5124.5"
"Regulation Of Morphogenesis Of An Epithelium (GO:1905330)",-0.160682552504039,0.21340209981099,0.814887427138546,5,"BTBD7:787, CXCL10:5124.5, SIX2:5124.5, RNF207:5124.5, MMRN2:5124.5"
"Regulation Of Multicellular Organism Growth (GO:0040014)",0.0816785760208674,0.348323013235136,0.939178164701766,11,"BBS2:1628, GHRH:2657, GHR:2827, MFSD2A:3161, GDF15:3524, GHRL:7610.5, GHRHR:7610.5, SOD1:7610.5, PTCH1:7610.5, STAT5A:7610.5, MBD5:7610.5"
"Regulation Of Multicellular Organismal Development (GO:2000026)",0.00762461032895556,0.874316198084965,0.989244605380226,36,"GFI1B:317, MYSM1:424, KAT6A:983, DHX36:1913, ZZZ3:2275, HPSE:2325, ACTR5:2661, INO80D:2989, UCHL5:3456, KAT6B:3571, MBIP:3574, TRIP12:7610.5, YY1:7610.5, NIPBL:7610.5, CDK1:7610.5, NFRKB:7610.5, RUVBL1:7610.5, RUVBL2:7610.5, TDG:7610.5, BAG6:7610.5, DUSP6:7610.5, KAT2B:7610.5, RACGAP1:7610.5, INSR:7610.5, ALOX15B:7610.5, SOX17:7610.5, TNN:7610.5, OAS2:7610.5, BRPF1:7610.5, DR1:7610.5, SGF29:7610.5, KAT14:7610.5, BRPF3:7610.5, TADA3:11756, EHMT1:11951, BRD1:12500"
"Regulation Of Muscle Cell Differentiation (GO:0051147)",-0.0175562769410888,0.791143251035838,0.981258969751627,19,"MAPK14:5124.5, HDAC9:5124.5, MAPK12:5124.5, CDK9:5124.5, ID2:5124.5, RBM4:5124.5, NID1:5124.5, MEGF10:5124.5, FGFR2:5124.5, MYOCD:5124.5, LAMC1:5124.5, LAMB1:5124.5, LAMA2:5124.5, TCF23:5124.5, PTBP1:5124.5, LAMB2:5124.5, MYOD1:9957, ZBED6:11328, LAMA1:12160"
"Regulation Of Muscle Contraction (GO:0006937)",-0.153726362625139,0.0173599619766768,0.598655186453716,20,"CNN1:397, TNNT1:406, CACNA1S:426, CHRM2:800, CACNG1:1037, MYL9:1131, CHRNA3:5124.5, SRI:5124.5, NMUR2:5124.5, MYL2:5124.5, ENO1:5124.5, TNNC1:5124.5, MYLK2:5124.5, KCNB2:5124.5, PPP1R12B:5124.5, TNNC2:5124.5, MYBPH:5124.5, TNNI1:5124.5, MYBPC3:9628, PLCE1:11805"
"Regulation Of Muscle Organ Development (GO:0048634)",-0.0645597738287561,0.617126867920361,0.952343406263282,5,"TGFB1:723, TIFAB:5124.5, NEUROG1:5124.5, MTPN:5124.5, SFMBT1:11339"
"Regulation Of Muscle System Process (GO:0090257)",-0.144720455080952,0.219612183681862,0.814887427138546,6,"MYL9:1131, SRI:5124.5, DMD:5124.5, TNNC1:5124.5, PPP1R12B:5124.5, TNNC2:5124.5"
"Regulation Of Myelination (GO:0031641)",-0.0569049012825289,0.390683948256308,0.939968883639285,19,"TMEM98:195, JAM2:531, RNF10:702, DICER1:879, EIF2AK3:5124.5, ZPR1:5124.5, KIF14:5124.5, SIRT2:5124.5, TNFRSF21:5124.5, MYRF:5124.5, EGR2:5124.5, ITGAX:5124.5, PTPRZ1:5124.5, NCMAP:5124.5, NRDC:5124.5, TNFRSF1B:10883, LGI4:11491, PARD3:12586, NSUN5:12632"
"Regulation Of Myeloid Cell Differentiation (GO:0045637)",-0.162641690170826,0.0141530084395314,0.550839190787848,19,"PTK2B:63, EIF6:350, PURB:718, HOXB8:797, RBM15:908, MEF2C:5124.5, PRMT6:5124.5, PEX2:5124.5, CTR9:5124.5, LEO1:5124.5, CDK6:5124.5, HOXA5:5124.5, ZBTB16:5124.5, MEIS2:5124.5, MEIS1:5124.5, FES:5124.5, L3MBTL1:5124.5, MAFB:5124.5, CSF3:11155"
"Regulation Of Myeloid Leukocyte Differentiation (GO:0002761)",0.0795718469150762,0.499706893077149,0.939968883639285,6,"CAMK4:559, PRXL2A:1477, IRF7:7610.5, MTOR:7610.5, CEBPB:7610.5, UBASH3B:7610.5"
"Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002886)",-0.0376980119456387,0.729817355205728,0.973158919174289,7,"SYK:5124.5, DNASE1L3:5124.5, FER:5124.5, FES:5124.5, STXBP2:5124.5, UNC13D:5124.5, DNASE1:9942"
