"X","stat","pval","p.adj","num.genes","gene.vals","Driver","DriverNumeric"
"REACTOME_VOLTAGE_GATED_POTASSIUM_CHANNELS",-0.223630295828107,7.47184867048633e-07,5.18143967418725e-05,41,"KCNA10:91, KCNV2:202, KCNS3:214, KCNQ2:230, KCNQ3:234, KCND3:331, KCNS2:367, KCNC2:461, KCNF1:464, KCNAB2:480, KCNV1:606, KCNC4:910, KCNG3:1097, KCND2:1151, KCNH6:1387, KCNH5:1501, KCNS1:1574, KCNQ1:1865, KCNAB1:1878, KCNH1:1959, KCNB2:2088, KCNH3:2109, KCNG1:2617, KCNH2:7062, KCNH4:7062, KCND1:7062, KCNA7:7062, KCNA1:7062, KCNC1:7062, KCNC3:7062, KCNA6:7062, KCNB1:7062, KCNG4:7062, KCNA3:7062, KCNG2:7062, KCNA4:7062, KCNH7:7062, KCNQ5:7062, KCNH8:11947, KCNQ4:12750, KCNAB3:14398","Both",3
"REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING",-0.0235880770954729,0.870221430390191,0.94291420612591,4,"CD9:7062, IZUMO4:7062, IZUMO2:7062, IZUMO3:7062","Unclear",0
"REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING",-0.0204303485374874,0.874299503209365,0.945309299148159,5,"ERBB2:1383, GRB7:7062, ERBB3:7062, NRG2:7062, NRG1:13151","Unclear",0
"REACTOME_DOWNREGULATION_OF_ERBB2_ERBB3_SIGNALING",-0.110024669208343,0.228389726230083,0.463202110678109,10,"UBA52:502, RPS27A:636, ERBB2:1383, AKT2:7062, AKT1:7062, UBB:7062, ERBB3:7062, USP8:7062, NRG2:7062, NRG1:13151","Unclear",0
"REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX",-0.0710699057450628,0.325196354670683,0.572028319484138,16,"MYC:443, LIN9:1121, RBL2:1669, E2F1:7062, TFDP2:7062, TFDP1:7062, HDAC1:7062, RBBP4:7062, RBL1:7062, TOP2A:7062, E2F5:7062, CDC25A:7062, LIN54:7062, E2F4:7062, LIN37:7062, CDC6:14019","Unclear",0
"REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1",-0.078039360235905,0.312181230106986,0.556188495931715,14,"LIN9:1121, RBL2:1669, E2F1:7062, TFDP2:7062, TFDP1:7062, HDAC1:7062, RBBP4:7062, RBL1:7062, E2F5:7062, LIN54:7062, E2F4:7062, LIN37:7062, MYBL2:7062, CCNA2:7062","Unclear",0
"REACTOME_ELEVATION_OF_CYTOSOLIC_CA2_LEVELS",-0.123036355475763,0.0885272707076875,0.269164703349006,16,"ITPR1:76, P2RX2:1072, P2RX3:1361, TRPC6:1363, TRPC3:2487, TRPC7:7062, P2RX5:7062, P2RX7:7062, P2RX6:7062, P2RX1:7062, ITPR2:7062, P2RX4:7062, ORAI2:7062, STIM1:7062, ORAI1:7062, ITPR3:12481","Both",3
"REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA",-0.0223430628745126,0.816486860323461,0.935083631573069,9,"PPP1R13B:2597, TP73:7062, E2F1:7062, BBC3:7062, TFDP2:7062, TP53:7062, TP53BP2:7062, TFDP1:7062, TP63:11713","Unclear",0
"REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION",-0.187564476339987,0.0400338099634444,0.16954841968901,10,"H1-2:354, H1-4:548, H1-3:842, H1-5:1724, HMGB2:2397, H1-1:7062, CASP3:7062, DFFB:7062, H1-0:7062, DFFA:12309","Unclear",0
"REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND",-0.0626040812804694,0.43461931710057,0.671890049242537,13,"TRAF2:105, RIPK1:1719, FAS:7062, CASP8:7062, TRADD:7062, FASLG:7062, TNFSF10:7062, TLR4:7062, LY96:7062, FADD:7062, CD14:7062, TICAM2:7062, CFLAR:11986","Both",3
"REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS",-0.0296084371143274,0.691453888364585,0.86156970333196,15,"ANAPC2:709, UBE2D1:996, CDC27:7062, ANAPC4:7062, ANAPC5:7062, CDC23:7062, UBE2S:7062, CDC20:7062, CDC16:7062, CDC26:7062, ANAPC7:7062, ANAPC15:7062, MAD2L1:7062, ANAPC1:11535, BUB1B:14035","Unclear",0
"REACTOME_SIGNALING_BY_SCF_KIT",-0.111059670101456,0.0251627874004897,0.126727669505818,34,"KITLG:182, GRAP:978, TEC:992, PIK3CA:1390, PRKCA:1524, SOCS6:1794, MMP9:1976, SOCS1:1980, PTPN6:2419, CHEK1:2574, CBL:2620, JAK2:7062, STAT1:7062, PTPN11:7062, SOS1:7062, PIK3R3:7062, GRB7:7062, VAV1:7062, SH2B2:7062, YES1:7062, LCK:7062, SRC:7062, LYN:7062, GAB2:7062, STAT5A:7062, STAT5B:7062, GRB10:7062, FES:7062, GRAP2:7062, FER:7062, KIT:7062, PIK3R1:11896, SH2B3:12067, PIK3R2:12550","Both",3
"REACTOME_REGULATION_OF_KIT_SIGNALING",-0.152464822590468,0.0483238541029327,0.190651879535203,14,"KITLG:182, PRKCA:1524, SOCS6:1794, SOCS1:1980, PTPN6:2419, CBL:2620, SOS1:7062, SH2B2:7062, YES1:7062, LCK:7062, SRC:7062, LYN:7062, KIT:7062, SH2B3:12067","Both",3
"REACTOME_REGULATION_OF_SIGNALING_BY_NODAL",-0.0185538116591928,0.855819857425161,0.938590756044748,8,"ACVR2B:1755, LEFTY2:7062, ACVR1C:7062, ACVR1B:7062, CER1:7062, NODAL:7062, LEFTY1:7062, DAND5:13147","Unclear",0
"REACTOME_COLLAGEN_DEGRADATION",-0.0775494696674167,0.0365421865733251,0.161484221548297,61,"COL6A2:97, MMP2:148, COL5A2:197, COL6A1:285, FURIN:403, COL3A1:463, COL15A1:625, COL12A1:658, COL4A1:1090, ADAM17:1216, COL5A1:1370, COL1A2:1608, COL8A1:1706, COL4A2:1771, COL6A3:1828, MMP9:1976, CTSK:2364, COL6A5:2466, COL8A2:2528, COL7A1:2530, COL1A1:7062, COL4A4:7062, COL9A3:7062, COL9A1:7062, ADAM10:7062, COL2A1:7062, COL4A3:7062, COL4A5:7062, COL6A6:7062, MMP3:7062, COL17A1:7062, CTSD:7062, CTSB:7062, COL23A1:7062, COL11A1:7062, COL16A1:7062, MMP15:7062, COL10A1:7062, MMP7:7062, MMP13:7062, MMP14:7062, PHYKPL:7062, COL18A1:7062, COL14A1:7062, COL25A1:7062, COL13A1:7062, COL4A6:7062, COL11A2:7062, MMP12:7062, MMP10:11527, COL9A2:11569, ELANE:11817, MMP8:11867, COL5A3:12029, MMP11:12321, COL19A1:12619, MMP19:13263, TMPRSS6:13640, COL26A1:13751, MMP20:14596, ADAM9:15036","Both",3
"REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE",-0.0956407115160514,0.0207412551796659,0.114362333605314,49,"TUBA4A:420, TUBA1B:702, EXOC3:935, EXOC5:1300, PRKAB2:1425, TUBB2A:1503, EXOC7:1615, STX4:1665, TUBA8:1763, PRKAG2:1919, EXOC4:2249, TUBB4A:2317, AKT2:7062, AKT1:7062, SFN:7062, ACTB:7062, KIFAP3:7062, TUBB1:7062, KIF3B:7062, STXBP3:7062, TUBB2B:7062, TUBA1A:7062, TUBAL3:7062, TUBB4B:7062, PRKAB1:7062, PRKAA2:7062, PRKAG1:7062, SNAP23:7062, LNPEP:7062, MYH9:7062, SLC2A4:7062, ACTG1:7062, TBC1D1:7062, EXOC1:7062, C2CD5:7062, EXOC2:7062, EXOC8:7062, RAB14:7062, TBC1D4:7062, EXOC6:7062, RAB13:7062, ASPSCR1:7062, RALGAPB:7062, RALGAPA2:7062, MYO5A:7062, MYO1C:7062, KIF3A:11748, TUBB8B:12217, TUBB8:12220","Unclear",0
"REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION",-0.177965890545776,0.0645387398275064,0.22682913822416,9,"PRKG2:1502, GCH1:1617, HSP90AA1:2022, NOS3:2339, AKT1:7062, SPR:7062, GCHFR:7062, PTS:7062, DHFR:7062","Unclear",0
"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX",-0.0725782019238052,0.00507835830103764,0.0471973196740766,126,"COL6A2:97, MMP2:148, CAPN3:158, COL5A2:197, COL6A1:285, FURIN:403, KLK7:446, COL3A1:463, COL15A1:625, COL12A1:658, MMP17:676, ADAMTS4:922, MMP16:959, COL4A1:1090, FN1:1126, ADAM17:1216, LAMA5:1230, TIMP1:1276, COL5A1:1370, CAPN13:1594, COL1A2:1608, COL8A1:1706, FBN1:1748, HTRA1:1749, CAPN12:1759, COL4A2:1771, DCN:1790, SCUBE1:1801, COL6A3:1828, MMP9:1976, TIMP2:2270, CTSK:2364, CAPN14:2400, COL6A5:2466, CAPN15:2479, CAPN8:2527, COL8A2:2528, COL7A1:2530, CDH1:7062, CASP3:7062, CD44:7062, COL1A1:7062, KLKB1:7062, BSG:7062, PSEN1:7062, NCSTN:7062, COL4A4:7062, LAMB1:7062, COL9A3:7062, COL9A1:7062, CAPNS1:7062, LAMC1:7062, ADAM10:7062, COL2A1:7062, COL4A3:7062, COL4A5:7062, COL6A6:7062, MMP3:7062, COL17A1:7062, CTSD:7062, CTSB:7062, COL23A1:7062, COL11A1:7062, COL16A1:7062, MMP15:7062, COL10A1:7062, MMP7:7062, MMP13:7062, MMP14:7062, PHYKPL:7062, COL18A1:7062, COL14A1:7062, COL25A1:7062, COL13A1:7062, COL4A6:7062, COL11A2:7062, MMP12:7062, MMP25:7062, LAMA3:7062, LAMC2:7062, CAPN6:7062, NID1:7062, MMP24:7062, CAPN7:7062, BCAN:7062, ADAMTS8:7062, CAPN9:7062, CAPN11:7062, ADAMTS18:7062, CAPN10:7062, HSPG2:7062, ADAM15:7062, ADAMTS16:7062, CAPN5:7062, ADAM8:7062, CAST:7062, ADAMTS1:7062, ADAMTS5:7062, CAPN2:7062, ADAMTS9:7062, BMP1:7062, OPTC:7062, LAMB3:7062, CAPNS2:7062, MMP10:11527, COL9A2:11569, ELANE:11817, CTSS:11845, MMP8:11867, CAPN1:11957, COL5A3:12029, MMP11:12321, SPOCK3:12553, COL19A1:12619, SPP1:12784, TLL1:12917, TLL2:12931, SCUBE3:13032, MMP19:13263, PLG:13494, TMPRSS6:13640, COL26A1:13751, FBN2:14338, MMP20:14596, ADAM9:15036, A2M:15082","Both",3
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",-0.0233884202010863,0.185957004622611,0.408942146636154,275,"ITGB4:36, COL6A2:97, PLEC:110, MMP2:148, CAPN3:158, PDGFA:170, ITGA6:193, COL5A2:197, COL6A1:285, ASPN:357, FURIN:403, KLK7:446, COL3A1:463, ITGA3:557, TGFB3:616, COL15A1:625, COL12A1:658, P4HB:666, BGN:670, MMP17:676, ADAMTS4:922, MMP16:959, JAM2:973, COL4A1:1090, FN1:1126, ADAM17:1216, LAMA5:1230, TIMP1:1276, LAMB2:1315, COL5A1:1370, PRKCA:1524, CAPN13:1594, COL1A2:1608, DDR2:1676, COL8A1:1706, FBN1:1748, HTRA1:1749, CAPN12:1759, COL4A2:1771, DCN:1790, SCUBE1:1801, TGFB1:1814, COL6A3:1828, P3H3:1840, JAM3:1855, MATN3:1932, MMP9:1976, LAMA2:2026, DMD:2201, MUSK:2206, THBS1:2230, SERPINH1:2260, TIMP2:2270, LTBP4:2300, ADAM12:2309, ITGA1:2323, CTSK:2364, CAPN14:2400, DDR1:2414, COL6A5:2466, CAPN15:2479, ITGB7:2503, CAPN8:2527, COL8A2:2528, COL7A1:2530, TNR:2577, FBLN5:2593, ADAMTS2:2626, CDH1:7062, CASP3:7062, CD44:7062, ACTN1:7062, TGFB2:7062, PDGFB:7062, COL1A1:7062, VWF:7062, ITGA4:7062, SDC1:7062, SDC4:7062, ITGAV:7062, ITGAX:7062, APP:7062, ITGA10:7062, F11R:7062, ITGB2:7062, ITGA5:7062, ITGA2:7062, KLKB1:7062, SDC2:7062, ITGAM:7062, FGG:7062, BSG:7062, CD47:7062, ITGB3:7062, NRXN1:7062, FGF2:7062, PSEN1:7062, NCSTN:7062, ITGB5:7062, NTN4:7062, COL4A4:7062, LAMB1:7062, COL9A3:7062, COL9A1:7062, CAPNS1:7062, LAMC1:7062, ADAM10:7062, COL2A1:7062, NCAM1:7062, COL4A3:7062, DAG1:7062, COL4A5:7062, AGRN:7062, COL6A6:7062, MMP3:7062, COL17A1:7062, ICAM5:7062, CTSD:7062, CTSB:7062, COL23A1:7062, COL11A1:7062, COL16A1:7062, MMP15:7062, COL10A1:7062, MMP7:7062, MMP13:7062, MMP14:7062, PHYKPL:7062, COL18A1:7062, COL14A1:7062, COL25A1:7062, COL13A1:7062, COL4A6:7062, COL11A2:7062, MMP12:7062, MMP25:7062, LAMA3:7062, LAMC2:7062, CAPN6:7062, NID1:7062, MMP24:7062, CAPN7:7062, BCAN:7062, ADAMTS8:7062, CAPN9:7062, CAPN11:7062, ADAMTS18:7062, CAPN10:7062, HSPG2:7062, ADAM15:7062, ADAMTS16:7062, CAPN5:7062, ADAM8:7062, CAST:7062, ADAMTS1:7062, ADAMTS5:7062, CAPN2:7062, ADAMTS9:7062, BMP1:7062, OPTC:7062, LAMB3:7062, CAPNS2:7062, MFAP3:7062, TNC:7062, LTBP1:7062, P4HA2:7062, FBLN1:7062, ITGA8:7062, PLOD1:7062, ITGAE:7062, BMP7:7062, COL20A1:7062, COMP:7062, PLOD3:7062, VTN:7062, LAMA4:7062, LOXL3:7062, EFEMP1:7062, LTBP2:7062, TNN:7062, FMOD:7062, P4HA1:7062, BMP2:7062, KDR:7062, LOXL1:7062, PXDN:7062, LOXL2:7062, ADAM19:7062, ITGA7:7062, ITGA11:7062, EMILIN1:7062, LOXL4:7062, ADAMTS14:7062, LUM:7062, HAPLN1:7062, P4HA3:7062, PLOD2:7062, ITGAD:7062, MATN1:7062, FBLN2:7062, PCOLCE2:7062, MFAP4:7062, PPIB:7062, LTBP3:7062, CRTAP:7062, EFEMP2:7062, CD151:7062, EMILIN3:7062, MFAP5:7062, COLGALT2:7062, COL28A1:7062, MMP10:11527, TTR:11536, COL9A2:11569, ITGA9:11805, ELANE:11817, FGB:11844, CTSS:11845, MMP8:11867, CAPN1:11957, PECAM1:12008, COL5A3:12029, ICAM1:12116, P3H1:12189, SERPINE1:12247, MMP11:12321, ITGB6:12363, BMP4:12378, SPOCK3:12553, MFAP2:12556, COL19A1:12619, COL21A1:12629, ITGB8:12633, LOX:12759, SPP1:12784, P3H2:12794, SPARC:12817, PCOLCE:12859, TLL1:12917, TLL2:12931, LRP4:13008, SCUBE3:13032, VCAM1:13037, COLGALT1:13228, MMP19:13263, BMP10:13299, GDF5:13403, SH3PXD2A:13407, PLG:13494, LAMC3:13594, IBSP:13600, ICAM2:13602, TMPRSS6:13640, ITGB1:13679, COL26A1:13751, ITGAL:13828, ICAM3:13882, PTPRS:13955, TRAPPC4:14010, VCAN:14025, SDC3:14063, FBN2:14338, MATN4:14445, COL27A1:14451, ITGA2B:14566, COL24A1:14570, MMP20:14596, ICAM4:14749, LAMA1:14799, ADAMTS3:14957, NCAN:14977, EMILIN2:14983, ADAM9:15036, A2M:15082, DST:15094","Both",3
"REACTOME_COLLAGEN_FORMATION",-0.0440964055920236,0.15626084185095,0.366846742001645,87,"ITGB4:36, COL6A2:97, PLEC:110, ITGA6:193, COL5A2:197, COL6A1:285, COL3A1:463, COL15A1:625, COL12A1:658, P4HB:666, COL4A1:1090, COL5A1:1370, COL1A2:1608, COL8A1:1706, COL4A2:1771, COL6A3:1828, P3H3:1840, MMP9:1976, SERPINH1:2260, COL6A5:2466, COL8A2:2528, COL7A1:2530, ADAMTS2:2626, COL1A1:7062, COL4A4:7062, COL9A3:7062, COL9A1:7062, COL2A1:7062, COL4A3:7062, COL4A5:7062, COL6A6:7062, MMP3:7062, COL17A1:7062, CTSB:7062, COL23A1:7062, COL11A1:7062, COL16A1:7062, COL10A1:7062, MMP7:7062, MMP13:7062, COL18A1:7062, COL14A1:7062, COL25A1:7062, COL13A1:7062, COL4A6:7062, COL11A2:7062, LAMA3:7062, LAMC2:7062, BMP1:7062, LAMB3:7062, P4HA2:7062, PLOD1:7062, COL20A1:7062, PLOD3:7062, LOXL3:7062, P4HA1:7062, LOXL1:7062, PXDN:7062, LOXL2:7062, LOXL4:7062, ADAMTS14:7062, P4HA3:7062, PLOD2:7062, PCOLCE2:7062, PPIB:7062, CRTAP:7062, CD151:7062, COLGALT2:7062, COL28A1:7062, COL9A2:11569, CTSS:11845, COL5A3:12029, P3H1:12189, COL19A1:12619, COL21A1:12629, LOX:12759, P3H2:12794, PCOLCE:12859, TLL1:12917, TLL2:12931, COLGALT1:13228, COL26A1:13751, COL27A1:14451, COL24A1:14570, MMP20:14596, ADAMTS3:14957, DST:15094","Both",3
"REACTOME_SYNTHESIS_OF_PG",-0.0966339455858568,0.376012162303227,0.617354990873837,7,"PGS1:260, PLD1:816, CDS2:7062, PLD3:7062, PLD2:7062, PLD4:7062, PTPMT1:12734","Both",3
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE",-0.194699092233554,0.131650302658299,0.332444671838815,5,"SBF1:93, MTMR2:1340, PI4K2B:7062, SACM1L:7062, PI4KA:7062","Both",3
"REACTOME_PI_METABOLISM",-0.0102692698915009,0.751444537668787,0.893885383613288,80,"SBF1:93, SYNJ1:417, MTMR10:442, PLEKHA1:924, MTMR1:981, MTMR2:1340, PIP4K2B:1352, PIK3CA:1390, MTM1:1413, SYNJ2:1417, PIP4K2A:1942, PIK3R5:1956, BMX:1964, GDPD5:2016, PLEKHA8:2105, PIK3CG:7062, PIK3R3:7062, PIK3R6:7062, PIK3C3:7062, PIK3CD:7062, PIP5K1C:7062, ARF1:7062, RAB14:7062, PITPNB:7062, PI4K2B:7062, SACM1L:7062, PI4KA:7062, MTMR7:7062, INPP4A:7062, MTMR9:7062, INPP4B:7062, OCRL:7062, GDE1:7062, PNPLA6:7062, GDPD3:7062, VAC14:7062, PIP5K1B:7062, FIG4:7062, PIKFYVE:7062, PLEKHA3:7062, PNPLA7:7062, TPTE2:7062, PIK3C2B:7062, SBF2:7062, MTMR6:7062, PI4KB:7062, PIP5K1A:7062, PLEKHA6:7062, TNFAIP8:7062, INPP5E:7062, MTMR12:7062, GDPD1:7062, PI4K2A:7062, TNFAIP8L2:7062, MTMR14:7062, ENPP6:7062, PIP4P1:7062, PIP4K2C:7062, PLEKHA2:7062, RUFY1:7062, TNFAIP8L1:7062, INPP5F:7062, TPTE:7062, PLEKHA4:11619, INPP5J:11682, PIK3R1:11896, INPP5D:11902, ARF3:12351, MTMR3:12500, PIK3R2:12550, PLEKHA5:12991, TNFAIP8L3:13313, PIK3R4:13387, PIK3CB:13409, MTMR4:14179, PIK3C2A:14455, PIK3C2G:14525, INPPL1:14575, PTPN13:14917, INPP5K:14986","Insectivore",2
"REACTOME_DAG_AND_IP3_SIGNALING",-0.155406165360051,0.00108449888548715,0.0174584954511905,37,"PRKCG:5, CAMK2B:10, ADCY1:11, NBEA:64, ITPR1:76, CAMK2D:339, ADCY9:751, ADCY2:901, GRK2:1272, PDE1B:1343, PRKCA:1524, CAMKK2:1525, ADCY8:1624, ADCY3:2148, PRKAR1B:2273, PRKCE:2412, PRKAR2B:7062, PRKACA:7062, PRKAR1A:7062, PRKAR2A:7062, PDE1A:7062, ITPR2:7062, PLCG1:7062, PRKACB:7062, CAMKK1:7062, CAMK2A:7062, ADCY7:7062, CAMK2G:7062, PDE1C:7062, ADCY5:7062, ADCY6:7062, KPNA2:7062, PRKX:7062, ITPR3:12481, PRKCD:12881, CAMK4:13232, ADCY4:14955","Both",3
"REACTOME_MEIOSIS",-0.0421062540005271,0.208464000463597,0.437555987003336,75,"SYNE1:125, H2BC4:192, H2AC4:369, H4C2:684, H3C13:758, H2BC15:781, FKBP6:794, LMNB1:796, SYCP2:873, DIDO1:919, TEX12:1031, UBE2I:1079, SYCE3:1220, H4C3:1275, H2AC14:1344, H3C1:1606, H3C11:1880, CDK4:1903, H3C4:1908, H4C13:2167, H2BC9:2180, HSPA2:2344, H4C14:2485, LMNA:7062, RAD51C:7062, CDK2:7062, H3-3A:7062, H3C8:7062, H3C10:7062, H3C2:7062, RPA1:7062, TINF2:7062, TERF2:7062, TERF1:7062, H4C8:7062, TERF2IP:7062, H2AC20:7062, H2BC21:7062, H4C11:7062, H4C15:7062, H4C1:7062, SMC1B:7062, SUN2:7062, STAG2:7062, STAG1:7062, SYCE2:7062, RAD21:7062, SUN1:7062, MRE11:7062, SPO11:7062, DMC1:7062, NBN:7062, ATM:7062, TOP3A:7062, BLM:7062, MSH5:7062, MND1:11533, ACD:11694, POT1:11764, RPA3:11901, SYCP1:12106, PSMC3IP:12117, RAD50:12543, BRCA2:12967, RPA2:13107, MLH1:13406, BRCA1:13537, RBBP8:13747, ATR:13814, REC8:13927, STAG3:13994, SYNE2:14470, MLH3:14624, TEX15:14927, MSH4:14945","Both",3
"REACTOME_CELL_CELL_COMMUNICATION",-0.054277044913749,0.0433546544142568,0.177655549792966,117,"CADM3:31, ITGB4:36, PTK2B:65, AFDN:86, PLEC:110, CADM1:121, SDK1:127, PTK2:164, PARD6G:175, ITGA6:193, IQGAP1:322, CLDN8:326, FYB1:346, LIMS2:542, CDH6:689, KIRREL3:696, CDH4:737, NECTIN4:1080, NCK2:1212, ACTN2:1229, PIK3CA:1390, KRT5:1442, SDK2:1769, CLDN20:1795, CLDN5:2074, CLDN11:2102, KRT14:2111, CDH2:2234, PTPN6:2419, PARVB:2422, CDH8:2493, KIRREL1:2497, PTPN11:7062, CDH1:7062, SPTAN1:7062, ACTN1:7062, ACTB:7062, ACTN4:7062, F11R:7062, CD47:7062, FLNA:7062, SRC:7062, CTNNA1:7062, WASL:7062, SPTBN1:7062, CDH15:7062, NCK1:7062, JUP:7062, CLDN7:7062, ACTG1:7062, COL17A1:7062, NECTIN2:7062, LAMA3:7062, LAMC2:7062, LAMB3:7062, CD151:7062, SKAP2:7062, CDH10:7062, CDH3:7062, CLDN18:7062, FERMT2:7062, CDH17:7062, CDH7:7062, PARD6A:7062, CLDN15:7062, TESK1:7062, NECTIN1:7062, CDH9:7062, KIRREL2:7062, FLNC:7062, CDH11:7062, CDH13:7062, CDH18:7062, RSU1:7062, CDH12:7062, CLDN17:7062, CLDN12:7062, CLDN14:7062, CLDN1:7062, PRKCI:7062, CLDN19:7062, CLDN3:7062, CLDN2:7062, ILK:7062, LIMS1:7062, CADM2:7062, CLDN22:7062, CDH5:7062, SFTPA2:7062, CLDN4:7062, CD2AP:7062, CTNND1:7062, CLDN9:7062, ACTN3:7062, PXN:11614, PIK3R1:11896, PARD6B:12058, CLDN6:12083, NPHS2:12128, SFTPA1:12329, PIK3R2:12550, TYROBP:12825, FBLIM1:13016, PIK3CB:13409, MAGI2:13490, VASP:13492, CLDN10:13591, ITGB1:13679, ARHGEF6:13731, CLDN23:13870, NECTIN3:13935, PATJ:14109, NPHS1:14358, PARD3:14412, CRB3:14851, DST:15094, CLDN16:15102","Both",3
"REACTOME_SIGNALING_BY_ACTIVIN",-0.113791837858228,0.191386019130466,0.415345808630045,11,"ACVR2B:1755, INHBB:2037, INHBA:2537, MAPK3:7062, ACVR1C:7062, ACVR1B:7062, SMAD4:7062, FOXH1:7062, DRAP1:7062, FSTL3:7062, FST:7062","Unclear",0
"REACTOME_G0_AND_EARLY_G1",-0.0728486683104265,0.226806802479376,0.46154928314934,23,"MYC:443, LIN9:1121, CCNE2:1529, RBL2:1669, E2F1:7062, TFDP2:7062, TFDP1:7062, HDAC1:7062, CDK2:7062, RBBP4:7062, RBL1:7062, TOP2A:7062, E2F5:7062, CDC25A:7062, LIN54:7062, E2F4:7062, LIN37:7062, MYBL2:7062, CCNA2:7062, CCNE1:7062, CCNA1:7062, DYRK1A:7062, CDC6:14019","Unclear",0
"REACTOME_AMINO_ACID_CONJUGATION",-0.0235907206096604,0.855055755262213,0.938323509883001,5,"ACSM2B:7062, ACSM5:7062, ACSM2A:7062, GLYATL3:7062, ACSM4:7062","Unclear",0
"REACTOME_GLUCURONIDATION",-0.0270118807442278,0.818780664104275,0.935412291835453,6,"UGP2:1838, SLC35D1:7062, ABHD10:7062, UGT1A6:7062, UGT1A1:7062, UGDH:12075","Unclear",0
"REACTOME_FIBRONECTIN_MATRIX_FORMATION",-0.0131279178338002,0.937231584492581,0.971724293755103,3,"FN1:1126, ITGA5:7062, ITGB1:13679","Unclear",0
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION",-0.105924795604432,0.0190785144872764,0.108856207659998,41,"EEF1G:171, RPL31:276, UBA52:502, RPL17:569, RPS27A:636, RPL34:958, RPL8:1085, EEF1D:1797, RPL13:1815, RPL10L:2038, RPS26:2259, RPL32:2561, RPL19:2573, RPS5:7062, RPL6:7062, RPLP0:7062, RPL3:7062, RPS10:7062, RPL23:7062, RPL3L:7062, RPS2:7062, RPL7:7062, RPS3:7062, RPL9:7062, RPS7:7062, RPL38:7062, RPL15:7062, RPLP2:7062, RPS17:7062, RPS27L:7062, RPS23:7062, RPL14:7062, RPL36A:7062, EEF1B2:7062, EEF1A1:7062, EEF2:7062, RPS15:11582, RPS14:11711, RPS15A:12026, RPL4:12520, RPS27:12638","Insectivore",2
