"","main_Rho","Insectivore_Rho","Vertivore_Rho","main_P","Insectivore_P","Vertivore_P","main_p.adj","Insectivore_p.adj","Vertivore_p.adj","Driver","DriverNumeric"
"NINJ1",-0.29695668061417,1.45832725698242,0.0975923490990753,1,0.144750360658887,0.922256000039259,1,0.438963254615509,0.969397954789524,"Insectivore",1
"PADI4",0.588781072371148,-1.03147381156199,1.15417695684727,1,0.30231868296465,0.248427627743584,1,0.627758587262876,0.541181157873368,"Unclear",0
"BPIFA3",1.0341061429626,-0.619580189456136,0.802022316346851,1,0.53553421269789,0.42254004934409,1,0.798350727555552,0.694833413749932,"Both",3
"PADI3",2.05287589085007,-2.67851675168068,0,0.240507694823688,0.0073949033065903,1,1,0.0985147206580551,1,"Insectivore",1
"CARD19",0.690196221371139,-1.25900983901176,-0.30751165068676,1,0.208026778072821,0.758453956405406,1,0.530424106619846,0.90007326884781,"Insectivore",1
"PADI1",0.446413066760666,0.725211244795789,1.02967338157654,1,0.468322445404812,0.303163355046252,1,0.759430465519366,0.593104713860038,"Unclear",0
"SUSD3",2.12448830528077,-1.1982589404866,1.20121672626092,0.201775997594043,0.230816225910929,0.229667142819798,1,0.555996463930784,0.520620219893475,"Both",3
"NXPE4",0.265805056820013,-0.695799902024949,-0.575041745581468,1,0.486554150616749,0.565263064382566,1,0.771286112946977,0.795823443904324,"Unclear",0
"FGD3",1.4683879761592,-1.12464448280879,0.241158751429817,0.851993194701309,0.260739715981504,0.809432079088953,1,0.586338798049971,0.923946653760546,"DoubleBoth",4
"BPIFB4",0.511103888736646,0.47361215654226,0.697781931249238,1,0.635776504990829,0.485313580614741,1,0.85748888079517,0.742903563534688,"Unclear",0
"PADI2",-0.319696645904891,0.25376672211103,0.437039487745327,1,0.799675783927417,0.662082710857857,1,0.928187505612972,0.851434420161522,"Vertivore",2
"RBM7",0.810223220469509,-1.38941760584155,0.63073799717968,1,0.164705799689947,0.528211850075819,1,0.469689709214349,0.773147764661805,"Insectivore",1
"BPIFB3",0.480419798690898,0.345764742478193,0.65431095701328,1,0.729519524097424,0.512911488109615,1,0.897774123130382,0.763930097269266,"Vertivore",2
"SDHB",0.719684026766606,0.810004679222842,1.71055907648709,1,0.417937486422086,0.08716253900107,1,0.721212468584647,0.334158855193324,"Vertivore",2
"LYZL1",1.50926374052727,0.508975937092427,2.93116544534799,0.78738838165716,0.61076909089151,0.00337692882261957,1,0.843878531041176,0.0707422093437531,"Vertivore",2
"ZBTB12",1.49395491260122,1.59345118761338,1.98575045465289,0.81112442563095,0.11105901034772,0.0470610396136313,1,0.390516365777936,0.247324266640322,"Unclear",0
"BAMBI",-0.375155975118175,1.3271999272568,0.463531039683398,1,0.184442556462817,0.642983771303969,1,0.49976806298142,0.841497380018786,"Insectivore",1
"MFAP2",1.587030911442,1.08546668733687,3.24680182335424,0.675033862883052,0.277715010243451,0.00116709625479287,1,0.603933591314334,0.0450584582660463,"Vertivore",2
"CROCC",-1.74296134316312,0.696519145776365,-0.865511277363648,0.488042205071892,0.486103771409968,0.386758228897052,1,0.770964386573793,0.665860741965242,"DoubleBoth",4
"ASPN",2.95433025830133,-2.7561970177609,2.03697487746477,0.0188009086057993,0.00584777616937424,0.0416525596284692,0.390058614156486,0.0866422339391107,0.232147697648855,"Both",3
"SDHD",1.42613055749749,-0.324914857928962,1.92900675512954,0.922983958360193,0.745245511481338,0.0537300236234429,1,0.904973667022015,0.263904094697659,"Vertivore",2
"OMD",-0.163662842410201,2.38380724480585,1.68602311686874,1,0.0171345745747248,0.0917913469126991,1,0.152685167279667,0.342192747259779,"Unclear",0
"F10",-1.65549890160149,0.931201613225091,-1.28336960933132,0.586940034270922,0.351749283558922,0.199362615861791,1,0.66958357453982,0.48744490515193,"Both",3
"OGN",-2.12940389858764,0.590619800662944,-2.08101732445736,0.199325149160614,0.554775194773863,0.0374323203521489,1,0.812170441843347,0.219905782418848,"Both",3
"MAPRE1",0.572923519260279,0.0584674114447258,0.211531520545017,1,0.95337631997169,0.832472538795742,1,0.983658610466017,0.933058723966539,"DoubleBoth",4
"CENPP",0.144278247779286,-0.297433289073328,0.230942284538637,1,0.766135731986604,0.817359640205226,1,0.914050793446994,0.927876738493779,"Unclear",0
"FBXO42",-1.15325672228701,0.402015126103685,-0.894111925237999,1,0.687672894255411,0.371262009409983,1,0.879224495088387,0.653407293186715,"Both",3
"CPLANE2",0.531040471916574,0.447136903040229,0.392706795123543,1,0.654776215534616,0.694536051284239,1,0.864131874092215,0.867825324172497,"Both",3
"MCF2L",-2.62870501519451,3.4207412332412,-1.57609909630023,0.0514264043092082,0.000624507223857388,0.115002967293916,0.639417747818229,0.0262244497189233,0.381364255704272,"Insectivore",1
"LAYN",-1.31260725122339,-0.98529291691879,-0.861818424128775,1,0.324480210922699,0.388787444689783,1,0.648120731835616,0.667300632340282,"Both",3
"ATP11A",-2.05352316336345,1.97513995292804,-2.26626330739495,0.240131193552027,0.0482522679518725,0.0234352665714819,1,0.260446557186781,0.175226553673029,"Unclear",0
"NEU1",1.28958083576734,-1.16913261150287,1.20856290033986,1,0.24235020660417,0.226830816752861,1,0.568299494577368,0.517530612724353,"Both",3
"IARS1",0.677196708022723,-0.576487821037871,0.830811876204723,1,0.564285499534426,0.406079912484379,1,0.817381917958312,0.680559766299449,"Unclear",0
"HSPA1L",1.2736100973515,-2.23025423974914,-0.370798220050238,1,0.0257305692330224,0.710787827204346,1,0.186774203626538,0.875172360160955,"Insectivore",1
"LSM2",NA,0.0445812970878121,NA,NA,0.964441050597913,NA,NA,0.988530731575918,NA,"MissingData",5
"FAM131C",0.863014559374218,0.800212015737534,1.18273926985246,1,0.423587969248157,0.236912495661799,1,0.725786193820652,0.528322210907398,"Unclear",0
"VARS1",-2.78339661990588,2.42378023076325,-2.54321383555084,0.0322758014756263,0.0153598975912762,0.0109837986669009,0.507875760812577,0.143332515864707,0.124122271916177,"Both",3
"CLCNKB",-1.12064333344877,4.04064496292635,1.18319920476454,1,5.33044039293846e-05,0.236730208086034,1,0.0073910928430968,0.528149640019417,"Insectivore",1
"VWA7",-2.50917733728724,1.38635328324896,-2.6901565402191,0.0726076290741053,0.165639054074799,0.00714185089721516,0.738495373424435,0.470942541220562,0.100626238687433,"Vertivore",2
"MSH5",-2.2225404817213,1.12828362087831,-0.99056948408498,0.157480808472593,0.259200158500368,0.321895844657395,1,0.584905383423704,0.610026955797401,"DoubleBoth",4
"ROR2",-1.10403461883874,0.207811792008596,-1.39772290097792,1,0.835375924923208,0.162196294473318,1,0.942545480097472,0.447113275465445,"Vertivore",2
"KIF3B",1.92994352033817,0.0169191614597642,2.46119063229311,0.321683017437132,0.986501106320369,0.0138476766072746,1,0.995483829664984,0.138421778607727,"Vertivore",2
"AUH",-0.405250320943441,0.619155838129656,-0.614109472652469,1,0.535813701432647,0.539142989043987,1,0.798350727555552,0.779752888227385,"Unclear",0
"MPP7",1.96151299349386,-1.09317954986324,1.56663392123308,0.298915264659312,0.27431497405665,0.117200284270451,1,0.600050123412178,0.384472702511292,"Both",3
"ZBTB17",-0.730226979200072,1.21746618967573,-0.519045956706946,1,0.223426892841049,0.603728693851903,1,0.548574137830269,0.817309150483028,"Insectivore",1
"POFUT1",0.689144157588631,0.870763418370922,1.66344317752201,1,0.383883343127241,0.0962237562326069,1,0.695858321264756,0.349178042332646,"Vertivore",2
"SYK",2.54855600734916,-0.808868855980089,4.11092782147769,0.0649019497547092,0.418590584738753,3.94072384863591e-05,0.707272041194176,0.721551927990389,0.012400144377041,"Vertivore",2
"DIRAS2",NA,-1.19061013851912,NA,NA,0.233806669646323,NA,NA,0.559163186330737,NA,"MissingData",5
"FBLIM1",-0.53025512527859,1.11103611061782,1.61312450996627,1,0.266552806231445,0.106717459885515,1,0.592262431282452,0.367317373755422,"Unclear",0
"ING1",-0.154576487944457,0.979950247823565,0.316266375108736,1,0.327110677872729,0.751800331033168,1,0.64969206931002,0.896354061042149,"Insectivore",1
"TMEM82",-2.28083490977387,1.34919605115801,-1.21679569800721,0.135349306670436,0.177274002820788,0.223681957241998,1,0.489277360265044,0.514297180008487,"Both",3
"MKX",1.5292024884701,0.57857700558205,2.20049099123444,0.757285523370035,0.562874623938701,0.0277720784076368,1,0.81645942838707,0.19066794194043,"Vertivore",2
"DDAH2",0.686735351681525,1.16904161049085,1.04117420155506,1,0.242386866996292,0.297794706733755,1,0.568299494577368,0.588172661366586,"Unclear",0
"PLEKHM2",-0.857280568007686,0.237854275267837,-0.913087534806953,1,0.811994120829722,0.361196505678722,1,0.932455735354514,0.645204256881376,"Vertivore",2
"SECISBP2",-3.0754098443534,2.49695792108173,-2.2663273722736,0.0126128082430537,0.0125263819908623,0.0234313467047227,0.326205232368292,0.129078274437308,0.175226553673029,"Both",3
"LY6G6C",0.670795268364384,-0.324907050037514,0.973347460391365,1,0.745251420974271,0.330380641852467,1,0.904973667022015,0.618118322128039,"Vertivore",2
"COL4A1",2.51008938083376,-1.21621374133264,1.87617769282196,0.0724203637907602,0.223903510452866,0.0606308841119359,0.737584069248579,0.548627520000203,0.279966026788957,"Both",3
"LY6G6D",NA,-0.358845071919033,NA,NA,0.719710992660506,NA,NA,0.8934082912762,NA,"MissingData",5
"AGMAT",-0.567014271180965,2.12515772468885,0.987651845096023,1,0.0335734542433993,0.323323185853299,1,0.216378576473662,0.611580889058013,"Insectivore",1
"LY6G6F",-1.74164999001389,2.69786725342486,0.282875689209023,0.489418249857927,0.00697852622633686,0.777272130973836,1,0.0955362597995727,0.909275340945891,"Insectivore",1
"SHC3",0.293494297379126,-2.08552516280153,-0.99617975321697,1,0.0370216565201504,0.319162815008013,1,0.227132486955003,0.607056435950262,"Insectivore",1
"DNAJC16",-0.693915449397449,0.566198625886001,0.0839764283333386,1,0.571258763946333,0.933075173021439,1,0.822175725571826,0.973823066149517,"DoubleBoth",4
"HCK",-1.24687739112317,1.55128505374117,0.0605820512615386,1,0.120833387030974,0.951692068283008,1,0.405374922423482,0.981989137815723,"Insectivore",1
"NXNL2",-1.72807951536633,0.397664872105517,-2.52533490656437,0.503843817077219,0.690877234464646,0.0115588076830425,1,0.880355474725221,0.126653347708252,"Vertivore",2
"SPIN1",NA,1.25518451483477,NA,NA,0.209411785581278,NA,NA,0.531697310853217,NA,"MissingData",5
"LY6G5B",0.77130177249495,2.38488361077779,1.76307164683093,1,0.0170845255449967,0.0778884065385796,1,0.152490679823156,0.3182111150551,"Unclear",0
"CSNK2B",2.07271012669203,-2.02339218954141,1.13201589950896,0.229195588592676,0.0430327288120392,0.257627750019542,1,0.245604753983924,0.550800852839073,"Both",3
"TNFSF13B",-1.38730106455522,2.30345183708334,0.00631240977117589,0.992099871859606,0.0212534340403761,0.994963459150242,1,0.169786551188002,0.99813549993393,"Insectivore",1
"ACBD5",-1.15934517247502,2.25651149212718,0.0844158197511812,1,0.0240386164089574,0.932725829837561,1,0.180473336439458,0.973639427432407,"Insectivore",1
"ABHD13",0.959343008403189,0.394107962027159,1.50223070938775,1,0.693501332910019,0.133037536437167,1,0.88183108208486,0.409997745428887,"Vertivore",2
"GPANK1",0.322454760337372,0.791207085100802,0.81234667522126,1,0.428823157685902,0.416592735058612,1,0.73028601072896,0.690536029140881,"Unclear",0
"CELA2B",-2.56858006906406,2.42392541359518,-2.00061515508378,0.0612696710039845,0.0153537585335976,0.045433879110801,0.685494156180875,0.143332515864707,0.243048658751219,"Both",3
"C6orf47",-0.893329887822079,1.7150357642929,-0.250817223178074,1,0.0863386700450596,0.801955424964979,1,0.34478036530189,0.920042714902311,"Insectivore",1
"FAM155A",-0.530476458695828,1.84975140261227,0.572645085949682,1,0.0643493881104005,0.566885026016257,1,0.299122234551615,0.796486644925539,"Insectivore",1
"APOM",1.34958742134438,0.656622302496087,1.72618893820181,1,0.51142380480016,0.0843134274570295,1,0.785155304174176,0.329071067991751,"Vertivore",2
"MASTL",-0.640426830827609,0.671674938765669,0.303050485861276,1,0.501790659195118,0.761851387323343,1,0.778990239992392,0.902081836378381,"Insectivore",1
"CTRC",-1.55283286603293,3.35916092484576,0.870530906893317,0.72277841202441,0.000781795267554782,0.384010336511895,1,0.0304618257014314,0.663295768786317,"Insectivore",1
"TUT7",0.786816111486496,-1.99840023106372,0.48100718245161,1,0.0456732866135162,0.630511393994083,1,0.252605300286919,0.833252611329656,"Insectivore",1
"BAG6",-0.438742888686953,1.71885302112491,-0.925263780361729,1,0.0856411382178826,0.354828714139157,1,0.342932558590261,0.639767565758365,"Insectivore",1
"FOXS1",-0.311466985318988,1.76281823034539,0.503630409274881,1,0.0779311516804264,0.61452111928898,1,0.327516279285729,0.824839683719819,"Insectivore",1
"EFHD2",1.26891304590042,-0.655549781825841,0.867276685120954,1,0.512113845855471,0.385790428062903,1,0.785652209595548,0.664876611759708,"Both",3
"ISCA1",NA,-1.31645173091251,NA,NA,0.188022469258695,NA,NA,0.504161489530882,NA,"MissingData",5
"MYLK2",2.38401128669558,-1.78878280348783,1.85634330968204,0.102750462809045,0.0736498014492337,0.0634046395902509,0.871388540296356,0.318513775797927,0.286986542706422,"Both",3
"POGLUT2",-0.837458221062053,1.27986340979437,-0.626815247219226,1,0.200593178181688,0.530780347756,1,0.521121371574813,0.775238742310275,"Insectivore",1
"TEX30",2.12028204341152,-0.540207825701827,1.91983455169511,0.203893602359144,0.58905371638816,0.0548788010192779,1,0.831994744591816,0.26652392623639,"Both",3
"PRRC2A",-1.28530048622207,0.639035553021188,-0.860486317630616,1,0.522799803475264,0.389521022539688,1,0.791820408758228,0.667952489150709,"Both",3
"AIF1",1.11691812640105,-0.204356518184209,1.93915957952692,1,0.838074906586551,0.0524819097607623,1,0.943105348574864,0.26091971498768,"Vertivore",2
"TPP2",1.43070481918612,-1.80208186017672,0.256112873791038,0.915088988867268,0.0715325272391013,0.797863681586614,1,0.313649983396715,0.919020729836862,"Insectivore",1
"COX4I2",-1.01111765786639,1.684080656218,1.17695882150165,1,0.0921660821832158,0.239211942426459,1,0.357130516246042,0.53094153981032,"Unclear",0
"LRRC38",1.2219216248417,-2.0816765263239,1.0227360045452,1,0.0373720261465708,0.306432683086453,1,0.227965520126616,0.595667613345412,"Insectivore",1
"CLCN5",1.92952835291827,-0.564619500834759,0.623742672087321,0.32199182231181,0.572332598353386,0.532796594094124,1,0.822244691204872,0.776445675085549,"DoubleBoth",4
"ID1",2.22593135439897,0.455124306747816,1.94098208917987,0.156112678788058,0.649019812059573,0.0522604498974342,1,0.861755869224612,0.260720756171133,"Both",3
"FGF14",NA,-0.495524816436426,NA,NA,0.620229708927878,NA,NA,0.848779481227625,NA,"MissingData",5
"ABI1",-0.345427903430895,0.461645898794601,0.213803425804888,1,0.644335273950845,0.83070035332187,1,0.859803281095682,0.932646854721886,"Insectivore",1
"NFKBIL1",0.702802916204299,0.172107888092073,0.930266270598409,1,0.863352711499785,0.352233237004361,1,0.952476573669331,0.637981869734245,"Vertivore",2
"ITGBL1",-1.39389621424533,0.440187081186145,-1.06423657462695,0.980093686011093,0.659801615651909,0.2872215421751,1,0.867163252096148,0.579007726829086,"Both",3
"PDSS1",-0.151396717916489,0.639436313255127,0.437671590677476,1,0.522539132056459,0.661624366420426,1,0.791573531916182,0.851092934055383,"Unclear",0
"AADACL4",-1.64376496768235,2.036219940525,-0.918611193648611,0.601348561648499,0.0417282747912416,0.35829897498959,1,0.241402900270422,0.642819437004046,"Insectivore",1
"CCDC22",0.35531681702107,1.53026444090245,0.820868643770421,1,0.125951286280982,0.411721093436673,1,0.413032530117382,0.686383597711645,"Insectivore",1
"APBB1IP",-0.703573370548455,1.07943658732956,-0.5617668355037,1,0.280393148116345,0.574274890713891,1,0.60736235972442,0.80083537525091,"Insectivore",1
"SLC28A3",-0.739886486403045,1.8081279545526,0.275014854025453,1,0.0705865883111636,0.783304826312068,1,0.311429344811307,0.912466149669712,"Insectivore",1
"GGACT",1.20045453231684,-0.784606178252738,0.763558773658073,1,0.432684506551989,0.445130225011819,1,0.732621243779504,0.711755972748095,"Both",3
"TCF19",-1.16705855161625,1.7951695938262,0.378348997950633,1,0.072626683369793,0.705171350749727,1,0.316318625733367,0.87231024420343,"Insectivore",1
"TNFRSF1B",-0.551644090933448,1.0818589871218,0.686844366008261,1,0.279315191133756,0.492180808540413,1,0.606242626283751,0.748779172982981,"Insectivore",1
"CACNA1F",1.12834340569206,-2.63063377285549,-1.6528794745434,1,0.00852258209845658,0.098355395233797,1,0.105694363606643,0.353284159241681,"Insectivore",1
"HNRNPK",NA,0.375960308870703,NA,NA,0.706946403854169,NA,NA,0.887832840227308,NA,"MissingData",5
"PCCA",0.11434716190844,2.14063196154902,1.11578805926452,1,0.0323037292262826,0.264512866196571,1,0.212181104259365,0.556186809446074,"Insectivore",1
"DEFB119",2.02548012002703,-1.39416985428551,2.82324634275799,0.256908526706361,0.163266318882342,0.00475400280335447,1,0.4679096024786,0.0820212739323857,"Vertivore",2
"SHISA7",1.99948954436979,-2.56589743764481,0.90446949561229,0.273332472153129,0.0102909251774551,0.365746502347578,1,0.116728905669258,0.648923304590754,"Insectivore",1
"PLP2",1.81941114091008,0.0931221928908391,2.29173133685544,0.413092369650266,0.925806486664742,0.021921150974291,1,0.975326399073845,0.168927073630455,"Vertivore",2
"ZIC2",0.142068198428904,-1.59154281386836,-1.22312029942136,1,0.111487468146697,0.221284262582974,1,0.39082052973446,0.510895368702726,"Unclear",0
"C9orf64",0.640243107350271,0.995226046134963,1.62323003768212,1,0.319626336659621,0.10454023895269,1,0.643260900287533,0.363484293080439,"Vertivore",2
"GPR158",0.550766439520681,-1.63926084946051,-0.264043694253549,1,0.101158945920738,0.791746249955127,1,0.373930542197915,0.915673936519512,"Insectivore",1
"STXBP4",-0.722707372523319,0.705776556150964,0.0536363182827468,1,0.480327103502234,0.957224920340925,1,0.76762008531294,0.983191572086211,"Both",3
"CLYBL",-0.570025042048074,1.12583685908873,0.779879476374624,1,0.260234579401458,0.435461819924258,1,0.585844681556815,0.704135768161929,"Unclear",0
"THNSL1",-0.739555444953909,1.66142630165133,1.08092675760551,1,0.0966278590358641,0.279729695052122,1,0.365431863535306,0.573430688662765,"Insectivore",1
"ENKUR",-0.496454307002223,0.684617045780129,-0.375415513284006,1,0.493585607788686,0.70735146927521,1,0.775412684523439,0.873336956700884,"Insectivore",1
"GKAP1",2.38977408428195,-0.0770161279627315,3.45716032997745,0.101152436486779,0.938610714816053,0.000545899955919159,0.864143891796552,0.977696875294223,0.0338707500287446,"Vertivore",2
"FLOT1",0.830806391150211,0.0323380833381783,0.636629003579041,1,0.974202438963791,0.524366528472129,1,0.991806768427706,0.771226072710546,"DoubleBoth",4
"UBQLN1",2.26368895221928,0.778915996698411,3.24302799892734,0.141559514762082,0.436029200115456,0.00118266588312845,1,0.735059522066712,0.0451736092929581,"Vertivore",2
"GPR183",0.188314853912384,-0.0113327969783641,0.899278051786042,1,0.990957929809624,0.368504575046494,1,0.996910727674965,0.651286344664433,"Vertivore",2
"IDNK",0.346154901928728,1.57998190302875,1.81381554121484,1,0.114111010914916,0.0697061290274817,1,0.394136446330485,0.300725899123417,"Unclear",0
"GRIPAP1",1.06981351555365,1.17178321199103,1.68860233360959,1,0.241284104495706,0.091295663180852,1,0.567301138638077,0.341319231852374,"Unclear",0
"DHX16",-0.658128263396602,0.562633919367504,-0.574195953800577,1,0.573684189874949,0.565835207075601,1,0.822939815328555,0.795900071490955,"Both",3
"RASEF",-2.5106041976381,1.54848765694423,-1.04154466863123,0.0723148481926172,0.121504931203474,0.297622833277109,0.737584069248579,0.406412181154996,0.588172661366586,"Both",3
"KIAA1217",-2.40748435352319,0.319663383482129,-2.71001925948093,0.096377102930009,0.749223520164221,0.00672793013237159,0.842205011493567,0.90635344582253,0.0978985132170911,"Vertivore",2
"NPPA",-0.316121383207161,0.693365748226423,-0.064085359312446,1,0.488080051607542,0.948902259457756,1,0.771854326849036,0.98081264194862,"Insectivore",1
"ATAT1",-0.764985002837104,0.901673205124555,0.00440609873657916,1,0.367230490807443,0.996484453219679,1,0.682149785181968,0.998784276072224,"Insectivore",1
"OTUD1",-0.0642100033572846,1.17322908430796,0.316065416071546,1,0.240703951737999,0.751952856152786,1,0.566504059457262,0.896354061042149,"Insectivore",1
"TLE1",0.975094533329044,-0.447226049060771,1.19231879486177,1,0.654711855123081,0.233136267676934,1,0.864131874092215,0.524998461914311,"Vertivore",2
"SLC15A1",3.33911762790461,-3.14568298546151,2.56327180513078,0.00504269806679816,0.0016569950423294,0.0103690837866279,0.225627214311646,0.0438860010475772,0.120420173783009,"Both",3
"PTF1A",-0.683667356672118,1.72458109780151,0.902536164847284,1,0.084602992319354,0.366772119198208,1,0.340778156105191,0.649844008327607,"Insectivore",1
"PIM2",3.16718101125954,-2.59081132224423,1.44811807096855,0.00923546855036919,0.00957499718347517,0.147584032454441,0.29937018758003,0.11197772680155,0.429666389011542,"Both",3
"MSRB2",-1.77149445025053,0.825338496755792,-1.51350709291526,0.4588710884858,0.409179441714277,0.130150900844137,1,0.713850992438565,0.405817984703836,"Both",3
"PPP1R10",-0.0290252530302138,1.34097591665058,0.501213924311641,1,0.179928271977017,0.616220575694331,1,0.493598980534492,0.825489629737222,"Insectivore",1
"TTYH1",1.44123814735534,-1.81960736142094,0.812113645777851,0.897104488118282,0.0688188198332213,0.416726423836012,1,0.308485688793331,0.690536029140881,"Insectivore",1
"TLE4",0.599273733064272,0.162695064958934,1.14910011925308,1,0.870758532811335,0.250514699235839,1,0.956565574946725,0.54370882262144,"Vertivore",2
"STK24",1.08380474604461,-0.282968276282077,1.45305346564488,1,0.777201155402303,0.14620890987332,1,0.918218817825675,0.428221713152343,"Vertivore",2
"PRR3",2.61302802993542,-1.19673217514512,2.31770921048095,0.0538463649603765,0.231410961848433,0.0204651301212419,0.652421128848781,0.556485462696663,0.164592825000659,"Both",3
"PIP4K2A",1.80049822598763,-0.759702429329288,2.25449688554041,0.430692020719725,0.447432476311708,0.0241649263806477,1,0.742752688494727,0.176920527413138,"Vertivore",2
"KIAA2013",-1.18987912513479,0.59929792723533,-1.82885101508766,1,0.54897422986103,0.0674219301710956,1,0.807763552271008,0.29590424611686,"Vertivore",2
"MTHFR",2.10821784472223,-2.72223677692026,0.475561263193776,0.21007290255255,0.00648416659128533,0.634386978003561,1,0.0925192396814647,0.83605294155881,"Insectivore",1
"PSAT1",-1.05241923817246,1.97403567342222,0.124683721168225,1,0.0483776867658971,0.900773945447633,1,0.260561760117051,0.962700241213791,"Insectivore",1
"LRCOL1",-0.792368352386209,1.87811101132861,-0.100741586814562,1,0.0603659802910676,0.919755597779377,1,0.288549741827755,0.968534896921365,"Insectivore",1
"HDAC6",0.598186745323029,1.0584600018416,1.25504025554854,1,0.289845776825621,0.209464146860782,1,0.615984029968072,0.499171106687481,"Unclear",0
