,Background...Insectivore.Rho,Background...Insectivore.P,Background...Insectivore.p.adj
VPS35,-0.279360709072514,0.779968020799818,0.918679597972543
SPATA19,1.24209907269596,0.214200010666341,0.538484559657974
AMN,1.69966536532934,0.0891938875871786,0.351933720521076
IKBIP,0.875212091400471,0.381458515362063,0.693700607973458
FOXN4,1.27436193342638,0.202535176573755,0.523316796941933
HIF1AN,-2.91973221537191,0.00350332278170591,0.0672485238309498
ADAMTS15,-1.94896070841827,0.0513001171796564,0.268099786514171
NDUFB8,4.11702836529709,3.83788853127137e-05,0.00603964419450268
PHKB,-1.61621648510714,0.106047515803245,0.382674705801129
AVPR1A,1.05619536492165,0.290878967961977,0.616819791429714
C16orf78,1.00027308362544,0.317178369422394,0.641280303101857
HEATR3,-0.0897457113216582,0.92848929009529,0.975498759076853
LARP6,1.36540148149147,0.17212689852057,0.481616588662164
ZNF319,-0.551221727644023,0.581481687282326,0.826920220140307
HPS6,1.1280176607119,0.259312460678953,0.585077348990138
COPS2,-0.31986839398991,0.749068098044356,0.906295797656264
TBATA,0.709375117631587,0.478091724538651,0.766431486801206
CHODL,1.70747076608106,0.0877345869623476,0.348542469365731
PCBD1,-0.78823843001015,0.430557254155737,0.731127328217308
CCT2,-0.549915172454542,0.582377557104795,0.827609377273729
TMEM132B,-2.01590182627417,0.0438102426193492,0.246998338301576
GNPTAB,2.40861542685627,0.0160131617119917,0.147022897966082
COX11,0.744135233919345,0.456794665361281,0.749998870195994
FAM227B,1.61325907498514,0.10668823378209,0.383893696708988
CLDN10,2.16252733701921,0.0305775522968042,0.206255324668706
CYYR1,0.485755596117207,0.627140460386893,0.852294770052079
C2,-0.478300822578564,0.632436110992274,0.855219117314839
TRIM44,-1.94773491899686,0.0514466895880906,0.268356585659624
CCDC182,-0.887871328085319,0.374609969221463,0.688363336482337
TAF10,-1.93110204135992,0.0534704346252053,0.27212002349763
TPP1,-1.60070939006663,0.109441300412579,0.388233478409036
MSS51,0.211416035687808,0.832562644861275,0.940746455946769
RAG1,0.868450913067715,0.385147533335196,0.696676175759777
DCHS1,0.937958099221083,0.348265943625102,0.667128480086683
OR2D2,0.291140296407359,0.770944022032571,0.915499756026108
NLRP14,2.13994800349416,0.0323589690813551,0.212320494032868
PPFIBP2,-0.543924492152902,0.586493434072886,0.829942723193887
SERPINB2,1.71641846169771,0.0860854799550421,0.344278199997848
IDH3A,-1.97025685701959,0.0488089402465227,0.260845404700259
CRABP1,-3.31664687902504,0.000911046853680153,0.0329286801938689
RNF169,4.35063108469057,1.3574627416711e-05,0.00315276690560152
CHRNA5,-2.08864282310422,0.0367398873173226,0.226346192902501
ATMIN,2.3809440686418,0.017268333644391,0.153182996206727
C16orf46,-0.924167683767916,0.355399018191746,0.67266028559902
LEO1,1.23584825299316,0.216514974945903,0.541671743926245
TMX3,-1.53867461998279,0.123883751362353,0.410782205496073
ALG8,2.73560869589124,0.00622650186837285,0.0905160258156552
HDGFL3,-3.17303622781156,0.00150853699488073,0.0425196660433718
POLR2M,-0.580888937891585,0.561315308329832,0.815410986815791
CLEC4E,-1.28283718641886,0.199549123018468,0.519770606430858
CLEC4D,1.09589897389977,0.273122988183632,0.598897526443248
ZNF407,-2.49165296326754,0.0127150204087242,0.130112225887002
A2ML1,2.22651135373526,0.0259799493413809,0.187829965923649
TMED3,-2.33124857866784,0.0197402559405611,0.164432478044312
SLC38A8,-0.324162740322664,0.745814829173929,0.905129721928738
CPLX4,-2.81555899557722,0.00486924558933777,0.0788467550025734
GALR1,0.317687463713244,0.750722021477405,0.906735233763768
CENPV,0.629116640022702,0.529272697364392,0.795750037248811
CDH16,1.01928643930069,0.308066999984654,0.633125142988622
MC4R,-2.76306591842935,0.00572612008464575,0.0857806658521469
HSP90B1,-1.43399974442432,0.151572335783813,0.450004377587638
SLC9A5,-0.939950338854331,0.347243034588439,0.666915297944446
NCAPH2,0.284430600620208,0.776080411053206,0.917407189524607
PPP1R16B,-1.01122914935765,0.311906767418552,0.636046783640974
CHRFAM7A,-2.65252128680225,0.00798930900816686,0.10245151084919
POLR3E,-0.510061370450672,0.610008467326998,0.843726192243648
MMP3,0.56572798710489,0.57157870676547,0.822175725571826
TVP23A,1.60950113196166,0.107506807687397,0.385166048122432
TMPRSS5,0.90115213005014,0.367507438976879,0.682586006459978
COG1,-1.10226713378002,0.270345553366101,0.595506838240604
GOLM2,0.455669351716074,0.648627764246949,0.861755869224612
BMERB1,-0.427756140974208,0.66882867160656,0.870880665778027
PPIB,2.31810910503391,0.0204433922025792,0.166894419895553
CIAO2A,-0.750284630310854,0.453083297370255,0.747331552566853
PCLAF,0.45590546818213,0.64845795720458,0.861755869224612
LDHD,1.74742817551339,0.0805630936383483,0.332770119464949
PEX11A,1.37088761042426,0.170409994148234,0.478133217093426
ANPEP,-1.07417231105915,0.282745459932775,0.609363270848337
SCNN1G,-0.835507365404098,0.40343210166531,0.709968219675439
RBPMS2,2.07074074967852,0.0383830299126886,0.23068243672776
TERF2IP,0.395699225058736,0.692326927254439,0.88106950403908
DCTN5,-0.314817518981411,0.752900209375517,0.907612635264596
PLK1,-1.05506281062917,0.29139659918527,0.617314270036696
GPR182,1.74520456673135,0.0809492666045751,0.333092600786304
ZBTB39,0.775551013222829,0.438014133893433,0.736163958486335
CACNG2,-0.927996577919092,0.353409344737397,0.671074813004155
CLPX,1.29906655656147,0.193921089090095,0.512431428389986
CHP2,-1.49026058908388,0.136155730759206,0.426463427995355
NEMP1,-0.0936140116373087,0.925415778818948,0.975233363167306
NAB2,0.518734016708647,0.603946236756026,0.839928318453747
ATP23,0.959365705741482,0.337374545247598,0.658692960299217
PATL1,-1.09933298344726,0.271622850530879,0.59717232322358
MRPL16,1.74539612255597,0.0809159401576908,0.333092600786304
SCG5,1.31653849121592,0.187993368095609,0.504161489530882
AGFG2,2.37286489393687,0.0176507189838785,0.154908700474654
NYAP1,-1.78502334760411,0.0742575298982278,0.320117101627759
TSC22D4,-0.857229272539831,0.391318187759803,0.701051055995832
MS4A7,2.28620520657844,0.0222422563195395,0.173713367100477
MS4A5,-0.331181683413335,0.740507254809852,0.903083446934986
EEF1AKMT3,0.892295061171179,0.372234800773425,0.686801808279617
CCNDBP1,2.2699484312932,0.0232107121024587,0.177127576574501
MS4A8,-1.3456855372699,0.17840395255962,0.491543373625511
AKTIP,-1.2565443819204,0.208918665272514,0.53113934875534
MAPRE2,-0.835164720706369,0.403624970344202,0.709968219675439
EVA1C,-1.54688902632911,0.121890007647593,0.406881671666881
CKMT1B,-0.365151388664766,0.714998402724328,0.891973301759303
PDIA3,0.886056465924298,0.375587100429863,0.68921556516915
NUDT21,0.701663633899273,0.482888957185536,0.768874961396891
RUNX1,0.374394607546836,0.70811075427275,0.888435287977165
TPX2,0.0328338831889753,0.973807057894338,0.991806768427706
B4GALNT2,1.39739903663174,0.162293608687459,0.46658692855889
SNRPD1,0.196168227382864,0.844478495746867,0.945902283018517
COQ4,1.0771874826231,0.281396516263915,0.608073074539634
SLC27A4,0.20030938280795,0.841238624838062,0.944427959902316
TRPM2,-0.614123905102085,0.539133452624392,0.800094782472399
TBC1D21,2.38956887066598,0.0168681609231745,0.151142078719588
COL6A2,-2.74749324457264,0.00600527459955775,0.0881698333190504
PRR15L,1.04480373623214,0.296113687740958,0.622165160113729
CRK,-2.71167444518475,0.00669443056471649,0.0937046848216663
TBC1D2B,-0.362831536179979,0.716730732441632,0.892970432449811
NOD2,-0.612161834324613,0.540430689980527,0.801449318746054
HDHD2,1.24010971514649,0.21493481606783,0.539402567921524
GCN1,-0.450937496810211,0.652034597490434,0.8630863845811
RNF214,0.728993528986994,0.466005620816004,0.757393473158189
MED1,1.53626588724718,0.124473182347169,0.411309380467001
PGAP3,-0.500860946953777,0.616468988847534,0.846880739065148
ATP5MG,0.175807640120224,0.860445067182432,0.951361125099594
CD3D,-1.32320007160527,0.185768852212043,0.500936171270172
RRM1,-0.706035699563665,0.480165936913814,0.767577266558407
TRIM68,0.693711064397901,0.487863425833616,0.771854326849036
OR51B5,1.78783170496575,0.0738031640363284,0.319006796230626
FN3K,-0.949424295826946,0.342404858327338,0.663199209845292
ZNF428,0.963158198620456,0.335468139072292,0.657320954413696
PRR14,0.412691268480496,0.679832822865374,0.875598746589181
USP32,1.13923160887379,0.254606565058535,0.581193568054003
CA4,2.07264667647402,0.0382051737051006,0.230334380375962
RAB8A,0.641706208062255,0.521063957626028,0.790891065564219
MIDN,1.80923414714741,0.0704146347418387,0.31091005571519
PCSK4,-0.700843998316416,0.483400376590106,0.769329056605504
KLHL26,1.55728371071985,0.119403141103182,0.402706099488449
MVD,0.188546623023244,0.850448170946178,0.948848762574127
PIEZO1,-0.907322277764103,0.364236396691171,0.679000316729981
TRAPPC2L,0.467891138929158,0.639862440540652,0.858524618499997
ANKRD11,0.906238918906867,0.364809407545093,0.679762100141856
RSKR,0.101199080116828,0.919392426931316,0.973316967106375
LALBA,0.0557304436815388,0.955556546632657,0.984717150764114
CACNB3,0.273847907599157,0.78420150539192,0.920944796311174
TP53I13,0.927605935337006,0.353612017787534,0.671082094388239
WNT10B,1.98576079483022,0.0470598909112214,0.256965982716058
KMT2D,1.41417785216383,0.157309689165793,0.458685510287523
RHEBL1,1.03205119106786,0.302048137139914,0.627660026400381
GPD1,0.184251254530281,0.853816352399693,0.950008289901106
LIN37,0.280872470889881,0.778808216081392,0.918389784617283
PRODH2,1.06019180673871,0.289057347781722,0.615034201915718
AXL,0.888327579059247,0.37436456877163,0.68814643855969
DIP2B,-0.654157031966094,0.513010641035516,0.786201421580991
ANKRD33,0.200701737405432,0.840931801106716,0.944427959902316
CDC42EP5,0.396216479010354,0.691945335518145,0.880922416629069
PPP1R14A,-0.414177336544561,0.678744238223679,0.874906118720863
SPINT2,1.56669567981827,0.117185841090229,0.398944789953207
PSCA,-1.9061877386262,0.0566258524740598,0.278642514496671
LY6D,-0.762917562202649,0.445512561727834,0.741636347236978
CHAF1A,2.70629475833884,0.00680386252063738,0.0946642125296234
UBXN6,-0.766742446679052,0.443234661214886,0.740048477918426
SLC39A4,-0.830831460801612,0.406068847122153,0.71147689344016
ZFP28,-0.373666860682728,0.70865218352525,0.888501179050184
MFSD3,1.35053368007168,0.176844857764158,0.488826449437115
KIFC2,0.44793201137753,0.654202264860059,0.864131874092215
RILP,0.272405149924487,0.785310513312911,0.921063539094716
TSR1,3.21409885866764,0.00130854612474603,0.0392055899002005
TRPV3,-0.411068076844039,0.681022617219861,0.876295594388881
CYB5D2,1.2169526301963,0.22362223938561,0.548621795832477
PELP1,0.808472465179147,0.418818650752752,0.721551927990389
CGB5,0.112893436650859,0.910115039859485,0.971162468097235
ACER1,1.86859007435536,0.0616798677422601,0.292034198390262
SLC25A23,0.958714394304792,0.337702644992462,0.658940914010209
ANGPTL4,1.36386224971348,0.172610923924911,0.48253388625048
NDUFA7,0.358495427932109,0.719972588816539,0.8934082912762
RCOR2,2.16192576304952,0.0306238988247242,0.206368310674079
SPRYD3,1.58611060000337,0.11271422272751,0.392816524038872
IGFBP6,0.700012963323057,0.48391920878565,0.769571333936043
SOAT2,3.69308781267958,0.00022154747775394,0.0155276175903615
CDK2AP2,-0.384114383548862,0.700893671204654,0.885969392229294
PRDX2,0.0026154362436772,0.99791318618055,0.99914601487433
MRPL58,0.37339527551585,0.708854275253714,0.888561145081074
ATP5PD,0.556569129570108,0.577821850431318,0.825554374053877
TMEM88,2.64657547165219,0.00813113588309616,0.103523391109911
TK1,-1.46390935012336,0.143218718305603,0.436751032283007
CYP7A1,0.76621309361864,0.443549518721555,0.740345396865171
KRT16,1.49189393507474,0.135726952877107,0.425991573736835
KRT27,-1.74147549049303,0.0816002658127706,0.334257950103411
METTL26,1.50256102155879,0.132952281147345,0.422387990026914
SOST,2.08974768372284,0.0366404711366282,0.226106515231734
E4F1,0.0924715233957084,0.926323415298975,0.975498759076853
ECI1,0.648569258867718,0.516616830843699,0.788571636796827
ABCA3,-0.92774938618464,0.353537584133597,0.671082094388239
SRRM2,-1.60097510753096,0.109382432610964,0.388233478409036
SDHAF2,0.400352200160255,0.688897125451813,0.879585152142453
VPS37C,-1.25823442426864,0.208306988785515,0.5306021717704
HNRNPUL2,0.681665048466116,0.495450772946098,0.776115840343594
POLR2G,-0.502613892775077,0.615235759725834,0.846420244121594
PLAAT5,-2.23873361351512,0.0251732540527731,0.184714022155455
ENTPD3,-0.437703199841767,0.66160144961261,0.868222222535263
ULK4,0.96701638484913,0.333535842849297,0.655876098743133
FADD,-0.804361118374785,0.421188449523045,0.72328357560298
LTBP3,0.886142894098975,0.37554053138513,0.689213821696284
BATF2,1.63037153629761,0.10302299668363,0.377805374037322
SLC22A11,-1.15961527240792,0.246205480116842,0.571330655291895
MAJIN,-2.29521833621213,0.0217206148794079,0.172329636113716
SCARA3,-0.197426126040666,0.843494086319311,0.945180519277048
PNOC,-0.0214969041886157,0.982849272993121,0.994879402107381
MSANTD4,1.05317217647563,0.29226208795716,0.618271773073622
NXNL1,-0.630797716516399,0.528172796655183,0.794923206725036
TADA3,-1.4781598646347,0.139364993741032,0.4308810155604
LRRC28,-0.405202652001674,0.685328555783378,0.877933340764465
B3GNT2,2.91447916575132,0.00356282588953726,0.0676796044879945
PYGO1,2.53319547610616,0.0113027902136473,0.122459801341161
HSPB3,-0.675089887124572,0.499618658296478,0.777861764703449
IRX1,1.16112232884166,0.245592155439336,0.570814304150623
OGG1,0.316709448455465,0.751464078768684,0.906758077329085
DNAJC18,0.840766887307103,0.400478540807742,0.707820117602399
FGB,0.698248604102003,0.485021735139294,0.770001694894498
SMAD1,0.043850113379869,0.965023880773245,0.988607218601641
LKAAEAR1,1.47126583315903,0.14121923949952,0.433865596700269
ZNF280A,2.84590474586457,0.00442854398741357,0.0754941718989884
NHLH1,-0.430898218506827,0.666542378868852,0.870308803656975
FUT9,-1.83771487852631,0.0661044302806643,0.303079007546358
PCSK9,-0.69146102073455,0.489275868292843,0.772142201261677
MZB1,1.48918333328056,0.13643909839164,0.426605639217009
IRF2BP1,-0.468538177311966,0.639399776226493,0.858375929505982
NUDT9,-2.24636224699176,0.0246808144511576,0.182922414924012
DCLK2,0.677372582429912,0.498169589581843,0.777218752439069
FOXA3,0.703345346847677,0.481840557183633,0.768615310302362
UBB,-0.40646942234853,0.684397719833308,0.877642613985608
RBKS,0.814013762071046,0.415637067075264,0.719237605188489
SDC2,1.46438682042459,0.143088287115077,0.43668368642685
THAP9,1.90889838257764,0.056275201729877,0.277572354669655
DDX19A,-1.2099407375635,0.226301633903753,0.551017452898593
FAM151A,0.428079144567488,0.668593500035547,0.870880665778027
DDI1,-0.956252210706108,0.338944827708445,0.659990489587673
ZNF804A,0.210806847224482,0.833037995298999,0.940890033154587
FNTA,1.42848088222945,0.153153493444829,0.45201474421836
LUZP1,1.61322171226527,0.106696347934727,0.383893696708988
AHSP,-0.681068156807093,0.495828364866598,0.77612158890686
WDR48,1.5845324923912,0.113072593560397,0.393410136013538
MN1,3.80327222177164,0.000142797290782723,0.0125113583043089
ING2,0.144957582371688,0.884744362338504,0.961890225309867
SCN11A,1.21404081462332,0.224732138884629,0.549295798397551
BFSP2,-3.09120468434066,0.0019934616596029,0.0488096979463797
CANT1,-1.55991510897063,0.118779943506769,0.402026332073755
ITGB2,1.58405839387619,0.113180431309416,0.393410136013538
COPRS,1.22336341744879,0.221192464137701,0.54637437537458
GABARAP,0.353990038148329,0.723346348907259,0.894705403448028
TMEM42,-0.247863740151505,0.804239835751132,0.929542513271606
KIF5B,-0.2666059235388,0.789772594350469,0.923890298919367
TMEM256,1.3075566058171,0.191023743486772,0.508007195763262
CKAP2L,1.63768155546573,0.101488140192835,0.37454946821167
PDILT,1.34183783933888,0.179648580243814,0.493570502503616
PTGER4,-1.70096218329108,0.0889500885822682,0.351228254769789
HTRA4,1.82895234887023,0.0674067469975185,0.305687385172565
MTCH2,0.895316809067929,0.370617757270463,0.68561324213615
CDC25A,0.25594290555912,0.79799492386319,0.92740874104555
C1QTNF4,-1.92331970853052,0.0544399109361172,0.273702393413004
SF3B3,-2.20618687670618,0.0273709177557427,0.193735897774163
CXXC5,1.25238697472383,0.210428890204574,0.533219361357221
VAT1L,1.85285160143928,0.0639036317525628,0.297647691688876
MYRIP,0.0753481593804713,0.939937704711561,0.978237030773654
GPR82,0.125667051338877,0.899995484276581,0.968196502322227
DESI2,-1.67823635620607,0.0933009669449483,0.358623517479409
RGPD8,0.204951589813685,0.837609947797352,0.943096668786279
NEUROD2,0.356057050331614,0.721797841028893,0.894066767680103
OR1S2,-0.0338008769212963,0.973035936664466,0.99172394288764
OR6Q1,1.83975612869228,0.0658040489828934,0.30221856551954
CDK5R2,-0.354352318414266,0.723074863562702,0.894705403448028
CALB2,-1.16618722290373,0.24353875734274,0.56922421533684
SCAMP3,-1.41664699410107,0.156586161550841,0.457811163884845
P2RY12,0.902300456872236,0.366897282949208,0.681900958472495
PRSS27,-0.654341681669576,0.512891697597235,0.786201421580991
TRH,1.81787386173409,0.0690834141610547,0.308817722045377
SLC25A33,1.15462124910317,0.248245561137884,0.57311560713117
ALKBH3,-0.328293098822093,0.742690061639731,0.903909236305631
PDHB,-0.923372083692488,0.35581333457231,0.672773659779708
JUNB,-1.3335687115949,0.182345242754185,0.497079387790546
BUB1,0.598489901472236,0.549513095150345,0.807969680632434
CTNNA1,0.0896285329324705,0.928582409652078,0.975498759076853
NUDCD2,-0.254603428328108,0.799029411010764,0.927954984815753
TTC36,1.32980145743186,0.183583695630108,0.498861378452376
LETM1,-2.67808538297097,0.00740443405828225,0.0985147206580551
PALM2AKAP2,1.88876370025797,0.0589234987869801,0.284507295751612
AURKC,1.89951103625369,0.0574973169547024,0.281138464711545
ACOX2,4.450808717331,8.55475163301074e-06,0.00261815387312133
STARD5,-1.68454240550691,0.0920768913670706,0.357130516246042
INSR,-0.436940625720694,0.662154408200134,0.868374126648848
ZCCHC4,2.82173398932589,0.00477647786275633,0.0781901987319967
UBTF,-0.42987297255374,0.667288046933979,0.870545346022761
RPS9,-1.42675036165536,0.15365186363119,0.452731510236525
KCNK3,-0.441852575279119,0.658595890536174,0.866825818063446
ACHE,-0.470968220149312,0.637663429527883,0.85759850583831
GSX1,0.103071149824952,0.917906502150274,0.972886058546641
POLR1D,0.176764896680744,0.859693063192281,0.951112658198608
IL16,-1.16709852694008,0.243170582683984,0.568848603654884
CEBPB,0.666100333310298,0.505346971510513,0.781450969396481
FAM189A2,0.0989155399361253,0.921205330332593,0.974018985127802
DONSON,0.359467319433329,0.719245521568705,0.89340576780703
SIX2,0.0253718500997406,0.979758364243695,0.994151214116162
RFXANK,1.16386352744769,0.244479322317515,0.569816137935856
IL7R,-0.655026331867071,0.512450800676156,0.785723827223485
LMAN2,-0.790501155454514,0.429235147695775,0.73043036477935
SHLD1,2.17760214559909,0.029435669676208,0.202253095802293
MDM1,3.86442639794989,0.000111350558891016,0.0108727783678583
POP7,-1.01019970551934,0.312399620339124,0.636256115520108
NSG2,-1.55741990789517,0.119370822598267,0.402706099488449
PRELID1,-0.887699405624799,0.374702465719296,0.688375985950159
GNB2,0.134579222966572,0.892944569812863,0.966075192370625
NRTN,0.167435847733547,0.867027120870789,0.954731155040395
EMB,0.797550295906853,0.425131504582035,0.7270475372199
GLOD5,1.7803211464183,0.0750234183226907,0.321452441869546
HCN1,1.59178118391461,0.111433879406557,0.390790080333381
EIF2AK3,-0.509061439542645,0.61070915930615,0.843878531041176
RAB24,-0.20509936387405,0.837494493424514,0.943071832081929
TEX37,-0.719884136875183,0.471596335751986,0.762086092094625
HIPK3,1.80929977205824,0.0704044443984599,0.31091005571519
PA2G4,-0.929479221893434,0.352640788426957,0.670477988407429
MMADHC,-0.840760101559348,0.400482343052107,0.707820117602399
ARNT2,-2.34166035756576,0.0191981767613925,0.161905955840485
CES3,2.05402638499215,0.0399731380723135,0.235557059345314
TCTN2,0.278381817586142,0.78071927555451,0.919137037875004
MRC2,-0.620660784057486,0.534822837045657,0.798350727555552
SHCBP1,0.561064621714253,0.574753484754726,0.823638867862201
SCN1A,-1.57424865946231,0.115429973908824,0.396063600145667
BRD3,-2.42959481314798,0.015115710764654,0.142117491754221
TRABD,-1.60512540532113,0.108466209341444,0.386912145073824
ARF4,-0.6209982146327,0.534600797878067,0.798350727555552
HOXC10,-0.402889199598179,0.687029737031257,0.878723665078486
PDS5A,0.131531529767003,0.895354846085901,0.96696706583499
RNF139,-1.22155605056961,0.221875557207313,0.5467955462338
FOS,-2.01280290232418,0.0441353684778701,0.247718524493564
TMED10,0.742066238889249,0.45804720376097,0.750846001387179
PCBP1,-1.58157150361678,0.113747423636645,0.394074787292077
KCNJ4,0.0568480939831168,0.954666202396558,0.984354693990018
THAP11,-1.38683887404155,0.165490900323829,0.470744216160931
CAMTA1,0.0894512285395598,0.928723312120881,0.975498759076853
RFX2,1.70683557730572,0.0878526176838678,0.348603985639276
CHST11,-0.83867533872861,0.401651520853271,0.708768948120531
ANTXR1,0.490747846488855,0.623604801154586,0.850484663181715
FGGY,2.24511257133218,0.0247609067719564,0.183212480794664
KREMEN2,2.5231375992945,0.0116312878756523,0.123996029547427
SDR16C5,0.324042744075183,0.745905673544086,0.905130054127545
CHCHD7,-0.610382672968872,0.541608343346484,0.802085422535448
N6AMT1,0.375460520925945,0.707318002134231,0.887837106443379
PROKR1,-1.28529835243121,0.198688045702502,0.518270764852245
KCNAB3,2.77323992347777,0.00555011844566654,0.0849461483524298
APLF,1.4260116792598,0.153864970829107,0.453042200212352
REPS2,-0.845959979041614,0.397575070694453,0.705991928230323
MCM7,2.28904470003748,0.0220767553485591,0.17328916583283
ATP6V1G2,-0.958822970151301,0.337647935407098,0.65891348242399
COPS6,-0.579651106753557,0.562149921209797,0.815819506928964
GPR37,-1.39794275367887,0.162130258600385,0.466282711436062
HAS2,0.0451667739613537,0.963974377747758,0.988392364703649
ANKK1,-0.296393715195413,0.766929424376424,0.914179546909062
EGLN2,-0.677860976454515,0.497859844730123,0.777218752439069
ARAP2,0.843664727421977,0.398856783232566,0.707104366635075
GPRIN1,1.9629171883586,0.0496557972080572,0.263287804038404
HS1BP3,0.563589401597976,0.573033601323677,0.822628787871355
HINT1,-0.35372114979298,0.723547870797436,0.894705403448028
KBTBD2,-1.48018663839887,0.138823445242499,0.429770553029055
RIOX1,1.66301472568253,0.0963094878532541,0.364568073006398
CPLX1,-1.57581361067936,0.115068764745077,0.39552006470315
CLEC7A,-0.81844932669918,0.41310066562088,0.717064541555884
AFAP1L2,-0.4136867765135,0.679103512617358,0.87514619462671
CAVIN2,-0.859371342616429,0.390135675067226,0.700455156974376
C15orf40,-1.21342624691802,0.224966896419588,0.549666630097243
RAMAC,-1.58269188050423,0.113491709850846,0.393683983990691
FRMD3,0.485321738728697,0.627448137415622,0.852420189826607
H1-4,-3.31191198082935,0.000926606945338091,0.0331553465275609
ADORA2B,0.273571634036359,0.784413835392193,0.920944796311174
HOMER2,-3.19529887923675,0.0013968610209018,0.0408695312054103
GPR25,-0.526700580183937,0.598401532657489,0.836788297058378
ANKS3,-0.0798711062252177,0.936339770283624,0.977346067906343
HSPB2,-2.01046879061881,0.0443815961541681,0.24849094717199
NUDT16L1,0.0273718754007697,0.978163130019912,0.993508098558048
RPAP1,2.43172919282224,0.0150269378112021,0.141611415687078
MACROH2A1,-0.120188721273095,0.904333652128874,0.969992984773755
TIGD4,3.55103765872887,0.000383715508801833,0.0203922776464554
PPP4R4,0.672595801733924,0.501204473345171,0.778461413228429
SPACA5,1.06783674041428,0.285594161881812,0.612692911295469
KMT5B,-0.0987119056657651,0.921367015682537,0.974018985127802
KCTD19,-1.81469122237765,0.0695713747289703,0.309966034333763
DRD5,-2.76009323719027,0.00577848672758702,0.0860877678009724
TMEM154,0.458682472293863,0.64646220266417,0.860728260471786
GPR22,-0.32497548856942,0.745199622990203,0.904973667022015
GPR27,-0.839494687246948,0.401191769253001,0.70857195833438
ARL6IP1,0.308385301875797,0.757789164754053,0.909515332950644
NUDT6,2.69386668570647,0.00706284082522671,0.0965184831708858
ELOVL5,-0.173394724151702,0.862341171813196,0.951912629749322
SLC6A19,0.696367457435304,0.486198737515005,0.770976352965297
UTF1,-0.594721597526308,0.552029582636819,0.809906544619859
MRM3,0.444362528368231,0.656780500485591,0.865649303331513
CDKN2A,-1.36113661070536,0.173470521842123,0.483706122232749
SOX7,1.56531317467099,0.117509495492387,0.399561865415588
CRYGA,-3.24601866417025,0.00117031166561089,0.0371574955656693
TMEM126A,3.21694391213655,0.00129563925061723,0.0389927820282035
RGPD3,0.808277965188631,0.418930584316765,0.721551927990389
C8orf74,-0.105803632823304,0.915738154395234,0.972111996832641
LDB2,-0.877287585603149,0.380330453480364,0.692209605270092
INSL5,2.23416482488524,0.0254722299477921,0.185872951239933
ECEL1,-1.62662219855472,0.103817361715002,0.378842139497297
TM4SF20,-0.143130617054612,0.886187024966627,0.962361348498195
PEX6,3.11653293044566,0.00182991241621525,0.0461404339075527
KNDC1,-0.647180405767739,0.517515191203326,0.788977025415228
KRT78,0.544514047785006,0.586087784195141,0.829759590694712
CTNND2,-0.514130263658055,0.607160919823406,0.84194296769763
COL3A1,-3.86263267009274,0.000112171611263279,0.010887363155488
OR1F1,0.045865269061852,0.963417636304284,0.988106584842834
XPO6,-1.61022742298461,0.107348216779713,0.385101440508163
C1GALT1C1,-0.471960841143757,0.636954739575992,0.85759850583831
RGL1,1.09057855419539,0.275458370409723,0.601172037965693
FAM171B,-1.16857200528345,0.242576112726628,0.568442418850066
VASN,0.982545153089254,0.32583134964052,0.648579660058637
PCNX1,1.42862676650177,0.153111536696509,0.452002897360296
SHE,1.34293370971771,0.179293439882015,0.492988527064901
SRP9,0.390094748802747,0.696466485711776,0.883509001851341
NANP,-3.40470296496409,0.000662360578337003,0.0272492452138693
TMEM208,0.794539962119354,0.426881154202124,0.728706559466484
PGK2,0.282783504206606,0.777342800172137,0.918218817825675
OR1L3,0.355745587526377,0.722031101491662,0.894276925504573
TPST1,0.370752277808006,0.710822048786719,0.889478823804951
HSPA4,-0.732928848514727,0.463601826876905,0.755760033375013
UQCRFS1,1.81339680451437,0.0697706420634561,0.310309814175718
ASL,1.14673221485803,0.251492311936262,0.577357170235708
TPD52L1,-0.757908027660846,0.448506044157697,0.743709222723146
TACR3,-0.233929748077988,0.815039518235354,0.933308057299672
GUSB,2.1285181862817,0.0332941437386774,0.216125260656877
LRATD2,-1.68347820262325,0.0922825555613324,0.357130516246042
IL17D,-0.711921661478253,0.476513287672015,0.765415110482182
OR2C1,0.324230706099414,0.745763376564184,0.905129721928738
HES4,-0.362339098556759,0.71709864392747,0.892970432449811
PPIH,-0.877663796729194,0.380126196819825,0.692209605270092
SIK2,-0.948552689935524,0.342848162620725,0.663328109177693
PRPF8,-0.277919310376073,0.781074300095694,0.919421447367545
CHSY3,1.26944303884056,0.204283094163361,0.525311493346925
P2RY1,-1.60167416827703,0.109227680272307,0.388233478409036
ZNHIT1,-0.327274262855754,0.743460456803704,0.904544912804361
IRS1,-0.759476784884253,0.447567396171257,0.742752688494727
UGT1A6,-0.858554381747753,0.390586415320328,0.700876254392471
NMUR1,-0.450822851478235,0.652117230189466,0.8630863845811
ESCO2,3.42876475590746,0.000606334828051005,0.0260002148885681
C22orf15,-1.41134117258741,0.158144039805471,0.459971507768099
NECAB2,-0.111217366845124,0.911443980317506,0.971563558921902
UGT1A1,0.0791991234838284,0.936874241762761,0.977521376551824
PWWP2B,-1.04455958881088,0.296226564995791,0.622165160113729
ARMC4,0.0401970765114477,0.967936008354,0.989922061922518
TACR1,-1.76206812477562,0.0780577880408967,0.327516279285729
TUB,-0.463778512977917,0.642806439346005,0.859677013279956
