"gmtNames","gmtOverlap"
"REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE",""
"REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE",""
"REACTOME_NGF_STIMULATED_TRANSCRIPTION",""
"REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN",""
"REACTOME_NTRK2_ACTIVATES_RAC1",""
"REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5",""
"REACTOME_PEROXISOMAL_PROTEIN_IMPORT","IC"
"REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS",""
"REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS",""
"REACTOME_SIGNALING_BY_NTRK3_TRKC",""
"REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS",""
"REACTOME_RHOF_GTPASE_CYCLE",""
"REACTOME_INTERFERON_ALPHA_BETA_SIGNALING",""
"REACTOME_MEIOTIC_RECOMBINATION","VC"
"REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING",""
"REACTOME_REGULATION_OF_SIGNALING_BY_CBL",""
"REACTOME_REGULATION_OF_IFNA_IFNB_SIGNALING",""
"REACTOME_INTERFERON_SIGNALING",""
"REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS","C"
"REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT",""
"REACTOME_IRON_UPTAKE_AND_TRANSPORT",""
"REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING",""
"REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY",""
"REACTOME_NONSENSE_MEDIATED_DECAY_NMD","C"
"REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION",""
"REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION",""
"REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10",""
"REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING",""
"REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES",""
"REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON",""
"REACTOME_IRAK1_RECRUITS_IKK_COMPLEX",""
"REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1",""
"REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX",""
"REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX",""
"REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS",""
"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION",""
"REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K",""
"REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT",""
"REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING",""
"REACTOME_DISEASES_OF_BASE_EXCISION_REPAIR",""
"REACTOME_FLT3_SIGNALING",""
"REACTOME_PROTEIN_LOCALIZATION",""
"REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE",""
"REACTOME_HCMV_INFECTION","IC"
"REACTOME_HCMV_EARLY_EVENTS","IC"
"REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS","IC"
"REACTOME_HCMV_LATE_EVENTS","IC"
"REACTOME_AUTOPHAGY",""
"REACTOME_LIPOPHAGY",""
"REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY",""
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION",""
"REACTOME_REGULATION_OF_LOCALIZATION_OF_FOXO_TRANSCRIPTION_FACTORS",""
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES",""
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES",""
"REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY",""
"REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION",""
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS","IC"
"REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION",""
"REACTOME_REGULATION_OF_FOXO_TRANSCRIPTIONAL_ACTIVITY_BY_ACETYLATION",""
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES",""
"REACTOME_ACTIVATION_OF_RAC1_DOWNSTREAM_OF_NMDARS",""
"REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS",""
"REACTOME_EGR2_AND_SOX10_MEDIATED_INITIATION_OF_SCHWANN_CELL_MYELINATION",""
"REACTOME_LONG_TERM_POTENTIATION","I"
"REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS",""
"REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS",""
"REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY","C"
"REACTOME_CONSTITUTIVE_SIGNALING_BY_OVEREXPRESSED_ERBB2",""
"REACTOME_GPER1_SIGNALING","C"
"REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM",""
"REACTOME_ESTROGEN_STIMULATED_SIGNALING_THROUGH_PRKCZ",NA
"REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING",""
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_NPAS4",""
"REACTOME_SUPPRESSION_OF_APOPTOSIS",""
"REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS",""
"REACTOME_PREVENTION_OF_PHAGOSOMAL_LYSOSOMAL_FUSION","C"
"REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM",""
"REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION",""
"REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS",""
"REACTOME_AMINO_ACIDS_REGULATE_MTORC1",""
"REACTOME_STAT5_ACTIVATION",""
"REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY",""
"REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH","IC"
"REACTOME_AGGREPHAGY",""
"REACTOME_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI",""
"REACTOME_RAS_PROCESSING",""
"REACTOME_RESPONSE_OF_EIF2AK1_HRI_TO_HEME_DEFICIENCY",""
"REACTOME_DEFECTS_OF_CONTACT_ACTIVATION_SYSTEM_CAS_AND_KALLIKREIN_KININ_SYSTEM_KKS",""
"REACTOME_SIGNALING_BY_MAPK_MUTANTS",""
"REACTOME_LEISHMANIA_INFECTION",""
"REACTOME_SENSORY_PROCESSING_OF_SOUND","VC"
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS",""
"REACTOME_SIGNALING_BY_MRAS_COMPLEX_MUTANTS",""
"REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION",""
"REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION",""
"REACTOME_DEFECTIVE_FACTOR_VIII_CAUSES_HEMOPHILIA_A",""
"REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA","C"
"REACTOME_CD163_MEDIATING_AN_ANTI_INFLAMMATORY_RESPONSE",""
"REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION",""
"REACTOME_SELECTIVE_AUTOPHAGY",""
"REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS",""
"REACTOME_PARASITE_INFECTION","C"
"REACTOME_KILLING_MECHANISMS",""
"REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION",""
"REACTOME_PEXOPHAGY","C"
"REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS",""
"REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS",""
"REACTOME_DEFECTIVE_FACTOR_IX_CAUSES_HEMOPHILIA_B",""
"REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III",""
"REACTOME_SIGNALING_BY_KIT_IN_DISEASE",""
"REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE","C"
"REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE",""
"REACTOME_DEFECTIVE_F9_ACTIVATION",""
"REACTOME_SIGNALING_BY_PDGFRA_TRANSMEMBRANE_JUXTAMEMBRANE_AND_KINASE_DOMAIN_MUTANTS",""
"REACTOME_SIGNALING_BY_MEMBRANE_TETHERED_FUSIONS_OF_PDGFRA_OR_PDGFRB",""
"REACTOME_SIGNALING_BY_CSF3_G_CSF",""
"REACTOME_NERVOUS_SYSTEM_DEVELOPMENT","VIC"
"REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE",""
"REACTOME_DISEASES_OF_DNA_REPAIR","VI"
"REACTOME_SARS_COV_1_INFECTION",""
"REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS",""
"REACTOME_SARS_COV_INFECTIONS",""
"REACTOME_SIGNALING_BY_CSF1_M_CSF_IN_MYELOID_CELLS",""
"REACTOME_FLT3_SIGNALING_IN_DISEASE",""
"REACTOMEMATURATION_OF__SARS_COV_1_NUCLEOPROTEIN",""
"REACTOME_MATURATION_OF_PROTEIN_3A",""
"REACTOME_MATURATION_OF_SARS_COV_1_SPIKE_PROTEIN",""
"REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS",""
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS",""
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION",""
"REACTOME_SARS_COV_1_HOST_INTERACTIONS",""
"REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES",""
"REACTOME_DEFECTIVE_RIPK1_MEDIATED_REGULATED_NECROSIS",""
"REACTOME_SARS_COV_2_INFECTION",""
"REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN",""
"REACTOME_ATTACHMENT_AND_ENTRY",""
"REACTOME_MATURATION_OF_SARS_COV_2_NUCLEOPROTEIN",""
"REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS",""
"REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX",""
"REACTOME_RND3_GTPASE_CYCLE",""
"REACTOME_RND2_GTPASE_CYCLE",""
"REACTOME_RND1_GTPASE_CYCLE",""
"REACTOME_SIGNALING_BY_ALK_IN_CANCER",""
"REACTOME_ALK_MUTANTS_BIND_TKIS",""
"REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING",""
"REACTOME_STAT5_ACTIVATION_DOWNSTREAM_OF_FLT3_ITD_MUTANTS",""
"REACTOME_SIGNALING_BY_FLT3_FUSION_PROTEINS",""
"REACTOME_SIGNALING_BY_FLT3_ITD_AND_TKD_MUTANTS",""
"REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING",""
"REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES",""
"REACTOME_SARS_COV_2_TARGETS_PDZ_PROTEINS_IN_CELL_CELL_JUNCTION",""
"REACTOME_SARS_COV_2_HOST_INTERACTIONS",""
"REACTOME_RHOBTB3_ATPASE_CYCLE",""
"REACTOME_NEGATIVE_REGULATION_OF_FLT3",""
"REACTOME_FLT3_SIGNALING_THROUGH_SRC_FAMILY_KINASES",""
"REACTOME_FLT3_SIGNALING_BY_CBL_MUTANTS",""
"REACTOME_RHOBTB_GTPASE_CYCLE",""
"REACTOME_CYTOPROTECTION_BY_HMOX1",""
"REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY",""
"REACTOME_HEME_SIGNALING",""
"REACTOME_REGULATION_OF_BACH1_ACTIVITY","C"
"REACTOME_SENSORY_PERCEPTION","VC"
"REACTOME_CELLULAR_RESPONSE_TO_STARVATION","C"
"REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS",""
"REACTOME_MIRO_GTPASE_CYCLE",""
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3","C"
"REACTOME_SENSORY_PERCEPTION_OF_TASTE",""
"REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER",""
"REACTOME_SENSORY_PERCEPTION_OF_SALTY_TASTE",""
"REACTOME_INDUCTION_OF_CELL_CELL_FUSION",""
"REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS",""
"REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY",""
"REACTOME_SARS_COV_1_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS",""
"REACTOME_DRUG_ADME","IC"
"REACTOME_AZATHIOPRINE_ADME",""
"REACTOME_ASPIRIN_ADME",""
"REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING",""
"REACTOME_PARACETAMOL_ADME",""
"REACTOME_DRUG_MEDIATED_INHIBITION_OF_CDK4_CDK6_ACTIVITY",""
"REACTOME_GERM_LAYER_FORMATION_AT_GASTRULATION",""
"REACTOME_SARS_COV_2_MODULATES_AUTOPHAGY",""
"REACTOME_SARS_COV_2_MODULATES_HOST_TRANSLATION_MACHINERY",""
"REACTOME_ATORVASTATIN_ADME",""
"REACTOME_RIBAVIRIN_ADME",""
"REACTOME_KEAP1_NFE2L2_PATHWAY",""
"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI","C"
"REACTOME_N_GLYCAN_ANTENNAE_ELONGATION",""
"REACTOME_SARS_COV_2_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS",""
"REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY",""
"REACTOME_PREDNISONE_ADME","C"
"REACTOME_REGULATION_OF_NF_KAPPA_B_SIGNALING",""
"REACTOME_UPTAKE_OF_DIETARY_COBALAMINS_INTO_ENTEROCYTES","I"
"REACTOME_TRANSPORT_OF_RCBL_WITHIN_THE_BODY",""
"REACTOME_EPITHELIAL_MESENCHYMAL_TRANSITION_EMT_DURING_GASTRULATION",""
"REACTOME_FORMATION_OF_LATERAL_PLATE_MESODERM",""
"REACTOME_GASTRULATION",""
"REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2",""
"REACTOME_COBALAMIN_CBL_METABOLISM",""
"REACTOME_REGULATION_OF_NPAS4_GENE_EXPRESSION",""
"REACTOME_REGULATION_OF_NPAS4_GENE_TRANSCRIPTION",""
"REACTOME_REGULATION_OF_NPAS4_MRNA_TRANSLATION",""
"REACTOME_NPAS4_REGULATES_EXPRESSION_OF_TARGET_GENES",""
"REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS",""
"REACTOME_AMYLOID_FIBER_FORMATION","VIC"
"REACTOME_EARLY_SARS_COV_2_INFECTION_EVENTS",""
"REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS",""
"REACTOME_SERINE_BIOSYNTHESIS",""
"REACTOME_GABA_RECEPTOR_ACTIVATION","IC"
"REACTOME_GABA_B_RECEPTOR_ACTIVATION","IC"
"REACTOME_FORMATION_OF_PARAXIAL_MESODERM",""
"REACTOME_CIPROFLOXACIN_ADME",""
"REACTOME_FORMATION_OF_AXIAL_MESODERM",""
"REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES",""
"REACTOME_NFE2L2_REGULATES_PENTOSE_PHOSPHATE_PATHWAY_GENES",""
"REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING",""
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",""
"REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION",""
"REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC",""
"REACTOME_KINESINS",""
"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION",""
"REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS",""
"REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR",""
"REACTOME_ION_CHANNEL_TRANSPORT",""
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",""
"KEGG_CITRATE_CYCLE_TCA_CYCLE",""
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",""
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",""
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",""
"KEGG_GALACTOSE_METABOLISM",""
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",""
"KEGG_FATTY_ACID_METABOLISM","IC"
"KEGG_STEROID_BIOSYNTHESIS",""
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS","C"
"KEGG_STEROID_HORMONE_BIOSYNTHESIS","VC"
"KEGG_OXIDATIVE_PHOSPHORYLATION","VIC"
"KEGG_PURINE_METABOLISM","IC"
"KEGG_PYRIMIDINE_METABOLISM",""
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM","VC"
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM","VIC"
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM","VC"
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION","VIC"
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",""
"KEGG_LYSINE_DEGRADATION",""
"KEGG_ARGININE_AND_PROLINE_METABOLISM","IC"
"KEGG_HISTIDINE_METABOLISM",""
"KEGG_TYROSINE_METABOLISM","I"
"KEGG_PHENYLALANINE_METABOLISM",""
"KEGG_TRYPTOPHAN_METABOLISM","IC"
"KEGG_BETA_ALANINE_METABOLISM","I"
"KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM",""
"KEGG_SELENOAMINO_ACID_METABOLISM",""
"KEGG_GLUTATHIONE_METABOLISM",""
"KEGG_STARCH_AND_SUCROSE_METABOLISM",""
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",""
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",""
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",""
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",""
"KEGG_PYRUVATE_METABOLISM",""
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",""
"KEGG_PROPANOATE_METABOLISM","IC"
"KEGG_BUTANOATE_METABOLISM",""
"KEGG_ONE_CARBON_POOL_BY_FOLATE",""
"KEGG_FOLATE_BIOSYNTHESIS",""
"KEGG_RETINOL_METABOLISM",""
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",""
"KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS",""
"KEGG_LIMONENE_AND_PINENE_DEGRADATION",""
"KEGG_NITROGEN_METABOLISM","C"
"KEGG_SULFUR_METABOLISM","C"
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450","I"
"KEGG_DRUG_METABOLISM_CYTOCHROME_P450","I"
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",""
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",""
"KEGG_ABC_TRANSPORTERS","I"
"KEGG_RIBOSOME","C"
"KEGG_RNA_DEGRADATION",""
"KEGG_RNA_POLYMERASE",""
"KEGG_DNA_REPLICATION",""
"KEGG_SPLICEOSOME","IC"
"KEGG_PROTEASOME",""
"KEGG_PROTEIN_EXPORT",""
"KEGG_PPAR_SIGNALING_PATHWAY","C"
"KEGG_BASE_EXCISION_REPAIR",""
"KEGG_NUCLEOTIDE_EXCISION_REPAIR",""
"KEGG_MISMATCH_REPAIR",""
"KEGG_HOMOLOGOUS_RECOMBINATION",""
"KEGG_MAPK_SIGNALING_PATHWAY","I"
"KEGG_ERBB_SIGNALING_PATHWAY",""
"KEGG_CALCIUM_SIGNALING_PATHWAY","IC"
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",""
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",""
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",""
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION","IC"
"KEGG_CELL_CYCLE",""
"KEGG_OOCYTE_MEIOSIS",""
"KEGG_P53_SIGNALING_PATHWAY",""
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",""
"KEGG_REGULATION_OF_AUTOPHAGY",""
"KEGG_ENDOCYTOSIS",""
"KEGG_PEROXISOME","IC"
"KEGG_MTOR_SIGNALING_PATHWAY",""
"KEGG_APOPTOSIS",""
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",""
"KEGG_WNT_SIGNALING_PATHWAY",""
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",""
"KEGG_NOTCH_SIGNALING_PATHWAY",""
"KEGG_HEDGEHOG_SIGNALING_PATHWAY",""
"KEGG_TGF_BETA_SIGNALING_PATHWAY",""
"KEGG_AXON_GUIDANCE",""
"KEGG_VEGF_SIGNALING_PATHWAY",""
"KEGG_FOCAL_ADHESION","IC"
"KEGG_ECM_RECEPTOR_INTERACTION","C"
"KEGG_CELL_ADHESION_MOLECULES_CAMS",""
"KEGG_ADHERENS_JUNCTION",""
"KEGG_TIGHT_JUNCTION","C"
"KEGG_GAP_JUNCTION","IC"
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES","I"
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION","C"
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",""
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",""
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",""
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",""
"KEGG_JAK_STAT_SIGNALING_PATHWAY",""
"KEGG_HEMATOPOIETIC_CELL_LINEAGE","C"
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",""
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",""
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",""
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",""
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",""
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",""
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",""
"KEGG_LONG_TERM_POTENTIATION",""
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",""
"KEGG_LONG_TERM_DEPRESSION",""
"KEGG_OLFACTORY_TRANSDUCTION","I"
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON","VIC"
"KEGG_INSULIN_SIGNALING_PATHWAY",""
"KEGG_GNRH_SIGNALING_PATHWAY",""
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",""
"KEGG_MELANOGENESIS",""
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",""
"KEGG_TYPE_II_DIABETES_MELLITUS",""
"KEGG_TYPE_I_DIABETES_MELLITUS","C"
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",""
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",""
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",""
"KEGG_ALZHEIMERS_DISEASE",""
"KEGG_PARKINSONS_DISEASE","C"
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",""
"KEGG_HUNTINGTONS_DISEASE",""
"KEGG_PRION_DISEASES",""
"KEGG_VIBRIO_CHOLERAE_INFECTION",""
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",""
"KEGG_LEISHMANIA_INFECTION",""
"KEGG_PATHWAYS_IN_CANCER",""
"KEGG_COLORECTAL_CANCER",""
"KEGG_RENAL_CELL_CARCINOMA",""
"KEGG_PANCREATIC_CANCER",""
"KEGG_ENDOMETRIAL_CANCER",""
"KEGG_GLIOMA",""
"KEGG_PROSTATE_CANCER",""
"KEGG_THYROID_CANCER",""
"KEGG_BASAL_CELL_CARCINOMA",""
"KEGG_MELANOMA",""
"KEGG_BLADDER_CANCER",""
"KEGG_CHRONIC_MYELOID_LEUKEMIA",""
"KEGG_ACUTE_MYELOID_LEUKEMIA",""
"KEGG_SMALL_CELL_LUNG_CANCER","I"
"KEGG_NON_SMALL_CELL_LUNG_CANCER",""
"KEGG_ASTHMA",""
"KEGG_AUTOIMMUNE_THYROID_DISEASE",""
"KEGG_ALLOGRAFT_REJECTION","C"
"KEGG_GRAFT_VERSUS_HOST_DISEASE","C"
"KEGG_VIRAL_MYOCARDITIS",""
"PID_FANCONI_PATHWAY",""
