"gmtNames","gmtDriver"
"REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS","Both"
"REACTOME_CTLA4_INHIBITORY_SIGNALING","Unclear"
"REACTOME_ALPHA_OXIDATION_OF_PHYTANATE","Unclear"
"REACTOME_GLYOXYLATE_METABOLISM_AND_GLYCINE_DEGRADATION","Unclear"
"REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA","Both"
"REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS","Unclear"
"REACTOME_PD_1_SIGNALING","Unclear"
"REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING","Unclear"
"REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC","Unclear"
"REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY","Unclear"
"REACTOME_BETA_OXIDATION_OF_VERY_LONG_CHAIN_FATTY_ACIDS","Unclear"
"REACTOME_FOLDING_OF_ACTIN_BY_CCT_TRIC","Unclear"
"REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS","Both"
"REACTOME_STRIATED_MUSCLE_CONTRACTION","Unclear"
"REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS","Both"
"REACTOME_DOPAMINE_RECEPTORS","Herbivore"
"REACTOME_SEROTONIN_RECEPTORS","Unclear"
"REACTOME_ADRENOCEPTORS","Unclear"
"REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS","Unclear"
"REACTOME_PEROXISOMAL_LIPID_METABOLISM","Herbivore"
"REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS","Carnivore"
"REACTOME_PROTEIN_FOLDING","Unclear"
"REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS","Both"
"REACTOME_LEUKOTRIENE_RECEPTORS","Unclear"
"REACTOME_PROSTANOID_LIGAND_RECEPTORS","Both"
"REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE","Carnivore"
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12","Both"
"REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA","Carnivore"
"REACTOME_RAP1_SIGNALLING","Unclear"
"REACTOME_SIGNAL_AMPLIFICATION","Both"
"REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR","Unclear"
"REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING","Carnivore"
"REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE","Unclear"
"REACTOME_EPHRIN_SIGNALING","Both"
"REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS","Carnivore"
"REACTOME_MUSCLE_CONTRACTION","Unclear"
"REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING","Carnivore"
"REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS","Unclear"
"REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION","Unclear"
"REACTOME_SEMA3A_PLEXIN_REPULSION_SIGNALING_BY_INHIBITING_INTEGRIN_ADHESION","Unclear"
"REACTOME_CRMPS_IN_SEMA3A_SIGNALING","Unclear"
"REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION","Unclear"
"REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION","Carnivore"
"REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA","Unclear"
"REACTOME_CIRCADIAN_CLOCK","Unclear"
"REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION","Herbivore"
"REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION","Herbivore"
"REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP","Herbivore"
"REACTOME_SEMA4D_IN_SEMAPHORIN_SIGNALING","Unclear"
"REACTOME_SIALIC_ACID_METABOLISM","Unclear"
"REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS","Unclear"
"REACTOME_CA2_PATHWAY","Carnivore"
"REACTOME_PCP_CE_PATHWAY","Unclear"
"REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS","Unclear"
"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS","Carnivore"
"REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS","Unclear"
"REACTOME_SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION","Unclear"
"REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE","Unclear"
"REACTOME_OTHER_SEMAPHORIN_INTERACTIONS","Both"
"REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS","Unclear"
"REACTOME_P2Y_RECEPTORS","Unclear"
"REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS","Both"
"REACTOME_PLATELET_HOMEOSTASIS","Carnivore"
"REACTOME_REDUCTION_OF_CYTOSOLIC_CA_LEVELS","Carnivore"
"REACTOME_PLATELET_CALCIUM_HOMEOSTASIS","Carnivore"
"REACTOME_CGMP_EFFECTS","Carnivore"
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS","Unclear"
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1","Unclear"
"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS","Unclear"
"REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS","Unclear"
"REACTOME_DCC_MEDIATED_ATTRACTIVE_SIGNALING","Unclear"
"REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS","Unclear"
"REACTOME_CASPASE_ACTIVATION_VIA_DEPENDENCE_RECEPTORS_IN_THE_ABSENCE_OF_LIGAND","Both"
"REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING","Unclear"
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS","Carnivore"
"REACTOME_NCAM1_INTERACTIONS","Carnivore"
"REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS","Both"
"REACTOME_OPSINS","Both"
"REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS","Both"
"REACTOME_TIGHT_JUNCTION_INTERACTIONS","Unclear"
"REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS","Both"
"REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS","Unclear"
"REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION","Carnivore"
"REACTOME_CELL_CELL_JUNCTION_ORGANIZATION","Unclear"
"REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN","Unclear"
"REACTOME_REGULATION_OF_INSULIN_SECRETION","Unclear"
"REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS","Unclear"
"REACTOME_BICARBONATE_TRANSPORTERS","Herbivore"
"REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES","Unclear"
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES","Carnivore"
"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT","Unclear"
"REACTOME_METAL_ION_SLC_TRANSPORTERS","Unclear"
"REACTOME_SODIUM_CALCIUM_EXCHANGERS","Both"
"REACTOME_SODIUM_PROTON_EXCHANGERS","Unclear"
"REACTOME_ARACHIDONATE_PRODUCTION_FROM_DAG","Unclear"
"REACTOME_CATION_COUPLED_CHLORIDE_COTRANSPORTERS","Unclear"
"REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS","Unclear"
"REACTOME_POST_TRANSCRIPTIONAL_SILENCING_BY_SMALL_RNAS","Unclear"
"REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION","Unclear"
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION","Unclear"
"REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS","Unclear"
"REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS","Unclear"
"REACTOME_SPHINGOLIPID_METABOLISM","Herbivore"
"REACTOME_ACTIVATION_OF_RAC1","Unclear"
"REACTOME_REGULATION_OF_COMMISSURAL_AXON_PATHFINDING_BY_SLIT_AND_ROBO","Unclear"
"REACTOME_INACTIVATION_OF_CDC42_AND_RAC1","Unclear"
"REACTOME_ORGANIC_ANION_TRANSPORTERS","Unclear"
"REACTOME_ROLE_OF_ABL_IN_ROBO_SLIT_SIGNALING","Unclear"
"REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR","Unclear"
"REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY","Carnivore"
"REACTOME_DEADENYLATION_OF_MRNA","Unclear"
"REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE","Unclear"
"REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE","Carnivore"
"REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING","Herbivore"
"REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS","Unclear"
"REACTOME_PASSIVE_TRANSPORT_BY_AQUAPORINS","Both"
"REACTOME_PLATELET_SENSITIZATION_BY_LDL","Unclear"
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS","Unclear"
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS","Unclear"
"REACTOME_SODIUM_COUPLED_SULPHATE_DI_AND_TRI_CARBOXYLATE_TRANSPORTERS","Unclear"
"REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT","Carnivore"
"REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION","Herbivore"
"REACTOME_ZINC_TRANSPORTERS","Unclear"
"REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY","Unclear"
"REACTOME_RECYCLING_PATHWAY_OF_L1","Unclear"
"REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION","Unclear"
"REACTOME_BINDING_OF_TCF_LEF_CTNNB1_TO_TARGET_GENE_PROMOTERS","Carnivore"
"REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA","Carnivore"
"REACTOME_ZINC_INFLUX_INTO_CELLS_BY_THE_SLC39_GENE_FAMILY","Unclear"
"REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS","Unclear"
"REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE","Unclear"
"REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE","Unclear"
"REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING","Unclear"
"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS","Unclear"
"REACTOME_RAS_ACTIVATION_UPON_CA2_INFLUX_THROUGH_NMDA_RECEPTOR","Unclear"
"REACTOME_FREE_FATTY_ACID_RECEPTORS","Herbivore"
"REACTOME_RSK_ACTIVATION","Unclear"
"REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS","Unclear"
"REACTOME_RELAXIN_RECEPTORS","Both"
"REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS","Herbivore"
"REACTOME_SIGNAL_TRANSDUCTION_BY_L1","Both"
"REACTOME_SMOOTH_MUSCLE_CONTRACTION","Carnivore"
"REACTOME_AQUAPORIN_MEDIATED_TRANSPORT","Unclear"
"REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION","Herbivore"
"REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY","Unclear"
"REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN","Carnivore"
"REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE","Unclear"
"REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION","Unclear"
"REACTOME_SYNTHESIS_OF_GDP_MANNOSE","Both"
"REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE","Unclear"
"REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS","Unclear"
"REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS","Unclear"
"REACTOME_REGULATION_OF_CYTOSKELETAL_REMODELING_AND_CELL_SPREADING_BY_IPP_COMPLEX_COMPONENTS","Unclear"
"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING","Carnivore"
"REACTOME_CELL_JUNCTION_ORGANIZATION","Unclear"
"REACTOME_NRCAM_INTERACTIONS","Herbivore"
"REACTOME_CHL1_INTERACTIONS","Herbivore"
"REACTOME_NEUROFASCIN_INTERACTIONS","Herbivore"
"REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING","Unclear"
"REACTOME_INTERLEUKIN_17_SIGNALING","Unclear"
"REACTOME_INTERLEUKIN_1_PROCESSING","Both"
"REACTOME_SIGNALING_BY_INTERLEUKINS","Unclear"
"REACTOME_OTHER_INTERLEUKIN_SIGNALING","Unclear"
"REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES","Unclear"
"REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION","Unclear"
"REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1","Unclear"
"REACTOME_ACTIVATION_OF_THE_AP_1_FAMILY_OF_TRANSCRIPTION_FACTORS","Unclear"
"REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA","Carnivore"
"REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA","Unclear"
"REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA","Carnivore"
"REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA","Both"
"REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS","Unclear"
"REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA","Carnivore"
"REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS","Unclear"
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING","Unclear"
"REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING","Both"
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS","Both"
"REACTOME_MITOTIC_G2_G2_M_PHASES","Unclear"
"REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION","Unclear"
"REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS","Unclear"
"REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS","Unclear"
"REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS","Unclear"
"REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS","Unclear"
"REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS","Unclear"
"REACTOME_DEGRADATION_OF_AXIN","Unclear"
"REACTOME_DEGRADATION_OF_DVL","Unclear"
"REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE","Unclear"
"REACTOME_REGULATION_OF_FZD_BY_UBIQUITINATION","Unclear"
"REACTOME_REPRESSION_OF_WNT_TARGET_GENES","Carnivore"
"REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS","Unclear"
"REACTOME_SUMOYLATION_OF_IMMUNE_RESPONSE_PROTEINS","Unclear"
"REACTOME_SIGNALING_BY_WNT_IN_CANCER","Unclear"
"REACTOME_SIGNALING_BY_CTNNB1_PHOSPHO_SITE_MUTANTS","Unclear"
"REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES","Carnivore"
"REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS","Unclear"
"REACTOME_GPCR_LIGAND_BINDING","Unclear"
"REACTOME_DEFECTIVE_GALNT3_CAUSES_HFTC","Carnivore"
"REACTOME_DEFECTIVE_LFNG_CAUSES_SCDO3","Unclear"
"REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS","Carnivore"
"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD4","Unclear"
"REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING","Unclear"
"REACTOME_WNT5A_DEPENDENT_INTERNALIZATION_OF_FZD2_FZD5_AND_ROR2","Both"
"REACTOME_O_LINKED_GLYCOSYLATION","Unclear"
"REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS","Unclear"
"REACTOME_MITOPHAGY","Unclear"
"REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY","Unclear"
"REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS","Both"
"REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS","Unclear"
"REACTOME_REGULATED_NECROSIS","Unclear"
"REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY","Unclear"
"REACTOME_VEGFR2_MEDIATED_CELL_PROLIFERATION","Carnivore"
"REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS","Unclear"
"REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION","Unclear"
"REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION","Unclear"
"REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION","Unclear"
"REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD","Carnivore"
"REACTOME_MYOGENESIS","Unclear"
"REACTOME_DISEASES_OF_IMMUNE_SYSTEM","Both"
"REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE","Unclear"
"REACTOME_DNA_METHYLATION","Unclear"
"REACTOME_UPTAKE_AND_FUNCTION_OF_DIPHTHERIA_TOXIN","Both"
"REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS","Carnivore"
"REACTOME_SIGNALING_BY_LRP5_MUTANTS","Unclear"
"REACTOME_SIGNALING_BY_RNF43_MUTANTS","Unclear"
"REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY","Both"
"REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING","Unclear"
"REACTOME_PROGRAMMED_CELL_DEATH","Carnivore"
"REACTOME_TNFR1_INDUCED_NFKAPPAB_SIGNALING_PATHWAY","Herbivore"
"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS","Unclear"
"REACTOME_SIGNALING_BY_HEDGEHOG","Unclear"
"REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2","Unclear"
"REACTOME_MISMATCH_REPAIR","Carnivore"
"REACTOME_SIGNALING_BY_RETINOIC_ACID","Unclear"
"REACTOME_RELEASE_OF_HH_NP_FROM_THE_SECRETING_CELL","Unclear"
"REACTOME_RA_BIOSYNTHESIS_PATHWAY","Unclear"
"REACTOME_MITOCHONDRIAL_TRANSLATION","Both"
"REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_DVL_INTERACTING_PROTEINS","Unclear"
"REACTOME_DISEASES_OF_MISMATCH_REPAIR_MMR","Unclear"
"REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION","Unclear"
"REACTOME_ORGANIC_CATION_TRANSPORT","Both"
"REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT","Both"
"REACTOME_METABOLISM_OF_LIPIDS","Unclear"
"REACTOME_PHASE_4_RESTING_MEMBRANE_POTENTIAL","Unclear"
"REACTOME_PHASE_3_RAPID_REPOLARISATION","Unclear"
"REACTOME_CARDIAC_CONDUCTION","Carnivore"
"REACTOME_PHASE_0_RAPID_DEPOLARISATION","Unclear"
"REACTOME_PHASE_2_PLATEAU_PHASE","Carnivore"
"REACTOME_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS","Unclear"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS","Unclear"
"REACTOME_PHYSIOLOGICAL_FACTORS","Unclear"
"REACTOME_ION_HOMEOSTASIS","Unclear"
"REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES","Carnivore"
"REACTOME_PIWI_INTERACTING_RNA_PIRNA_BIOGENESIS","Carnivore"
"REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID","Both"
"REACTOME_IRAK4_DEFICIENCY_TLR2_4","Unclear"
"REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING","Unclear"
"REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION","Carnivore"
"REACTOME_CLEC7A_DECTIN_1_SIGNALING","Unclear"
"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS","Both"
"REACTOME_ORGANIC_ANION_TRANSPORT","Unclear"
"REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME","Unclear"
"REACTOME_HEDGEHOG_OFF_STATE","Unclear"
"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS","Unclear"
"REACTOME_CILIUM_ASSEMBLY","Unclear"
"REACTOME_ABC_TRANSPORTER_DISORDERS","Unclear"
"REACTOME_SLC_TRANSPORTER_DISORDERS","Unclear"
"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS","Unclear"
"REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE","Carnivore"
"REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM","Unclear"
"REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE","Unclear"
"REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM","Both"
"REACTOME_INTRAFLAGELLAR_TRANSPORT","Unclear"
"REACTOME_PYROPTOSIS","Both"
"REACTOME_DECTIN_2_FAMILY","Carnivore"
"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS","Carnivore"
"REACTOME_CD209_DC_SIGN_SIGNALING","Both"
"REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM","Unclear"
"REACTOME_RHO_GTPASES_ACTIVATE_PKNS","Unclear"
"REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3","Unclear"
"REACTOME_RHO_GTPASES_ACTIVATE_CIT","Unclear"
"REACTOME_RHO_GTPASES_ACTIVATE_KTN1","Unclear"
"REACTOME_RHO_GTPASES_ACTIVATE_IQGAPS","Unclear"
"REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION","Unclear"
"REACTOME_RHO_GTPASES_ACTIVATE_ROCKS","Unclear"
"REACTOME_RHO_GTPASES_ACTIVATE_PAKS","Carnivore"
"REACTOME_TP53_REGULATES_METABOLIC_GENES","Unclear"
"REACTOME_LIGAND_RECEPTOR_INTERACTIONS","Unclear"
"REACTOME_HEDGEHOG_ON_STATE","Unclear"
"REACTOME_REGULATION_OF_TP53_ACTIVITY","Unclear"
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES","Carnivore"
"REACTOME_ACTIVATION_OF_SMO","Unclear"
"REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION","Unclear"
"REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII","Carnivore"
"REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY","Unclear"
"REACTOME_PCNA_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR","Carnivore"
"REACTOME_FRUCTOSE_METABOLISM","Both"
"REACTOME_VESICLE_MEDIATED_TRANSPORT","Unclear"
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2","Unclear"
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4","Unclear"
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1","Unclear"
"REACTOME_SHC_MEDIATED_CASCADE_FGFR1","Unclear"
"REACTOME_PI_3K_CASCADE_FGFR1","Unclear"
"REACTOME_FRS_MEDIATED_FGFR1_SIGNALING","Unclear"
"REACTOME_PI_3K_CASCADE_FGFR2","Unclear"
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2","Unclear"
"REACTOME_FRS_MEDIATED_FGFR2_SIGNALING","Unclear"
"REACTOME_SHC_MEDIATED_CASCADE_FGFR3","Unclear"
"REACTOME_FRS_MEDIATED_FGFR3_SIGNALING","Unclear"
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3","Unclear"
"REACTOME_PI_3K_CASCADE_FGFR3","Unclear"
"REACTOME_FRS_MEDIATED_FGFR4_SIGNALING","Unclear"
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4","Unclear"
"REACTOME_SHC_MEDIATED_CASCADE_FGFR4","Unclear"
"REACTOME_PI_3K_CASCADE_FGFR4","Unclear"
"REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING","Unclear"
"REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING","Unclear"
"REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING","Unclear"
"REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING","Unclear"
"REACTOME_SIGNALING_BY_FGFR1","Unclear"
"REACTOME_SIGNALING_BY_FGFR2","Unclear"
"REACTOME_SIGNALING_BY_FGFR3","Unclear"
"REACTOME_SIGNALING_BY_FGFR4","Unclear"
"REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE","Unclear"
"REACTOME_SIGNALING_BY_FGFR4_IN_DISEASE","Unclear"
"REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE","Both"
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLK","Unclear"
