"gmtNames","gmtDriver"
"REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING","Unclear"
"REACTOME_CHOLESTEROL_BIOSYNTHESIS","Unclear"
"REACTOME_SNRNP_ASSEMBLY","Unclear"
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS","Both"
"REACTOME_DIGESTION_OF_DIETARY_LIPID","Herbivore"
"REACTOME_ANDROGEN_BIOSYNTHESIS","Carnivore"
"REACTOME_ESTROGEN_BIOSYNTHESIS","Both"
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL","Both"
"REACTOME_P75NTR_SIGNALS_VIA_NF_KB","Unclear"
"REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK","Carnivore"
"REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1","Unclear"
"REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR","Unclear"
"REACTOME_P75NTR_REGULATES_AXONOGENESIS","Unclear"
"REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING","Unclear"
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_24_HYDROXYCHOLESTEROL","Both"
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL","Unclear"
"REACTOME_MINERALOCORTICOID_BIOSYNTHESIS","Carnivore"
"REACTOME_GLUCOCORTICOID_BIOSYNTHESIS","Carnivore"
"REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM","Herbivore"
"REACTOME_SIGNALING_BY_VEGF","Unclear"
"REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS","Unclear"
"REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX","Unclear"
"REACTOME_RHO_GTPASE_EFFECTORS","Unclear"
"REACTOME_SIGNALING_BY_WNT","Unclear"
"REACTOME_METABOLISM_OF_STEROID_HORMONES","Both"
"REACTOME_PREGNENOLONE_BIOSYNTHESIS","Both"
"REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE","Unclear"
"REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING","Carnivore"
"REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING","Carnivore"
"REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM","Herbivore"
"REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES","Both"
"REACTOME_BIOTIN_TRANSPORT_AND_METABOLISM","Unclear"
"REACTOME_COENZYME_A_BIOSYNTHESIS","Unclear"
"REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM","Unclear"
"REACTOME_NICOTINATE_METABOLISM","Both"
"REACTOME_VITAMIN_B1_THIAMIN_METABOLISM","Unclear"
"REACTOME_VITAMIN_C_ASCORBATE_METABOLISM","Unclear"
"REACTOME_VITAMIN_B2_RIBOFLAVIN_METABOLISM","Both"
"REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS","Unclear"
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS","Unclear"
"REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS","Carnivore"
"REACTOME_NICOTINAMIDE_SALVAGING","Unclear"
"REACTOME_SIGNALING_BY_NOTCH1","Unclear"
"REACTOME_SIGNALING_BY_NOTCH2","Unclear"
"REACTOME_PI3K_AKT_ACTIVATION","Unclear"
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_CYTOSOL","Both"
"REACTOME_AKT_PHOSPHORYLATES_TARGETS_IN_THE_NUCLEUS","Unclear"
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION","Unclear"
"REACTOME_ERK_MAPK_TARGETS","Unclear"
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","Both"
"REACTOME_VITAMIN_B5_PANTOTHENATE_METABOLISM","Unclear"
"REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK","Carnivore"
"REACTOME_CREB_PHOSPHORYLATION","Unclear"
"REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT","Unclear"
"REACTOME_MEMBRANE_TRAFFICKING","Unclear"
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING","Unclear"
"REACTOME_CARNITINE_METABOLISM","Unclear"
"REACTOME_SIGNALING_BY_BMP","Unclear"
"REACTOME_SIGNALING_BY_ALK","Both"
"REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT","Unclear"
"REACTOME_WNT_MEDIATED_ACTIVATION_OF_DVL","Unclear"
"REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX","Unclear"
"REACTOME_G_PROTEIN_ACTIVATION","Unclear"
"REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION","Unclear"
"REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES","Unclear"
"REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS","Unclear"
"REACTOME_KERATAN_SULFATE_BIOSYNTHESIS","Unclear"
"REACTOME_KERATAN_SULFATE_DEGRADATION","Both"
"REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS","Carnivore"
"REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS","Carnivore"
"REACTOME_HS_GAG_BIOSYNTHESIS","Both"
"REACTOME_TCR_SIGNALING","Unclear"
"REACTOME_HS_GAG_DEGRADATION","Carnivore"
"REACTOME_CS_DS_DEGRADATION","Carnivore"
"REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES","Both"
"REACTOME_CALCINEURIN_ACTIVATES_NFAT","Both"
"REACTOME_ERKS_ARE_INACTIVATED","Unclear"
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL","Unclear"
"REACTOME_SIGNALING_BY_HIPPO","Unclear"
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS","Carnivore"
"REACTOME_FCGR_ACTIVATION","Unclear"
"REACTOME_ROLE_OF_PHOSPHOLIPIDS_IN_PHAGOCYTOSIS","Carnivore"
"REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION","Both"
"REACTOME_ENOS_ACTIVATION","Unclear"
"REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING","Unclear"
"REACTOME_MICRORNA_MIRNA_BIOGENESIS","Unclear"
"REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT","Unclear"
"REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX","Herbivore"
"REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM","Unclear"
"REACTOME_LINOLEIC_ACID_LA_METABOLISM","Unclear"
"REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE","Unclear"
"REACTOME_NADE_MODULATES_DEATH_SIGNALLING","Carnivore"
"REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS","Unclear"
"REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES","Unclear"
"REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL","Unclear"
"REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES","Herbivore"
"REACTOME_SEROTONIN_AND_MELATONIN_BIOSYNTHESIS","Unclear"
"REACTOME_PEPTIDE_HORMONE_BIOSYNTHESIS","Unclear"
"REACTOME_THYROXINE_BIOSYNTHESIS","Herbivore"
"REACTOME_GLUTAMATE_NEUROTRANSMITTER_RELEASE_CYCLE","Unclear"
"REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS","Unclear"
"REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS","Unclear"
"REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_ENDOCRINE_COMMITTED_NEUROG3_PROGENITOR_CELLS","Unclear"
"REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_EARLY_PANCREATIC_PRECURSOR_CELLS","Unclear"
"REACTOME_PECAM1_INTERACTIONS","Both"
"REACTOME_BASIGIN_INTERACTIONS","Unclear"
"REACTOME_TIE2_SIGNALING","Carnivore"
"REACTOME_GENE_SILENCING_BY_RNA","Unclear"
"REACTOME_BIOLOGICAL_OXIDATIONS","Unclear"
"REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE","Carnivore"
"REACTOME_VITAMINS","Unclear"
"REACTOME_FATTY_ACIDS","Unclear"
"REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS","Carnivore"
"REACTOME_MISCELLANEOUS_SUBSTRATES","Unclear"
"REACTOME_ENDOGENOUS_STEROLS","Carnivore"
"REACTOME_EICOSANOIDS","Unclear"
"REACTOME_XENOBIOTICS","Both"
"REACTOME_CYP2E1_REACTIONS","Unclear"
"REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION","Unclear"
"REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION","Unclear"
"REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS","Unclear"
"REACTOME_PRC2_METHYLATES_HISTONES_AND_DNA","Unclear"
"REACTOME_DOPAMINE_NEUROTRANSMITTER_RELEASE_CYCLE","Unclear"
"REACTOME_EGFR_INTERACTS_WITH_PHOSPHOLIPASE_C_GAMMA","Carnivore"
"REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES","Both"
"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION","Unclear"
"REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET","Both"
"REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS","Both"
"REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX","Both"
"REACTOME_SYNTHESIS_OF_LIPOXINS_LX","Unclear"
"REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES","Both"
"REACTOME_ARACHIDONIC_ACID_METABOLISM","Both"
"REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES","Both"
"REACTOME_UBIQUINOL_BIOSYNTHESIS","Unclear"
"REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE","Both"
"REACTOME_HYALURONAN_METABOLISM","Carnivore"
"REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT","Carnivore"
"REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS","Both"
"REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION","Unclear"
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS","Carnivore"
"REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION","Carnivore"
"REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT","Unclear"
"REACTOME_ABACAVIR_ADME","Unclear"
"REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX","Both"
"REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA","Herbivore"
"REACTOME_DAP12_INTERACTIONS","Both"
"REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS","Both"
"REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING","Unclear"
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS","Unclear"
"REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION","Unclear"
"REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER","Unclear"
"REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY","Unclear"
"REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION","Unclear"
"REACTOME_EGFR_TRANSACTIVATION_BY_GASTRIN","Both"
"REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION","Unclear"
"REACTOME_VISUAL_PHOTOTRANSDUCTION","Carnivore"
"REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION","Unclear"
"REACTOME_MUCOPOLYSACCHARIDOSES","Carnivore"
"REACTOME_ANCHORING_FIBRIL_FORMATION","Unclear"
"REACTOME_PI3K_AKT_SIGNALING_IN_CANCER","Carnivore"
"REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER","Carnivore"
"REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS","Both"
"REACTOME_CONDENSATION_OF_PROPHASE_CHROMOSOMES","Unclear"
"REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NUDT_PROTEINS","Unclear"
"REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R","Unclear"
"REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE","Unclear"
"REACTOME_SELENOAMINO_ACID_METABOLISM","Unclear"
"REACTOME_DAP12_SIGNALING","Both"
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP","Unclear"
"REACTOME_SHC_RELATED_EVENTS_TRIGGERED_BY_IGF1R","Unclear"
"REACTOME_RETINOID_CYCLE_DISEASE_EVENTS","Carnivore"
"REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION","Carnivore"
"REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING","Unclear"
"REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION","Unclear"
"REACTOME_SEPARATION_OF_SISTER_CHROMATIDS","Unclear"
"REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION","Both"
"REACTOME_COHESIN_LOADING_ONTO_CHROMATIN","Both"
"REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE","Carnivore"
"REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION","Unclear"
"REACTOME_CONDENSATION_OF_PROMETAPHASE_CHROMOSOMES","Carnivore"
"REACTOME_THE_PHOTOTRANSDUCTION_CASCADE","Carnivore"
"REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA","Both"
"REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE","Unclear"
"REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE","Unclear"
"REACTOME_SENESCENCE_ASSOCIATED_SECRETORY_PHENOTYPE_SASP","Unclear"
"REACTOME_CELLULAR_SENESCENCE","Unclear"
"REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF","Unclear"
"REACTOME_ONCOGENE_INDUCED_SENESCENCE","Unclear"
"REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE","Unclear"
"REACTOME_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH","Unclear"
"REACTOME_CYTOSOLIC_IRON_SULFUR_CLUSTER_ASSEMBLY","Carnivore"
"REACTOME_REGULATION_OF_PLK1_ACTIVITY_AT_G2_M_TRANSITION","Unclear"
"REACTOME_SIGNALING_BY_LEPTIN","Both"
"REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER","Unclear"
"REACTOME_FBXW7_MUTANTS_AND_NOTCH1_IN_CANCER","Unclear"
"REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE","Herbivore"
"REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS","Unclear"
"REACTOME_INSULIN_PROCESSING","Unclear"
"REACTOME_SIGNALING_BY_NOTCH1_T_7_9_NOTCH1_M1580_K2555_TRANSLOCATION_MUTANT","Unclear"
"REACTOME_STIMULI_SENSING_CHANNELS","Unclear"
"REACTOME_EPH_EPHRIN_SIGNALING","Carnivore"
"REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER","Unclear"
"REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION","Unclear"
"REACTOME_FICOLINS_BIND_TO_REPETITIVE_CARBOHYDRATE_STRUCTURES_ON_THE_TARGET_CELL_SURFACE","Unclear"
"REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION","Unclear"
"REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION","Carnivore"
"REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION","Unclear"
"REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION","Unclear"
"REACTOME_POU5F1_OCT4_SOX2_NANOG_ACTIVATE_GENES_RELATED_TO_PROLIFERATION","Both"
"REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS","Unclear"
"REACTOME_PEPTIDE_HORMONE_METABOLISM","Unclear"
"REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN","Carnivore"
"REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7","Both"
"REACTOME_SUMOYLATION","Unclear"
"REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION","Unclear"
"REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY","Unclear"
"REACTOME_LAMININ_INTERACTIONS","Unclear"
"REACTOME_SYNDECAN_INTERACTIONS","Unclear"
"REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS","Unclear"
"REACTOME_ECM_PROTEOGLYCANS","Carnivore"
"REACTOME_SCAVENGING_BY_CLASS_B_RECEPTORS","Unclear"
"REACTOME_SCAVENGING_BY_CLASS_A_RECEPTORS","Both"
"REACTOME_SCAVENGING_BY_CLASS_F_RECEPTORS","Both"
"REACTOME_SUMO_IS_CONJUGATED_TO_E1_UBA2_SAE1","Unclear"
"REACTOME_SUMO_IS_TRANSFERRED_FROM_E1_TO_E2_UBE2I_UBC9","Unclear"
"REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED","Both"
"REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS","Unclear"
"REACTOME_DEX_H_BOX_HELICASES_ACTIVATE_TYPE_I_IFN_AND_INFLAMMATORY_CYTOKINES_PRODUCTION","Both"
"REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION","Unclear"
"REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA","Unclear"
"REACTOME_HDACS_DEACETYLATE_HISTONES","Unclear"
"REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES","Unclear"
"REACTOME_HDMS_DEMETHYLATE_HISTONES","Unclear"
"REACTOME_HATS_ACETYLATE_HISTONES","Unclear"
"REACTOME_RMTS_METHYLATE_HISTONE_ARGININES","Unclear"
"REACTOME_PROCESSING_AND_ACTIVATION_OF_SUMO","Unclear"
"REACTOME_GLYCOGEN_STORAGE_DISEASES","Unclear"
"REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS","Unclear"
"REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS","Unclear"
"REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING","Unclear"
"REACTOME_CHROMATIN_MODIFYING_ENZYMES","Unclear"
"REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN","Unclear"
"REACTOME_TRP_CHANNELS","Unclear"
"REACTOME_DEFECTS_IN_COBALAMIN_B12_METABOLISM","Unclear"
"REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM","Unclear"
"REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES","Both"
"REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY","Both"
"REACTOME_LOSS_OF_FUNCTION_OF_SMAD2_3_IN_CANCER","Unclear"
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX_IN_CANCER","Unclear"
"REACTOME_GLYCOGEN_SYNTHESIS","Unclear"
"REACTOME_DEFECTS_IN_BIOTIN_BTN_METABOLISM","Unclear"
"REACTOME_REGULATION_BY_C_FLIP","Unclear"
"REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE","Carnivore"
"REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND","Unclear"
"REACTOME_HSF1_ACTIVATION","Unclear"
"REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS","Unclear"
"REACTOME_ATTENUATION_PHASE","Unclear"
"REACTOME_HSF1_DEPENDENT_TRANSACTIVATION","Unclear"
"REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY","Unclear"
"REACTOME_METABOLISM_OF_POLYAMINES","Unclear"
"REACTOME_APOPTOTIC_CLEAVAGE_OF_CELL_ADHESION_PROTEINS","Unclear"
"REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE","Unclear"
"REACTOME_INTEGRIN_SIGNALING","Carnivore"
"REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS","Carnivore"
"REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM","Carnivore"
"REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE","Carnivore"
"REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD","Carnivore"
"REACTOME_DEFECTIVE_CHST14_CAUSES_EDS_MUSCULOCONTRACTURAL_TYPE","Carnivore"
"REACTOME_DEFECTIVE_CHSY1_CAUSES_TPBS","Carnivore"
"REACTOME_DEFECTIVE_CHST6_CAUSES_MCDC1","Unclear"
"REACTOME_DEFECTIVE_EXT2_CAUSES_EXOSTOSES_2","Unclear"
"REACTOME_DEFECTIVE_ST3GAL3_CAUSES_MCT12_AND_EIEE15","Unclear"
"REACTOME_DEFECTIVE_B4GALT1_CAUSES_B4GALT1_CDG_CDG_2D","Both"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53","Unclear"
"REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS","Carnivore"
"REACTOME_SIGNALING_BY_GPCR","Unclear"
"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS","Carnivore"
"REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS","Unclear"
"REACTOME_NETRIN_1_SIGNALING","Unclear"
"REACTOME_NEPHRIN_FAMILY_INTERACTIONS","Both"
"REACTOME_SEMAPHORIN_INTERACTIONS","Carnivore"
"REACTOME_L1CAM_INTERACTIONS","Unclear"
"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH","Carnivore"
"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS","Both"
"REACTOME_AMINE_LIGAND_BINDING_RECEPTORS","Herbivore"
"REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS","Unclear"
"REACTOME_DSCAM_INTERACTIONS","Both"
"REACTOME_SIGNALING_BY_ROBO_RECEPTORS","Unclear"
"REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX","Unclear"
"REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS","Unclear"
"REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS","Carnivore"
"REACTOME_DISEASES_OF_GLYCOSYLATION","Carnivore"
"REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA","Unclear"
"REACTOME_DOPAMINE_CLEARANCE_FROM_THE_SYNAPTIC_CLEFT","Both"
"REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION","Carnivore"
"REACTOME_TRNA_AMINOACYLATION","Carnivore"
"REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION","Carnivore"
"REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS","Unclear"
"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES","Unclear"
"REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES","Carnivore"
"REACTOME_RECRUITMENT_OF_NUMA_TO_MITOTIC_CENTROSOMES","Unclear"
"REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK","Unclear"
"REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS","Unclear"
"REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONES","Unclear"
"REACTOME_PERK_REGULATES_GENE_EXPRESSION","Unclear"
"REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES","Unclear"
"REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR","Unclear"
"REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES","Unclear"
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION","Carnivore"
"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS","Carnivore"
"REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION","Carnivore"
"REACTOME_OLFACTORY_SIGNALING_PATHWAY","Carnivore"
"REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1","Herbivore"
"REACTOME_TRANSPORT_OF_SMALL_MOLECULES","Unclear"
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT","Unclear"
"REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY","Herbivore"
"REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING","Unclear"
"REACTOME_VASOPRESSIN_LIKE_RECEPTORS","Unclear"
"REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY","Unclear"
"REACTOME_RECEPTOR_TYPE_TYROSINE_PROTEIN_PHOSPHATASES","Unclear"
"REACTOME_CD28_CO_STIMULATION","Both"
"REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING","Both"
"REACTOME_CD28_DEPENDENT_VAV1_PATHWAY","Both"
