"","CH-Rho","CH-P","CH-p.adj","CH-significant","CO-Rho","CO-P","CO-p.adj","CO-significant","HO-Rho","HO-P","HO-p.adj","HO-significant","CH-CO-Overlap","CH-HO-Overlap","CO-HO-Overlap","CH-CO-HO-Overlap","CH-CO-Delta","CH-HO-Delta","CO-HO-Delta"
"ICAM3",-2.41713726153072,0.0469293507731445,0.253284410315629,FALSE,0.191294146135216,1,1,FALSE,2.29437385997307,0.0653070999691253,0.6833840177996,FALSE,FALSE,FALSE,FALSE,FALSE,1.84443953662056,3.33154146365117,1.48710192703061
"CTTNBP2",0.398371226813038,1,1,FALSE,-1.60235150009897,0.327233709868939,0.991338363115265,FALSE,-1.98591470177882,0.141128387988254,0.927454480696446,FALSE,FALSE,FALSE,FALSE,FALSE,1.41472460747352,1.68594474839497,0.271220140921447
"ACTL6B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KIF22",-1.27615645399586,0.605700655637673,1,FALSE,-1.66774069068276,0.286101642149201,0.922025215024501,FALSE,-0.531407542658152,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.276891869167063,0.526617005488195,0.803508874655258
"PRSS22",-0.770204675793601,1,1,FALSE,0.137292488820542,1,1,FALSE,0.836972419163264,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.641697399006225,1.1364458224117,0.49474842340547
"YTHDC2",1.75666837885482,0.236923051047498,0.697765934015132,FALSE,3.49935544806909,0.00139915321955283,0.0406615451036199,TRUE,1.95249609771355,0.152638001410493,0.956312317500046,FALSE,FALSE,FALSE,FALSE,FALSE,1.23226584412752,0.138471107949301,1.09379473617822
"TMEM161A",-1.92009903579414,0.164536173229558,0.558444151420093,FALSE,-1.27988744916231,0.601754166934232,1,FALSE,0.496060165964941,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.452697954301564,1.70848255599012,1.25578460168856
"FOXJ2",-0.629499080999439,1,1,FALSE,-0.580267381643786,1,1,FALSE,-0.0118861597053291,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0348120684637195,0.436718284795499,0.401906216331779
"GOLGA5",0.594217764930641,1,1,FALSE,-0.313014400184864,1,1,FALSE,-0.858027501437346,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.641510016063727,1.02689247579487,0.385382459731141
"PPP2R5B",0.643726090487306,1,1,FALSE,-0.0764966844696085,1,1,FALSE,-0.633695831688934,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.509274408137027,0.903273703607173,0.393999295470146
"PYGM",2.36703750975791,0.0537933461596871,0.276881828053539,FALSE,3.65961056054415,0.000757796527257697,0.0274624007671902,TRUE,1.49578067563732,0.404132456175174,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.913987169389932,0.616071615561793,1.53005878495173
"BCL3",-2.18335955551876,0.0870280257373882,0.376946840052568,FALSE,-1.92247936899923,0.16363640137992,0.675095085354452,FALSE,0.0410191318565518,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.18447014896517,1.57287325376991,1.38840310480474
"PRLH",1.43438817028021,0.454384564791379,1,FALSE,2.37603850750337,0.0524989093369764,0.354468911975157,FALSE,1.03678591097655,0.899506929228084,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.665847338957095,0.281147253768712,0.946994592725807
"FSTL3",-0.915598943493245,1,1,FALSE,-1.19577518259348,0.695352909249756,1,FALSE,-0.37406522660946,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.198114518595119,0.38292216344968,0.581036682044799
"EPHA8",-0.705173686741624,1,1,FALSE,0.254187762154725,1,1,FALSE,0.893497433135155,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.67837098612356,1.13043118975196,0.452060203628403
"TRIP13",0.733521099039063,1,1,FALSE,1.60950279709439,0.322519331644495,0.983436670664166,FALSE,0.932782159876881,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.619412598890229,0.140898847344847,0.478513751545382
"VASH1",-0.327904719837362,1,1,FALSE,0.736660951258554,1,1,FALSE,1.03746417302246,0.898558752911639,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.75276160505033,0.965461602962352,0.212699997912022
"KRT14",1.38036447770792,0.502423354838737,1,FALSE,-0.29708751069556,1,1,FALSE,-1.5204184445451,0.385217525146185,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.18613767611496,2.05116327507524,0.865025598960284
"KRT20",5.6762457490519,4.13048830940197e-08,1.36337456490656e-05,TRUE,3.20422523075612,0.00406279462973833,0.0759863272829278,FALSE,-2.26753744420841,0.0700722425697141,0.707432409928165,FALSE,FALSE,FALSE,FALSE,FALSE,1.74798247171923,5.61710296423009,3.86912049251086
"HSD17B10",-1.71689968999606,0.257992504682222,0.735064617412846,FALSE,-2.6991184558974,0.020857027541309,0.206682885379844,FALSE,-1.17597403484395,0.71881575604766,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.694533549977522,0.382492198875831,1.07702574885335
"FGF4",-1.14427754070186,0.75752566342241,1,FALSE,-1.20039853938577,0.689953787614175,1,FALSE,-0.125165168036921,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0396835387363504,0.720621269502492,0.760304808238842
"ST6GAL1",-2.35669192543897,0.0553156101203217,0.281932377786948,FALSE,0.249350511025809,1,1,FALSE,2.45088079714286,0.0427521413491184,0.576590374328136,FALSE,FALSE,FALSE,FALSE,FALSE,1.84275027888416,3.39946727318508,1.55671699430093
"TIMM21",-0.200723533428322,1,1,FALSE,-0.857463538988314,1,1,FALSE,-0.688532596812763,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.464385311407961,0.344933096643397,0.119452214764565
"BPIFB2",-1.30178571657184,0.578968943615073,1,FALSE,-0.419439838220702,1,1,FALSE,0.794197127968176,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.623912753934087,1.48208368262491,0.858170928690824
"REXO1",0.223062209633561,1,1,FALSE,3.71476360357128,0.000610181241056821,0.0243943357535732,TRUE,3.54748571979173,0.00116678050523794,0.107895451061056,FALSE,FALSE,FALSE,FALSE,FALSE,2.46900573353188,2.35072240756882,0.11828332596306
"MKRN2",-3.97609350435136,0.000210169766754683,0.00588163984295698,TRUE,0.566630947463063,1,1,FALSE,4.22918763677901,7.03610022108811e-05,0.027680694386415,TRUE,FALSE,TRUE,FALSE,FALSE,3.21219126493992,5.80200993643537,2.58981867149545
"GPATCH1",-0.393713582745504,1,1,FALSE,-1.93402745497303,0.15932925696477,0.66623788911223,FALSE,-1.56204442157769,0.354832573431409,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.0891663842078,0.826134658807604,0.263031725400193
"KEAP1",-3.16595964006073,0.00463716716775138,0.0531287871410605,FALSE,-1.69439917111833,0.270568370796459,0.894012033958474,FALSE,1.15917165087721,0.739158673530355,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.04055038651523,3.05832966534434,2.01777927882912
"P2RY10",-0.8042907203302,1,1,FALSE,0.0121361460434365,1,1,FALSE,0.769018578145928,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.577300973555681,1.11249767385632,0.535196700300639
"TNS1",1.29504913788667,0.58590983708198,1,FALSE,-0.579938772557921,1,1,FALSE,-1.78201313569198,0.224241269020693,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.32581666611817,2.17581159978076,0.849994933662592
"NGFR",-0.0809852047380777,1,1,FALSE,0.0378865439640028,1,1,FALSE,0.11157671639919,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0840550195987443,0.136161840234471,0.0521068206357266
"NTN1",1.12050911662288,0.787490609546829,1,FALSE,-0.122627203884916,1,1,FALSE,-1.12937850048725,0.776214595137928,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.879030122170358,1.59091079096622,0.711880668795858
"ISOC1",-1.51174930606194,0.391792950456692,0.960696911780224,FALSE,-1.233928071824,0.651689124082788,1,FALSE,0.112411504404316,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.196449278687263,1.14845512281813,0.952005844130868
"MNT",-0.543353720528619,1,1,FALSE,0.461081982281864,1,1,FALSE,0.965521968527606,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.710243296723168,1.06693623169918,0.356692934976013
"AP3M2",-1.61750867145707,0.317305576212957,0.837868577272446,FALSE,-1.50730980083308,0.395193799724304,1,FALSE,-0.112336011311194,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0779223686973211,1.06431779484574,0.986395426148423
"LAPTM4A",0.94208232387885,1,1,FALSE,0.662671721872589,1,1,FALSE,-0.149895827432461,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.197573131414043,0.772145155699778,0.574572024285735
"PTPN18",0.138974157115474,1,1,FALSE,2.15124735784905,0.0943700426467593,0.497233333036195,FALSE,2.1305103778011,0.0993884998562813,0.801912852934437,FALSE,FALSE,FALSE,FALSE,FALSE,1.42289202583867,1.40822876662543,0.014663259213237
"STK10",-3.11306009232652,0.00555474939345811,0.0594921139857824,FALSE,-0.451210806045648,1,1,FALSE,2.38746574195548,0.0508949514386656,0.622269017913523,FALSE,FALSE,FALSE,FALSE,FALSE,1.88221168082578,3.88945911751259,2.00724743668682
"TBX21",-1.13785758850751,0.765539859930614,1,FALSE,0.28845890636057,1,1,FALSE,1.34393515368545,0.536908071429453,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.00855806563945,1.7548924775042,0.746334411864755
"MRPS34",-0.37584584278284,1,1,FALSE,0.704197561290144,1,1,FALSE,1.07992345505264,0.84052880276144,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.763706014995809,1.02938434234265,0.265678327346837
"MAP2K5",-0.0149045257433686,1,1,FALSE,-0.543348626330551,1,1,FALSE,-0.528886715301286,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.373666407003223,0.363440291645513,0.0102261153577101
"TIGAR",-4.3393366114734,4.28740426261771e-05,0.00203746079297732,TRUE,-0.388988361717176,1,1,FALSE,3.58702752265117,0.00100340709681788,0.0997597897836303,FALSE,FALSE,FALSE,FALSE,FALSE,2.79331803545103,5.60478582939332,2.81146779394228
"FGF20",-1.27317973722514,0.608862807383383,1,FALSE,-1.44616962868061,0.444388890093489,1,FALSE,-0.325659109821893,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.122322325324886,0.66999826095097,0.792320586275857
"MTMR7",0.344674257288729,1,1,FALSE,2.5029841183385,0.0369453210408285,0.290487872824662,FALSE,2.17749853718227,0.0883301725054415,0.760753103543713,FALSE,FALSE,FALSE,FALSE,FALSE,1.52615553865009,1.29600247703607,0.230153061614016
"CPB2",0.163449380755152,1,1,FALSE,-0.301428837606187,1,1,FALSE,-0.451824527416629,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.328718540629223,0.435064352755416,0.106345812126192
"FAM107B",-2.52960002582771,0.0342577859023922,0.208163916589043,FALSE,-1.4621303623888,0.431116469748465,1,FALSE,0.848074342594481,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.754815037728571,2.38837645055132,1.63356141282275
"CDK13",-0.180496274371872,1,1,FALSE,-0.611627778238825,1,1,FALSE,-0.451281528919887,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.304856009967477,0.191474089736227,0.113381920231249
"TSPAN32",-1.11025211751995,0.800671200396375,1,FALSE,-1.64680346998858,0.298795343725615,0.944967343351201,FALSE,-0.577534116527346,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.379399099785387,0.376688510962011,0.756087610747397
"TRAM2",-2.69399092768135,0.0211806259268532,0.151124466008784,FALSE,-3.85540880743526,0.000346609182096524,0.0173442316551082,TRUE,-1.40173704511157,0.482981351936704,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.821246458565294,0.913761483379739,1.73500794194503
"CLDN18",-1.84712982675216,0.194184979777648,0.619516096347982,FALSE,1.70379522577525,0.265258050695342,0.884115496715486,FALSE,3.35822866903538,0.00235331073031524,0.145750949821819,FALSE,FALSE,FALSE,FALSE,FALSE,2.51088318412733,3.68074429087838,1.16986110675104
"NDUFB4",-4.63503820883892,1.07061466823791e-05,0.00076678335859769,TRUE,-3.40590973109408,0.00197831937428475,0.0496972367381742,TRUE,0.877965472600881,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,0.869125081562872,3.89828228785248,3.02915720628961
"HEATR6",-3.09681035849094,0.00586844917864016,0.0617576629440181,FALSE,-2.8071584509303,0.0149941951263111,0.168406754281889,FALSE,0.0978542950043034,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.204814828019748,2.25896904010346,2.05415421208371
"ERLEC1",-2.63732653100601,0.0250687056003327,0.169502585696746,FALSE,-1.47261113379964,0.422567762761608,1,FALSE,0.929177779161256,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.823578155517008,2.52189938285032,1.69832122733331
"TMEM131",-1.17999538239341,0.714006154376121,1,FALSE,-0.247707970250677,1,1,FALSE,0.827682328706177,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.659226751140983,1.4196425239556,0.76041577281462
"TMEM38A",-1.99037103632343,0.139650234120455,0.503433763842632,FALSE,-0.0589124655442517,1,1,FALSE,1.73156237844142,0.250054528560759,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.36574745297884,2.63180435670503,1.2660569037262
"ACTR6",1.21127502762552,0.677370048713513,1,FALSE,-0.485830375984344,1,1,FALSE,-1.61539468467283,0.318675751746742,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.20003473928087,1.99875732174079,0.798722582459926
"FAP",1.42412422345664,0.463231546239684,1,FALSE,-0.0228057027293258,1,1,FALSE,-1.37075906581376,0.511350225918074,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.02313396270785,1.97628092646806,0.953146963760213
"DMRT3",1.8171723663972,0.207572174405011,0.644919082380029,FALSE,2.02291197413618,0.12924667137876,0.594755084615049,FALSE,0.385849178300888,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.145479871790897,1.01209833237245,1.15757820416334
"GAL3ST2",-0.44072928974035,1,1,FALSE,1.9136847561255,0.166981343971519,0.681637512181954,FALSE,2.37598309108547,0.0525067945022392,0.632257114356844,FALSE,FALSE,FALSE,FALSE,FALSE,1.6648221375526,1.99171642513404,0.326894287581441
"UHRF1BP1",-2.83353021144452,0.013811086824107,0.112030673154002,FALSE,-2.45193526139835,0.0426270669682412,0.314448023501996,FALSE,0.140654870768446,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.269828376844188,2.10306644013666,1.83323806329247
"OSTM1",-1.10358523858271,0.809319292220727,1,FALSE,1.60799488908615,0.323508894425886,0.984767280759022,FALSE,2.6569023413924,0.0236586853427262,0.429723621273172,FALSE,FALSE,FALSE,FALSE,FALSE,1.91737669600533,2.65906626836819,0.741689572362855
"SLC13A1",-1.81667525288656,0.20780055951577,0.645351840403271,FALSE,-0.124724726746096,1,1,FALSE,1.58126683245991,0.341451119736016,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.19638969046607,2.40270789062765,1.20631820016158
"HSPB11",-1.83853345647944,0.197951509715454,0.627724063147887,FALSE,-1.39760465156979,0.486695462254619,1,FALSE,0.295295826446713,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.31178374797209,1.50884515585151,1.19706140787942
"STRADB",-1.83308653754164,0.200369108500053,0.633105218825149,FALSE,-1.72765890900326,0.252148183824048,0.856217647317481,FALSE,-0.014791733033949,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.07454859106391,1.28572858646366,1.21117999539975
"DLG3",2.06124148821514,0.117840021806296,0.450909511187619,FALSE,0.561985700904786,1,1,FALSE,-1.35696779611267,0.524374329792067,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.06013393394033,2.41703896446301,1.35690503052268
"PLOD1",1.15214300806505,0.747786937526959,1,FALSE,0.618712622560633,1,1,FALSE,-0.45988602779623,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.377192242881131,1.13987666272713,0.762684419845996
"OXCT1",-2.53065980315339,0.0341544632549483,0.207619569070305,FALSE,-0.192171436731314,1,1,FALSE,2.07084817773204,0.115118958952175,0.846037480179291,FALSE,FALSE,FALSE,FALSE,FALSE,1.6535609816229,3.25375749696811,1.60019651534521
"FAM234B",-0.780899159379036,1,1,FALSE,-0.558080313063712,1,1,FALSE,0.168389679866136,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.157556717205729,0.671248575534967,0.513691858329239
"RRN3",-2.57824910661241,0.0297907147367676,0.189636596925877,FALSE,-3.86352300782462,0.000335290083392779,0.017060281953642,TRUE,-1.42748616472117,0.460319430832423,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.908825891229242,0.813712279749473,1.72253817097871
"MOGAT2",-2.0228250969363,0.129273549644822,0.478584488543004,FALSE,1.08314374153363,0.836233878710753,1,FALSE,2.94545451705514,0.00967441668322632,0.288932381258728,FALSE,FALSE,FALSE,FALSE,FALSE,2.19625162783619,3.51310420588423,1.31685257804804
"CHERP",-1.66772603741006,0.28611037260302,0.784982892738965,FALSE,-0.483510987316439,1,1,FALSE,1.07149271302667,0.851843836384007,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.837366492304366,1.93692015358715,1.09955366128279
"AQP2",-1.09397128322009,0.821902719181626,1,FALSE,0.201536901011754,1,1,FALSE,1.16426714043422,0.732947306006196,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.916062622153011,1.59681570290199,0.680753080748975
"DIMT1",-0.785567239147225,1,1,FALSE,1.56063864111975,0.355827108419511,1,FALSE,2.30845245380884,0.0629219532609369,0.677955250898983,FALSE,FALSE,FALSE,FALSE,FALSE,1.65901808799653,2.18780230601395,0.528784218017423
"EIF2AK1",-0.317179146599093,1,1,FALSE,0.996035948936354,0.95769803617298,1,FALSE,1.26587792531457,0.616670372047897,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.928583299209654,1.11939039055547,0.190807091345813
"NME8",-3.83703484646681,0.000373586422418106,0.0089047918226852,TRUE,-3.98271695610948,0.000204395640265347,0.0127112218752671,TRUE,-0.485897029657705,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,0.103012807625893,2.3696122749564,2.4726250825823
"EPDR1",0.0126024590451296,1,1,FALSE,0.58694549467607,1,1,FALSE,0.576619590645334,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.406121855221905,0.39882033845989,0.00730151676201467
"HBQ1",-0.759450010448391,1,1,FALSE,1.1747739759039,0.720255463025056,1,FALSE,1.8700821764566,0.184417221506046,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.36770289708338,1.85936004070881,0.491657143625433
"RBM22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HSD17B2",-4.57743746951782,1.41211927967486e-05,0.000927823763236806,TRUE,-2.06619944267698,0.116428954401131,0.558570039512866,FALSE,2.14646754126313,0.095507087184323,0.7910079531418,FALSE,FALSE,FALSE,FALSE,FALSE,1.77571343795268,4.75451882917741,2.97880539122473
"ZW10",1.11854046325611,0.790008704987152,1,FALSE,1.83862691711647,0.197910238192776,0.752029046912054,FALSE,0.798823760621246,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.509178014565232,0.226073848491718,0.73525186305695
"ITGB4",4.8684839521556,3.37372959410747e-06,0.000327774513671944,TRUE,4.59779250756328,1.2809727493797e-05,0.00282827110158843,TRUE,0.204555756339535,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,0.191407756080415,3.29789525422868,3.10648749814827
"TRIP6",-0.694825725634201,1,1,FALSE,0.611527053650561,1,1,FALSE,1.25910945115931,0.623972403506878,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.923730908854148,1.38164081350963,0.457909904655479
"ADAM11",0.19050561808809,1,1,FALSE,1.92678906205892,0.162017769485648,0.67247978337085,FALSE,1.74638548256836,0.242231972573236,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.22773779729371,1.1001732028856,0.127564594408106
"SLC22A4",-3.40010912737841,0.00202076893063668,0.0298221289841617,TRUE,0.48421860862974,1,1,FALSE,3.61436518472393,0.000903253301669762,0.0947914159363433,FALSE,FALSE,FALSE,FALSE,FALSE,2.74663448248235,4.95998235254641,2.21334787006406
"TFAP2C",0.970447717815437,0.995470119799555,1,FALSE,-1.41121679267836,0.474542100393771,1,FALSE,-2.32264748119234,0.0605942933126972,0.669861712173724,FALSE,FALSE,FALSE,FALSE,FALSE,1.6840911258815,2.32856994631126,0.644478820429762
"SULT2B1",-2.38496743318602,0.0512419000396775,0.268919155914577,FALSE,0.308725914669652,1,1,FALSE,2.32698123988778,0.0598987912473334,0.665581274507134,FALSE,FALSE,FALSE,FALSE,FALSE,1.90472883270584,3.33185085933344,1.4271220266276
"EPS8L1",0.520919030452734,1,1,FALSE,3.8288166475208,0.000386282662985081,0.0184731126678182,TRUE,3.47620618451195,0.00152568341055648,0.121240654190077,FALSE,FALSE,FALSE,FALSE,FALSE,2.33903683649965,2.08970358698876,0.249333249510886
"REM1",0.324096495395946,1,1,FALSE,-1.91247977570478,0.167444052726064,0.682788592767478,FALSE,-2.20765528454771,0.0818049364220773,0.745373912023573,FALSE,FALSE,FALSE,FALSE,FALSE,1.58149824793624,1.79021885187927,0.208720603943025
"PDRG1",-0.479870508965243,1,1,FALSE,-0.552894106893291,1,1,FALSE,-0.126061297123631,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0516354812815633,0.250180892939472,0.301816374221035
"PPP1R13B",2.32250053008513,0.0606179997318448,0.298941864705936,FALSE,3.2918894244289,0.00298550194485953,0.063634563315539,FALSE,1.09771671993446,0.816984619371949,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.685461460797406,0.866052937645039,1.55151439844245
"TGM6",-0.260774065773196,1,1,FALSE,0.238047099003776,1,1,FALSE,0.497795007441267,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.352719828213169,0.536389335668342,0.183669507455173
"RALGAPA2",-0.457279040954364,1,1,FALSE,1.47600125465444,0.419830666248003,1,FALSE,1.89392788692566,0.174703747106231,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.36703560695932,1.66255436267675,0.295518755717435
"RPL6",-1.70509454926853,0.26453037614577,0.747770865004654,FALSE,-2.20259631557198,0.0828696415235107,0.46173259806905,FALSE,-0.736541906068516,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.351786872605452,0.684870141942885,1.03665701454834
"ESF1",-1.17698949045614,0.717599103013107,1,FALSE,-2.1716820083033,0.0896389695602314,0.483274012089128,FALSE,-1.15595759990452,0.743095501354063,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.703353824565246,0.014871792430226,0.718225616995472
"SLC8B1",-0.403421012213624,1,1,FALSE,0.81023658886161,1,1,FALSE,1.18939671306188,0.702850780999786,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.858185519758896,1.12629221473644,0.268106694977547
"SIRT4",-1.03383578697952,0.903638814922771,1,FALSE,0.296653377025322,1,1,FALSE,1.20093784141047,0.689325941781914,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.940797910163042,1.58022358705142,0.639425676888379
"TRMT6",-1.59006861341228,0.335458019526522,0.868650032742426,FALSE,-3.00049378053273,0.00808626774782246,0.114205306733732,FALSE,-1.50321007383325,0.398354641791668,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.997321200027041,0.061418262340294,1.05873946236733
"HAUS5",-2.66868260043771,0.0228448120223081,0.159312782317084,FALSE,-2.67374985442985,0.0225025133166483,0.217329120226574,FALSE,-0.240880793690897,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.00358308965983784,1.71671512092763,1.72029821058746
"UQCRC1",-1.53370828730712,0.375304302197857,0.933750183538691,FALSE,-2.45274638780733,0.0425310757007717,0.314448023501996,FALSE,-1.02589740207705,0.914819842054149,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.649858073032504,0.359076520506524,1.00893459353903
"GMIP",-3.67304105956847,0.000719042858938519,0.0141816088122864,TRUE,-2.13524900907642,0.0982220268203567,0.50902992774665,FALSE,1.22554556640083,0.661109198231308,1,FALSE,FALSE,FALSE,FALSE,FALSE,1.08738318695769,3.46382382145262,2.37644063449493
"LAG3",-1.89767372115978,0.173217229124747,0.577085265990558,FALSE,-0.931540780381999,1,1,FALSE,0.785075756693088,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.683159153951673,1.89699034801444,1.21383119406276
"OTUB2",0.59332795577868,1,1,FALSE,0.575809974613463,1,1,FALSE,0.0470905885310131,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,0.0123870832746231,0.386248146518312,0.373861063243689
