"X","stat","pval","p.adj","num.genes","gene.vals","Driver","DriverNumeric"
"REACTOME_INTERLEUKIN_6_SIGNALING",-0.0419087136929461,0.646374883222589,0.864550381639709,10,"CBL:878, JAK2:6282.5, TYK2:6282.5, STAT1:6282.5, IL6R:6282.5, JAK1:6282.5, PTPN11:6282.5, SOCS3:6282.5, IL6ST:12566, IL6:13554","Unclear",0
"REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE",-0.0832427298516603,0.0842433377315483,0.399712468236794,36,"RPS27A:59, UBA52:103, USP43:129, POLD2:160, POLE:379, SPRTN:1305, RPA1:1675, UBB:6282.5, RFC1:6282.5, RFC2:6282.5, POLD1:6282.5, UFD1:6282.5, POLD3:6282.5, POLE2:6282.5, USP10:6282.5, RFC5:6282.5, POLE4:6282.5, MAD2L2:6282.5, RPA2:6282.5, TRIM25:6282.5, POLK:6282.5, RFC3:6282.5, POLE3:6282.5, UBE2L6:6282.5, RFC4:6282.5, POLH:6282.5, POLD4:6282.5, NPLOC4:6282.5, ISG15:6282.5, REV3L:12008, PCLAF:12023, UBA7:12375, POLI:12953, REV1:13584, RPA3:13748, RCHY1:13859","Herbivore",1
"REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX",-0.0780543698045383,0.17702517151866,0.541479737252854,25,"RPS27A:59, UBA52:103, POLD2:160, POLE:379, RPA1:1675, UBB:6282.5, RFC1:6282.5, RFC2:6282.5, POLD1:6282.5, POLD3:6282.5, POLE2:6282.5, RFC5:6282.5, POLE4:6282.5, RPA2:6282.5, RFC3:6282.5, POLE3:6282.5, RFC4:6282.5, POLD4:6282.5, RAD18:6282.5, CUL4B:6282.5, CUL4A:11096, USP1:11974, RPA3:13748, DTL:14648, UBE2B:15086","Herbivore",1
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLH",-0.122818707215801,0.0890923882579185,0.406667281086145,16,"RPS27A:59, UBA52:103, SPRTN:1305, RPA1:1675, UBB:6282.5, RFC1:6282.5, RFC2:6282.5, UFD1:6282.5, RFC5:6282.5, RPA2:6282.5, RFC3:6282.5, RFC4:6282.5, POLH:6282.5, NPLOC4:6282.5, RPA3:13748, RCHY1:13859","Herbivore",1
"REACTOME_RECOGNITION_AND_ASSOCIATION_OF_DNA_GLYCOSYLASE_WITH_SITE_CONTAINING_AN_AFFECTED_PURINE",-0.166088519433835,0.00407179195168064,0.0895297669375633,25,"H4C15:49, H4C14:85, H4C3:171, H4C2:238, H4C13:295, H2BC15:350, H2AC20:1105, H2AC4:1330, MPG:1467, NEIL3:1774, TINF2:6282.5, OGG1:6282.5, MUTYH:6282.5, TERF1:6282.5, H4C8:6282.5, TERF2IP:6282.5, H2BC4:6282.5, H2BC21:6282.5, H4C11:6282.5, H2BC9:6282.5, H2AC14:6282.5, H4C1:11869, ACD:13368, POT1:13500, TERF2:14700","Both",3
"REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1",-0.00594303655528144,0.95078003973707,0.991472765555776,9,"MPG:1467, OGG1:6282.5, MUTYH:6282.5, UNG:6282.5, APEX1:6282.5, SMUG1:6282.5, MBD4:11594, TDG:12060, NTHL1:12439","Unclear",0
"REACTOME_POLB_DEPENDENT_LONG_PATCH_BASE_EXCISION_REPAIR",-0.0885329072766005,0.385939563697407,0.73653104441252,8,"LIG1:198, PARP1:1379, FEN1:1640, APEX1:6282.5, ADPRS:6282.5, PARP2:6282.5, POLB:14024, PARG:14548","Vertivore",2
"REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY",-0.11819985772586,0.0451657330712404,0.322588153954719,24,"POLD2:160, LIG1:198, POLE:379, PARP1:1379, FEN1:1640, RPA1:1675, RFC1:6282.5, RFC2:6282.5, POLD1:6282.5, POLD3:6282.5, POLE2:6282.5, RFC5:6282.5, POLE4:6282.5, RPA2:6282.5, RFC3:6282.5, POLE3:6282.5, RFC4:6282.5, POLD4:6282.5, APEX1:6282.5, ADPRS:6282.5, PARP2:6282.5, RPA3:13748, POLB:14024, PARG:14548","Vertivore",2
"REACTOME_FORMATION_OF_APOPTOSOME",-0.138664648503195,0.174480955867261,0.539979334175454,8,"UACA:493, XIAP:1419, MAPK3:6282.5, APAF1:6282.5, CASP9:6282.5, APIP:6282.5, AVEN:6282.5, DIABLO:11700","Unclear",0
"REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE",-0.049854292759471,0.699467112968729,0.893158076970693,5,"XIAP:1419, APAF1:6282.5, CASP9:6282.5, CASP7:6282.5, CASP3:14463","Unclear",0
