,permpval,permstats
ACTN4,0.21517540852474,0.66720736382473
ACTR10,0.404639469774883,0.392931757083284
ACTR1A,0.867557993372186,0.0617014844221588
ACTR1B,0.737629985144555,0.132161437238956
ACTR2,0.0519940578219632,1.28404628718428
ACTR3,0.414809736030168,0.382151058805283
ACTR3B,0.0994172094617758,1.00253843122278
ACTR3C,0.0838761284424637,1.07636162392532
ACTR5,0.652611130156554,0.185345523676623
ACTR6,0.804822306022169,-0.0942999954490639
ACTR8,0.782881956347846,0.106303716322012
ACTRT1,0.843446463261342,0.073942478514178
ACTRT2,0.61455833619015,-0.211436885954112
ACTRT3,0.526454119529197,-0.278639471588715
ACVR1,0.19483487601417,-0.710333300512879
ACVR1B,0.585533081933493,0.232448562768746
ACVR1C,0.0603359616043881,-1.21942376130758
ACVR2A,0.833733287624271,0.0789728585210354
ACVR2B,0.170494800594218,-0.768288860704745
ACVRL1,0.50439949720032,-0.297225355015759
ACY1,0.350131413552737,-0.455768922880829
ACY3,0.351616958061936,0.453930187593937
ACYP1,0.917609416066735,0.0373421385627142
ACYP2,0.334590332533425,0.475486611455041
ADA,0.837961375842761,0.0767759988457845
ADA2,0.36601531253571,-0.436500745177573
ADAD1,0.942063764141241,-0.0259197007342198
ADAD2,0.660838761284425,0.1799044915378
ADAL,0.70106273568735,0.154243116778372
ADAM10,0.877956804936579,-0.056526850653303
ADAM11,0.226831219289224,0.644297172742261
ADAM12,0.0877613986972917,1.05669646380988
ADAM15,0.674437207176323,-0.171058478677454
ADAM17,0.424522911667238,-0.372098865744801
ADAM18,0.731687807107759,0.135674182017228
ADAM19,0.853845274825734,0.0686208206193581
ADAM2,0.245114844017827,-0.610630387320652
ADAM20,0.35630213689864,-0.448181572988572
ADAM21,0.299737172894526,0.523259393251042
ADAM22,0.931093589304079,0.0310066635132686
ADAM28,0.0164552622557422,-1.78369519174615
ADAM29,0.462347160324534,-0.335031805406609
ADAM30,0.803565306822077,0.0949788217756796
ADAM32,0.724031539252657,0.140242515259958
ADAM33,0.694549194377785,-0.158296988097471
ADAM7,0.803793852131185,-0.0948553198604713
ADAM8,0.172894526339847,-0.762218755818208
ADAMDEC1,0.976345560507371,0.0103964441569139
ADAMTS1,0.72048908696149,0.142372592932295
ADAMTS10,0.967889384070392,-0.0141742735106882
ADAMTS12,0.801051308421895,0.0963396658747365
ADAMTS13,0.481887784253228,0.317054082826532
ADAMTS14,0.0125699920009142,1.90066499868317
ADAMTS15,0.154725174265798,0.81043901949227
ADAMTS16,0.387270026282711,0.411986115004017
ADAMTS17,0.511484401782653,0.291167605985083
ADAMTS18,0.773054508056222,-0.111789882907753
ADAMTS19,0.407267740829619,-0.390119988476558
ADAMTS2,0.997943092218032,0.000894223682921892
ADAMTS20,0.670437664266941,0.173641595625063
ADAMTS3,0.870186264426923,0.0603877761693337
ADAMTS4,0.976002742543709,-0.0105489619747775
ADAMTS5,0.468632156324991,0.32916791455391
ADAMTS6,0.19940578219632,-0.700262252546196
ADAMTS7,0.866300994172095,-0.0623311872018179
ADAMTS8,0.286710090275397,0.542557022526785
ADAMTS9,0.858073363044224,-0.0664755795135094
ADAMTSL1,0.396754656610673,-0.401477967336941
ADAMTSL2,0.826648383041938,0.0826791794157942
ADAMTSL3,0.47011770083419,-0.32779339648269
ADAMTSL4,0.309907439149811,0.508767998646369
ADAMTSL5,0.869843446463261,0.0605589042264122
ADAP1,0.0996457547708833,-1.00154119890883
ADAP2,0.360873043080791,0.44264555816912
ADARB1,0.861958633299052,-0.0645135761254511
ADARB2,0.266712375728488,-0.573956832132044
ADAT1,0.908124785738773,0.0418544708245016
ADAT2,0.856359273225917,-0.067343995083616
ADAT3,0.917952234030396,0.0371799168779905
ADCK1,0.355730773625871,-0.44887856315888
ADCK2,0.723460175979888,-0.140585370319924
ADCK5,0.806422123185922,0.0934375664072612
ADCY1,0.891098160210262,0.0500744529894282
ADCY10,0.0892469432064907,-1.04940664996409
ADCY2,0.757741972346018,0.120478655929386
ADCY3,0.233344760598789,0.632001946090504
ADCY4,0.508741858073363,-0.293502528178724
ADCY5,0.762998514455491,-0.117476307607912
ADCY6,0.407039195520512,0.39036376871417
ADCY7,0.576848360187407,0.238938337605317
ADCY8,0.582904810878757,0.234402360310208
ADCY9,0.346703233916124,0.460042107390683
ADCYAP1,0.0609073248771569,-1.21533047481482
ADCYAP1R1,0.394354930865044,0.404112724549908
ADD1,0.584733173351617,0.233042266869278
ADD2,0.613301336990058,0.21232608855436
ADD3,0.650097131756371,-0.187021750073624
ADGB,0.850417095189121,0.0703680181558799
ADGRA1,NA,NA
ADGRA2,0.843217917952234,0.0740601734964439
ADGRA3,0.326705519369215,0.485843528483406
ADGRB1,0.550108559021826,0.259551597902384
ADGRB2,0.450577076905497,0.346230906768172
ADGRB3,0.44703462461433,-0.349658837725831
ADGRD1,0.157239172665981,-0.803439249941903
ADGRE1,0.233001942635127,-0.632640458063255
ADGRE2,0.585190263969832,0.232702908006999
ADGRE3,0.35173123071649,0.453789068345935
ADGRE5,0.440406810650211,-0.356145973521961
ADGRF1,0.0830762198605874,-1.08052327298236
ADGRF2,0.795680493657868,-0.099261288665815
ADGRF3,0.387727116900926,0.411473824196277
ADGRF4,0.252771111872929,-0.597272561208734
ADGRF5,0.0149697177465433,-1.82478638818563
ADGRG1,0.883441892355159,0.0538220105708279
ADGRG2,0.812478573877271,-0.0901880831116288
ADGRG3,0.257227745400526,-0.589682188840875
ADGRG4,0.410581647811679,0.386600466636746
ADGRG5,0.139755456519255,0.85463122680511
ADGRG6,0.1092446577534,-0.961599791565295
ADGRG7,0.44006399268655,-0.356484165218664
ADGRL1,0.664724031539253,0.177358620043027
ADGRL2,0.886070163409896,0.0525318871702039
ADGRL3,0.408753285338818,0.388538743692426
ADGRL4,0.663009941720946,-0.17847995937475
ADGRV1,0.733630442235173,0.134522655772542
ADH1A,0.868357901954062,-0.0613012393311847
ADH1B,0.920351959776026,0.0360460585699824
ADH1C,0.574334361787224,-0.240835199584838
ADH4,0.520283396183293,-0.283760033533205
ADH5,0.96903211061593,-0.0136618315846813
ADH6,0.624842875099989,0.20422917794561
ADH7,0.894412067192321,-0.0484623500215119
ADHFE1,0.910181693520741,0.0408719037042448
ADI1,0.137012912809965,-0.863238500742546
ADIG,0.223860130270826,0.650023247846659
ADIPOQ,0.606102159753171,-0.217454168444678
ADIPOR1,0.597417438007085,0.223722104932888
ADIPOR2,0.327276882641984,-0.485084670205577
ADIRF,0.0894754885155982,1.04829592178345
ADK,0.0849045823334476,-1.07106887008082
ADM,0.111187292880814,-0.953944843573043
ADM2,0.448748714432636,-0.347996782570977
ADM5,0.61547251742658,-0.210791334765903
ADNP,0.530567935093132,0.275259000175221
ADNP2,0.690206833504742,-0.161020745220263
ADO,0.326476974060107,0.486147443458652
ADORA1,0.271854645183408,-0.565663241804129
ADORA2A,0.551594103531025,-0.258380385022703
ADORA2B,0.731802079762313,-0.135606360594133
ADORA3,0.621186150154268,0.206778235780938
ADPGK,0.735115986744372,-0.133644132441027
ADPRH,0.996000457090618,-0.00174046226717709
ADPRHL1,0.544737744257799,0.263812531914353
ADPRM,0.937150039995429,-0.0281908719451558
ADPRS,0.414009827448292,0.382989349806858
ADRA1A,0.584618900697063,-0.233127148034779
ADRA1B,0.726431264998286,0.138805472410938
ADRA1D,0.258599017255171,0.587373129886667
ADRA2A,0.423265912467147,0.373386705831498
ADRA2B,0.241115301108445,0.617775228543702
ADRA2C,0.594674894297795,0.225720395951846
ADRB1,0.63855559364644,-0.194801286399251
ADRB2,0.639926865501086,-0.193869656835195
ADRB3,0.360301679808022,0.44333371309349
ADRM1,0.0554222374585762,1.25631594523913
ADSL,0.602445434807451,0.220082282255442
ADSS1,0.425208547594561,-0.371398013819861
ADSS2,0.24614329790881,-0.608811984879432
AEBP1,0.267626556964918,0.572470793105051
AEBP2,0.2609987430008,0.583361584267585
AEN,0.160895897611702,0.793455029035302
AFAP1,0.277339732601988,-0.55698790750946
AFAP1L1,0.745286252999657,-0.127676889371457
AFAP1L2,0.976117015198263,0.0104981167505898
AFDN,0.484516055307965,0.314691827248662
AFF1,0.336190149697177,-0.473415015449884
AFF2,0.632956233573306,0.198626318694712
AFF3,0.989258370471946,0.0046902663241055
AFF4,0.668952119757742,0.174604965743622
AFG1L,0.243743572163181,-0.613066828391966
AFG3L2,0.939664038395612,0.0270273935822343
AFM,0.713061364415495,0.146873094158971
AFMID,0.6085018854988,0.21573807173062
AFP,0.867786538681294,0.0615870910376168
AFTPH,0.968117929379499,0.0140717367419665
AGA,0.382013484173237,0.417921307248827
AGAP1,0.264884013255628,0.576944252213818
AGAP2,0.236544394926294,0.626087338384477
AGAP3,0.71591818077934,0.145136608511226
AGAP4,0.772503617945007,0.11209947792271
AGAP5,0.140430195917249,0.852539498258708
AGAP6,0.702185792349727,0.153547962063116
AGAP9,0.298381979695431,0.52522740893112
AGBL1,0.682093475031425,0.166156104949721
AGBL2,0.437892812250029,-0.358632183434888
AGBL3,0.881156439264084,-0.0549469807165114
AGBL4,0.33870414809736,0.470179484534105
AGBL5,0.153239629756599,0.814628905989796
AGER,0.137698548737287,0.861070636930508
AGFG1,0.761398697291738,-0.118387870573259
AGFG2,0.55810764484059,0.25328202856855
AGGF1,0.750314249800023,0.124756805448074
AGK,0.422923094503485,-0.373738598746283
AGL,0.830419380642212,0.080702523648135
AGMAT,0.0113129928008228,-1.94642248924385
AGMO,0.505770769054965,-0.296046274250156
AGO1,0.0143983544737744,1.84168713872383
AGO2,0.0459376071306136,1.33783163075693
AGO3,0.985715918180779,0.00624823003146225
AGO4,0.19483487601417,0.710333300512879
AGPAT1,0.590675351388413,0.228651151673704
AGPAT2,0.410810193120786,-0.386358789122494
AGPAT3,0.745514798308765,-0.127543731473157
AGPAT4,0.289109816021026,0.538937162665577
AGPAT5,0.562792823677294,-0.249651449007765
AGPS,0.187292880813621,-0.727478730270896
AGR2,0.939664038395612,0.0270273935822343
AGR3,0.317792252314021,-0.497856694977236
AGRN,0.75842760827334,-0.120085866199352
AGRP,0.259513198491601,-0.58584054962166
AGT,0.735801622671695,-0.133239258749271
AGTPBP1,0.344874871443264,0.462338448401824
AGTR1,0.769854873728717,-0.113591136488717
AGTR2,0.618557879099532,-0.208619656750334
AGTRAP,0.961033024797166,0.017261688043483
AGXT,0.659238944120672,0.180957144883253
AGXT2,0.396983201919781,-0.401227869730315
AHCTF1,0.870071991772369,0.0604448113630467
AHCY,0.299622900239973,-0.52342499648733
AHCYL1,0.239515483944692,-0.620666405529706
AHCYL2,0.95051994057822,0.0220387678124803
AHDC1,0.250828476745515,0.600623159263255
AHI1,0.95509084676037,-0.019955317033788
AHNAK,0.115415381099303,-0.937736310058753
AHNAK2,0.653753856702091,0.184585736075727
AHR,0.79270940463947,-0.100885989341863
AHRR,0.971203291052451,0.0126898546012955
AHSA1,0.482801965489658,-0.316230970555684
AHSG,0.260770197691692,0.583742043759199
AHSP,0.284881727802537,0.545335405337622
AICDA,0.399268655010856,-0.398734783194483
AIDA,0.412867100902754,-0.384189722273373
AIF1,0.467489429779454,0.330228204343021
AIF1L,0.142498000228545,0.846191230362852
AIFM1,0.478116786652954,-0.320466007982177
AIFM2,0.664152668266484,0.177732078215411
AIFM3,0.650554222374586,0.186716500029848
AIG1,0.929493772140327,0.0317535157728264
AIM2,0.387155753628157,0.412114282182726
AIMP1,0.725402811107302,-0.139420765758585
AIMP2,0.530910753056793,-0.274978478377178
AIP,0.437892812250029,-0.358632183434888
AIPL1,0.86767226602674,0.0616442839634785
AIRE,0.432864815449663,0.363647713510159
AJAP1,0.254370929036682,-0.594532523842706
AJM1,0.196434693177923,0.706781807154343
AJUBA,0.647583133356188,-0.188704471199899
AK1,0.626442692263741,-0.203118652637916
AK2,0.988115643926408,0.00519222486577256
AK3,0.777511141583819,-0.109293378900864
AK4,0.892812250028568,0.0492398595318188
AK5,0.531482116329562,0.274511344329879
AK6,0.972803108216204,-0.0119750504490239
AK7,0.403382470574791,-0.394282978453573
AK9,0.137927094046395,-0.860350413744046
AKAIN1,0.631356416409553,-0.199725401484247
AKAP1,0.44977716832362,-0.347002594082091
AKAP10,0.790995314821163,-0.101826088883286
AKAP11,0.0578219632042052,-1.2379071670016
AKAP12,0.332761970060565,0.477866313200396
AKAP13,0.059878870986173,1.22272639685767
AKAP14,0.873957262027197,-0.0585098045733514
AKAP17A,0.875099988572735,0.0579423218297263
AKAP3,0.420180550794195,-0.376564053972533
AKAP4,0.738658439035539,0.131556336074865
AKAP5,0.839104102388298,0.0761841556335804
AKAP6,0.456290709633185,0.340758373647058
AKAP7,0.362244314935436,-0.440998421623644
AKAP8,0.460518797851674,-0.336752637700286
AKAP8L,0.969146383270483,-0.0136106206322131
AKAP9,0.784367500857045,0.105480409000746
AKIP1,0.937378585304537,-0.028084972290424
AKIRIN1,0.843789281225003,0.0737659958235395
AKIRIN2,0.597074620043424,-0.223971389058303
AKNA,0.434007541995201,0.362502723440396
AKNAD1,0.337332876242715,-0.471941330690391
AKR1A1,0.56359273225917,-0.249034615917701
AKR1B1,0.0731344989144098,-1.13587770985751
AKR1B10,0.803679579476631,-0.0949170664279889
AKR1B15,0.763912695691921,0.116956272243392
AKR1C1,0.828476745514798,0.0817196772704014
AKR1C2,0.230259398925837,-0.637782633364267
AKR1C3,0.483830419380642,-0.315306830158002
AKR1C4,0.698091646668952,-0.156087558709386
AKR1C8P,0.447148897268884,0.349547835940715
AKR1D1,0.601759798880128,0.220576829071346
AKR1E2,0.240543937835676,0.618805583669708
AKR7A3,0.854873728716718,-0.068098029098042
AKR7L,0.822991658096218,0.0846045668061286
AKT1,0.5978745286253,0.223389948525184
AKT1S1,0.900125699920009,-0.0456968383720787
AKT2,0.262598560164553,0.580707659489129
AKT3,0.21151868357902,0.674651265088491
AKTIP,0.462689978288196,0.334709907072982
ALAD,0.27768255056565,-0.556451410243083
ALAS1,0.287624271511827,-0.541174468293032
ALAS2,0.499257227745401,0.301675639131827
ALB,0.490229688035653,-0.309600391656671
ALCAM,0.893840703919552,0.0487398722252832
ALDH16A1,0.895554793737859,-0.047907837073473
ALDH18A1,0.745400525654211,-0.127610305318907
ALDH1A1,0.0558793280767912,-1.25274882471777
ALDH1A2,0.0898183064792595,1.04663513780199
ALDH1A3,0.432293452176894,-0.364221342548651
ALDH1B1,0.730887898525883,-0.136149228767198
ALDH1L1,0.358359044680608,-0.445681629828994
ALDH1L2,0.337104330933608,-0.472235667863232
ALDH2,0.452291166723803,-0.344581893971018
ALDH3A1,0.462118615015427,-0.335246536922432
ALDH3A2,0.416066735230259,-0.380837004907451
ALDH3B1,0.286595817620843,0.542730151682716
ALDH3B2,0.518455033710433,-0.285288904575378
ALDH4A1,0.810650211404411,-0.0911664997054712
ALDH5A1,0.569992000914181,-0.24413123903489
ALDH6A1,0.606102159753171,-0.217454168444678
ALDH7A1,0.696948920123414,-0.156799050483694
ALDH8A1,0.836133013369901,-0.0777246288080021
ALDH9A1,0.346931779225231,-0.459755916617952
ALDOA,0.906067877956805,0.0428392659900223
ALDOB,0.771797508856131,-0.112496627542002
ALDOC,0.687007199177237,-0.163038711926525
ALG1,0.904010970174837,-0.0438262993282984
ALG10,0.216660953033939,0.664219350839348
ALG10B,0.152896811792938,0.815601570409591
ALG11,0.45857616272426,-0.338588524107556
ALG12,0.608958976117015,-0.215411963600483
ALG13,0.280882184893155,0.55147580529096
ALG14,0.573877271169009,0.241180975464492
ALG1L,0.414238372757399,-0.382749672934383
ALG1L2,0.924008684721746,-0.0343239468437396
ALG2,0.342817963661296,-0.464936429121733
ALG3,0.755227973945835,-0.121921931970965
ALG5,0.922980230830762,0.0348076009600667
ALG6,0.604045251971203,-0.218930525045704
ALG8,0.654668037938521,-0.183978861591783
ALG9,0.338475602788253,0.470472629656205
ALK,0.209461775797052,0.678895218879178
ALKAL1,0.575248543023654,-0.240144472629051
ALKAL2,0.249685750199977,-0.602606242534954
ALKBH1,0.763341332419152,0.117281221365849
ALKBH2,0.667580847903097,0.175496131203864
ALKBH3,0.431493543595018,0.365025698215364
ALKBH4,0.610215975317107,0.214516426812839
ALKBH5,0.757627699691464,0.120544155436622
ALKBH6,0.231516398125928,0.635418242817133
ALKBH7,0.584847446006171,-0.232957402290229
ALKBH8,0.385898754428065,0.413526623205984
ALLC,0.0487944234944578,-1.31162980881637
ALMS1,0.871671808936122,0.0596469994674271
ALOX12,0.619014969717746,0.208298848254192
ALOX12B,0.707690549651468,0.150156603831824
ALOX15,0.967432293452177,0.0143794197034037
ALOX15B,0.778425322820249,0.108783044550832
ALOX5,0.785967318020798,0.1045955123554
ALOX5AP,0.728031082162039,0.137850078759354
ALOXE3,0.656496400411382,0.182767650817091
ALPG,0.532739115529654,0.273485414656837
ALPI,0.67980802194035,0.16761371491643
ALPK1,0.422923094503485,-0.373738598746283
ALPK2,0.754999428636727,0.122053377033077
ALPK3,0.809850302822535,0.0915952510798786
ALPL,0.350245686207291,-0.455627204986961
ALPP,0.400639926865501,0.397245772083619
ALS2,0.407724831447835,-0.38963283813731
ALS2CL,0.663467032339161,-0.17818065234574
ALX1,0.670666209576048,-0.173493574327822
ALX3,0.032110615929608,1.49335136393632
ALX4,0.993829276654097,-0.00268821376673522
ALYREF,0.0462804250942749,1.33460266062673
AMACR,0.752142612272883,-0.12369980588304
AMBN,0.646897497428865,-0.189164528956801
AMBP,0.463375614215518,-0.33406682529422
AMBRA1,0.695463375614216,-0.157725735819247
AMD1,0.761284424637184,0.118453055486237
AMDHD1,0.29105245114844,-0.53602873887778
AMDHD2,0.0471946063307051,-1.32610763218499
AMELX,0.211975774197235,-0.67371376989033
AMELY,0.111530110844475,-0.952607866174703
AMER1,0.770311964346932,-0.113333356702604
AMER2,0.609530339389784,-0.215004672487538
AMER3,0.0781624957147755,-1.10700158212128
AMFR,0.124100102845389,0.906227858588567
AMH,0.979316649525768,0.00907686191819696
