"","main_Rho","Carnivore_Rho","Herbivore_Rho","main_P","Carnivore_P","Herbivore_P","main_p.adj","Carnivore_p.adj","Herbivore_p.adj","Driver","DriverNumeric"
"ARF5",NA,NA,4.45440685947892,NA,NA,8.41254389329987e-06,NA,NA,0.000831456853454253,"MissingData",5
"M6PR",1.62054584640939,-1.75025735435787,1.28128502337676,0.315345222901535,0.0800739160386007,0.200093571391083,0.835357012628181,0.237958789619059,0.475629373614617,"Unclear",0
"FKBP4",0.600698922059664,-1.68311177100598,-0.479157003006884,1,0.0923534562092551,0.631826939958133,1,0.259525120728568,0.830973487825358,"Carnivore",1
"CYP26B1",0.0121510944151989,0.355466603010476,1.08288065534041,1,0.722240060286521,0.278861399326473,1,0.853329440286667,0.566637134471957,"Herbivore",2
"NDUFAF7",-0.549020616075147,1.91887826457589,-0.281730692989215,1,0.0549997419730045,0.778150017782438,1,0.188561586878264,0.908654537730389,"Carnivore",1
"FUCA2",-1.60657538807527,1.71939825980774,-0.431483855411579,0.324442635333269,0.0855418788961747,0.666116589084031,0.850325547200203,0.247602162264058,0.850164078146697,"Carnivore",1
"DBNDD1",1.04644936872388,-1.73153164874532,0.822140629582958,0.886060828681476,0.0833569851681399,0.410996863972549,1,0.243894193118395,0.683947339806525,"Carnivore",1
"HS3ST1",-0.167276017834515,-0.284860351830246,-0.97047995942567,1,0.775751132658768,0.33180730949568,1,0.884581010221422,0.614683990819685,"Herbivore",2
"SEMA3F",-2.25773525374256,2.04600798243214,-1.71399935221048,0.0718865098465451,0.0407555853153111,0.0865288448379962,0.332521866177224,0.156977903787483,0.303408346996924,"Both",3
"CFTR",1.49941263196209,-0.568000905537067,0.711303744295851,0.401299855698974,0.570034353059248,0.476896031825526,0.975700429068886,0.755008065441022,0.73241546098233,"DoubleBoth",4
"CYP51A1",-1.75960288009437,1.06565314873438,-2.09698189179794,0.235425488611079,0.28658046393139,0.0359951783602454,0.695416337742498,0.513747071547009,0.18405231736316,"Herbivore",2
"USP28",2.33119062921668,-2.23999050223781,0.987035267678311,0.0592299301434499,0.0250915394782197,0.32362534954278,0.294920166170615,0.115757008539371,0.606432750374441,"Both",3
"SLC7A2",-0.824333662347119,0.837447162901669,-0.03685823100053,1,0.402341264897648,0.970598043932791,1,0.624147575246014,0.988681978478877,"Carnivore",1
"HSPB6",-0.122488639524656,0.028483933980354,1.02496774738374,1,0.977276181657303,0.305378406166948,1,0.988517553045934,0.58982686506939,"Herbivore",2
"PDK4",-0.751487040416448,-1.30440372766857,-1.59735482927136,1,0.192095964891149,0.110186635324683,1,0.403653860266659,0.345925851632344,"Unclear",0
"USH1C",0.945995618179514,-1.43203663891809,0.749628735692611,1,0.152133335942267,0.453478339042796,1,0.353029162432695,0.714948450993765,"Carnivore",1
"RALA",NA,NA,4.37697735724881,NA,NA,1.20336469940599e-05,NA,NA,0.00106745308021686,"MissingData",5
"BAIAP2L1",-0.128617466674719,-0.74186947077005,-1.74013559826389,1,0.458166424470044,0.0818352107768413,1,0.670769731600089,0.294573362555757,"Herbivore",2
"CACNG3",NA,NA,2.73841628105446,NA,NA,0.00617358764801182,NA,NA,0.0644991432330907,"MissingData",5
"TMEM132A",0.967810238896871,-1.69705473061212,0.474077170806186,0.999417447963571,0.0896863136945889,0.635444877495179,1,0.255080972011639,0.83305774986407,"Carnivore",1
"DVL2",0.884070360173625,0.589474469321149,2.79647764607695,1,0.555543033759137,0.00516629847391652,1,0.744041635495324,0.0579847423450024,"Herbivore",2
"RPAP3",-0.532720987203664,0.898777332454172,-0.177932375744532,1,0.368771276259139,0.858776084367789,1,0.595023635536676,0.944682833492873,"Carnivore",1
"HOXA11",1.90583967513114,-1.5193983771781,2.04563165647845,0.170013028984227,0.128662250212783,0.0407926244469361,0.571521159066509,0.318721949907297,0.197841025663952,"Unclear",0
"TRAPPC6A",-0.706921219462091,0.561110691501522,-0.303624061310827,1,0.574722080093472,0.761414318194629,1,0.758706651538685,0.899086813114063,"Both",3
"SPATA20",-1.12762402922925,0.869850726105333,0.16846417107422,0.778436202459733,0.384381986025205,0.866218128139671,1,0.607712325082642,0.948539166327347,"DoubleBoth",4
"CD79B",-1.12816709788797,0.809280584800515,-0.927819253588589,0.77774806921182,0.41835377130705,0.353501334981462,1,0.637299732463186,0.634962121146343,"Both",3
"RHBDD2",-1.51402111268051,0.71038167446027,-2.24181577911806,0.390061454470092,0.477467484068481,0.0249732809987966,0.958161362150849,0.684780313267351,0.149259554465153,"Herbivore",2
"RPUSD1",-0.349048408507817,-0.925325386434447,0.135547234777445,1,0.354796677376928,0.892179220873556,1,0.581796907057455,0.958465866326847,"Carnivore",1
"TSR3",-2.07287030991934,1.00065557832485,-1.62084581004422,0.114553052432,0.316993350333309,0.105050711076151,0.442741324706134,0.545708570131101,0.335470956817752,"Both",3
"NDUFAB1",-2.606671231051,2.09321771874023,-1.38918902739914,0.0274281294347012,0.036329723737757,0.164775277417952,0.179512296239586,0.14598879097933,0.431337608473447,"Both",3
"YBX2",2.46529258126846,-2.6446277413036,2.63419957102347,0.0410704236699775,0.0081780831840072,0.00843359012148666,0.232717001312598,0.0556683364596158,0.0778474158765246,"Unclear",0
"ITGA3",3.22984850743476,-3.89994027765638,1.6845753235361,0.00371567480674637,9.62164191394244e-05,0.092070535617351,0.0460633943228476,0.00271534485738665,0.313325910523125,"Carnivore",1
"KRT33A",-2.36873175520365,1.45933353131417,-2.50535529832034,0.0535475812501799,0.144473330702935,0.0122328441387234,0.276098229103957,0.341203938083875,0.0988278602105066,"Herbivore",2
"LRRC23",-0.19057924176828,1.33829710238247,1.68567462962853,1,0.180799606032638,0.0918584860445506,1,0.390812425877273,0.313004423244132,"Unclear",0
"TFAP2D",NA,NA,0.660305867219945,NA,NA,0.50905756571722,NA,NA,0.755614842739049,"MissingData",5
"CRY1",-1.17238320308327,1.43078481837853,-0.318141024801065,0.723129720417494,0.152491895429931,0.750377965671801,1,0.353424881562866,0.894105149859437,"Carnivore",1
"PGLYRP1",-1.59279972626725,0.40613697634385,-1.54417395150685,0.333615379723135,0.684641958271435,0.12254619744545,0.865212908593789,0.830768525995647,0.368320288224236,"Both",3
"STARD3NL",1.30937566543714,-1.2052672974346,1.78093199957309,0.571221390929127,0.228100129935435,0.0749235602625296,1,0.447189263864294,0.279052387016393,"Unclear",0
"CD74",1.2359307192801,-1.5898840046105,1.5085255930215,0.649452951466485,0.111860953786829,0.131420061535345,1,0.292378439438996,0.38173899722727,"Unclear",0
"RPS20",NA,NA,3.38332476225479,NA,NA,0.000716138930817102,NA,NA,0.0159743777356746,"MissingData",5
"MGST1",-4.13020422007523,3.47160509798755,-3.26094807566177,0.000108732339005845,0.000517356775264269,0.0011104037217805,0.00379636837892976,0.00848156793384356,0.0212497448953249,"Both",3
"CPA1",-2.80230355466661,2.05660791648465,-3.27329006405327,0.0152217320879798,0.0397239561226462,0.00106303325569832,0.120120530189844,0.154348611942179,0.020660318994741,"Herbivore",2
"SYPL1",-1.68373972580095,0.0141528576481593,-2.38425858396595,0.276695940984453,0.988708030362498,0.0171135724986508,0.770486283426766,0.994794423055262,0.120182801401612,"Herbivore",2
"RANBP9",-1.39578528962754,1.38854667098277,-1.86623372832838,0.488337484412109,0.164970643477531,0.0620086721348849,1,0.369230258785257,0.251780266730135,"Unclear",0
"CD4",0.212777023076945,0.104718820409915,1.21015848697786,1,0.916598927544447,0.226218084046844,1,0.961418671420609,0.506739762895977,"Herbivore",2
"PLEKHG6",2.47279054737406,-2.14730934523285,1.15419856592814,0.0402188067278614,0.0317686623328342,0.248418770393874,0.229700153919668,0.13399870280472,0.533810967893394,"Both",3
"QPCTL",-1.41915422678577,1.19801684398776,-1.24406124039809,0.467562172281455,0.230910459608963,0.213477024774515,1,0.45058403596418,0.491652329435935,"Both",3
"PPP5C",-1.48494035373385,0.793576816527556,-1.51679074672812,0.412678875261179,0.427441833374275,0.129319524017647,0.993215983906186,0.645660673975818,0.378911815763203,"Herbivore",2
"UBR7",2.32613441484441,-1.32990823039416,2.56135420547861,0.0600341433456441,0.183548509343304,0.010426499328628,0.297649597847564,0.393450863690407,0.0886203221322738,"Herbivore",2
"MAP4K5",-1.42130990601358,1.84869871378818,1.02285993535883,0.465680054857207,0.0645013295310219,0.306374074907526,1,0.208986531385041,0.590346590365648,"Carnivore",1
"ERCC1",-1.01068145335619,1.16067480023598,-0.711688729668165,0.936506749793361,0.245774173582653,0.476657548227577,1,0.466335173269698,0.732398658920662,"Carnivore",1
"GPRC5A",-3.61741650157309,2.26155759670379,-4.21664627902123,0.000892674831117396,0.0237247503541198,2.47962461822875e-05,0.0166084763371794,0.112255843635903,0.00170556705368829,"Herbivore",2
"HEBP1",-0.0573473319950951,-0.129023302463613,1.07074522653232,1,0.897339210239331,0.284284001176252,1,0.95163902280618,0.570820668090344,"Herbivore",2
"COX15",-0.167951344161473,0.407286212923862,-0.765750025530722,1,0.683797787678696,0.443825054881009,1,0.830554711900206,0.708747392087825,"Herbivore",2
"MS4A12",-0.327551015852838,-0.595285878453165,-0.226981390251605,1,0.551652393730611,0.820438212953804,1,0.74137072522363,0.927111195884566,"Carnivore",1
"XYLT2",0.314827122965388,-0.64907631126413,-0.426670418011288,1,0.51628905253814,0.669619399878061,1,0.715748918088793,0.852602156442531,"Carnivore",1
"FTSJ1",-4.67785238843718,4.62036636310056,-2.24919824238861,8.69685316503898e-06,3.83063015859288e-06,0.024499886253279,0.000652318587704347,0.000285732123174738,0.147353861328163,"Both",3
"SCTR",0.121343821446311,0.458092177750351,0.183607830955228,1,0.646886218500613,0.854321119354857,1,0.808479926293966,0.942147980924131,"Carnivore",1
"RALBP1",-3.9668364686756,3.70237587033398,-3.67046146406414,0.000218498786456793,0.000213589869010925,0.000242112970888846,0.00608094596857285,0.004649548788204,0.00764992036089143,"Both",3
"SYT13",-0.877063130827764,-0.128237087314741,-1.70948223156333,1,0.897961350918697,0.0873616602836806,1,0.951896005200172,0.305050657375739,"Herbivore",2
"SNAI2",0.306643516249733,-0.260010834010463,0.262672288611543,1,0.794855416612935,0.792803177427988,1,0.894966952964977,0.916129372134473,"Both",3
"SLC7A9",-4.38570787467634,4.18217842011289,-3.78759171962593,3.46827571203662e-05,2.88729241056056e-05,0.000152114539415367,0.00174708608534325,0.00118948536924929,0.0055909854181036,"Both",3
"RTF2",-0.37678562925475,0.219117533659559,-0.73658592717539,1,0.826558492753026,0.461374195562724,1,0.912446763501,0.720748676234945,"Herbivore",2
"RB1CC1",-0.186806896878361,-0.867716157367152,-1.30220503943607,1,0.385549738449681,0.192846302937565,1,0.608982291708808,0.468147055208914,"Herbivore",2
"AKAP11",1.93650200437899,-1.18872853289919,1.32161611131457,0.158418741895372,0.234546508863823,0.186296015660068,0.544220056267983,0.454494311054808,0.460292389278678,"Both",3
"B4GALT7",-0.761158067827584,0.445979524070263,-0.0368344341904852,1,0.655612036724521,0.970617018155551,1,0.813000016182304,0.988681978478877,"DoubleBoth",4
"FAM13B",-4.62932320158525,4.21644977863253,-3.39192159016919,1.10058838123806e-05,2.48178525856572e-05,0.000694042986386501,0.0007808493717028,0.0010943872414385,0.0156681654127281,"Both",3
"CHPF2",0.0030464533519741,-0.879511776962995,-0.35291116400663,1,0.379123850428878,0.724155041011232,1,0.6035876483747,0.882278591043831,"Carnivore",1
"GABARAPL2",NA,NA,4.91531595608275,NA,NA,8.86393874792555e-07,NA,NA,0.000211287622301655,"MissingData",5
"MYOC",2.87378710046579,-3.28653467410985,1.82612581872899,0.0121674678678087,0.00101428285810503,0.0678313119547999,0.103242433699228,0.013454215708399,0.264181876120209,"Carnivore",1
"FAM136A",-1.65868465781594,1.60439004596591,-0.534018153503131,0.291538057617824,0.108628103746527,0.59332897441811,0.793823986796498,0.287021752949663,0.808961882962699,"Both",3
"NSMAF",0.789836110053857,-2.15779241451983,-1.21189004691304,1,0.030943974916413,0.22555447260787,1,0.131665124736305,0.505742488103605,"Carnivore",1
"OTC",-1.45747184237796,1.38355582794164,-1.70030883263725,0.43495853532653,0.166494501683,0.0890728499154444,1,0.371395612195116,0.308830336744265,"Unclear",0
"TTC17",-0.304168904791171,0.610904152461862,0.693342565877946,1,0.54126303564702,0.488094596353145,1,0.732748815047878,0.74105707308806,"Unclear",0
"HOXC8",NA,NA,3.91625615704692,NA,NA,8.9934690341563e-05,NA,NA,0.00393986863715242,"MissingData",5
"MRI1",-1.30147924884648,0.937470427510599,-0.772729680459572,0.579283388818783,0.348516628602653,0.439682377366815,1,0.576073752439773,0.706674432795112,"Both",3
"TARBP1",-2.01799898421232,1.65209241906099,-1.81311925816698,0.130774101351298,0.098515712142294,0.069813429488305,0.482956554159533,0.270663055536893,0.268534854906487,"Both",3
"RTN4R",0.121620838995512,-0.790406654069115,-0.642688345681221,1,0.429290317426924,0.520426344704868,1,0.647661132050633,0.763389751550536,"Unclear",0
"PSMA4",NA,NA,3.25210686123905,NA,NA,0.00114552945064384,NA,NA,0.0217422562827706,"MissingData",5
"ZPBP",0.155369289569155,-0.698859551730673,0.125954148178593,1,0.484639807570218,0.899768219882822,1,0.689468199493759,0.960653477278923,"Carnivore",1
"LCP2",-0.258128263048002,0.107211898557632,-0.673000338071102,1,0.914620876154768,0.500947075844044,1,0.960013549821251,0.750587091177306,"Herbivore",2
"DCN",1.32090779845595,0.137554080069283,2.39065448637804,0.559596327522722,0.890592849228637,0.0168183718999555,1,0.949102344879207,0.118775523574433,"Herbivore",2
"TNFRSF17",0.299819142447329,-0.420004543069927,1.08749729461171,1,0.674482134871938,0.276817093547793,1,0.824358983350055,0.564835292994968,"Herbivore",2
"MRPS10",-2.72097753659838,2.52168172687848,-2.69306361454209,0.0195267553222292,0.0116795329851597,0.00707987590767647,0.142692614327625,0.0695269744647059,0.0702311558063206,"Both",3
"GRN",-3.19054816199591,3.66949176860298,-1.86513536329138,0.00426009511571209,0.000243033162845918,0.062162432817228,0.0502230666182576,0.00503170640812995,0.252102701442899,"Carnivore",1
"THAP3",0.132706111079832,-0.0566198553534147,-0.611678341766108,1,0.954848017631061,0.540750594146009,1,0.978310062374223,0.777248060699891,"Herbivore",2
"VAMP3",0.765623780611024,-1.02023266423436,-0.0134139497786068,1,0.307618129590621,0.989297537529461,1,0.536618772001643,0.996413443561986,"Carnivore",1
"RCN1",-1.12425249833037,0.498163565650608,-0.717510966598445,0.782717771282426,0.618368760293592,0.473058872138145,1,0.78933879868716,0.729989647609215,"Both",3
"RFC2",-2.32199847491287,2.18423539616943,-1.48651934740479,0.0606990532475958,0.0289449552035265,0.137141803220841,0.299133627747346,0.127078917195745,0.391308667108713,"Both",3
"PPP1R3F",-0.220197744750157,0.513952027318838,0.622223868656863,1,0.607285531200956,0.533794673260289,1,0.782488153710035,0.772544894288916,"Unclear",0
"NFE2L3",-2.94182105986215,3.837125368837,-1.90355947671536,0.00978865232023025,0.000124482930236109,0.0569675806827259,0.0882614044530546,0.00320522229787735,0.240567919303048,"Carnivore",1
"CBLN4",2.38207559679929,-1.815446571747,2.71675258172255,0.0516460888690445,0.0694553095948645,0.00659258703223903,0.269501275893992,0.218539336760405,0.0672253846032986,"Unclear",0
"CLDN11",-0.228091054939604,0.0191603287308713,0.820664371908546,1,0.984713204874897,0.411837470047767,1,0.99223564040098,0.684694293316573,"Herbivore",2
"FAM168A",NA,NA,2.18658524078015,NA,NA,0.0287728157597615,NA,NA,0.163069430297194,"MissingData",5
"RELT",-0.691297829478215,0.0906362666098575,-0.245019425470817,1,0.927781613930405,0.806441390372554,1,0.96600554830851,0.921444275803519,"DoubleBoth",4
"PKP2",0.976396454427836,-0.220958346029457,1.36609525578612,0.986604113536167,0.825124866400576,0.17190906719111,1,0.91163869331855,0.44222727663874,"Herbivore",2
"YIPF1",-1.23266524035533,1.5993184181176,-0.237189337927253,0.653102056180072,0.109749869125897,0.812509907441663,1,0.289071427928903,0.923819661175779,"Carnivore",1
"ADCK2",-1.92967195329202,0.977492565652205,-0.478684284621663,0.160942491603853,0.328325356502767,0.632163247478221,0.550115215892216,0.557243251994795,0.830973487825358,"DoubleBoth",4
"INPP4A",-0.267443172700581,-0.889615327983586,-1.05788464020951,1,0.373672472917594,0.2901080385851,1,0.599036135454702,0.576534667369794,"Unclear",0
"SLC2A3",-0.887705171366288,0.539157237939948,-0.978930558674643,1,0.589778363690489,0.327614291820394,1,0.769701202466054,0.610117399431239,"Herbivore",2
"STYK1",-1.40018371867756,0.637046428141538,-2.01063225095411,0.484374930235322,0.524094602098572,0.0443643149004174,1,0.721025666217404,0.206935591430465,"Herbivore",2
"GNA11",NA,NA,-1.85159876624014,NA,NA,0.0640834603501722,NA,NA,0.255529842267144,"MissingData",5
"CREB3L3",-3.04218867420089,2.31595225913507,-2.19632869291097,0.00704593889283225,0.0205608754918806,0.028068425441621,0.0700514661503164,0.101568293288899,0.160084837432525,"Both",3
"HDAC7",0.295695685862444,0.115529076721078,1.7838517672159,1,0.908025774880329,0.0744477551583722,1,0.956593002031069,0.277854861469504,"Herbivore",2
"MRPS35",-3.40262677285083,3.91040434430026,-1.18217457964164,0.0020022415222742,9.214174525623e-05,0.237136436912665,0.0296890215516383,0.0026191595905821,0.519987081428219,"Carnivore",1
"APPBP2",NA,NA,-0.120813739268178,NA,NA,0.903838567458342,NA,NA,0.961617997257362,"MissingData",5
"CA11",1.50376539698184,-1.3606555887265,1.77748782469518,0.397925351456924,0.173622555589986,0.0754880122934907,0.969754541399296,0.381506686221955,0.280291032935092,"Unclear",0
"ISOC2",-1.67649128438758,1.34850123769101,-1.57153936111167,0.280926005900175,0.177497222355498,0.116057419075572,0.777394946193636,0.386255532931928,0.355866929000242,"Both",3
"CD22",-4.14202453164875,3.67125238516665,-1.9644038857655,0.000103276053265381,0.000241364848048306,0.0494832725810774,0.00367225345163868,0.00502521647900604,0.221322948473147,"Both",3
"GSC2",-1.70905017697923,1.18494333682458,-0.523412336794137,0.262324966087044,0.236039851237805,0.60068734089637,0.743256159873527,0.456166064469789,0.813801781044632,"DoubleBoth",4
"KCNQ1",0.511111338758496,-1.3998744833104,0.481310287467113,1,0.161550908361715,0.630295986595643,1,0.364696143076881,0.830134691373103,"Carnivore",1
"TRIB2",1.88296013557823,-1.36194809835315,1.99342582730063,0.179117311773993,0.173214265304045,0.0462148380817034,0.589849818158331,0.381015638879011,0.21192817168495,"Unclear",0
"OTUD5",0.25087882467996,-0.506210925972064,0.962300676960986,1,0.612708585681844,0.335898589039748,1,0.785380530466106,0.618842944958544,"Herbivore",2
"GPKOW",-1.66787830602591,1.58436695214936,-1.65023846247891,0.28601966101904,0.113110237896455,0.0988941729667931,0.784982892738965,0.294110089443021,0.325213156749594,"Both",3
"AQR",-0.0547410989201025,-0.865413689248664,0.476653803813173,1,0.386811770110682,0.633608663628458,1,0.610078517637332,0.831726824486044,"Carnivore",1
"LMCD1",0.173361500834555,0.310816111160705,0.764911131037741,1,0.755940420980752,0.44432446524646,1,0.872644112982591,0.709212728427363,"Herbivore",2
"PSMC4",NA,NA,3.15527371433753,NA,NA,0.00160347596869406,NA,NA,0.0273586757648021,"MissingData",5
"FNDC8",-1.15350337894449,0.392862910149668,-0.142794722216513,0.746111494420118,0.694420736947927,0.886452305427545,1,0.836629417655138,0.955861190704835,"DoubleBoth",4
"ACAP1",2.30363184848739,-2.37587866873304,2.19879261111165,0.0637299553951608,0.0175072185036668,0.0278926721371404,0.308879758156405,0.0913449148645518,0.159475246092031,"Unclear",0
"DERL2",NA,NA,2.38628450276016,NA,NA,0.0170195787869043,NA,NA,0.119683450133159,"MissingData",5
"NOX3",-2.33905519199793,2.15070502097336,-1.70144564803966,0.0579977317914487,0.0314994898136501,0.0888593357494892,0.290219113520653,0.133315345464964,0.308419908600315,"Both",3
"ANO8",-3.13333110576428,1.53946094227586,-3.08036269893894,0.00518503060874879,0.123691806027801,0.00206748654339797,0.0572360719937267,0.310821137573536,0.031916085125655,"Both",3
"ICAM3",-2.41713726153072,1.75614147294757,-2.41209075662211,0.0469293507731445,0.0790642551667315,0.015861332739773,0.253284410315629,0.235984359853541,0.115054281558865,"Both",3
"CTTNBP2",0.398371226813038,0.730522622381471,0.853591509945025,1,0.465070790097256,0.393331364317622,1,0.675678209728738,0.670259470587083,"Unclear",0
"ACTL6B",NA,NA,2.52316801097236,NA,NA,0.0116302819730168,NA,NA,0.095693015482553,"MissingData",5
"KIF22",-1.27615645399586,1.69157365590909,0.509416267267164,0.605700655637673,0.0907272929810414,0.610460476322518,1,0.256567253150199,0.819015129816617,"Carnivore",1
"PRSS22",-0.770204675793601,0.353175049457507,-1.255013281003,1,0.723957211810075,0.209473938767667,1,0.854166031931007,0.487406722824782,"Herbivore",2
"YTHDC2",1.75666837885482,-2.9368835860945,0.959002300070947,0.236923051047498,0.00331528530532046,0.337557586478173,0.697765934015132,0.0305278292321517,0.621050580279279,"Carnivore",1
"TMEM161A",-1.92009903579414,1.50382810487479,-1.38941032194931,0.164536173229558,0.132625632630488,0.16470801333042,0.558444151420093,0.324740402405176,0.431272804403584,"Both",3
"FOXJ2",-0.629499080999439,1.23249557836043,-1.23434450393261,1,0.217764017322242,0.217074559033665,1,0.434298950896641,0.495153606441976,"Unclear",0
"GOLGA5",0.594217764930641,-0.500920811093105,0.0728166545880759,1,0.616426855460774,0.941952017694402,1,0.78793017898365,0.975971634799832,"DoubleBoth",4
"PPP2R5B",0.643726090487306,-0.45604113581892,1.62297313095831,1,0.64836039785873,0.104595148780861,1,0.809347111290198,0.334725126671071,"Herbivore",2
"PYGM",2.36703750975791,-3.01103255075442,0.260624895803209,0.0537933461596871,0.0026036094023613,0.794381788946083,0.276881828053539,0.0260309289155405,0.916747853373866,"Carnivore",1
"BCL3",-2.18335955551876,2.26872100037106,-0.264046425849852,0.0870280257373882,0.0232852977028602,0.791744145124683,0.376946840052568,0.110734035913317,0.915596610275429,"Carnivore",1
"PRLH",1.43438817028021,-2.08471366183127,-0.059068007238002,0.454384564791379,0.0370952997959983,0.952897940657626,1,0.147644791697307,0.981248345043845,"Carnivore",1
"FSTL3",-0.915598943493245,1.11320364788216,0.585956621093123,1,0.265620976336732,0.557904666059425,1,0.489863986683707,0.787858614358983,"Carnivore",1
"EPHA8",-0.705173686741624,0.149748622969137,-2.45670753031729,1,0.880962945082451,0.0140216788297976,1,0.944530467394283,0.107663378565698,"Herbivore",2
"TRIP13",0.733521099039063,-1.3579196919937,-0.137813732804503,1,0.174489168148818,0.890387630717377,1,0.382194737941065,0.957696239706082,"Carnivore",1
"VASH1",-0.327904719837362,-0.135455176715837,0.0167715927428068,1,0.892252001357462,0.98661883241662,1,0.949861475710595,0.995152747644119,"DoubleBoth",4
"KRT14",1.38036447770792,-0.690269396146046,0.776995108117627,0.502423354838737,0.490024789742056,0.437161656479935,1,0.694731181041316,0.704417144335321,"Both",3
"KRT20",5.6762457490519,-4.55902236576076,3.7155162695689,4.13048830940197e-08,5.13922985365997e-06,0.000202789215734377,1.36337456490656e-05,0.000354488987658188,0.00674950800377519,"Both",3
"HSD17B10",-1.71689968999606,2.6690770131133,-0.449430683975283,0.257992504682222,0.00760600081643527,0.653121000696714,0.735064617412846,0.0534196330110869,0.841730007179218,"Carnivore",1
"FGF4",-1.14427754070186,0.451835101589452,-0.374670009494434,0.75752566342241,0.651387780313403,0.70790589913633,1,0.810980217287521,0.874696464426686,"DoubleBoth",4
"ST6GAL1",-2.35669192543897,1.07649610684489,-2.44446642578455,0.0553156101203217,0.281705441106366,0.014506658232415,0.281932377786948,0.5095026122103,0.109703824427996,"Herbivore",2
"TIMM21",-0.200723533428322,0.548156508329722,-0.0163153907676245,1,0.583584442371692,0.9869827791189,1,0.765166952417506,0.995320143961972,"Carnivore",1
"BPIFB2",-1.30178571657184,1.11943063575304,-2.05247073975856,0.578968943615073,0.26295646735785,0.0401239358655769,1,0.48710509320608,0.196189706318291,"Herbivore",2
"REXO1",0.223062209633561,-1.84442723866103,-1.21585085471122,1,0.0651209007003556,0.224041742230291,1,0.210404594720938,0.504318818333618,"Carnivore",1
"MKRN2",-3.97609350435136,2.03178896347431,-4.63366693619053,0.000210169766754683,0.0421750249682757,3.59244812626667e-06,0.00588163984295698,0.160472128149788,0.000489769763938984,"Herbivore",2
"GPATCH1",-0.393713582745504,1.23202514080205,0.137932572826485,1,0.217939692918667,0.890293707052253,1,0.434442573685782,0.957696239706082,"Carnivore",1
"KEAP1",-3.16595964006073,3.04005186029346,-2.53220453765852,0.00463716716775138,0.00236537415015161,0.0113347851172437,0.0531287871410605,0.0245394087095179,0.0940253490099298,"Both",3
"P2RY10",-0.8042907203302,0.861277665990651,-1.02570441999478,1,0.38908513336955,0.305030930311682,1,0.611846026932359,0.589550370578988,"Unclear",0
"TNS1",1.29504913788667,-0.715929570796225,1.31759785781498,0.58590983708198,0.474034838167738,0.187638303101758,1,0.682366623904277,0.46187232421813,"Herbivore",2
"NGFR",-0.0809852047380777,-0.409398933293558,0.192441575667986,1,0.682246922343842,0.84739632828766,1,0.829273863979011,0.938402300595838,"Carnivore",1
"NTN1",1.12050911662288,-0.241218666122254,1.69877288583438,0.787490609546829,0.809385644510434,0.0893619842907296,1,0.902404681285934,0.309349859141138,"Herbivore",2
"ISOC1",-1.51174930606194,1.63009251846431,-0.650134145617394,0.391792950456692,0.103081944708403,0.515605574736439,0.960696911780224,0.277735746744356,0.760321211872538,"Carnivore",1
"MNT",-0.543353720528619,-0.0861132970025949,-0.608938259481701,1,0.931376353411275,0.542565363334751,1,0.967320494711726,0.778269201264866,"Herbivore",2
"AP3M2",-1.61750867145707,2.45106215210691,-0.787843515723775,0.317305576212957,0.0142435356860287,0.43078824385146,0.837868577272446,0.0796796790837937,0.699561778073528,"Carnivore",1
"LAPTM4A",0.94208232387885,-1.13171135855364,2.10860673040963,1,0.257755804600838,0.0349785414579809,1,0.480639141094097,0.180897845625151,"Herbivore",2
"PTPN18",0.138974157115474,-1.06219388240671,-0.921013774189025,1,0.288147676507525,0.357043235677508,1,0.515372293332188,0.637861105157801,"Unclear",0
"STK10",-3.11306009232652,1.85759489683033,-2.13787116214264,0.00555474939345811,0.0632265637683292,0.0325272013583396,0.0594921139857824,0.206189078157529,0.173832313490711,"Both",3
"TBX21",-1.13785758850751,1.14903504565731,-1.72270696187674,0.765539859930614,0.250541530005884,0.0849415307293369,1,0.471867859055421,0.301153758592111,"Unclear",0
"MRPS34",-0.37584584278284,-0.105033828597039,0.292758144044705,1,0.916348965833255,0.769707023359239,1,0.961363877045072,0.9044643425859,"Both",3
"MAP2K5",-0.0149045257433686,-0.048657357282277,0.218032518654882,1,0.961192359555476,0.827403774647533,1,0.981407671906966,0.929831058426117,"Herbivore",2
"TIGAR",-4.3393366114734,2.70772084115469,-3.71839959826293,4.28740426261771e-05,0.00677469807814029,0.00020048894771174,0.00203746079297732,0.0494040421925293,0.00668667768201563,"Both",3
"FGF20",-1.27317973722514,1.87048002300575,-0.696922980686138,0.608862807383383,0.0614171885967988,0.485850995167784,1,0.202572990772113,0.73885894918644,"Carnivore",1
"MTMR7",0.344674257288729,-1.03492333357656,-1.33058285232011,1,0.300704716631152,0.183326307874815,1,0.528482564747853,0.456983811145374,"Unclear",0
"CPB2",0.163449380755152,-0.149234233524729,1.59543004078463,1,0.881368807993686,0.110616102729155,1,0.944554609367244,0.346335022046915,"Herbivore",2
"FAM107B",-2.52960002582771,2.13424277181335,-2.13042142812076,0.0342577859023922,0.0328229131526302,0.0331368362693978,0.208163916589043,0.136909332892122,0.175805094895289,"Both",3
"CDK13",-0.180496274371872,-0.131448506481934,0.245910925789153,1,0.895420518893083,0.805751185938881,1,0.951012737858122,0.921096997587376,"Herbivore",2
