,Rho,N,P,p.adj
JRKL,0.00866354376528288,242,0.554361700954341,0.693058743324916
FIGLA,0.0122066514608012,265,0.358567665115796,0.537593638283747
DDX28,0.00128928172998009,295,0.944535686374439,0.962769457726151
SHC4,0.0285394459214311,335,0.0229915251199388,0.100493166089362
MARCHF11,0.0174910672159186,229,0.262766810151316,0.446834401149167
CCR10,0.0222295164676705,273,0.109373098448802,0.260244354873087
CYB5D1,0.0255107253761471,283,0.0659640555333722,0.192685765004926
SEMA4B,0.0224045369624616,343,0.0535304532427742,0.170314641968417
HEXIM1,0.00321450130851465,285,0.822309242424091,0.881041314167076
HOXB4,NA,NA,NA,NA
TRIML1,0.010626459217059,302,0.362011949961821,0.540836239033871
PTGDR2,0.00878441845121927,281,0.482629732626004,0.639165381147042
IL1R2,0.0951441506649058,350,2.91498532731963e-07,7.1057625662295e-05
LAMP1,0.037021276851296,320,0.00806398081934943,0.0526534747606271
GPR173,0.0183393602571686,74,0.719947206722114,0.812336913517507
OSBP2,0.040478559259657,287,0.00898255139137687,0.0564956432277992
TMED9,0.0479605992377766,219,0.0150664433175024,0.0778113700430048
TRAK2,0.00533415345269754,330,0.624790004635005,0.74554097254387
WDR53,0.028667586360536,284,0.0437345983020809,0.150120214683463
TMPRSS11B,0.0112369511196054,206,0.511836381793254,0.662722488674936
MXI1,0.0183007544071673,190,0.326139461800909,0.509400492484195
ANXA2,0.0132747320791828,185,0.485762974857626,0.641514155328907
RLIM,0.0867346991841765,254,6.70087356926508e-05,0.00226344057330418
TAS2R60,0.101936603626259,175,0.000498348274832517,0.00871871036806268
DBX2,0.0253986771817156,282,0.0676561186237804,0.195445070312347
XPOT,0.0148028371471572,216,0.36431813715686,0.542729382160953
URAD,0.00706106917601077,276,0.584575023584612,0.716057985784723
SIMC1,0.000754828145345098,255,0.978913766123038,0.985245853517448
KLHDC8B,0.00508017465178318,224,0.769143484148652,0.84652664603493
STAC3,0.0237591305729126,241,0.127033230286182,0.285064447732615
ASB7,0.0992113153781742,58,0.0591592399681728,0.180752672608
AEN,0.0206062436050978,328,0.0807257994275282,0.217273935259327
C11orf88,0.0132370131441166,300,0.26604982922908,0.449698925494572
NOG,0.0768403898451977,65,0.177917278125114,0.349295369392624
ANO9,0.00792787069238572,288,0.517269493438423,0.666988390804853
PHF12,0.0215931574896247,258,0.135711194414516,0.296661389023354
NLRP9,0.0906714688457116,194,0.000557749002921328,0.00943079412338422
COLEC10,0.0137936220337527,256,0.318515801613843,0.502059717038912
VSTM4,0.00649217006916429,276,0.61812882282624,0.740559646351293
CYP2U1,0.0148235944391541,296,0.223905724234952,0.403504820436226
CRADD,0.0093463113117242,255,0.49849979049501,0.65186061942194
SPATA45,0.00974183964904141,252,0.485275798167668,0.641276095410219
FAM43B,0.0250640110717856,207,0.16023048058261,0.32924009679703
RFX6,0.0359080704420963,335,0.00740616251750709,0.0497746267029777
