"__mclCluster","EnrichmentMap::Colouring (H<C)","EnrichmentMap::Colouring (H<I)","EnrichmentMap::Colouring (H<V)","EnrichmentMap::Colouring (H>C)","EnrichmentMap::Colouring (H>I)","EnrichmentMap::Colouring (H>V)","EnrichmentMap::Dataset_Chart","EnrichmentMap::ES (H<C)","EnrichmentMap::ES (H<I)","EnrichmentMap::ES (H<V)","EnrichmentMap::ES (H>C)","EnrichmentMap::ES (H>I)","EnrichmentMap::ES (H>V)","EnrichmentMap::fdr_qvalue (H<C)","EnrichmentMap::fdr_qvalue (H<I)","EnrichmentMap::fdr_qvalue (H<V)","EnrichmentMap::fdr_qvalue (H>C)","EnrichmentMap::fdr_qvalue (H>I)","EnrichmentMap::fdr_qvalue (H>V)","EnrichmentMap::fwer_qvalue (H<C)","EnrichmentMap::fwer_qvalue (H<I)","EnrichmentMap::fwer_qvalue (H<V)","EnrichmentMap::fwer_qvalue (H>C)","EnrichmentMap::fwer_qvalue (H>I)","EnrichmentMap::fwer_qvalue (H>V)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (H<C)","EnrichmentMap::NES (H<I)","EnrichmentMap::NES (H<V)","EnrichmentMap::NES (H>C)","EnrichmentMap::NES (H>I)","EnrichmentMap::NES (H>V)","EnrichmentMap::pvalue (H<C)","EnrichmentMap::pvalue (H<I)","EnrichmentMap::pvalue (H<V)","EnrichmentMap::pvalue (H>C)","EnrichmentMap::pvalue (H>I)","EnrichmentMap::pvalue (H>V)","Index","name","selected","shared name"
"2","0.9999999660554034","-0.9999999981953243","-0.9870198221287749",,,,"1|1|0|0|0|0",,,,,,,"4.53678520847224E-6","6.50766068090312E-7","0.170826720451232",,,,,,,,,,"LIN7B|APBA1|LIN7A|TUBA3E|CASK|LIN7C|MAPK1|PRKCA|TSPAN7|MAPK3|CACNG3|AP2B1|GABRA3|GABRA1|LRRC7|AP2S1|RASGRF1|RPS6KA2|RPS6KA6|NSF|DLG1|CHRNA3|DLG3|EPB41L1|PPM1F|GNG3|CHRNA4|GLRA2|ARHGEF7|NCALD|GRIN2D|GRIK5|PRKAG2|GIT1|CHRNE|GABRA4|GLRB|PRKAB1|GABRR2|RASGRF2|GABRG2|PRKAG3|GRIN3B|KIF17|RPS6KA1|CHRNB4|GRIA2|KCNJ5|CHRNA2|KCNJ2|GRIA3|PRKACG|ARHGEF9|PRKAB2|PRKAA1|DLG4|CAMK1|MDM2|CHRND|GABBR2|PRKCB|CHRNA1|GNGT2|CACNG8|GRIP2|GLRA3|GABRA6|GNG8|GABRB2|TUBA1A|GLRA1|TUBA1C|GABRR1|CHRNB3|CHRNA6|HTR3B|GNG4|GRIK4|DLG2|GABRA2|GRIA4|KCNJ16|NRGN|GRIA1|GRIP1|NPTN|NRG1|KCNJ6|KCNJ15|CHRNB2|AP2M1|GRIN2C|PRKAA2|KCNJ9|KCNJ3|GABRB1|GRIK3|GRIK2|GABRB3|HTR3A|KCNJ4|CHRNA5|GNB2|GRIK1|GNG12|CHRNA9|PPM1E|CHRNA7|GRIN1|TUBB8B|RPS6KA3|KCNJ10|HTR3C|ERBB4|GNG5|AKAP5|PRKAG1|GABRG3|HRAS|AP2A2|GABRR3|GRIN2A|TUBB6|KCNJ12|HTR3E|GNG7|HTR3D|GABRA5|MYO6|CHRNG|AP2A1|TUBAL3|GRIN3A|GABBR1|GABRQ|GRIN2B|MAPT|NEFL|TUBA8|GNG2|PRKAR1B|TUBB4B|PRKAR2B|SRC|TUBA3C|GNAI3|CALM1|GNB5|PRKACA|TUBA3D|ACTN2|GNB1|NRAS|GNAT3|PICK1|GNG10|TUBB1|TUBA4B|TUBB3|TUBB8|TUBB4A|PRKAR1A|GNB3|PRKAR2A|GNAI2|GNB4|TUBA1B|PRKCG|GNG13|TUBA4A|GNG11|GNGT1|GNAI1|CAMKK1|CAMK2B|KRAS|CAMK2A|ADCY2|CAMKK2|CREB1|ADCY7|RAC1|ADCY4|PLCB2|ADCY3|GNAL|CAMK2D|CAMK2G|TUBB2A|PLCB3|TUBB2B|CAMK4|ADCY8|ADCY9|ADCY1|NBEA|ADCY5|ADCY6|KPNA2|PLCB1|PRKX|PDPK1|CACNG4|CACNG2|PRKACB","Unclear-Both-Herbivore","205","ENR","REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION","1.0","-1.0","-1.0",,,,"3.39445966279799E-8","1.80467572959044E-9","0.0129801778712251",,,,,"REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION","false","REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION"
"6",,,"-0.9998751317557816","-0.18587501019171204","0.9961807307339882",,"0|0|1|0|1|0",,,,,,,,,"0.0118493391750443","0.913354187140854","0.0380449861139192",,,,,,,,"RBBP8|NBN|RAD50|BRCA2|ATM|TOP3A|BLM|PPP5C|RNF4|HUS1|BRIP1|MDC1|BARD1|SUMO2|CLSPN|ABL1|UBE2V2|ERCC1|BRCA1|ERCC4|POLQ|PALB2|RAD51AP1|XRCC3|SLX1A|EME1|SPIDR|RAD9B|MUS81|GEN1|UBE2I|SLX1B|SLX4|XRCC2|EME2|RAD17|MAPK8|SMARCA5|ATR|BABAM2|SIRT6|ABRAXAS1|TOPBP1|RAD51C|RNF168|BAZ1B|ATRIP|RFC1|RFC2|POLD1|POLD3|POLE2|SEM1|RPA3|RHNO1|POLD2|RAD9A|RFC5|POLE4|KAT5|RPA2|POLK|EXO1|RPA1|PCNA|RFC3|BAP1|POLE3|XRCC5|RMI2|TP53|RFC4|RMI1|POLH|POLD4|POLE|RPS27A|CHEK2|UBC|RAD52|BRCC3|CHEK1|H2BC11|XRCC4|UBXN1|H2BC1|H2BC5|H4C8|H3-4|TDP1|HERC2|H2BC4|EYA2|DNA2|TIPIN|H2BC21|RIF1|UBB|LIG4|H2BC13|LIG3|EYA1|H2AX|TIMELESS|XRCC1|TDP2|CDK2|H2BC26|EYA4|WRN|H4C3|POLM|H4C11|PPP4C|H4C16|DCLRE1C|XRCC6|H2BC12|EYA3|H2BC15|PPP4R2|H2BC12L|POLL|APBB1|H4C15|NHEJ1|H4C14|RTEL1|H4C12|H2BC14|H2BC8|PAXIP1|H2BC6|H4C6|RAD51B|H2BC17|H4C13|H2BC9|H4C9|H2BC3|H4C5|H4C4|H2BC7|CCNA2|UBA52|H2BC10|H4C1|H4C2|TP53BP1|PARP2|PARP1|FEN1|UIMC1|CCNA1|PRKDC|RAD51D|KDM4A|KDM4B|PIAS4|BABAM1|NSD2|RNF8|KPNA2|RAD1|UBE2N|MRE11|RAD51|SUMO1","Unclear-Both-Herbivore","168","ENR","REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR",,,"-1.0","-1.0","1.0",,,,"1.24868244218437E-4","0.814124989808288","0.00381926926601186",,,"REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR","false","REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR"
"22","0.887351998825097","-0.9919332982096241","-0.6666703984994731",,,,"0|1|0|0|0|0",,,,,,,"0.301789518749406","0.0640716446169507","0.696400082856836",,,,,,,,,,"PPP1CB|CBL|STAT1|PARD6A|TGFB3|EP300|FURIN|SMAD4|WWTR1|NEDD4L|LTBP3|SMAD3|SMAD2|UBE2D1|PPM1A|UBE2D3|CDK8|UBB|ITGB1|PARD3|TGFB2|UBE2M|RBL1|FKBP1A|MAPK1|E2F5|JUNB|CCNC|TFDP1|E2F4|NCOR1|FBN1|CCNT2|CCNK|CDKN2B|UBA52|ITGB5|MAPK3|MYC|F11R|NCOR2|SP1|ITGB3|CCNT1|SMAD7|PARP1|TGFB1|LTBP1|CDK9|YBX1|ITGA8|TRIM33|SERPINE1|LTBP4|TFDP2|ITGB8|MTMR4|SMURF2|COL1A2|ITGB6|STRAP|PPP1R15A|BAMBI|LTBP2|PPP1CA|RHOA|ATP1B4|PRKCZ|SNW1|ARHGEF18|TGFBR1|UCHL5|ITGAV|RNF111|TGIF2|PMEPA1|USP9X|NEDD8|XPO1|MEN1|USP15|SKIL|CGN|ZFYVE9|SKI|SMURF1|TGFBR2|TGIF1|RPS27A|HDAC1|STUB1|PPP1CC|UBC","Unclear-Both-Herbivore","93","ENR","REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","1.0","-1.0","-1.0",,,,"0.112648001174903","0.00806670179037594","0.333329601500527",,,,,"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","false","REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX"
"1","0.9998148781231309","-0.9941444362851494","-0.9095263581766905",,,,"1|1|0|0|0|0",,,,,,,"0.00388110167436116","0.0522652543459188","0.42452486042744",,,,,,,,,,"JAK2|ACTL6A|H2AZ2|H4C8|H2AZ1|H2AC6|H2AC20|H2AX|H2AC7|H4C3|H4C11|H4C16|ARID1B|SMARCD1|SMARCE1|ACTL6B|H2AJ|SMARCA2|H4C15|SMARCB1|H4C14|SMARCD2|H4C12|ARID1A|PRMT1|PRMT7|H2AB1|SMARCC2|PBRM1|H4C6|COPRS|SMARCC1|H4C13|PRMT3|ARID2|H4C9|CDK4|PRMT6|H2AC14|H3C13|H4C5|H2AC1|H2AC8|H4C4|H2AC25|H2AC21|H2AC4|H2AC13|H2AC11|H4C1|H4C2|H2AC12|H2AC18|WDR5|H2AC15|H2AC19|H2AC16|H2AC17|H3C8|SMARCD3|H3C6|H3C11|H3C1|H3C7|H3C10|H3C12|H3C2|H3C4|H3C3|RPS2|CARM1|CCND1|DNMT3A|H3C14|H3C15|PRMT5|WDR77|SMARCA4|RBBP7","Unclear-Unclear-Both","79","ENR","REACTOME_RMTS_METHYLATE_HISTONE_ARGININES","1.0","-1.0","-1.0",,,,"1.8512187686914E-4","0.00585556371485058","0.0904736418233095",,,,,"REACTOME_RMTS_METHYLATE_HISTONE_ARGININES","false","REACTOME_RMTS_METHYLATE_HISTONE_ARGININES"
"1","0.9998089864796702","-0.9969519325159244","-0.9988692417617256",,,,"1|1|1|0|0|0",,,,,,,"0.00395859054200756","0.0333070646896267","0.0443208066001897",,,,,,,,,,"TNIP3|OTUB2|OTUD7B|RIGI|RIPK2|OTUD5|TRIM4|NOD1|UBE2D1|CDK1|RNF128|UBB|NOD2|MAVS|IFIH1|RNF135|TNIP2|ZRANB1|TNIP1|TNFAIP3|ESR1|RHOA|TRIM25|TRAF3|APC|PTEN|RIPK1|TP53|VCP|OTUB1|OTUD3|OTUD7A|TRAF6|UBA52|RPS27A|VCPIP1|IKBKG|UBC|YOD1","Unclear-Both-Herbivore","39","ENR","REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES","1.0","-1.0","-1.0",,,,"1.91013520329816E-4","0.00304806748407565","0.00113075823827439",,,,,"REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES","false","REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES"
"24","0.9972117645356885","-0.9469890528129383","-0.9608820138359614",,,,"1|0|0|0|0|0",,,,,,,"0.0263733793687399","0.202927256429453","0.303883869612885",,,,,,,,,,"LAMA3|PLEC|KRT5|LAMC2|ITGB4|DST|COL17A1|CD151|ITGA6|KRT14|LAMB3","Unclear-Both-Both","11","ENR","REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY","1.0","-1.0","-1.0",,,,"0.00278823546431148","0.0530109471870617","0.0391179861640386",,,,,"REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY","false","REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY"
"2","0.9332350051345425","-0.9958853383142887","-0.777255109390271",,,,"0|1|0|0|0|0",,,,,,,"0.218867792258945","0.039885672146975","0.597632496680568",,,,,,,,,,"LRRC7|CAMK2G|NRG1|ACTN2|GRIN2C|CALM1|DLG1|DLG4|DLG3|GRIN2B|NEFL|CAMK2B|CAMK2A|GRIN2D|SRC|GRIN1|DLG2|ERBB4|NRGN|GRIA1|GRIN2A|GRIA2|CAMK2D","Unclear-Both-Herbivore","23","ENR","REACTOME_LONG_TERM_POTENTIATION","1.0","-1.0","-1.0",,,,"0.0667649948654575","0.00411466168571123","0.222744890609729",,,,,"REACTOME_LONG_TERM_POTENTIATION","false","REACTOME_LONG_TERM_POTENTIATION"
"18","0.9994034855027173","-0.9923809069458793","-0.9375120899269072",,,,"1|1|0|0|0|0",,,,,,,"0.0095178375097401","0.0621593881293189","0.366052962035153",,,,,,,,,,"DDR2|COL5A1|COL11A1|LAMA3|LAMC2|COL10A1|LAMB2|NRXN1|TRAPPC4|ITGA6|ITGB1|SDC4|DMD|HSPG2|CASK|LAMA5|COL4A1|COL4A6|COL11A2|COL4A2|PRKCA|COL4A5|PDGFB|AGRN|DAG1|LAMC1|NTN4|ITGB5|LAMB3|LAMA2|COL5A3|COL4A4|ITGB3|TNC|TGFB1|LAMC3|COL2A1|SDC3|LAMB1|PDGFA|COL1A1|ITGA2|VTN|LAMA4|COL1A2|TTR|THBS1|ITGAV|COL5A2|FN1|LAMA1|SDC1|ITGB4|ACTN1|COL3A1|DDR1|SDC2|COL4A3|FGF2","Unclear-Both-Both","59","ENR","REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS","1.0","-1.0","-1.0",,,,"5.96514497282657E-4","0.00761909305412062","0.0624879100730929",,,,,"REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS","false","REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS"
"1","0.9985226643361416","-0.9994960390879919","-0.393175284702327",,,,"1|1|0|0|0|0",,,,,,,"0.017757574679578","0.0100445984945972","0.839037547301921",,,,,,,,,,"PSMB1|PSMC4|SMAD4|SMAD3|SMAD2|PSMA4|PSME4|PSMC5|BARD1|PSME1|CLSPN|KEAP1|PSMD5|PSMD8|PSMC6|PSMA3|PSMC1|PSMB5|HCFC1|PSMA6|PSME2|BRCA1|PSMA7|PSMD10|MYC|PSMD7|PSMA2|PSMD3|VDAC2|BABAM2|PSMD11|BIRC2|PSMD9|NLRP3|ABRAXAS1|PSMD14|SMURF2|PSMF1|ADRB2|PSMB2|TRAF2|SEM1|PSMA1|ZRANB1|PSME3|AXIN1|MDM2|APC|AXIN2|PSMB7|RIPK1|CFTR|TP53|TOMM70|PSMB6|PSMA5|RPS27A|CDC20|UBC|BRCC3|TOMM20|PSMA8|PSMD4|MDM4|USP8|PSMB4|PSMC2|VDAC1|PSMD6|AR|EP300|PSMC3|HIF1A|BECN1|BIRC3|TAF10|UBE2D1|UBB|PSMD1|RNF135|PSMD2|TAF9B|SMAD1|ESR1|PSMD13|TNKS2|SNX3|PSMD12|USP34|H2AC1|PSMB8|H2AC25|PSMB10|RNF146|H2AC21|H2AC13|UBA52|H2AC11|PSMB11|H2BC18|PSMB9|H2AC12|H2AC15|TAB1|PSMB3|H2AC16|H2AC17|USP14|SMAD7|SKP2|CCNA1|RIPK2|TRIM4|MAT2B|NOD1|USP11|TNKS|KDM1B|RHOA|TRRAP|TGFBR1|UCHL5|USP9X|NEDD8|USP15|TGFBR2|ACTB|USP22|ACTL6A|OGT|RNF123|ATXN7|TADA3|TADA2B|MCRS1|STAM2|RCE1|STAM|USP17L2|TRAF3|HGS|PTEN|USP33|USP28|TNIP3|IL33|USP13|ATXN3|OTUB2|MUL1|USP48|JOSD1|TGFB1|ACTR5|TFPT|FKBP8|USP42|USP5|ACTR8|INO80D|SIAH2|INO80B|UCHL3|IDE|GATA3|ATXN3L|STAMBP|RHOT1|INO80|ADRM1|CDK1|RNF128|USP26|PRKN|USP30|USP37|USP44|UFD1|USP20|STAMBPL1|WDR20|USP3|USP10|PTRH2|SUDS3|FOXK2|ASXL2|TNIP1|USP12|INO80C|UCHL1|TRIM25|USP25|USP16|JOSD2|YY1|USP24|MYSM1|BAP1|USP49|FOXO4|FOXK1|ABRAXAS2|SENP8|MBD6|VCP|OTUB1|INO80E|OTUD3|OTUD7A|USP47|NFRKB|ASXL1|USP19|VCPIP1|RAD23A|WDR48|YOD1|RAD23B|MBD5|USP17L15|USP17L3|USP17L5|USP17L12|USP17L30|USP17L26|USP17L25|USP17L1|USP17L28|USP17L10|USP17L29|H2BC11|USP17L24|USP17L13|USP17L11|USP17L27|H2BC1|USP17L4|USP17L8|OTUD5|H2BC5|USP17L19|USP17L22|USP17L17|USP17L21|USP17L20|H2AC6|USP17L18|USP2|H2BC4|CYLD|H2AC20|H2BC21|H2BC13|NOD2|H2AC7|MAVS|H2BC26|TNIP2|RUVBL1|H2BC12|H2BC15|KAT2A|H2BC14|H2BC8|NFKBIA|H2BC6|H2BC17|H2BC9|CDC25A|H2AC14|MAP3K7|H2BC3|DDB2|H2AC8|VDAC3|H2BC7|CCNA2|H2AC4|TRAF6|H2BC10|H2AC18|IKBKG|H2AC19|KAT2B|POLB|USP4|USP21|OTUD7B|UIMC1|RIGI|USP7|IFIH1|CCP110|ARRB1|BABAM1|TNFAIP3|USP18|ARRB2","Unclear-Both-Herbivore","299","ENR","REACTOME_DEUBIQUITINATION","1.0","-1.0","-1.0",,,,"0.0014773356638584","5.03960912008127E-4","0.606824715297673",,,,,"REACTOME_DEUBIQUITINATION","false","REACTOME_DEUBIQUITINATION"
"1","0.999718668725738","-0.9982907306655247","-0.9568141148443288",,,,"1|1|0|0|0|0",,,,,,,"0.00557314930053425","0.0229592766519953","0.31874150326659",,,,,,,,,,"MAMLD1|FURIN|B4GALT1|E2F1|JUN|H3C8|ST3GAL6|H3C6|H3C11|SEL1L|H3C1|NOTCH3|SIRT6|H3-3A|TNRC6C|H3C7|TMED2|TNRC6A|TFDP2|H3C10|AGO1|H3C2|H3C3|MFNG|TNRC6B|POFUT1|LFNG|ST3GAL4|E2F3|AGO2|AGO3|ST3GAL3|SNW1|MAML2|NOTCH2|AGO4|MOV10|TP53|POGLUT1|ELF3|RFNG|RAB6A|MIR449A|NOTCH4|MIR34C|NOTCH1|MIR206|MIR181C|H2AZ2|MIR200C|MIR449B|MIR200B|H2BC11|MIR150|MIR34B|MIR302A|CREBBP|EP300|H2BC1|MIR449C|H2BC5|H4C8|H2AZ1|H2AC6|H2BC4|H2AC20|H2BC21|H2BC13|ATP2A2|H2AX|H2AC7|H2BC26|H4C3|H4C11|H4C16|H2BC12|H2BC15|H2BC12L|KAT2A|H2AJ|H4C15|H4C14|H4C12|H2BC14|H2BC8|H2AB1|H2BC6|H4C6|H2BC17|PRKCI|H4C13|RUNX1|H2BC9|H4C9|H2AC14|H3C13|H2BC3|TFDP1|H4C5|H2AC8|H4C4|H2BC7|H2AC4|H2BC10|H4C1|MAML1|H4C2|H2AC18|H2AC19|KAT2B|MAML3|ATP2A1|H3-3B|H3C12|H3C4|CCND1|H3C14|H3C15|RBPJ|ATP2A3","Unclear-Both-Both","120","ENR","REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING","1.0","-1.0","-1.0",,,,"2.81331274261959E-4","0.00170926933447531","0.0431858851556712",,,,,"REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING","false","REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING"
"2","0.9872421550504752","-0.9247142720316803","-0.586185761558248",,,,"1|0|0|0|0|0",,,,,,,"0.0739626830996565","0.247701035632993","0.755406935158922",,,,,,,,,,"GNA15|GNG7|GNB3|GNB1|GNG3|GNGT2|PDYN|GNG13|GNB2|GNB4|GNG8|GNG12|GNB5|GNA11|GNG11|GNGT1|GNA14|OPRM1|GNAQ|GNG10|POMC|GNG4|GNG5|GNG2","Unclear-Unclear-Unclear","24","ENR","REACTOME_G_PROTEIN_ACTIVATION","1.0","-1.0","-1.0",,,,"0.0127578449495248","0.0752857279683197","0.413814238441752",,,,,"REACTOME_G_PROTEIN_ACTIVATION","false","REACTOME_G_PROTEIN_ACTIVATION"
"10",,"-0.9070316021252645",,"-0.9919780054622873",,"0.9879580443515186","0|0|0|1|0|0",,,,,,,,"0.277061192344047",,"0.0556294467365233",,"0.16573775598635",,,,,,,"PRLR|GH2|PRL|IL6ST|GH1|IL6|CCL7|ACVR2B|IL6R|CCL1|ACVR2A|ACVR1B|FAS|IFNA5|IFNA16|LEPR|VEGFC|NGFR|CXCL6|CCR7|TNFRSF10A|CCL25|CXCR1|PPBP|PF4|FASLG|TNFRSF10B|TNFSF10|CCL21|FLT1|CXCL9|VEGFD|XCL1|XCL2|EPOR|EGFR|KITLG|CCL28|IFNB1|KIT|CXCL13|TNFRSF12A|EPO|CXCR5|IL20RA|VEGFB|IFNGR1|TNFRSF1B|TNFRSF10D|CXCL16|TNFRSF17|TNFRSF9|CXCR2|BMPR1A|IL17RB|AMHR2|CXCL3|CXCL5|BMPR1B|ACVRL1|TNFRSF1A|BMPR2|CXCL12|IL4R|CXCL2|IL12RB2|CX3CR1|IL5RA|CXCL11|IL11|IL12RB1|OSM|IFNA10|CSF2RB|IL2RB|CD40|IFNA2|CCR6|CD40LG|INHBA|TNFSF13B|CCL22|INHBB|IL21R|PLEKHO2|HGF|CXCR6|XCR1|CCR9|PDGFA|TNFSF8|CSF3|CCL2|IFNA1|IL2|TPO|IL10RA|IL23A|LTBR|IL26|IFNG|TGFBR1|IL17A|CCR8|IL12B|IL4|IL5|LIFR|INHBE|IL7|INHBC|CCL13|IL1A|CCL20|TGFBR2|TSLP|IL1R2|IL2RG|IL1R1|IL7R|IL18R1|IL18RAP|CRLF2|CCR3|CCR4|CCR10|TNFSF4|TNFSF18|TNFSF11|TNFRSF8|CXCR3|CCR2|CNTFR|IL9R|IFNA7|IL1B|TNFSF9|CD70|TNFSF14|IFNA14|IL22|TGFB2|LIF|IFNA13|IFNA17|IFNA4|EDA2R|IL1RAP|IL13RA1|PDGFB|CCL27|IL2RA|IL15RA|LEP|EDAR|IL10|IL11RA|FLT4|CCL23|CCL16|TGFB1|CCL4L2|IL21|CD27|TNFRSF11A|IFNAR1|BMP7|IL19|IL22RA1|PF4V1|TNFRSF21|OSMR|IL9|CTF1|VEGFA|IL18|BMP2|GDF5|KDR|FLT3LG|TNFRSF14|EDA|IFNAR2|IFNGR2|TNFRSF13C|FLT3|CCR5|TNFSF13|IL23R|AMH|IL20|MPL|IL24|MET|TGFB3|CXCL1|CCR1|IL15|IL3|CSF2|IFNA6|IL22RA2|IFNA8|TNFRSF11B|IL25|PDGFRB|IL12A|PDGFRA|PDGFC|IL13|CXCL10|CXCL8|CCL11|CCL19|CCL17|IL20RB|CLCF1|IL17RA|TNFSF15|IFNL1|CSF1R|CCL26|CCL8|CCL14|CCL15|IFNL2|CCL18|IFNE|CSF1|CCL24|IL17B|TNFRSF19|RELT|IL3RA|IFNLR1|PPBPP1|CXCL14|ACVR1|IFNK|IFNW1|TNFRSF4|TNFRSF10C|TNFRSF18|CSF3R|IFNL3|CSF2RA|CX3CL1|CXCR4|IFNA21|LTB|TNFRSF25|LTA|TNF|TNFSF12|TNFRSF13B|EGF|CNTF|TNFRSF6B|IL10RB|CCL5|CCL3|CCL4|CCL3L1|CCL3L3|GHR","Carnivore-Both-Both","265","ENR","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",,"-1.0",,"-1.0",,"1.0",,"0.0929683978747355",,"0.00802199453771273",,"0.0120419556484814",,"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION","false","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION"
"2","0.9953172048522098","-0.9979798293478763","-0.504485047062471",,,,"1|1|0|0|0|0",,,,,,,"0.037692319872615","0.0256504766604154","0.793016889421324",,,,,,,,,,"PLA2G4A|GNB1|PRKCD|GNB2|GNG12|GNA11|GNG5|ITPR2|GNAT3|PDE1B|GNG7|ITPR1|ITPR3|MAPK1|PRKCA|PRKCG|GNG13|GNG11|GNGT1|GNA14|GNAI1|GNAQ|GNG10|PPP3R1|GNG2|PRKAR1B|PRKAR2B|PPP2CB|CAMKK1|GNG3|CAMK2B|PPP2R1A|PDE4A|CAMK2A|ADCY2|PDYN|PLCB4|PDE4C|PPP3CB|CAMKK2|OPRM1|PDE4D|POMC|CREB1|ADCY7|ADCY4|PPP3CC|PPP1R1B|PRKAR1A|PLCB2|ADCY3|PPP3CA|GNAL|CAMK2D|GNA15|CAMK2G|PLCB3|CDK5|GNB3|CAMK4|PDE1C|PRKACG|GNAI3|ADCY8|ADCY9|CALM1|PPP2R1B|ADCY1|PPP2R5D|AHCYL1|PPP1CA|NBEA|GRK2|PPP2CA|ADCY5|GNGT2|ADCY6|KPNA2|PRKAR2A|PLCB1|GNAI2|PRKX|GNB4|GNG8|PDE4B|GNB5|PDE1A|PRKACA|GNG4|PRKACB","Unclear-Both-Herbivore","90","ENR","REACTOME_OPIOID_SIGNALLING","1.0","-1.0","-1.0",,,,"0.00468279514779021","0.00202017065212368","0.495514952937529",,,,,"REACTOME_OPIOID_SIGNALLING","false","REACTOME_OPIOID_SIGNALLING"
"4",,,,"-0.9904589266590315","0.5447024803963401","0.875118888555095","0|0|0|1|0|0",,,,,,,,,,"0.06187969508549","0.689253927661964","0.512260469936149",,,,,,,"ESYT1|UGCG|ESYT3|NEU3|SMPD1|B3GALNT1|UGT8|GBA1|ENPP7|GLB1L|NEU1|ASAH2|GM2A|NEU4|CPTP|GLB1|ARSD|HEXB|ARSF|CTSA|ARSA|STS|SUMF2|PSAP|ARSG|SUMF1|ARSB|ARSL|ARSK|ARSJ|ARSI|ARSH|HEXA|GALC|GBA2|CERK|GLA|SMPD3|ASAH1|NEU2|ESYT2|B4GALNT1|SMPD2|SMPD4|GLTP","Both-Both-Unclear","45","ENR","REACTOME_GLYCOSPHINGOLIPID_METABOLISM",,,,"-1.0","1.0","1.0",,,,"0.00954107334096851","0.45529751960366","0.124881111444905",,"REACTOME_GLYCOSPHINGOLIPID_METABOLISM","false","REACTOME_GLYCOSPHINGOLIPID_METABOLISM"
"18","0.9984562691794873","-0.9825420382650861","-0.9784377309193729",,,,"1|0|0|0|0|0",,,,,,,"0.018191808296631","0.103883514878052","0.223537360541795",,,,,,,,,,"ITGA10|COL6A6|COL5A1|COL11A1|GP6|LAMA3|LAMC2|TNXB|LAMB2|SPP1|ITGA1|ITGB1|ITGA6|SDC4|THBS4|THBS3|HSPG2|THBS2|GP5|COL4A1|LAMA5|COL4A6|COL11A2|COL4A2|AGRN|DAG1|RELN|LAMC1|GP1BA|ITGB5|LAMB4|CHAD|LAMB3|ITGB7|LAMA2|COL5A3|ITGA3|COL4A4|ITGB3|IBSP|ITGA2B|ITGA5|TNC|LAMC3|COL6A3|COL2A1|SDC3|ITGA8|CD47|CD36|LAMB1|CD44|HMMR|COMP|ITGB8|COL6A1|COL1A1|ITGA2|COL6A2|VTN|VWF|LAMA4|COL1A2|SV2C|ITGB6|SV2A|TNR|SV2B|THBS1|GP1BB|TNN|ITGA9|ITGAV|COL5A2|ITGA4|FN1|LAMA1|ITGB4|SDC1|ITGA7|COL3A1|SDC2|ITGA11|GP9","Unclear-Both-Both","84","ENR","KEGG_ECM_RECEPTOR_INTERACTION","1.0","-1.0","-1.0",,,,"0.00154373082051278","0.0174579617349139","0.0215622690806271",,,,,"KEGG_ECM_RECEPTOR_INTERACTION","false","KEGG_ECM_RECEPTOR_INTERACTION"
