"__mclCluster","EnrichmentMap::Colouring (H<C)","EnrichmentMap::Colouring (H<I)","EnrichmentMap::Colouring (H<V)","EnrichmentMap::Colouring (H>C)","EnrichmentMap::Colouring (H>I)","EnrichmentMap::Colouring (H>V)","EnrichmentMap::Dataset_Chart","EnrichmentMap::ES (H<C)","EnrichmentMap::ES (H<I)","EnrichmentMap::ES (H<V)","EnrichmentMap::ES (H>C)","EnrichmentMap::ES (H>I)","EnrichmentMap::ES (H>V)","EnrichmentMap::fdr_qvalue (H<C)","EnrichmentMap::fdr_qvalue (H<I)","EnrichmentMap::fdr_qvalue (H<V)","EnrichmentMap::fdr_qvalue (H>C)","EnrichmentMap::fdr_qvalue (H>I)","EnrichmentMap::fdr_qvalue (H>V)","EnrichmentMap::fwer_qvalue (H<C)","EnrichmentMap::fwer_qvalue (H<I)","EnrichmentMap::fwer_qvalue (H<V)","EnrichmentMap::fwer_qvalue (H>C)","EnrichmentMap::fwer_qvalue (H>I)","EnrichmentMap::fwer_qvalue (H>V)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (H<C)","EnrichmentMap::NES (H<I)","EnrichmentMap::NES (H<V)","EnrichmentMap::NES (H>C)","EnrichmentMap::NES (H>I)","EnrichmentMap::NES (H>V)","EnrichmentMap::pvalue (H<C)","EnrichmentMap::pvalue (H<I)","EnrichmentMap::pvalue (H<V)","EnrichmentMap::pvalue (H>C)","EnrichmentMap::pvalue (H>I)","EnrichmentMap::pvalue (H>V)","Index","name","selected","shared name"
"16",,,,"-0.999982986588838","0.9946238068767184","0.9996276512689491","0|0|0|1|1|1",,,,,,,,,,"6.26024088267574E-4","0.0489559404104885","0.023976598645881",,,,,,,"NDUFC1|NDUFS8|COX6A1|NDUFS7|COX7A2L|ATP5PB|SDHB|NDUFB3|NDUFA8|ATP5F1E|NDUFA1|COX6B1|COX7C|UQCR11|NDUFA5|NDUFA10|COX4I1|COX7B|NDUFA2|ATP5MC2|COX5B|NDUFB5|NDUFA9|UQCRC2|NDUFB10|SDHC|NDUFS6|NDUFB9|NDUFC2|ATP5MC3|ATP5PF|UQCRB|NDUFS2|NDUFV3|COX6CP3|COX8C|ATP5MC1P5|LHPP|NDUFS4|UQCRQ|UQCRHL|NDUFA4L2|COX6C|COX7A1|COX7A2|NDUFB6|ATP5F1C|UQCR10P1|ATP6V0A1|COX7B2|COX11|ATP6V1H|COX6A2|MT-ND4L|COX6B2|ATP6V1D|COX4I2|ATP5MG|ATP6V0A4|NDUFV1|ATP5PD|TCIRG1|ATP6V0E1|ATP6V1A|NDUFS5|ATP5ME|ATP6V1B1|UQCRFS1|ATP6V0B|NDUFA3|ATP6V1F|ATP6V1E1|ATP6V1G1|ATP6V1C2|ATP6V1B2|ATP6V0D2|UQCRH|ATP6V1G3|NDUFA11|ATP6V1C1|ATP5F1B|COX8A|ATP6V0D1|ATP6V0E2|NDUFV2|ATP6V0A2|COX5A|ATP6V0C|ATP6V1G2|ATP6V1E2|NDUFB1|UQCR10|COX17|NDUFA6|ATP5F1A|NDUFA4|ATP5MC1|ATP4B|MT-ND6|MT-CO2|MT-CYB|MT-ND2|MT-ND5|MT-CO1|NDUFB8|MT-ND3|MT-ND4|MT-ND1|MT-ATP6|MT-CO3|SDHD|NDUFS3|MT-ATP8|ATP5MF|CYC1|ATP5PO|NDUFA7|PPA1|PPA2|ATP6AP1|ATP12A|COX10|COX15|ATP4A|NDUFAB1|UQCRC1|NDUFS1|NDUFB4|SDHA|NDUFB2|ATP5F1D|NDUFB7","Carnivore-Both-Both","132","ENR","KEGG_OXIDATIVE_PHOSPHORYLATION",,,,"-1.0","1.0","1.0",,,,"1.70134111620139E-5","0.0053761931232816","3.72348731050841E-4",,"KEGG_OXIDATIVE_PHOSPHORYLATION","false","KEGG_OXIDATIVE_PHOSPHORYLATION"
"1","0.9851949362201761","-0.9797842445785917","-0.885138809816013",,,,"1|0|0|0|0|0",,,,,,,"0.0813988620399533","0.112496935261726","0.490745795975659",,,,,,,,,,"TAF1D|POLR1C|ERCC6|H2AZ2|H2BC11|EP300|H2BC1|H2BC5|H4C8|H2AZ1|H2AC6|H2BC4|H2AC20|H2BC21|H2BC13|H2AX|H2AC7|H2BC26|H4C3|H4C11|H4C16|H2BC12|H2BC15|H2BC12L|KAT2A|H2AJ|H4C15|H4C14|H4C12|H2BC14|H2BC8|H2AB1|H2BC6|POLR1D|H4C6|H2BC17|H4C13|H2BC9|H4C9|H2AC14|H3C13|H2BC3|H4C5|H2AC8|H4C4|H2BC7|H2AC4|H2BC10|POLR2E|H4C1|POLR2F|H4C2|H2AC18|H2AC19|KAT2B|MYO1C|SMARCA5|H3C8|GSK3B|H3-3B|H3C6|H3C11|H3C1|H3-3A|H3C7|POLR2K|H3C10|H3C12|H3C2|BAZ1B|H3C4|H3C3|POLR2H|POLR1H|POLR1A|POLR2L|TAF1C|POLR1F|SF3B1|TAF1B|POLR1G|H3C14|H3C15|POLR1B|DEK|MYBBP1A|POLR1E|TAF1A|TBP|ACTB|DDX21","Unclear-Both-Both","91","ENR","REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION","1.0","-1.0","-1.0",,,,"0.0148050637798239","0.0202157554214083","0.114861190183987",,,,,"REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION","false","REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION"
"9","0.9981717380667099","-0.9976094648493591","-0.7356585359964549",,,,"1|1|0|0|0|0",,,,,,,"0.0204523574791336","0.029320645419086","0.637652187842599",,,,,,,,,,"HNRNPA3|PLRG1|SART1|PUF60|RBM10|SF3A3|SRSF10|RPS4Y1|PRPF40A|UBL5|DDX39B|RPL36|DHX16|PPIL3|SRSF8|CWC25|PSMB1|APOBEC3H|PSMC4|APOBEC1|APOBEC2|HSPA8|APOBEC3A|RPL27|A1CF|APOBEC4|APOBEC3B|APOBEC3C|PSMA4|THOC3|ZC3H11A|THOC1|POLDIP3|LUZP4|PSME4|GLE1|FYTTD1|DDX39A|THOC2|THOC6|NXT1|PSMC5|CHTOP|THOC7|SARNP|NXF2|NXF2B|PAPOLA|PSME1|CSTF1|RPS15A|CSNK1D|PSMD5|METTL14|WTAP|PSMD8|CPSF7|METTL3|NUDT21|PSMC6|CSTF3|PSMA3|CSTF2T|LAS1L|PSMC1|RIOK2|PSMB5|WDR18|ACIN1|PES1|PSMA6|PSME2|RIOK3|PSMA7|ERI1|RBM28|PSMD10|FTSJ3|BYSL|NCL|EBNA1BP2|RIOK1|RPL35|NIP7|PSMD7|LTV1|MPHOSPH6|TEX10|RPS6|WDR12|TGS1|NOB1|PELP1|ISG20L2|RPLP1|RRP1|SENP3|PSMA2|NOL9|MT-RNR2|GNL3|MT-RNR1|TSR1|PSMD3|EXOSC10|RPS24|C1D|BOP1|NOL12|PSMD11|PSMD9|PSMD14|RPL3L|RPS2|RPS11|PSMF1|RPL13A|PSMB2|HSPB1|RPL11|SEM1|RPS8|ZNF473|PSMA1|LSM11|PSME3|LSM10|CNOT9|RPL32|PSMB7|RPS3A|AKT1|PSMB6|RPL37|PSMA5|RPS27A|RPL10|UBC|RPL7|NOP58|PSMA8|PSMD4|PSMB4|HNRNPC|RPL7A|PSMC2|DDX5|RPS3|PSMD6|PRKCD|CSNK1E|FAU|YWHAZ|PSMC3|PPP2R2A|YWHAB|UPF2|EIF4B|UBB|PSMD1|PSMD2|HNRNPK|RPL30|PSMD13|PSMD12|PSMB8|PSMB10|UBA52|RPL8|PSMB11|PSMB9|PSMB3|RPL26|RPL29|MAGOH|RPL22L1|RPL9|RPL39L|RPS14|RPL10L|RPL36AL|RPL27A|RPL13|RPSA|PPIG|ZCRB1|UPF3A|PPIH|RPS9|TRMT112|IGF2BP1|RPS21|RPS7|PPIL2|RPL38|POLR2J|MNAT1|POLR2B|POLR2E|RPL4|POLR2F|RPL15|POLR2C|ERCC2|POLR2I|GTF2H1|GTF2H3|NCBP2|GTF2F1|RPLP2|RPS27|CDK7|CCNH|PPP2R1A|YBX1|NCBP1|SKIC8|POLR2D|GTF2H2|POLR2K|ERCC3|POLR2H|POLR2G|POLR2L|RPS17|POLR2A|RPL35A|GTF2F2|SUPT5H|MAPK14|GTF2H4|GTF2H5|PPP2CA|RPS27L|MAPK11|RPS23|GAR1|DKC1|PPIE|CNOT4|NHP2|CNOT3|NOP10|CNOT2|AQR|XAB2|PRPF19|CNOT1|ZNF830|RPL14|ISY1|CNOT6L|GSPT2|TNKS1BP1|NUP160|TPR|NDC1|NUP133|CNOT8|NUP37|SEH1L|CNOT11|NUP50|AAAS|NUP188|RAE1|NUP93|NUP88|NUP98|TP53RK|RPS26|RPL37A|NUP107|NUP155|RPL12|EIF4G1|CNOT10|NUP43|NUP153|NUP85|RPS4X|NUP214|RPL23A|CNOT7|NUP210|NUP42|NUP54|RPL10A|NUP58|EIF4A3|RPL39|EIF4E|RANBP2|NUP205|EIF4A2|SEC13|EIF4A1|NUP35|POM121|NUP62|ADARB1|POM121C|RNPS1|DCAF13|RPS29|UPF1|TFB1M|SMG6|IGF2BP2|SMG9|SMG7|IGF2BP3|SMG1|SMG8|PNRC2|SMG5|NSUN2|METTL1|TRIT1|RPL41|ADAT1|TRMT11|FTSJ1|RPS28|TRMT6|PUS7|PRKCA|OSGEP|TRMT1|TRDMT1|PUS3|THG1L|THADA|TRMT13|RPL36A|TRMT5|ALKBH8|CTU1|TPRKB|TRMT10A|CDKAL1|QTRT2|TRMT44|NXF1|WDR4|SLBP|TYW3|ALYREF|CPSF1|TYW5|CPSF3|TRMT61A|SYMPK|URM1|WDR33|DUS2|FIP1L1|LCMT2|CPSF4|CTU2|CPSF2|PUS1|RBM8A|TRMT12|RPL17|ADAT2|LAGE3|TYW1|QTRT1|ADAT3|NSUN6|TRMT9B|RPS4Y2|DHX9|TRNT1|DDX1|RTRAF|RTCB|CSTF2|POP1|POP4|RPP40|C2ORF49|RPP30|RPP38|TSEN2|RPP14|POP5|TSEN34|FAM98B|POP7|CLP1|CPSF6|ZBTB8OS|RPP25|TSEN54|XPOT|TSEN15|XPO1|RPP21|RPPH1|HSD17B10|PRORP|TRMT10C|TRMU|RNMT|GTPBP3|MTO1|TRMT61B|TSR3|RNGTT|UTP18|WDR3|THUMPD1|BUD23|DIMT1|NOP14|SNU13|FBL|RAN|DDX49|UTP6|KRR1|NOP2|RRP9|WDR75|PNO1|UTP25|HEATR1|FCF1|RCL1|UTP20|MPHOSPH10|RRP36|EMG1|NOL11|UTP3|WDR36|NAT10|IMP4|UTP4|PDCD11|DHX37|UTP14A|WDR43|UTP15|NOL6|BMS1|IMP3|UTP11|TBL3|NOC4L|DDX41|RRP7A|WDR46|DDX47|PWP2|UTP14C|DDX52|NSUN4|MTERF4|MRM2|MRM3|MRM1|PCBP2|THOC5|SRRT|HSPA1A|XRN2|NOP56|PCF11|PABPN1|SKIC2|ELAC2|RPS20|HNRNPA2B1|RPL26L1|RPL18|PABPC1|SNRPA1|RPL31|RPS5|EDC4|RPL6|TUT7|RPLP0|LSM5|DCPS|DDX6|HBS1L|XRN1|LSM7|LSM4|TUT4|PAN2|NT5C3B|DCP1B|PAN3|LSM6|RPS18|PATL1|LSM3|PAIP1|LSM2|LSM1|EDC3|SKIC3|DCP1A|SF3B1|RPL3|SNW1|ADAR|SAP18|GSPT1|TNFSF13|SNRNP40|DDX21|SF3B2|PDCD7|ZMAT5|PRPF6|MAPKAPK2|RPS16|EFTUD2|SF3B6|SRSF7|RPS19|SRSF6|RPL18A|SRSF1|TXNL4A|SF3B4|SNRNP200|SRSF2|SNRNP25|SNRNP48|ZRSR2|SF3B5|PRPF8|DDX23|SNRNP35|RNPC3|SF3B3|DDX42|RBM5|ZFP36L1|GCFC2|HNRNPD|STEEP1|ZFP36|MTREX|ELAVL1|CCAR1|RPL28|ANP32A|U2AF2|DHX8|GPKOW|RPL19|FAM50A|CASC3|RBM7|GPATCH1|SNRPA|WDR70|WBP11|EXOSC7|CHERP|EXOSC5|RBM22|DIS3|FUS|KHSRP|CDC5L|HNRNPF|SF3A1|EXOSC3|RPL34|TFIP11|PHF5A|RPS13|EXOSC8|SRSF5|EXOSC9|PNN|CRNKL1|EXOSC2|DHX35|MAGOHB|PARN|NKAP|PQBP1|HTATSF1|HNRNPL|EXOSC1|SNRNP70|DCP2|SF3A2|FAM32A|RPS12|EXOSC4|YJU2|EXOSC6|CACTIN|LENG1|PRPF31|SUGP1|BUD31|LUC7L3|CNOT6|DHX15|SRSF9|SRSF3|PRPF4B|IK|RPL24|PPWD1|TCERG1|SRSF4|BCAS2|RPS15|SRSF11|PRPF3|TNPO1|SYF2|PPP1R8|RPL22|RBM25|SMNDC1|WBP4|SMU1|SNRNP27|PTBP1|SNRPC|HNRNPM|RPS25|RNF113A|SNRPB2|HNRNPR|RBM42|NSRP1|DNAJC8|HNRNPH2|LSM8|ETF1|PRKRIP1|HNRNPA1|SNRPN|PPIL4|RBM39|CTNNBL1|SRRM1|HNRNPH1|RPL21|RBM17|RBMX2|RPL5|PRPF38A|TRA2B|C9ORF78|PRPF4|PPIL1|EPRS1|BUD13|MFAP1|DHX38|PRCC|RPS10|SDE2|GEMIN8|DDX46|DDX20|ZMAT2|CLNS1A|RBMX|GEMIN5|CWC15|GEMIN2|CWF19L2|SNRPD3|CWC27|PRMT5|UPF3B|HNRNPU|WDR77|SRSF12|SNRPD2|U2AF1|SNRPB|CCDC12|SNRPF|U2AF1L4|RPL23|GEMIN7|CWC22|SNRPG|U2SURP|SET|GEMIN6|SNIP1|SLU7|PHAX|PRPF18|SNRPD1|SRRM2|SNUPN|SF1|SMN1|CDC40|GEMIN4|USP39|SNRPE|PCBP1|SMN2","Unclear-Both-Herbivore","714","ENR","REACTOME_METABOLISM_OF_RNA","1.0","-1.0","-1.0",,,,"0.00182826193329006","0.00239053515064096","0.264341464003545",,,,,"REACTOME_METABOLISM_OF_RNA","false","REACTOME_METABOLISM_OF_RNA"
,"0.9999637826447321","-0.9941883098927535","-0.8137147000925851",,,,"1|1|0|0|0|0",,,,,,,"0.00123933258170693","0.0521406219035449","0.57809362432542",,,,,,,,,,"ACTN2|MYL10|MYL7|RAB3B|NRAS|CTNNA1|PRKCQ|MYH10|MYH11|CTNNA2|MYL11|CASK|MYL5|CSNK2A2|PRKCA|JAM2|PTEN|CDK4|F11R|TJP1|SYMPK|AKT2|PPP2CB|CTNNA3|YBX3|EPB41L1|TJP3|MYH13|PPP2R1A|MYH1|MYH15|LLGL1|LLGL2|MAGI1|IGSF5|MAGI3|CLDN7|MYH4|MYH7|AKT3|MPDZ|TJAP1|TJP2|PPP2R2B|MYH7B|HCLS1|PPP2R2C|ACTG1|JAM3|MYH9|PRKCB|PPP2CA|PPP2R2D|GNAI2|CSNK2A1|MYL9|MYL12A|AKT1|CTTN|CLDN11|CLDN18|PALS1|MYH14|PRKCE|PARD6A|PRKCD|CLDN15|CLDN16|PPP2R2A|PARD6B|CTNNB1|AFDN|CRB3|PATJ|CLDN10|MAP3K20|HRAS|RRAS2|YES1|PARD3|CLDN17|CLDN8|CLDN14|PRKCG|CLDN1|PRKCI|CLDN19|CLDN3|CLDN2|SPTAN1|OCLN|CLDN20|GNAI1|CLDN22|PARD6G|EXOC4|EPB41L2|RAB13|EPB41L3|CLDN5|CLDN6|MAGI2|EXOC3|ACTN4|CLDN4|ASH1L|AMOTL1|CLDN9|ACTN3|CLDN23|KRAS|VAPA|SRC|PRKCH|MYL12B|MRAS|MYH3|MYL2|GNAI3|PPP2R1B|RHOA|PRKCZ|MYH8|CSNK2B|CDC42|CGN|EPB41|ACTN1|MYH2|MYH6|ACTB|RRAS","Unclear-Herbivore-Herbivore","132","ENR","KEGG_TIGHT_JUNCTION","1.0","-1.0","-1.0",,,,"3.62173552679012E-5","0.00581169010724645","0.186285299907415",,,,,"KEGG_TIGHT_JUNCTION","false","KEGG_TIGHT_JUNCTION"
"1","0.9999980028185826","-0.9999802623831836","-0.9669114803257551",,,,"1|1|0|0|0|0",,,,,,,"1.24169589498246E-4","7.11738462400243E-4","0.280087328510158",,,,,,,,,,"VPS25|ITGB1|VPS36|ELK1|HDAC3|DYNC1I2|TUBA3E|CEBPD|DYNLL1|EED|TUBB1|TUBA4B|TUBB3|TBL1XR1|TUBB8|TUBB4A|H3C8|SUZ12|SNF8|H3C6|H3C11|H3C1|H3C7|H3C10|PML|H3C2|H3C3|TSG101|DYNC1H1|TUBA1A|CHMP2B|TUBA1C|CHMP4B|TBL1X|RBBP7|CHMP3|CHMP2A|VPS4A|VPS37B|EGFR|MVB12A|H2BC11|CHMP7|H2BC1|VPS37A|H2BC5|VPS28|EZH2|TRIM28|H4C8|CHMP4C|UBAP1|TUBB8B|H2AC6|H2BC4|VPS37C|H2AC20|H2BC21|H2BC13|CHMP6|H2AC7|VPS37D|H2BC26|H4C3|TUBA1B|TUBB6|H4C11|H4C16|HNRNPK|H2BC12|MVB12B|H2BC15|DAXX|CHMP4A|H4C15|TUBAL3|H4C14|H4C12|H2BC14|H2BC8|H2BC6|H4C6|H2BC17|H4C13|NFKB1|H2BC9|TUBA4A|H4C9|H2AC14|H3C13|H2BC3|GPS2|DYNC1LI2|H4C5|NCOR1|H2AC1|TUBA8|H2AC8|H4C4|H2AC25|H2BC7|H2AC21|H2AC4|H2AC13|H2BC10|H2AC11|H4C1|H2BC18|H4C2|H2AC12|H2AC18|DYNLL2|H2AC15|H2AC19|NUP160|H2AC16|TPR|H2AC17|NDC1|NCOR2|NUP133|TUBB4B|NUP37|RBBP4|SEH1L|NUP50|AAAS|NUP188|RAE1|DYNC1LI1|NUP93|NUP88|NUP98|NUP107|NUP155|H3C12|NUP43|H3C4|CREB1|NUP153|NUP85|NUP214|NUP210|NUP42|TUBB2A|TUBA3C|TUBB2B|NUP54|NUP58|RANBP2|NUP205|H3C14|CBX1|SEC13|H3C15|NUP35|CHMP1A|DYNC1I1|POM121|TUBA3D|NUP62|POM121C","Unclear-Insectivore-Both","162","ENR","REACTOME_HCMV_INFECTION","1.0","-1.0","-1.0",,,,"1.99718141733174E-6","1.97376168164238E-5","0.0330885196742449",,,,,"REACTOME_HCMV_INFECTION","false","REACTOME_HCMV_INFECTION"
"7",,,,"-0.9918225200906774","0.9953187628715575","0.9250080985067393","0|0|0|1|1|0",,,,,,,,,,"0.0564904071896881","0.0444224765399039","0.393198919965629",,,,,,,"UGT2B4|CYP3A43|UGT1A6|AKR1C2|GSTM4|GSTA4|AKR1C1|AKR1C3|UGT2B7|AKR1C4|CYP3A5|CYP2C18|UGT2A1|GSTA3|ALDH3A1|GSTA5|CYP2E1|UGT2B15|GSTK1|UGT2B17|CYP1B1|CYP2C9|GSTM2|CYP2C8|UGT2B11|CYP1A1|EPHX1|UGT1A9|UGT1A1|UGT1A8|UGT1A10|GSTA1|UGT1A7|CYP3A4|UGT1A4|CYP3A7|GSTT1|GSTT2|UGT1A3|CYP2C19|UGT1A5|CYP2S1|ADH6|DHDH|ALDH3B1|ADH1A|ADH7|ADH1B|CYP2B6|CYP2F1|ADH5|ADH4|ADH1C|MGST1|GSTO2|GSTP1|MGST2|ALDH3B2|UGT2B10|GSTO1|ALDH1A3|GSTM1|GSTM5|GSTM3|UGT2A3|UGT2B28|GSTA2|GSTZ1|CYP1A2|MGST3","Unclear-Herbivore-Herbivore","70","ENR","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",,,,"-1.0","1.0","1.0",,,,"0.00817747990932258","0.00468123712844245","0.0749919014932607",,"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450","false","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450"
"2","0.9832123864141376","-0.9935267330546222","-0.517463992422315",,,,"1|1|0|0|0|0",,,,,,,"0.0879885677189241","0.0557611651664972","0.785386233797046",,,,,,,,,,"GNB1|GNAZ|PRKCE|ADRA2B|GNG3|PRKCD|ADCY2|GNAS|RGS19|GNB2|GNG12|PRKCH|RGS4|ADCY7|PRKCQ|ADCY4|GNG5|GNAT3|ADCY3|ADRA2A|GNG7|GNB3|GNAI3|ADCY8|RGSL1|ADCY9|ADCY1|PRKCA|PRKCB|ADCY5|PRKCG|GNGT2|ADCY6|RGS16|GNAI2|GNG13|GNB4|GNG8|GNB5|GNG11|GNGT1|GNAI1|GNG10|ADRA2C|GNG4|RGS17|GNG2|RGS20","Unclear-Both-Unclear","48","ENR","REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS","1.0","-1.0","-1.0",,,,"0.0167876135858624","0.00647326694537777","0.482536007577685",,,,,"REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS","false","REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS"
"1","0.9994535743695342","-0.9972199278391546","-0.9783767264260412",,,,"1|1|0|0|0|0",,,,,,,"0.00912227233083185","0.0309411734938537","0.223537360541795",,,,,,,,,,"HOXD1|HOXD3|PAX6|ASH2L|HOXD4|RARA|KMT2C|HDAC3|RARG|POLR2J|POLR2B|EED|HOXB2|POLR2E|POLR2F|RARB|POLR2C|POLR2I|PIAS2|JUN|H3C8|SUZ12|PCGF2|PAGR1|H3C6|H3C11|H3C1|POLR2D|H3-3A|H3C7|POLR2K|H3C10|H3C2|H3C3|POLR2H|POLR2G|HOXB4|POLR2L|POLR2A|MEIS1|CNOT9|YY1|RBBP7|CTCF|KDM6A|PBX1|RXRA|H2AZ2|HOXA1|H2BC11|HOXA2|HOXA3|CREBBP|EP300|H2BC1|H2BC5|EZH2|H4C8|H2AZ1|H2AC6|H2BC4|H2AC20|H2BC21|H2BC13|AJUBA|H2AX|H2AC7|H2BC26|H4C3|H4C11|H4C16|H2BC12|H2BC15|H2BC12L|H2AJ|H4C15|H4C14|H4C12|H2BC14|H2BC8|PAXIP1|H2AB1|H2BC6|H4C6|H2BC17|H4C13|H2BC9|H4C9|H2AC14|H3C13|H2BC3|H4C5|NCOR1|H2AC8|H4C4|PKNOX1|H2BC7|H2AC4|H2BC10|H4C1|H4C2|H2AC18|WDR5|H2AC19|CNOT6|RBBP4|H3-3B|RBBP5|HOXA4|H3C12|H3C4|HOXB3|ZNF335|HOXB1|HOXC4|NCOA6|EGR2|NCOA3|H3C14|H3C15|KMT2D|MAFB","Unclear-Herbivore-Vertivore","122","ENR","REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS","1.0","-1.0","-1.0",,,,"5.46425630465801E-4","0.00278007216084542","0.0216232735739588",,,,,"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS","false","REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS"
"2","0.9992813111673525","-0.9863060219263474","-0.9664801666115282",,,,"1|1|0|0|0|0",,,,,,,"0.0107433061609377","0.0891344493386121","0.281098881857743",,,,,,,,,,"GPR39|VIPR2|GNB1|GHRHR|RLN2|AVPR2|DRD1|MC2R|CALCA|GNAS|PDE8B|ADCYAP1R1|HRH2|VIPR1|NPSR1|ADRB3|GHRH|GPR84|GNAT3|ADORA2A|CRHR1|ITGB1|LHB|GRK6|CGA|GRK5|GPR20|ADCYAP1|PDE7A|RAMP3|GPR83|MC3R|NPS|GNG10|PTGER2|TAAR9|P2RY11|INSL3|PTGIR|ADM2|GNAZ|SHC1|MC1R|ITGA5|GNG3|RAMP2|RAMP1|RXFP2|TAAR5|PRKAR1A|GPR45|ADRB2|LHCGR|GNB3|PRKACG|PDE10A|GPR32|PTH2|GNGT2|PRKAR2A|GNAI2|PTH2R|GNB4|GNG8|PDE1A|GCG|GCGR|FN1|CRHR2|TAAR2|TAAR6|GNG4|TAAR8|TAAR1|VIP|GIP|CRH|PDE3B|HTR7|ADM|GPHA2|GLP1R|CYSLTR2|PTH|GPR15|GNB2|GNG12|HTR6|PTH1R|GNG5|PDE1B|GNG7|HTR4|GPER1|TSHR|GPR176|MC4R|GNG13|PTGDR|GNG11|GNGT1|GNAI1|PDE11A|DRD5|GNG2|PDE2A|GPR25|PRKAR1B|ADORA2B|PRKAR2B|FSHR|AVP|GPR27|RLN3|PDE7B|RXFP1|PDE4A|PTGER4|ADCY2|PDE4C|GRK3|PDE3A|SRC|PDE4D|POMC|ADCY7|ADCY4|IAPP|CALCR|ADCY3|GIPR|CALCB|MC5R|ADRB1|ARRB1|GPR150|GNAI3|ADCY8|TSHB|ADCY9|ADCY1|CALCRL|GLP2R|GRK2|GPHB5|ADCY5|ADCY6|GPBAR1|SCT|PDE8A|GNB5|FSHB|SCTR|PRKACA|PTHLH|ARRB2|PRKACB","Unclear-Unclear-Unclear","157","ENR","REACTOME_G_ALPHA_S_SIGNALLING_EVENTS","1.0","-1.0","-1.0",,,,"7.18688832647453E-4","0.0136939780736526","0.0335198333884718",,,,,"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS","false","REACTOME_G_ALPHA_S_SIGNALLING_EVENTS"
"2","0.9892771185660486","-0.9913786085950272","-0.54822950317742",,,,"1|1|0|0|0|0",,,,,,,"0.0668974229253093","0.0677047443112205","0.779521912902322",,,,,,,,,,"PRKAR1B|PRKAR2B|AQP3|GNB1|AVP|AVPR2|GNG3|ADCY2|MYO5B|GNAS|AQP2|GNB2|GNG12|RAB11FIP2|ADCY7|ADCY4|GNG5|PRKAR1A|ADCY3|AQP4|GNG7|GNB3|PRKACG|ADCY8|ADCY9|ADCY1|ADCY5|GNGT2|ADCY6|AQP1|PRKAR2A|GNG13|GNB4|GNG8|GNB5|RAB11A|GNG11|GNGT1|GNG10|PRKACA|GNG4|GNG2|PRKACB","Unclear-Both-Both","43","ENR","REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS","1.0","-1.0","-1.0",,,,"0.0107228814339514","0.00862139140497276","0.45177049682258",,,,,"REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS","false","REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS"
"2","0.9841585508216587","-0.9094427673042212","-0.893582432881129",,,,"1|0|0|0|0|0",,,,,,,"0.0847541034675054","0.273034599582758","0.467977740281278",,,,,,,,,,"VTI1A|MAN2A2|COG4|MAN1A2|GOLGA5|NAPA|STX16|NSF|YKT6|GOSR2|TRIP11|GOSR1|ALPP|CYTH4|NAPB|RAB36|COG6|NAPG|COG2|COG3|VPS45|ARF1|STX6|CYTH2|RAB33B|RIC1|SNAP29|RGP1|STX5|RAB30|COG5|GOLIM4|CYTH1|COG1|COG7|MAN1A1|MAN2A1|BET1L|RAB39A|CUX1|MAN1C1|COG8|CYTH3|RAB41","Both-Herbivore-Herbivore","44","ENR","REACTOME_INTRA_GOLGI_TRAFFIC","1.0","-1.0","-1.0",,,,"0.0158414491783413","0.0905572326957788","0.106417567118871",,,,,"REACTOME_INTRA_GOLGI_TRAFFIC","false","REACTOME_INTRA_GOLGI_TRAFFIC"
