,Background...Omnivore.Rho,Background...Omnivore.P,Background...Omnivore.p.adj
RB1CC1,1.95444783375607,0.0506482784591897,0.353231896787961
AKAP11,-0.837426998140245,0.402352595359213,0.766812924705723
B4GALT7,0.254538261682266,0.799079748658487,0.941958094937121
FAM13B,-1.2833948852887,0.199353764889701,0.602045182856346
CHPF2,0.379946234596585,0.703985326035466,0.910316221374711
GABARAPL2,NA,NA,NA
MYOC,1.01096286222001,0.312034204947098,0.706264751024896
FAM136A,-0.213739214828672,0.830750428914868,0.952628455335105
NSMAF,2.72257382502929,0.00647755589462485,0.161810481926969
OTC,0.911246900370822,0.362165297452098,0.739275343166976
TTC17,-0.94308993276752,0.345634904638385,0.728333309597266
HOXC8,NA,NA,NA
MRI1,-0.945799628093704,0.344250795314289,0.727677701532977
TARBP1,-0.313212172351321,0.754119471172394,0.927195079650876
RTN4R,1.90633220071475,0.0566071189954379,0.368732707492899
PSMA4,NA,NA,NA
ZPBP,0.111913473111483,0.910892013718069,0.976750490675375
LCP2,1.86454192022978,0.062245640391167,0.381875899413762
DCN,-2.42542230105211,0.0152905884613763,0.228475209946638
TNFRSF17,0.179732772713592,0.857362363487462,0.959005217330282
MRPS10,0.00372216630168983,0.99703014783279,0.998845717422566
GRN,-0.449951506360979,0.652745407486102,0.893182091913739
THAP3,0.971344243754485,0.331376883549886,0.718276877104417
VAMP3,1.51189599621133,0.130560322764261,0.513631238645934
RCN1,-0.0448444354124037,0.964231306361374,0.991130945204476
RFC2,-1.60086626937799,0.109406541896697,0.479649452028686
PPP1R3F,-0.00361803285801654,0.997113233740152,0.998845717422566
NFE2L3,-2.5109433315848,0.0120409024327323,0.206420510787412
CBLN4,-0.210442631849767,0.833322222133689,0.953128307546385
CLDN11,-0.142283910393177,0.886855754868629,0.969044382894104
FAM168A,NA,NA,NA
RELT,-0.415619694817842,0.677688312706047,0.900420744956809
PKP2,-0.598214070690532,0.549697103965262,0.848712266717319
YIPF1,-1.89315726990975,0.0583369579762731,0.37396332541862
ADCK2,-0.421356140107321,0.673495041365754,0.89893243169477
INPP4A,2.68205449456651,0.00731715392779043,0.169883184749831
SLC2A3,0.883641355410911,0.376889847081461,0.749810343482758
STYK1,1.21114624221736,0.22583936144112,0.629931720044906
GNA11,NA,NA,NA
CREB3L3,-0.62575465195561,0.531475880297399,0.841541631465232
HDAC7,-1.24135927390374,0.21447305692777,0.615947707391193
MRPS35,-3.84894439021648,0.000118627931757568,0.0364788245730644
APPBP2,NA,NA,NA
CA11,-0.156508496555674,0.875632222490225,0.965301155599709
ISOC2,-0.195532660971769,0.844975971351864,0.95490796506588
CD22,-2.10796849295162,0.0350337148486724,0.309607894031074
GSC2,-0.553155957770397,0.580156622090242,0.860679916802628
KCNQ1,0.232001099144041,0.816537160098792,0.9471333195475
TRIB2,0.294599510869805,0.768299835865598,0.930929293304654
OTUD5,0.305037689197873,0.760337447532065,0.928747109384454
GPKOW,-0.593147513023646,0.553082435284553,0.849424883342707
AQR,0.105486209496895,0.915990012163384,0.977344357216059
LMCD1,-0.706300166008306,0.480001490222761,0.815288339989315
PSMC4,NA,NA,NA
FNDC8,0.508840829260426,0.610863797898673,0.8745972253761
ACAP1,0.1427094584655,0.886519646407958,0.969044382894104
DERL2,NA,NA,NA
NOX3,-0.49205177446082,0.622682743077882,0.879115191480265
ANO8,0.957772643291978,0.338177416782094,0.723546537520761
ICAM3,1.33203188936757,0.182849709780243,0.584042520634424
CTTNBP2,-2.36486868291521,0.0180364649710683,0.240353036565985
ACTL6B,NA,NA,NA
KIF22,-1.27023699532469,0.204000223299285,0.605498836630983
PRSS22,0.654532740624364,0.512768640720737,0.832326498235422
YTHDC2,1.97698854609999,0.0480429249041481,0.346608340489526
TMEM161A,-0.226191763563876,0.82105227634812,0.948381718986587
FOXJ2,-0.132362222279167,0.894697793972901,0.971312720008511
GOLGA5,0.429931195524212,0.667245692178496,0.895757563440836
PPP2R5B,-0.412217269074304,0.680180180691073,0.901186600273849
PYGM,2.52931868165157,0.0114284206752746,0.201607530152306
BCL3,-1.46103711047445,0.144005257404707,0.534023498899516
PRLH,1.91273577517282,0.0557818868247742,0.366989931952977
FSTL3,-1.9770613842052,0.0480346920394576,0.346608340489526
EPHA8,1.43800665365404,0.150432166275886,0.543079526221021
TRIP13,1.9624860604175,0.0497059219496024,0.351007426402987
VASH1,-0.163192518482963,0.870366856629804,0.963376835669054
KRT14,-1.00697601439232,0.313946300705311,0.707789529572746
KRT20,0.740340172003275,0.459093611229925,0.802708053770711
HSD17B10,-1.07065819053868,0.284323148392932,0.68407760205604
FGF4,-0.322759872072462,0.746877105259451,0.924037056065949
ST6GAL1,0.71386364564904,0.475311499223351,0.812378937225669
TIMM21,-0.590352646131745,0.554954250829163,0.850222542622462
