,Background...Omnivore.Rho,Background...Omnivore.P,Background...Omnivore.p.adj
RORA,1.55825535949708,0.119172726538846,0.497915086123469
NRIP3,-2.10558849421646,0.0352401129601212,0.310083231125288
P2RY14,1.87776507961651,0.0604133093471484,0.377570691006661
GPR171,-0.566377008214138,0.571137520938803,0.856759085929558
PPARGC1B,-0.290721233552861,0.771264530663335,0.931660772780941
ETFB,1.16868582111525,0.242530236662117,0.646405103428203
EEF1A1,0.235364695595202,0.813925685277607,0.945988693827827
PPM1J,-1.84870806753996,0.0644999781405296,0.388418394401524
XCR1,-1.37397202058215,0.169450368825345,0.568867944475603
EEF2,-1.64951411367297,0.0990423541675837,0.460510886708421
ZMIZ2,2.73245142656333,0.0062864940318579,0.160655257287546
PPP1R14B,NA,NA,NA
ZNRD2,-1.34519607026158,0.17856192494445,0.578715251812778
MRPL38,-0.831624015931912,0.405621201932551,0.767465582021374
AKIP1,-2.5191249715791,0.0117646892395804,0.205183934727096
MOB1B,NA,NA,NA
SH3RF3,2.40197663379224,0.0163067499976759,0.23364447224653
VEGFB,-1.30601819463588,0.191546370229785,0.593812360008053
RETREG3,-0.300317636376741,0.763934881881923,0.929365958380263
KLF7,-1.88790231308235,0.0590390659708425,0.373967696535247
NWD2,-0.0570553757822736,0.954501083448488,0.988212635825029
ADORA1,2.79422534246124,0.00520242126145751,0.148899602468079
B4GALT2,-1.00291667343326,0.315901067133398,0.708361030919219
SLC26A7,-0.920919640042611,0.357092383850015,0.735502263151346
OLR1,-0.0145159667473509,0.988418340983503,0.99779411950185
SUSD5,-1.62867337816182,0.103382181340253,0.467037275382827
CHST2,-0.742121193709538,0.45801391005052,0.801842702581494
MRPL57,1.52244655088038,0.127897228291204,0.509028947573523
LRFN4,0.0523426043961298,0.958255706425659,0.98888763152022
RCE1,-1.95743287447832,0.0502965965745904,0.352132626760038
PTPN2,-1.06392010969207,0.287364892252746,0.68745579416234
LMAN1L,-0.254615716114928,0.799019919465237,0.941958094937121
INHBC,-1.21102069570149,0.225887473045222,0.629931720044906
OR10P1,0.871288745135107,0.383596514217704,0.754052588943135
TMEM255A,-1.22281532462366,0.221399456006291,0.624899780149473
GRAMD2A,0.643780442162409,0.519717817907852,0.836347788661031
FAM241A,-0.842894256768154,0.399287585865142,0.765631446460636
RIC3,-1.69704847609939,0.0896874960633077,0.441053511392355
RND1,-2.52431719152948,0.0115923279695125,0.203132092938877
KLHL3,-2.09565653573993,0.0361126701196205,0.311848383341546
TOPAZ1,-0.202978546631996,0.839151800474526,0.953571823166932
TMEM234,-1.08190471770409,0.279294868367523,0.679525294457794
TRIM59,0.12788491564164,0.898240048594938,0.97290942378267
NARF,-0.19441192212682,0.845853355506887,0.955190116301964
UTP23,-0.779021238973848,0.435967203631644,0.787415206892006
GGA2,1.22125331567326,0.221990123249257,0.625529506347712
GCC2,-0.421760654623387,0.673199726974223,0.898709741522479
ABLIM3,-1.48258929530588,0.13818356295791,0.525937704328347
TIGD3,-0.332704428829989,0.739357406112789,0.921240323531306
TCAP,1.48374783531216,0.137875830705672,0.525396696340074
TRMT10C,-3.30752518054997,0.000941242494771575,0.0805204566037959
DAW1,1.34428239681597,0.17885708568745,0.578715251812778
DAPL1,-0.468707016240089,0.639279071142305,0.886229274663105
ACO1,-2.30108385243616,0.0213868918706881,0.259903700052977
CFLAR,-0.148667698764628,0.881815850586991,0.967404801021459
GLE1,2.12422109809294,0.0336516598171775,0.303789655410506
NDST2,1.65023685054543,0.0988945025260401,0.46041088175401
BAALC,-0.133760041729279,0.893592325257653,0.971089257823505
TPMT,-0.125870063500694,0.899834780034756,0.973232541199597
MAL,2.02515815693385,0.0428511267214237,0.3334291494198
MSL2,-0.220395312601314,0.825563295673112,0.950174359371378
SP3,1.01389482362901,0.310632941632571,0.70584135586147
ATP6V0A4,1.61034294997036,0.107323007715951,0.475759839426065
TSPAN17,-1.10233215966092,0.270317292959923,0.671949992244153
DSEL,0.00473036464663556,0.996225729157221,0.998834645658933
RBM4B,-1.23526401752114,0.216732260689965,0.618453906840335
HLTF,-1.98910407866028,0.0466897162463354,0.344350898933441
CYP2S1,0.658357630351131,0.510308354244439,0.831681613095896
TADA2B,1.71658019193489,0.0860559042447982,0.434506122601868
LIPT2,-0.990334479987703,0.322010658726799,0.712766375626252
PSMD2,1.42336059964069,0.154631648058317,0.550175075472959
LGI4,-0.397252684565823,0.691181134963179,0.906002425391991
ATP8B3,0.85137958269442,0.394558529749454,0.762586426249093
KCNE3,-0.0146483268829395,0.988312744102533,0.99779411950185
MATK,1.58414438296019,0.113160866345694,0.486944242760037
RBM14,0.657235101868267,0.511029758438131,0.831928538428331
PSMC5,NA,NA,NA
KLK6,0.342798305684617,0.731750200680646,0.919210349372217
FUT1,2.59240140994764,0.00953084943519129,0.187567809424706
CHRNA9,-2.68318938930716,0.00729236805304195,0.169803183386086
CYP7B1,0.325368611900197,0.744902108303189,0.923132752103508
INSM1,0.275026384194587,0.78329596798897,0.937073527850691
CCDC13,0.0324543712130322,0.974109703340398,0.992967678710293
OR10AD1,0.567788899778705,0.570178317995582,0.856646068450152
ARV1,0.169199178955361,0.865639975578772,0.962034967897291
PDE8A,-0.14515374895969,0.884589482077344,0.968408885334165
LRCH4,-2.10456142990946,0.0353295020220182,0.310226283879569
VPS41,0.689042884230137,0.490796281044108,0.820334630275817
CTSF,0.047952514126809,0.961754087274541,0.990056387390522
EIF4EBP3,0.156925745240565,0.87530336946373,0.965301155599709
NBEA,0.656099284028003,0.511760245083972,0.832188237981013
ARHGAP32,1.65832274261477,0.0972523409979672,0.455996704052523
TBX5,0.485205674697686,0.627530457098951,0.881833761175315
GPRC6A,-2.29738908739632,0.0215965837382607,0.261512478728042
XXYLT1,-0.713722408893127,0.475398846862282,0.812378937225669
ARL10,0.409649495337293,0.682063083380795,0.90201604236025
METTL18,-2.16696881194515,0.030237232295612,0.293334220572105
CPED1,-2.54985808412957,0.0107766777167432,0.195977320884987
SNED1,1.34884051768419,0.17738819729287,0.578715251812778
AGR3,-0.201935249546122,0.839967344542316,0.953571823166932
CLTB,-0.615445662417689,0.538260443622886,0.846022621339135
VCPIP1,0.761894061479246,0.446123234607113,0.793961529814512
TNKS,-0.0623330629602008,0.950297599225573,0.987003911494521
ZDHHC24,-0.397260706168801,0.691175220264934,0.906002425391991
CASP2,1.03524289811515,0.300555489521482,0.697155729504804
GPD2,-1.14237770100491,0.253297056094046,0.655918984126432
PPP1R3B,0.3720358356817,0.709866168286653,0.912196877263678
RFNG,-1.56525809155397,0.117522405365214,0.494431678696857
MEPCE,0.861707414008219,0.388848544719725,0.757723432332047
SUGT1,0.197328363304101,0.843570584980993,0.954525997751971
SPSB4,1.05479112176457,0.291520865967874,0.690728022343447
SLC5A6,0.117067507971443,0.90680655753543,0.975236807222743
ZNHIT2,-0.864173027672362,0.387492846791659,0.757171900477875
DCAKD,2.55921837987516,0.0104907816917673,0.193101940226538
SULT1B1,-1.30776088127131,0.190954426340081,0.593155866567585
MRPL48,-0.897200155021742,0.369612122512026,0.743752116564812
RAB6A,NA,NA,NA
ADCY4,0.530106104653211,0.596038366741661,0.867258122708601
CFAP70,0.0549370320091808,0.956188629136529,0.988637285407172
TRAM1L1,1.10367756745643,0.269733029951142,0.671725080462594
ELMO1,1.24541397007434,0.212979620736944,0.613758205296852
HAP1,1.63956280877514,0.101096101298299,0.462398390683989
CD164,-0.719478344905346,0.471846240225407,0.81024178223712
REP15,0.53806424290761,0.590532697350744,0.865076591931411
MIS18BP1,-3.0108261808346,0.00260537949365641,0.117180044369452
ADAM17,0.241247638791281,0.80936319059808,0.945163630395667
ZBTB21,3.76168944122688,0.000168769521800742,0.0418105739910296
CD34,0.292644484584993,0.769793907750551,0.931440402078283
UGT8,-0.280628566719287,0.778995303057734,0.935562029707421
POMZP3,0.441071487830544,0.659161244137144,0.894498588765251
DTD2,-2.34997517580391,0.0187746631502705,0.24628707424209
IQCB1,1.04959086455314,0.293906259021443,0.693119754421356
MYO1H,0.392686833576727,0.694550796387082,0.906948938383066
TBC1D16,0.00574615529714462,0.995415256634519,0.998785960976088
SLCO2A1,-0.406811359610609,0.684146542872082,0.90282157519428
HDLBP,0.923542111741018,0.355724765249293,0.734989424726185
CBX2,-0.335475404575586,0.737266495146995,0.920472078818216
SLCO4C1,1.10364905229062,0.269745404085759,0.671725080462594
CDC20,0.52028487306185,0.602865037543778,0.870901103848731
DPY19L1,-1.81368338143595,0.0697264850483022,0.399019932582103
SFT2D3,1.45446845865351,0.145816472038572,0.535759427533893
MRPL11,-0.817704224969305,0.413526097395441,0.773895527410514
NPAS4,1.97570262310106,0.0481884676659936,0.346608340489526
MOBP,-0.391503785734863,0.695424890924662,0.907234945996549
PCP2,1.51140606137861,0.130685025978932,0.513631238645934
BOD1,-0.117044962500791,0.906824423397661,0.975236807222743
GPR151,-0.543389200801495,0.586861859541973,0.863802125391867
PCSK1,-1.94683291109956,0.051554769912417,0.355649172427717
RPL38,-1.15862568896688,0.246608792983556,0.650337748653049
KMT2E,1.14390532510918,0.252662902395272,0.655042336764
SLC19A1,0.400300706536766,0.688935047625431,0.90506144768671
HEG1,-0.850581885015844,0.395001655775212,0.762650031330689
DENND6A,-0.740166907791613,0.459198724513485,0.802708053770711
PPP2R1B,-0.453515194632979,0.650177804544248,0.890877412482788
ACOT1,NA,NA,NA
TNS3,2.06692317514488,0.0387413935995798,0.321953007469374
HOXB9,NA,NA,NA
PDE12,-2.18976463740548,0.0285413105961855,0.287149176002086
B4GAT1,-1.51016849311346,0.131000435949768,0.513935251316949
KRT17,2.3405044792536,0.0192577074068278,0.249163077339026
CD84,-1.5861997752886,0.112693998759463,0.486944242760037
INTS6,-2.06891492636723,0.038554070649956,0.321803484004478
GPR162,1.18889398850132,0.234481386017163,0.639686434114679
MAP9,1.40218060318008,0.160861322336987,0.559234914146484
ABCC12,1.02120431355306,0.307157649100373,0.702315768633559
TTC9B,-0.107046718416489,0.914751916721467,0.977344357216059
RIN1,-0.859867571271369,0.389862046208589,0.758151491739056
ZNF624,-1.04530972146685,0.295879846049651,0.694091312248109
HERPUD2,-1.12340313163566,0.26126632039375,0.664801588447609
LSM1,NA,NA,NA
OR52W1,-0.899112057938523,0.368592976065635,0.742888377474509
RFESD,0.0839058462958578,0.933131291282877,0.981860470259493
WFIKKN2,-0.232976967474631,0.815779290979686,0.946637229922831
ZBTB4,-1.63826086670346,0.101367287341189,0.463358271718101
RNF26,-1.84644711660384,0.0648273112887042,0.389221425583988
ZMAT3,-0.921171032947607,0.356961139157221,0.735405821018943
CNIH2,-0.104782435576988,0.916548447695896,0.977344357216059
PLAC8L1,0.760996885319378,0.446658927619748,0.793961529814512
COQ2,-1.31681104997865,0.187901967987822,0.588756902391037
RAB1B,NA,NA,NA
HMGA1,NA,NA,NA
METTL2A,-0.755846261940785,0.449741376240462,0.796129135342857
ADGRF3,0.683391809887341,0.494359293903873,0.822893986425043
RPL13,-2.84730247390861,0.00440914469597986,0.141527340199858
RPL21,NA,NA,NA
FGFBP3,-0.584801951009626,0.558680892355814,0.851860119592479
EDN3,1.28858191638761,0.197543473560626,0.600417733798909
MLC1,1.73231842975953,0.083216882361821,0.427746097364571
SH3PXD2B,1.08634472490283,0.277326506645703,0.677938770189986
LSP1,-0.919401770268673,0.35788546372159,0.735786791021099
ANKS4B,1.1068064763687,0.268377607567932,0.670732815287957
FBXO45,-1.64157090077483,0.100678962329245,0.461985648618303
FBXO31,-0.566024624852516,0.571377040871577,0.856867107437855
THAP6,1.48850474918662,0.136617830626939,0.522940389167758
UBQLN3,2.38018170126458,0.0173041032131623,0.239907897025054
ADPGK,0.692281174309457,0.488760770158751,0.819864407671198
UQCRH,-2.2174215057065,0.0265943014698145,0.28067064041363
ZNF408,-0.63341637152592,0.526461776714814,0.839671806830003
PDP2,-1.31303517396493,0.189171096047673,0.589781037527638
PPP1R8,NA,NA,NA
OXSR1,1.16417768894793,0.244352009925432,0.647259352381824
SNX31,-2.61190798820977,0.00900384833375222,0.183486153023657
AQP1,1.42938521207387,0.152893546377725,0.54764808553216
COMMD1,-0.808479907825525,0.418814367904546,0.774868110648079
MMP14,1.15020625606931,0.250058930138455,0.652658126468451
SLC22A13,0.975905117911056,0.329111485690585,0.717267489436994
PRG2,0.439987324647464,0.659946287721388,0.894790163973797
ISCU,0.40978575456655,0.681963117038776,0.901962771283913
ERCC4,0.917549702322069,0.358854660716825,0.736722134594845
F2,0.245993279812058,0.805687434628719,0.944514306441832
C12orf66,-1.60089198975295,0.109400844068231,0.479649452028686
TWNK,-1.57011681201379,0.116387938031497,0.492645039541295
ZNF507,0.127274796040374,0.898722907905087,0.973095979383942
TRIB1,-0.289739536240303,0.772015507492199,0.931685116832055
MOS,1.18054222524358,0.237784626691076,0.642710714142413
NIPAL4,0.876652551874948,0.380675385897507,0.752954257792704
ABRA,0.979305708564114,0.327428950678228,0.716451347073925
ARHGAP1,0.892825750148736,0.371950494317631,0.746295349846413
GLS2,1.05676527112278,0.290618727747687,0.690342136411862
GAL3ST3,-0.76452155725692,0.44455649517671,0.79266494162867
ADGRE1,-0.301670903771005,0.762902950924641,0.929162342207635
MED16,-0.431665847301715,0.665984293016544,0.895684519040322
CPT1B,1.10857780333182,0.267612358025376,0.670732815287957
CST6,0.122757009514478,0.902299518137779,0.97417663199958
CMKLR1,-0.873477966635177,0.382402610657887,0.753948273268858
KRT25,0.809291532908758,0.418347475377239,0.774856012982923
TMEM70,-3.01457945788303,0.00257335795158876,0.11678253863186
MSL3,-2.16388444712657,0.0304732188634234,0.294381000477293
EIF1AD,1.2582463522651,0.208302676308335,0.609910739659136
HP1BP3,0.751869650281547,0.452129451160803,0.798084502523166
NAGPA,-0.958874994596351,0.337621723162123,0.723327859387221
C9orf131,-0.558849434361581,0.576264481537218,0.858492647492417
FOLR1,-0.127736541719573,0.898357470848556,0.97290942378267
OR5J2,-1.29984434565048,0.193654323102372,0.59553602079338
FNDC9,-0.724781843990972,0.468585875860733,0.808291299734709
KCNK10,1.07954926529132,0.280342944351915,0.680423513702013
SPEG,-0.561010773666298,0.574790192697332,0.85799946719859
AMZ1,1.92357038336487,0.0544084563482497,0.364332644077444
RACGAP1,0.419011194781763,0.675207950867708,0.899534044023053
SART1,1.09223833601865,0.274728356262864,0.675731595026758
PGA5,-0.559844974175309,0.575585184097002,0.858407510320132
POLD4,0.449391059604653,0.653149579575196,0.893491123973962
DNAH7,-0.100289318738678,0.920114637151117,0.977859503633221
CLCF1,-0.228215904351118,0.819478397773922,0.94809034457941
FGF5,-0.74743265653272,0.454802439101625,0.799668538576116
MRPL46,-1.07023508179606,0.284513507032343,0.684208803035131
HOXC5,NA,NA,NA
RMI2,0.634380542291984,0.525832504825672,0.839110962294146
VWC2L,NA,NA,NA
NR1D2,1.00438954032372,0.315190889650552,0.708265591986818
B3GAT1,1.42056231209512,0.155444041460272,0.55052035494437
BTN2A1,-2.07189488255246,0.0382752453263046,0.321520571078997
CHMP2A,NA,NA,NA
FOSL1,0.480206574259998,0.631080512577661,0.882377318859888
CCDC85B,0.138130941829283,0.890136932122324,0.970313630005449
PABPC5,-2.32037468726797,0.0203206169880452,0.254842459687418
RPS6KB2,-2.19321564773157,0.0282918456704408,0.286106243172615
FAM174A,-0.53983532110945,0.5893106059725,0.864734634549928
HS3ST5,-4.30123849348064,1.69846134995002e-05,0.0132334501958706
TMEM168,0.55601864831134,0.578198106559992,0.859336131622207
RNF152,-0.700306335024144,0.483736016326825,0.818003932317152
RNF166,-0.282436163798371,0.777609088533327,0.934714329137419
LSMEM1,0.574726512456566,0.565476273873492,0.85498340467667
GJC3,-1.52347880008912,0.127638960641614,0.508195351120808
AGGF1,-1.55350471026123,0.120302604843416,0.499479807105931
ZBTB11,-2.08895849797517,0.0367114592382597,0.315038939243941
KCNRG,-0.121916150522745,0.902965424775736,0.974367128123773
SIAH2,NA,NA,NA
PPP1CA,-1.75527443595927,0.0792123770010822,0.419202994881837
EXD2,-0.407397780548134,0.683715856812332,0.90282157519428
BACE1,1.40499608529666,0.160022442360652,0.557845247740293
SEC16A,2.3476420939866,0.0188926654379152,0.247281495308471
OGFOD3,-0.109295977064983,0.91296773731877,0.977183686149651
FOXG1,NA,NA,NA
RHBDF2,0.696684778091824,0.486000086989782,0.818960003857002
SRSF7,NA,NA,NA
VDAC2,0.24984556269298,0.802706782904641,0.943307811610552
UTS2R,-0.334814977114548,0.737764661854664,0.920603357656978
DVL3,-2.51703964521728,0.0118345511796314,0.205310732453261
HOXD8,-1.08663382314235,0.277198670959699,0.677938770189986
PFN4,-1.41712598997535,0.156446095097668,0.55212830198878
FBXL13,-0.790737623111079,0.429097116381149,0.782801380263379
PHF21B,1.21046921976972,0.226098894841646,0.630106629173234
TRIP10,-0.593626529144358,0.552761933189059,0.849219532159733
DHRS4,-0.214219994079426,0.830375504955938,0.952628455335105
OR4D11,1.84178947785212,0.0655059497739042,0.389734611410725
BTF3L4,NA,NA,NA
NEUROG2,-0.510393970832026,0.609775479963229,0.873654682770093
SERTAD2,0.436842467724232,0.662225598026813,0.895530491040822
OSBPL3,0.331167409199082,0.740518036238322,0.921668165374324
TAF7,-0.613376378800159,0.539627501033058,0.846166481966867
MLXIPL,0.988454755091235,0.322929982621759,0.712766375626252
ASTN2,-0.063204555546438,0.949603617233498,0.986807423357117
CDK5R1,NA,NA,NA
CD6,0.355501401645314,0.722213995053281,0.915295472640958
RPA2,-0.496697265845797,0.619402550808299,0.877922655019229
NDUFS8,-0.673398692298655,0.500693680351822,0.826369471017243
PITPNA,-1.83490529282689,0.0665197233140847,0.392047004663834
TUFM,-0.527029158866409,0.598173339676582,0.868523780667996
DNAJC25,-0.745734738866226,0.455827669722796,0.799976912987151
POC1B,0.0295322916517135,0.976440065153145,0.994040385128105
ING5,0.00580909562514167,0.995365038356741,0.998785960976088
AQP11,2.3455045527287,0.0190013465293222,0.247525534690786
NFKBIB,-1.78493145572352,0.074272435679774,0.408728562313862
GNAI2,NA,NA,NA
MRPS23,-0.729054538408164,0.465968301952452,0.8067731347519
EPSTI1,-0.506739149776686,0.612337857095009,0.874966877498088
LAMA3,-0.721134924678834,0.470826505145757,0.809999067817064
DSCC1,-0.893724469413285,0.371469329850037,0.745801051241365
COL26A1,0.453102876376228,0.65047466423928,0.891122575105067
PNMA8A,1.20758927186183,0.227205287819781,0.631254422338726
ACAD10,-0.918020940730804,0.358607902780973,0.736415630768591
EBF1,NA,NA,NA
ZDHHC7,0.927625807495119,0.353601705947971,0.733209245374003
OSBPL2,0.162667815112038,0.870779989231832,0.963692947438407
NOS2,-0.218427191121969,0.827096281522288,0.950939527054186
FAM20C,1.69794163110636,0.0895187788318011,0.440941260008533
FUZ,-3.17041864405468,0.00152219452068897,0.0995438754255599
RCAN1,-0.0822247107721649,0.934468023621005,0.982148217425498
FBXO34,-2.24421204766599,0.0248187612458875,0.273169060413584
GPR89A,-1.66028919616005,0.0968562881137378,0.455269743693563
DRC3,1.24585608226564,0.21281723590582,0.613709668858724
STX4,0.802551268006044,0.422234144636317,0.77779842181355
AKAP17A,NA,NA,NA
HNRNPD,-2.27531614022443,0.0228869719004778,0.266787525696073
UCP3,0.696033198085504,0.486408039556817,0.819038718384878
DDX54,-0.887922377141037,0.374582506890455,0.748198395249037
CHAF1B,1.13190503568059,0.257674361369565,0.661051010157189
RELL1,0.986180991346681,0.324044305399601,0.713531354641962
ZNF541,2.34520762610344,0.0190164866183167,0.247525534690786
STAT2,-0.142225412087196,0.886901959879339,0.969044382894104
SLC35C1,0.605288762670826,0.544987146677679,0.847714609318877
RPL27A,NA,NA,NA
CCT6B,-1.34825022292249,0.177577916165668,0.578715251812778
GPR89B,-1.60017235499378,0.109560353151344,0.480184471236399
PRKDC,0.827308101858249,0.408062452833331,0.769651531262915
SLC2A2,1.95441606072255,0.050652032844065,0.353231896787961
TNS2,-0.764604742509144,0.444506944281999,0.79266494162867
RNF4,1.94348020446272,0.0519581648934813,0.356581193401585
H2BC4,-0.846468172617634,0.397291621770819,0.764642940154834
AGTRAP,1.12449288924984,0.260803985422909,0.664783843990197
KDM3B,-2.33827639555705,0.019372914685518,0.250011517273739
DPM2,-1.40063679784962,0.161322711201567,0.559436707727494
ZHX2,0.239858189701936,0.81044019453032,0.945467264361741
NEPRO,-3.5142986025878,0.000440916872904992,0.059123579801545
FUT7,1.14134995521957,0.253724321459371,0.656105740228272
UTP4,-0.00136941338336252,0.99890736654556,0.999436448837162
ZMYM3,0.620613739789892,0.534853797241178,0.843354610174111
SAMD4B,1.91769104920177,0.055150197360936,0.36586604763579
TLCD5,0.3341402935516,0.7382736958341,0.920603357656978
BORCS5,0.113479440718655,0.90965046171416,0.976404041928707
CDPF1,0.861863726619959,0.38876251185373,0.757723432332047
HCLS1,-1.56456512586502,0.117684911376217,0.494564622001498
EXOC3L1,-0.453964277735165,0.649854538154291,0.890874910639272
ZMYM4,-0.216697443483766,0.82844414047379,0.951622354351283
SUPT6H,-0.639406161867475,0.522558741471985,0.837896059581128
NSUN3,-1.90713460776492,0.0565031587465747,0.368732707492899
BVES,-1.37985071289998,0.167632614551518,0.567487471125119
PFAS,0.256655843692125,0.79744446149774,0.941741081848588
SNX14,1.23332653772592,0.217453960766371,0.619446607936173
SAMD12,1.6293790455971,0.103232801914033,0.467037275382827
EPN2,3.42153624270705,0.000622684252437023,0.0697037364653948
ARHGAP33,0.748242931901663,0.454313639739137,0.799346573959464
LINS1,-2.15132945637606,0.0314502048512835,0.296755952554728
NEUROG1,-1.31090021015617,0.189891479862374,0.591069010026817
SKA3,-0.830624974605885,0.406185521565674,0.767923033771691
WDR75,-1.06438657476779,0.287153613020602,0.687167917651202
PINX1,-0.585652399156881,0.558109128168222,0.851589776340687
COPG1,1.28632805593919,0.198328594992149,0.601042111695532
SH2D3C,-0.693496714939349,0.487997886691269,0.819584394588027
IMP3,-0.656803665480162,0.51130716703186,0.832188237981013
TLN1,-0.985427313077015,0.324414218943175,0.713705951603071
LPCAT4,1.53963967246414,0.12364820946051,0.504202576229726
HNRNPA0,NA,NA,NA
CENPBD1,-2.91892503401054,0.00351240680710627,0.129515528529478
DBF4B,-0.639038470842685,0.522797905359347,0.837896059581128
GPR88,0.830231372514363,0.406407980751129,0.767925183761287
TNIP1,-1.38003780513077,0.167575005063436,0.567487471125119
TRIM41,0.635216534776321,0.525287200703847,0.839086420446141
RHOT2,0.10239294855207,0.918444780496194,0.977738509019731
STX19,1.19874127036329,0.230628565187159,0.635648162886805
EDC3,-0.481022523344744,0.630500490939143,0.882377318859888
PRSS50,0.651425386970797,0.514771927129592,0.833519057407307
FAM71F1,2.49275426634486,0.0126756537648601,0.211662408502282
SERTM1,-0.890369218312988,0.373267665102031,0.747108558914633
RNASEH1,0.47785724351445,0.632751814945966,0.883094332052405
CALML3,1.17819961155322,0.238717037408801,0.643161324535888
RFFL,0.480673508176138,0.630748562342288,0.882377318859888
CHDH,-1.58492572206166,0.112983211559484,0.486944242760037
SPAST,-0.18541885750714,0.852900518714271,0.957438169574363
IFT22,0.334979455810346,0.73764058370249,0.920603357656978
FZD2,NA,NA,NA
CLEC1A,1.26825754155148,0.20470599417516,0.605528393357881
ARSJ,-1.17420570120843,0.240312642999781,0.644244218735619
PLEKHF2,-0.58524334869831,0.558384101070393,0.851752232010527
PLXDC1,-0.755924339107073,0.449694560241508,0.796129135342857
OR11H4,0.832691930970081,0.405018496454017,0.767287015532817
TNIP2,1.44612583702499,0.148141910134074,0.539052904960242
OR2A4,2.04977006094055,0.0403868744822109,0.32647900963949
GCSH,-0.960192824937703,0.336958177307175,0.722723064973973
ZNF354C,1.04965507042252,0.293876727769506,0.693119754421356
ODF3L2,0.141719224281466,0.887301789426952,0.969131587295469
TUBB3,NA,NA,NA
AQP6,2.50925998597101,0.0120984402620921,0.206420510787412
CDC42,-1.41616039547097,0.156728548530394,0.552334604357539
MRPL1,-2.67440496661172,0.00748619904963111,0.170851258835021
LDLRAD3,1.40061106238737,0.161330411082346,0.559436707727494
NCAPD2,-1.54115592893645,0.12327884058197,0.503646888043995
PDS5B,0.0446679457879442,0.964371983740512,0.991130945204476
RPUSD2,-1.76003704997131,0.0784015248562701,0.418362939134164
ELMOD3,-1.10722686367907,0.268195855744491,0.670732815287957
TSC22D3,-0.501005105679801,0.616367529656905,0.876836730070821
DLGAP1,1.17305322268258,0.240774463253101,0.644906607904048
DIPK2A,NA,NA,NA
CD200,-0.0729355658458889,0.94185739184717,0.984211675954424
ARPC2,NA,NA,NA
LSM10,-0.54769484553064,0.583901451991527,0.862158591247423
ITGA11,1.32751370286327,0.184338810142196,0.585339433348732
MDH2,0.18696769931125,0.851685958544739,0.956991388606571
HEPHL1,1.11049062778758,0.266787664530277,0.670351758453634
SNAP47,-0.73709234720239,0.461066192692062,0.803978279332976
TCIM,0.931412358242057,0.351640300630652,0.731991857800031
METAP1D,-3.98685670986699,6.69544339476454e-05,0.0281059834949116
TFE3,0.382674112776368,0.701961411061602,0.909468522287631
ING3,-0.121604769870915,0.90321203571822,0.974367128123773
ROCK2,1.01558274124218,0.309828126888622,0.70545768472817
SLC41A3,1.38217723552876,0.166917288073394,0.566207420283981
OR4K5,-0.560992565943688,0.574802605060851,0.85799946719859
YOD1,3.08065150558764,0.00206548242532146,0.107852457675757
LYSMD3,-1.04743844903348,0.294897406322185,0.693660644463834
TRIM55,0.871167548991386,0.383662675779762,0.754052588943135
OS9,-1.21360716701347,0.224897768912982,0.629190395024384
PPP2R2A,-0.432809773352758,0.665152972541957,0.895621566026016
KCND3,-1.38764692120442,0.165244586194281,0.564253299379874
SMCO3,-1.81963573042942,0.0688144966384427,0.395408620988649
EXOSC4,-1.02721333103985,0.304320022153782,0.699982370591774
ZFP91,-0.89217835807604,0.372297340284572,0.746554281200446
TDRD6,1.55522210384372,0.119893181748909,0.498850705558785
RPS4X,NA,NA,NA
SCAMP4,-1.48146888529583,0.13848167028372,0.526297525388051
LCN15,0.337616906121982,0.735651900293078,0.920385590575242
NDUFAF4,-3.20768739214651,0.00133806856237533,0.0931838346295666
LARP4B,-0.833499246959496,0.404563222351303,0.767287015532817
CYP8B1,-2.20843342960528,0.0272140735988493,0.281491499127865
CSH1,NA,NA,NA
AURKB,-0.913924189099154,0.360756682352146,0.738320014044642
PDIA5,-1.44368992399227,0.148826217000439,0.540026472632988
KCNG2,1.03543337428515,0.30046656630918,0.697155729504804
PRKAG1,-1.64864338443663,0.0992207151351654,0.460510886708421
CLK4,0.550668151943046,0.581861180598966,0.861640909928539
MCM9,-1.69108290063928,0.0908209705309369,0.442599497367768
UNCX,0.765040091335558,0.444247671793213,0.792656257910806
LNX2,2.07923573193513,0.0375956889230558,0.318885594490653
SLC12A4,-0.397588437895192,0.690933584650791,0.905959219846921
CCNG2,-1.11940966027216,0.262965411618796,0.666128639530177
OR2AE1,NA,NA,NA
C11orf42,0.950953655689486,0.341627902398278,0.726791708612957
ICOS,0.567958812086098,0.570062935719726,0.856646068450152
CCDC89,-0.388570320290519,0.697594025688365,0.907817938747832
SIGLECL1,-0.765746518684219,0.443827141908167,0.792414225929497
CLU,2.45415782432091,0.0141214988263166,0.221833773662471
USF3,-2.89587188315292,0.00378106730970388,0.132428869095611
PDCD6-AHRR,1.22258273634587,0.221487336866091,0.624899780149473
UGDH,1.05884237699743,0.289671570619941,0.689372720505282
TMEM107,1.14430738583663,0.252496181335749,0.654984101993358
LRRC31,0.126867323317521,0.899045409830375,0.973210224588689
CALR,0.464146521855482,0.642542772833125,0.887110471536569
TTC9C,1.9163418431962,0.0553215981101212,0.366128300414474
ABHD1,0.994258781688929,0.320096897067009,0.711064735343573
AACS,0.800049840957831,0.42368192073357,0.779037622081436
