,Background...Herbivore.Rho,Background...Herbivore.P,Background...Herbivore.p.adj
MEGF9,-1.90190833392257,0.057183139480675,0.266220457126297
IPMK,0.202924602369911,0.839193964412542,0.940096307650284
STX12,-0.84899582023862,0.395883618079075,0.691655649170995
ZWINT,0.760729577587939,0.446818604578189,0.727150845615507
ZNF76,-1.21972810152955,0.222567964981315,0.528594544522653
FAM76A,NA,NA,NA
DES,2.86437990126075,0.00417826564431683,0.0626829296745496
DKK1,0.339702909874913,0.734080270169654,0.892886325932169
PRKG1,NA,NA,NA
SCAND1,-1.64016848690419,0.10097013962173,0.356030047759424
FGR,-0.838284563163493,0.401870903560072,0.695894705465774
PHF20,-1.49971162164494,0.133689118837818,0.41286020569562
SNRPC,-2.36929465153704,0.0178220487625281,0.143216530118047
ILRUN,NA,NA,NA
GPR3,-2.9950884525676,0.00274365266717409,0.0487215970697237
CD164L2,-1.33043395919356,0.183375331930809,0.484008973767072
SPDEF,-1.76794962598173,0.0770693254016198,0.309731784159605
TNFSF15,-0.0991558764135378,0.921014507667851,0.97019177749035
ATP6V1G1,NA,NA,NA
AKNA,-2.66217751692415,0.00776369223421317,0.0895610053766636
ROMO1,NA,NA,NA
MED12,0.229270869765393,0.818658393052936,0.931860850622234
NFS1,-1.60194097079592,0.109168663383012,0.371232412476164
OGDHL,-3.56858316486733,0.000358916928379329,0.0127622414627492
C10orf53,-0.575806779102274,0.564745790886218,0.804756095414665
RBM12,-2.32422002433277,0.0201137046137989,0.15201584156916
SLC18A3,-2.05301783837862,0.0400708474783481,0.220110126983181
ZNF618,1.305162950902,0.191837366891154,0.49380727218679
GPN2,0.461575537364036,0.644385740547822,0.84748746206963
DRGX,-0.27064496211559,0.786664111151001,0.918998087153682
RGS3,-2.04649433405145,0.0407077593530155,0.221726430375387
ZDHHC18,1.60504047763442,0.10848489699696,0.369755561795852
C10orf71,0.749340850379367,0.453651792117719,0.731340503785255
TMEM273,NA,NA,NA
RUFY4,0.106178072500128,0.915441068197556,0.968166620791557
LRRC18,-1.44877075301967,0.147401614015109,0.432698755049793
POLE3,1.03499273289797,0.300672305021811,0.608512103052043
HDHD3,-1.15253049700376,0.249103145192022,0.56051916768044
BSPRY,-1.11568557066292,0.264556749148933,0.576706792606858
MAPK8,NA,NA,NA
WDR31,-0.57114535150925,0.567901118697214,0.806382521688989
PRPF4,1.4050025012709,0.160020534489584,0.45124656040429
IL2RG,-0.152561807816381,0.878743845290114,0.956328459601339
CDC26,-0.112322776225613,0.910567483259304,0.966389759170086
SLC31A1,-0.897466884353198,0.369469836481891,0.669180543494785
UBXN11,0.670448640503699,0.502571836398962,0.765951898839889
SLC46A2,1.23510628438947,0.216790950847235,0.520270739908435
SNX30,1.08377413584407,0.278464955624209,0.59053640322664
INIP,NA,NA,NA
CXorf65,NA,NA,NA
CNKSR1,-1.04481533628561,0.296108325377232,0.604701217986584
FOXO4,-0.520312968862164,0.602845458236177,0.825670951394704
ZNF593,2.17697515361962,0.0294824213250946,0.188034501606514
FAM110D,1.61555622661085,0.106190294483165,0.364308034262034
SUSD1,-1.25312912303892,0.210158718849893,0.514229001158227
TRIM63,-1.49215901973477,0.135657462631406,0.416147105164104
SPAG4,-0.55848844272674,0.576510894278002,0.811109235959365
SLC30A2,-2.74074999283337,0.00612991301039842,0.0777793832184223
UGCG,NA,NA,NA
EXTL1,-0.199847792976431,0.841599621822285,0.941103115157831
PAFAH2,-1.6166444248399,0.105955056616186,0.364155746095931
MTFR1L,0.1851556230645,0.853106974859039,0.945508474164112
NPY4R,-2.3660984346588,0.0179766640958266,0.143901275354113
ITPR3,-2.47946518850268,0.0131579573409901,0.122064488236368
GPRIN2,-0.550785153861545,0.581780962508532,0.813234104655345
SYT15,0.612732424364154,0.540053279320587,0.790103085187666
MAN1C1,-1.54591323138338,0.122125524611549,0.394566668728682
TEX11,-2.96112629497245,0.00306516219820183,0.0519451701368905
LDLRAP1,-1.44620266618849,0.148120366132525,0.433881560960404
PTPN20,-2.18692598614418,0.0287479275528204,0.185642677965176
MACO1,2.41833542103969,0.0155916969684367,0.133572406228466
C20orf173,0.791917918366844,0.428408538307688,0.715045858291028
TMEM50A,-1.37605444557573,0.168804777636651,0.464828316261857
GDF5,-1.89325729963561,0.0583236607011375,0.269041354789621
CLIC4,NA,NA,NA
GDPD2,-0.936756080024828,0.348884041963578,0.652032604767943
UQCC1,-1.61574746773564,0.106148923561058,0.364308034262034
SRRM1,0.371297909854254,0.710415654569399,0.884337238254252
ALOX5,-1.6715273037964,0.0946175702695186,0.344703769482046
NCMAP,0.555887998922895,0.578287422851678,0.811880298600386
RCAN3,-1.99868932413225,0.0456419788307761,0.234685806087339
NIPAL3,-2.13874386121534,0.0324564182743765,0.196664552110015
KIF4A,-3.28090721963657,0.0010347377570308,0.0259750116017432
FAM83C,-1.60302425749481,0.108929298666744,0.370784260237442
STPG1,1.05474522996809,0.29154185976607,0.60097948230594
MDH1B,-2.23608513794316,0.0253461947868945,0.172696130875782
ADAM23,-0.067931023568639,0.945840542549851,0.979258119324051
CXCL12,0.339619746147816,0.734142905845571,0.892886325932169
OR2K2,-0.0333295531122862,0.973411786870826,0.990114606204764
LPAR1,1.54553459113118,0.122217008603206,0.394646032908472
ZNF32,-0.0555361340913094,0.955711343515981,0.984087847998058
MYOM3,0.572688817208112,0.566855410510395,0.805744597170514
MUSK,1.5374499890302,0.124183152933858,0.397383619828825
EIF6,NA,NA,NA
RASGEF1A,1.37347739780158,0.16960398302785,0.466179591036172
CSGALNACT2,-2.7535518584585,0.00589524297100911,0.0763683907673748
BAK1,-3.45521296929063,0.000549858306977195,0.0172213677830978
CNR2,-3.1340432999039,0.00172415411904027,0.0363902472722577
HMGCL,-1.63767268763861,0.101489991043342,0.356844286795484
EDEM2,1.05152859660849,0.2930158826039,0.602182459262426
TXNDC8,-0.174206553522056,0.861703135325318,0.950318908555271
LYPLA2,NA,NA,NA
PHF1,0.0866125507284104,0.93097948935488,0.97383277103419
TXN,0.198140042931162,0.842935496119927,0.941565615889152
BMS1,-0.27821095473538,0.78085042603885,0.916381279405925
P2RY4,-1.89243351210706,0.058433244495078,0.269087164851817
AWAT1,0.928641428327494,0.353074944388648,0.655795610190644
PTPN3,-1.34322809608983,0.179198126655444,0.478621790388311
RPL11,NA,NA,NA
EDA,1.85667580867671,0.0633572912567592,0.279679712288673
ID3,NA,NA,NA
EPB41L4B,-0.729954450132682,0.465418027640644,0.739546740553154
BMPR2,-0.005876357641353,0.995311371948512,0.99798967532815
TMEM245,-1.02337588874128,0.306130154997404,0.612618051755695
STARD8,0.491193974875568,0.623289259974513,0.837041616536612
HNRNPR,NA,NA,NA
WDR46,-2.65605641298807,0.00790603875174232,0.0901524742342854
HTR1D,-0.171976072744424,0.863456339906355,0.951369051248349
C1QC,-2.66707693505005,0.00765141542318141,0.0888763949847175
C1QA,-2.41862347989521,0.0155793568939251,0.133572406228466
RING1,0.955264529401396,0.339443940293924,0.6447286466653
HSD17B8,-1.3237400827774,0.185589381512235,0.486563638965944
ACTL7B,1.89499115776834,0.058093573122398,0.268570851681018
KLF4,0.0108173407493404,0.991369179149869,0.997144752864687
SLC39A7,-1.89623568160612,0.057928886901412,0.2682050670509
RXRB,-0.224841963534566,0.822102219584871,0.933193776186176
TMEM38B,-1.04352611889351,0.296704690463211,0.6053464671635
FZD8,0.6595628203638,0.509534420054413,0.770702047428915
HSPG2,0.27680247900947,0.781931777548152,0.916771258798805
AOX1,-3.21047088649912,0.00132517691557744,0.0306678002269621
CCNY,NA,NA,NA
COL11A2,0.666930759722734,0.504816361948167,0.767097522550095
SLC44A1,-2.01714043249123,0.0436808602506324,0.230356556561983
VSIG4,-1.19764748933015,0.231054279968024,0.537266083840096
OXLD1,0.704772241379598,0.480951985860889,0.750996735929919
SLC38A10,2.48159478611613,0.0130795918676632,0.121786070427681
NIPSNAP3B,-1.11056522582322,0.266755537855199,0.578351976419913
RAP1GAP,-1.17964345992859,0.238142050083131,0.546764305812258
OR13C3,-1.21355831652929,0.224916432630543,0.530918014669286
PARD3,-3.59999443887903,0.0003182239861045,0.0116937972574332
PPP3R2,1.08512891901771,0.277864560604839,0.589842567756754
TP53INP2,-0.988648106726506,0.322835340545575,0.628097752746496
LAS1L,-1.20901377747023,0.226657552328637,0.532863866022146
BRD2,-2.29210592473938,0.0218995316055768,0.159415087487224
ZC4H2,NA,NA,NA
ALPL,-2.08258120198063,0.0372894141467109,0.211238371152895
HLA-DMA,-2.04175835924036,0.0411755066634945,0.222689777030318
DYNLRB1,-1.55207005283958,0.120645462652816,0.391680095524354
PGAP4,0.821512448390901,0.411354436372567,0.70265493867551
MTMR8,NA,NA,NA
PSMB9,0.0555048976970285,0.955736228169323,0.984087847998058
ITCH,-1.05548689308027,0.291202700838078,0.600697739414974
MRPL50,0.558020416257499,0.576830442914638,0.811109235959365
COL5A2,2.03456953157096,0.0418942057059703,0.225625529803501
AMER1,0.620460243281012,0.534954820764221,0.786852309762982
ARHGEF9,1.23227530019024,0.217846263167151,0.521939257372544
PLPPR1,0.126910311170521,0.899011385500654,0.963467843251251
TMEFF1,0.610608325696382,0.541458909546959,0.791326067023879
PSMB8,-1.15570199520181,0.247803071790406,0.558425293900478
SPIN4,NA,NA,NA
TEX10,-2.97711718852001,0.00290972766346144,0.050426381250263
EIF2S2,0.648762225138392,0.516492077263362,0.775516820098522
HLA-DRA,-1.47842084474032,0.13929516947187,0.420837385257678
APEX2,0.578756495179314,0.562753489826786,0.803299108732366
COL15A1,1.67130606561178,0.0946612389723723,0.344703769482046
PFKFB1,0.505889484587408,0.612934234626136,0.83155239731306
GALNT12,-1.69169929905125,0.0907033221589101,0.338279517390289
NOTCH4,0.0690891681536629,0.944918642987587,0.978964473120895
TMEM225,-2.29720402488088,0.0216071336406672,0.15824304575499
GPSM3,1.48176126818119,0.138403828276163,0.41999169737136
PBX2,2.86074728549973,0.0042264380183052,0.0628705501904391
AGER,2.11286018749562,0.0346127363323883,0.203144973164545
CDA,1.47143489478846,0.141173542345458,0.423557526056687
CORO2A,1.89672345801668,0.0578644460081887,0.268070971206544
VWA5B1,0.989648398210219,0.322346005101503,0.627853892144838
RNF5,2.51921919596187,0.0117615412197052,0.113953443218841
TRIM14,2.04779219976745,0.0405803649855118,0.221681079294103
UBXN10,0.565748133249594,0.571565009560281,0.808299684117066
PLA2G2F,-0.332983750218596,0.73914654934025,0.896224524718956
PLA2G2D,-3.69986544741891,0.000215713805977196,0.00896349469838744
PLA2G5,0.276191976806129,0.782400619244539,0.916797161382109
PLA2G2E,-1.88877419347709,0.058922092132987,0.270036433786938
TRMO,-2.39757871857817,0.0165038343709268,0.137338075447933
OTUD3,-1.58834873997627,0.112207501815573,0.376708361768626
RNF186,-0.639707894648948,0.522362521988768,0.778337498730174
FOXE1,-1.63364979197342,0.102332406381577,0.358222683631779
XPA,0.433924929800918,0.664342955764092,0.858406497882938
FGD1,2.11412297660998,0.0345047652235685,0.202853536432166
NCBP1,2.19444836490225,0.0282031921674489,0.183119206727043
TSR2,-0.986343532050771,0.323964564670929,0.628378471982788
SLC66A1,-2.11092076586084,0.0347791228628048,0.203635065750758
FKBPL,-1.80675844121426,0.070799951130963,0.296422752325632
FAM120C,1.70266348149553,0.0886310626773676,0.335099479404648
EMC1,0.235223103194866,0.8140355752426,0.930092365284678
ZNF341,-2.79243360006966,0.00523132030844307,0.0715436312227979
ATF6B,-0.0433295503165419,0.965438835590082,0.988252547006072
MAP3K20,-1.43698861958885,0.150721227243125,0.437600821016404
PRXL2C,-1.54800101981416,0.121622050978347,0.393481574477579
CDC14B,-1.44699189887564,0.14789919250938,0.433485763615545
TMEM94,-0.0860707171179204,0.931410201572664,0.974013629933299
HABP4,-1.52926476427642,0.1261988209592,0.399941936051492
UBR4,-1.03960340296804,0.298524195266907,0.606961512883882
DCAF17,-0.522780697833674,0.601126873376957,0.825151275940236
ZNF367,0.25983381538061,0.794991965653159,0.922893234307838
HSD17B3,-3.48213287610267,0.000497436791126466,0.0159941803989429
SP5,-1.01484578134212,0.310179346650901,0.616550476024061
UPF3A,-3.81222897749535,0.000137719202794394,0.00673098495536909
SIK3,3.13593002308302,0.0017131007407533,0.0363201097551536
AOPEP,-0.267618515722697,0.788992977189904,0.920412392557912
LYZL2,-1.90930794746257,0.0562223776809885,0.263697259936405
RIBC1,-1.52044054558607,0.128400290702401,0.404415421653748
STK19,-0.743089859762962,0.457427278425188,0.734293714846127
FBP2,1.51322376198834,0.130222830364857,0.407269745958964
ALDH4A1,-2.54404254182063,0.0109577738027019,0.108800182461519
MFSD14B,-0.36368258250972,0.716095051137132,0.888277933662779
DXO,1.77083459868504,0.076588210616566,0.308722603050825
TMEM255B,-1.06816476829194,0.285446194117702,0.595293899842825
G6PC2,-0.386330481234813,0.699251928730721,0.877738611760001
BTBD17,-0.701727703491751,0.482848992743224,0.752403998591008
TFDP1,-1.43909138701649,0.150124632000807,0.436873375466243
TAS1R2,-3.30787722353353,0.000940060127775439,0.024451271344135
PAX7,-2.19029433054659,0.0285028977484057,0.184469289410667
JCAD,-1.13279645184121,0.257299741832514,0.567802818132733
SKIV2L,3.09812843222865,0.00194747010748808,0.0388260795044325
KDM5C,1.31279370436201,0.189252472022848,0.4903578133326
ACTL8,-0.0883880430665429,0.929568264351263,0.973128136285782
ADPRHL1,-2.02456254165289,0.0429123038823873,0.228825242156188
NELFE,0.772250100373945,0.439966313470978,0.723970440081782
GRTP1,-1.67968495135169,0.0930186292459718,0.342191814338053
RCC2,-0.159088812104548,0.873598902609584,0.954396778037688
SCN2A,0.305494494025796,0.759989562807579,0.905111693052892
CUL4A,-1.34162674814837,0.179717048902109,0.47940659978691
TSPYL2,-0.473515762364733,0.635845258173984,0.843477312282764
BUD13,-1.6679631970464,0.0953230328523709,0.345890571367681
NINJ1,-2.30308907901782,0.0212738316434053,0.156824460387874
PADI4,-0.456221934327669,0.64823039403576,0.849472581069499
BPIFA3,-2.1262605055695,0.0334815745954221,0.199496014432411
PADI3,-2.41487269215158,0.0157407102940248,0.134187593833461
CARD19,1.71941561988512,0.0855387200661871,0.329256530219108
PADI1,-2.45157219533838,0.0142233650830115,0.127411673464416
SUSD3,0.453515194632979,0.650177804544248,0.849584858890212
NXPE4,-0.053672340921977,0.957196219774401,0.984626592691495
FGD3,1.12934836940354,0.258750903880746,0.569589064747296
BPIFB4,-1.14006987207119,0.254257192491475,0.565216865171363
PADI2,-1.25405516692,0.209821954422943,0.513818536340991
RBM7,0.551921832473262,0.581001909521333,0.812779132945616
BPIFB3,-2.14503468915716,0.0319500735560055,0.195398426377319
SDHB,-1.78940681839885,0.0735493220397501,0.301984867754573
LYZL1,-1.21583349486673,0.224048356519242,0.530027984301625
ZBTB12,0.469016233975228,0.639058032241954,0.845260161216748
BAMBI,-1.04581292994011,0.295647410274855,0.604701217986584
MFAP2,-2.17768806350421,0.0294292681796736,0.18796918881286
CROCC,-0.548745546710603,0.583180084334256,0.814163650934436
ASPN,1.60668068587319,0.108124432594142,0.368855781262241
SDHD,-1.64014173550383,0.100975700416681,0.356030047759424
OMD,-0.864942390770047,0.387070409230537,0.68422131527569
F10,0.563021014639949,0.573420574241314,0.809333306989328
OGN,1.00769167451321,0.31360250304988,0.619516283016424
MAPRE1,1.1760138467492,0.239589342876196,0.548088729873612
CENPP,0.244757052601578,0.806644549627155,0.927138152872343
FBXO42,-2.48522771722409,0.012946858702535,0.120997482197098
CPLANE2,-2.14885121632588,0.0316461959566227,0.194409874593353
MCF2L,-2.57981724740714,0.00988526133987054,0.102249191901522
LAYN,0.549869581394261,0.582408829303578,0.813735413131996
ATP11A,-2.08546912217997,0.0370267381715887,0.210990975584106
NEU1,-0.568477568216018,0.569710733121861,0.806885529422452
IARS1,1.166887300579,0.24325588509996,0.553293638716224
HSPA1L,0.0888819844094641,0.92917570123677,0.973128136285782
LSM2,NA,NA,NA
FAM131C,-1.7655393784566,0.0774731581574425,0.310797548732485
VARS1,-0.0694149641976449,0.944659317943263,0.978964473120895
CLCNKB,-4.21536041539845,2.49379598818018e-05,0.00222995532386857
VWA7,0.266601290486022,0.789776161924792,0.920896804522343
MSH5,1.51952870403224,0.128629468544011,0.404884092613433
ROR2,1.96353022868433,0.0495845955756519,0.246244916839612
KIF3B,0.782622204142193,0.433848998555453,0.718933898989883
AUH,0.00525094640428488,0.995810370187478,0.99798967532815
MPP7,0.639948015959801,0.522206396047516,0.778234187675919
ZBTB17,1.44170832424667,0.149384674318261,0.435762134939494
POFUT1,-0.46099398192188,0.6448029227793,0.847641476937728
SYK,-1.39865941003372,0.161915141581528,0.45431602359215
DIRAS2,NA,NA,NA
FBLIM1,-0.728240754842742,0.466466221930991,0.740388356876497
ING1,-2.52554609037858,0.0115518627473728,0.112699644827823
TMEM82,-2.43892630752119,0.0147309719386057,0.129955894883952
MKX,-1.98486432202666,0.0471595687850536,0.239233099523239
DDAH2,0.0406802753951695,0.967550786531455,0.988930384254603
PLEKHM2,-0.345858453804157,0.729449093001225,0.890852127423931
SECISBP2,-0.80979340693728,0.418058922518768,0.708023828175263
LY6G6C,0.492313545194534,0.622497706075421,0.836506924347374
COL4A1,1.52221209500815,0.127955945494694,0.403352158597375
LY6G6D,NA,NA,NA
AGMAT,-3.52299581901123,0.000426698091547363,0.0144904754145253
LY6G6F,-3.97560024302253,7.02019649934943e-05,0.00447633795350923
SHC3,1.74427105456981,0.0811118364452847,0.31992308675788
DNAJC16,-1.00034904015025,0.317141622345889,0.623068668342574
HCK,0.505145108199435,0.613456920973754,0.831940512352471
NXNL2,2.410014875211,0.015951870118489,0.135148171639975
SPIN1,NA,NA,NA
LY6G5B,-2.38714223848205,0.0169799203198499,0.139760651347262
CSNK2B,2.69736713735528,0.00698901682674467,0.0842769912500905
TNFSF13B,-0.397787896583317,0.690786539771042,0.873841527963911
ACBD5,-2.76100335655061,0.00576240841720803,0.0755260329582374
ABHD13,-0.760895698601947,0.446719367944778,0.727150845615507
GPANK1,-1.82670500424013,0.067744135447944,0.290096167438178
CELA2B,-2.60798178471136,0.00910778008358237,0.0976147323568062
C6orf47,0.0419067187334206,0.966573060330173,0.98855252353205
FAM155A,-1.95063149485517,0.051100897871466,0.250319860172964
APOM,-0.571717649141759,0.567513275607068,0.806191071721565
MASTL,0.151361157678667,0.879690828073683,0.956613571972262
CTRC,-5.65102966789985,1.59489558631504e-08,1.72157586431378e-05
TUT7,0.901335274617065,0.367410083950185,0.667103350793608
BAG6,-1.14757492509051,0.251144086120446,0.562847312312203
FOXS1,-0.441967179316578,0.65851295617119,0.855008831829112
EFHD2,1.49779975687566,0.13418528401652,0.413430784258054
ISCA1,NA,NA,NA
MYLK2,-1.04360106844781,0.296669998382539,0.6053464671635
POGLUT2,0.496062220453755,0.619850512934834,0.835486074792877
TEX30,0.213506900816596,0.830931607136485,0.936934623998558
PRRC2A,1.10608174865281,0.268691137673262,0.580203633215721
AIF1,0.306870271937264,0.758942117588113,0.904781078402654
TPP2,0.497867628472929,0.618577345176651,0.835093523420251
COX4I2,-0.593518777606997,0.552834020093433,0.79771103901957
LRRC38,1.1518341858537,0.249389217096975,0.560828846543079
CLCN5,-0.111015083752142,0.911604385564142,0.966748454361075
ID1,0.0361960689904547,0.971126020428479,0.989567703577914
FGF14,NA,NA,NA
ABI1,-0.793385546972993,0.427553228789142,0.714475669190045
NFKBIL1,-0.989846615935978,0.32224909588431,0.627853892144838
ITGBL1,0.497316283231455,0.618966030837068,0.835093523420251
PDSS1,0.16272652278213,0.870733763165418,0.95331613852296
AADACL4,0.0883848972103294,0.929570764596101,0.973128136285782
CCDC22,-1.37478801856985,0.169197173724324,0.465654286891637
APBB1IP,-1.36793305763226,0.171333031049315,0.468800428248643
SLC28A3,-0.958699991402939,0.337709902805945,0.642673725123215
GGACT,0.721559682247555,0.470565234648847,0.743925287793009
TCF19,-1.27047647268674,0.203914958267745,0.507002772185284
TNFRSF1B,-1.33267665317122,0.182637938089791,0.483503167466903
CACNA1F,3.47787391725989,0.000505407594044018,0.0161591639692365
HNRNPK,NA,NA,NA
PCCA,-1.62670523689516,0.103799715988021,0.360662404024
DEFB119,0.0476758146984152,0.961974609253559,0.98678796463751
SHISA7,0.0217672882890994,0.982633588165017,0.993828459408981
PLP2,-1.1201523990776,0.262648824545,0.574977108953979
ZIC2,2.07135672351131,0.0383254719925207,0.214668099611183
C9orf64,-1.48207287342407,0.138320905755208,0.41982436789972
GPR158,-0.469668374189512,0.638591966302203,0.84487872402755
STXBP4,-1.31615452007051,0.188122184993261,0.489077038602887
CLYBL,-0.653509594312775,0.513427806164966,0.773340078417718
THNSL1,-0.0348734062665469,0.972180686435306,0.989752990978389
ENKUR,-0.309821176686501,0.756696946797805,0.904183146992047
GKAP1,-1.2484349284181,0.211871824487876,0.515339934276642
FLOT1,0.291195365927761,0.770901906539112,0.911927171163919
UBQLN1,-0.566210701531834,0.571250555977674,0.808157498776878
GPR183,0.255172519968624,0.798589854551396,0.924704862990184
IDNK,-0.747953197974646,0.454488387976984,0.7318790785849
GRIPAP1,-0.804091973804028,0.421343859579714,0.710026808526371
DHX16,0.775426802131372,0.43808750275328,0.722345388816299
RASEF,-2.38281346112225,0.0171808978380029,0.14063845784203
KIAA1217,-0.00412266280670383,0.996710600315101,0.998604439031758
NPPA,-1.51078924505292,0.130842155729249,0.40774401631128
ATAT1,0.640005641946169,0.522168931424755,0.778234187675919
OTUD1,-2.26101725387793,0.023758188658759,0.166312671411373
TLE1,-0.0251048222626712,0.979971353786402,0.993264425606982
SLC15A1,-0.735527907205198,0.46201805035379,0.73712170364722
PTF1A,-1.7407214093437,0.0817324236277729,0.321232870185411
PIM2,0.843937127734422,0.398704539709377,0.693824537705123
MSRB2,0.124475182852829,0.900939048760556,0.963961406462016
PPP1R10,-1.57615656972525,0.114989724655033,0.381180739771866
TTYH1,0.103867976444613,0.917274120708082,0.96895334210405
TLE4,-0.927094287535699,0.353877581831419,0.655930089125034
STK24,-0.671134872779774,0.502134613115191,0.765892886259876
PRR3,1.66930944726127,0.0950560689152343,0.345296560692977
PIP4K2A,1.69385746188235,0.0902923718582115,0.337811063711658
KIAA2013,-0.261175712408715,0.793957006959055,0.922475560666096
MTHFR,-0.618257339538405,0.53640571813232,0.787650154977839
PSAT1,-2.96853720277457,0.00299220878617452,0.0513608029410044
LRCOL1,-0.0254072388014872,0.979730137244383,0.993203316162683
HDAC6,-1.69376751581359,0.0903094691235507,0.337811063711658
GNL1,1.09835264575632,0.272050531699547,0.583898258066121
SPAG6,0.324796078938042,0.745335412354707,0.898493040164672
PUS1,1.4025160902461,0.160761189105567,0.452569932994727
EDAR,-0.663553255384253,0.506976283696592,0.768524987383178
TRIM39,-1.2515053445818,0.210750164962384,0.514571866303832
BMI1,NA,NA,NA
GATA1,-0.814757630932863,0.415211057694519,0.70573270766838
MAD2L2,0.970112125325576,0.331990605703024,0.636276732198364
MBNL2,0.834843486278757,0.403805837692511,0.697009002765188
NUDT8,-2.51552965540782,0.0118853677817355,0.114767845314752
TRIM15,3.19748290875131,0.00138632626416146,0.0316946482662754
WAS,-0.24446018542796,0.806874434071677,0.927144442118388
HS6ST3,-0.148719610071048,0.881774886720937,0.957376124024285
FOXB2,-0.871700541922047,0.383371764553134,0.681703668219554
VSX1,1.00836180724954,0.313280801098787,0.619348438802312
PRUNE2,0.933507611635384,0.350557942289934,0.653867146863179
WDR13,NA,NA,NA
RFK,0.162678131768285,0.870771865926762,0.95331613852296
SP2,1.38620795630967,0.165683412720301,0.459920597543935
UGGT2,-1.30733035521908,0.191100539109842,0.492649496251781
FBXO6,0.667125803055385,0.504691779586711,0.767079865149105
RBM3,NA,NA,NA
FBXO44,-0.540640402146318,0.588755464440454,0.817946529993567
TBC1D25,-0.747648640424794,0.454672117667731,0.732048267866477
PPP1R11,1.4322412982722,0.152074776371126,0.439386308270891
ZNRD1,-0.229624284064037,0.818383735086143,0.931860850622234
UBIAD1,1.64396244648145,0.100183959709372,0.354562060685722
ANGPTL7,1.30184284958784,0.192970112424951,0.495008142135092
DZIP1,1.3953587324555,0.162907689170382,0.455815774623739
CARNMT1,-0.866126571479459,0.386420755113463,0.683808379100075
COMMD3,0.683025006814024,0.494591041052062,0.760429322655281
C9orf40,-2.01138995656417,0.0442842833591002,0.231126985671637
SYNDIG1,-0.707349065934366,0.479349581008683,0.750315770613143
NMS,-1.71444747822471,0.0864465751951806,0.330651618336247
RILPL1,-0.237287420697566,0.812433820295767,0.929198508462093
MOG,3.79260511400416,0.000149075115109549,0.00715181949058889
YIF1A,0.664418566202774,0.506422453156744,0.768379127721357
EXOSC10,1.41067409189153,0.158340733647508,0.449698396331732
ZNF182,-1.94560463791186,0.0517022494758222,0.252202838630931
SOX21,NA,NA,NA
SRM,0.0387813985266968,0.969064675502052,0.989372417306317
GPR180,-0.728296814239927,0.466431912072629,0.740388356876497
ZFAND5,NA,NA,NA
DNAJC1,-0.0981906457166009,0.921780910206926,0.970728440072966
ELK1,1.29438124133412,0.195533766900229,0.498036635161506
DRAP1,-0.403238919272755,0.686772471118784,0.871732197358579
CST11,-1.46831309236998,0.142019196226932,0.424657178635027
CASZ1,0.0529817167860163,0.957746475141971,0.98499147491122
GABBR1,2.57900643789622,0.00990849400388214,0.102419399033288
DFFA,-0.836871979523038,0.402664532179396,0.696267796665073
CEMIP2,-0.779501419405831,0.435684401784047,0.720593485800649
GPC6,0.309348166291822,0.757056695115282,0.904398480362224
ZNF41,-0.18432248133492,0.853760478517931,0.946035221540034
GPC5,-0.354890363249523,0.722671728204203,0.890249115171338
KDM2B,1.8574421357821,0.0632482764403623,0.279557751847545
ZNF157,-1.81443136070525,0.0696113412357815,0.294009667064038
CNNM4,-4.01464220012613,5.95360411858843e-05,0.00403456795695553
LMAN2L,1.66936640966119,0.0950447863855066,0.345296560692977
SLC25A39,-1.24975884335089,0.211387654694778,0.514825179330779
THBD,-1.21454890756685,0.224538185656444,0.530522367360879
SPRY2,0.573167345469652,0.566531392008207,0.805705100322607
NEBL,-0.332545177076471,0.739477632355318,0.896437187562455
KLF9,1.82993535340978,0.0672596061789329,0.289250759412645
NKX2-2,1.92964323068726,0.0536510584237369,0.256736793825051
OR2W1,-0.443430397800036,0.657454452883937,0.854515497719279
ZNF311,2.66619808996888,0.00767144759696546,0.0889610524044065
MAMDC2,-0.544456969071231,0.586127052106144,0.816289006674781
SPDYC,-0.916838397079456,0.359227328676176,0.660499256716678
XRN2,-0.739734821261343,0.459460914891259,0.734952334690667
C9orf135,-1.70777944994934,0.087677273555464,0.332742078847356
TRIM27,3.62482663196281,0.000289155359484208,0.0109242894813134
NMNAT1,1.13366302957466,0.256935923139126,0.567414243822662
POU4F1,2.33135173354205,0.0197348203947952,0.15054649460179
EDNRB,-0.0571760147366639,0.954404984364654,0.983428891566798
LZIC,1.0396830531064,0.298487176559149,0.606961512883882
SNX15,-0.228847190515213,0.818987687163383,0.931860850622234
PLXDC2,0.239910478627044,0.810399657292988,0.928277087926297
ARL5B,NA,NA,NA
CLSTN1,3.0092155591039,0.00261923208410735,0.0474033955150064
NSUN6,-0.822968027098485,0.410526175678965,0.702113124361762
ARHGAP39,0.303529990744825,0.76148599551211,0.906037033633495
TMEM252,-0.849920381963715,0.395369352964705,0.691351135996855
FOXH1,-0.801685942611246,0.422734649403169,0.710845223298174
ZNF165,0.766445172806552,0.443411463036748,0.725355491384643
CRNKL1,-2.22075305180207,0.026367692018933,0.176235542587402
INSYN2B,0.284646059485765,0.775915319922758,0.914517455038817
SLC39A12,1.23262703712766,0.217714944851297,0.521908034040737
SF1,-1.98108567163443,0.0475816668458199,0.24010106712925
CBWD6,-1.83516645297992,0.0664810301030588,0.287292343985538
