,Background...Herbivore.Rho,Background...Herbivore.P,Background...Herbivore.p.adj
KIF17,-0.461471390520985,0.644460442673565,0.84748746206963
KLF2,-0.939847282950749,0.347295901378476,0.650426070772156
F2RL3,-1.92736107932251,0.0539346465184386,0.2575230262833
JPT2,0.674787870334625,0.499810547859117,0.764719752885186
GFER,-0.764335034689996,0.444667612384578,0.726247334030972
SYNGR3,1.36678313327574,0.171693291072349,0.46944617598794
WDR24,1.32615811558563,0.184787329568824,0.485146998687296
MON1B,-1.07126264566476,0.284051350710427,0.594376074762667
METTL25,-0.861413280391632,0.389010464280384,0.686286030376507
EIF3K,NA,NA,NA
EMC6,NA,NA,NA
CACTIN,-2.73199766554678,0.00629515870223715,0.0793370241887891
TUBA4A,3.37696417409195,0.000732905953789778,0.0207409639956388
VIL1,-1.79102166951984,0.0732898177032233,0.301562993565461
AAMP,2.3653899036578,0.0180110975921362,0.14408878073709
FGL2,-1.20648967551623,0.227628737614147,0.533321780282943
STYXL1,-0.935611030663686,0.349473493108553,0.652730617705656
PEX1,0.191154350577832,0.848404667022909,0.943282175400986
LRFN1,-0.424878375735858,0.670925339142516,0.862969080357622
RASL11B,1.37017963185487,0.170630834772982,0.467810808252776
TUBGCP6,-1.70709570119726,0.0878042660105649,0.333056743963769
DGCR6L,-2.15139770206795,0.031444822419198,0.193956798530171
CYTH4,-3.52863442151442,0.000417709742481505,0.0142184765577611
SGSM3,-2.51916579435648,0.0117633252661059,0.113953443218841
SEZ6L,-2.47950977497684,0.0131563123907989,0.122064488236368
VPREB3,-2.39952936187274,0.0164161631974403,0.137182246117013
SDF2L1,-0.57657209701976,0.564228553038309,0.804634065940419
YWHAH,NA,NA,NA
MCHR1,-0.017753797527843,0.985835263175353,0.995053599860134
GALR3,0.45429849099692,0.649614002029813,0.849555653638282
CCDC117,0.465162523025166,0.641815074575916,0.846861905788111
RAC2,NA,NA,NA
LIF,0.106600358177807,0.915106034420504,0.967880906506346
PMPCB,0.512221183524806,0.608496219033657,0.828805305275946
TAS2R16,-0.801171640946924,0.42303228638976,0.711142925285886
LSM8,NA,NA,NA
VGF,-1.27579665118004,0.202027411685673,0.504126970904131
STRIP2,-1.62309019118085,0.104570126134061,0.361537485904934
DNAJB9,0.532154971873986,0.594618666484761,0.821002950015323
LRRC4,3.26634271389195,0.0010894631075481,0.0267272183137451
SMO,-1.67517433821421,0.0939000309205087,0.343626811938018
OPN1SW,-0.551597639372453,0.581224054132094,0.812779132945616
SIRT2,-0.783523521532072,0.43331974663449,0.718760421192932
MTX2,3.14701602168527,0.00164945923325819,0.0354766300025355
HOXD9,0.820266817579403,0.412064018389393,0.703310531499945
HOXD10,2.97981276562952,0.00288424618580477,0.0502151248385733
HOXD11,-0.561809043507532,0.57424612984713,0.809881135945697
PIAS1,-0.756126996296757,0.449573057470122,0.728748153682506
SNAP23,-2.06822708558883,0.0386186744409392,0.215486896709746
TMOD2,-0.278704283711314,0.780471774802528,0.916321899285278
DLL4,0.0481588655845112,0.961589632633913,0.986734495549693
ALDH1A2,0.982076833287435,0.326061997609225,0.630586330597861
KNSTRN,0.341043516695207,0.73307082183188,0.892752539247592
CLN6,0.782774279532724,0.433759673969705,0.718933898989883
ISLR,2.51519413382265,0.0118966855310992,0.114803775061284
ACKR4,0.0882605971521213,0.929669555611137,0.973128136285782
MBD4,-2.60117799403923,0.00929042369780692,0.0986626021934351
COPB1,1.91244378672015,0.0558192962647205,0.26274827116033
MYOD1,-0.899473248459208,0.368400638768718,0.668339790284857
TPH1,-1.17748917748918,0.239000314655298,0.547524179539621
SOX15,-2.42496455073801,0.0153098816282111,0.132510269854253
TXNDC17,-0.32154807493548,0.747795086334589,0.900224474198041
ATP1B2,3.0872435851244,0.0020202197855498,0.0396487810379592
FXR2,1.81776138071101,0.0691006116386258,0.293328089892049
MPDU1,-0.455155404736184,0.648997440832275,0.849472581069499
CCN4,-2.11741124402931,0.0342249607457253,0.20207459216431
QTRT1,-1.3810190978612,0.167273088682088,0.462803170297275
CLEC11A,-0.592517668443222,0.553503992911794,0.798152102437372
KLK12,-0.350826401423298,0.725718589090385,0.890852127423931
DHRS2,NA,NA,NA
BCL2L2,NA,NA,NA
PARP2,-0.987182217889391,0.323553317530042,0.628246389715118
FOXA1,-0.515098121896648,0.606484455057204,0.827951207014232
EAPP,0.926602228780685,0.354133097294641,0.656162256782322
EGLN3,0.325447738302929,0.744842230251909,0.898239291794855
DAD1,NA,NA,NA
CDO1,-0.311849103435117,0.755155204382295,0.903270523300206
RAP1B,NA,NA,NA
AANAT,1.2831853296576,0.199427154409613,0.501521395794488
ARHGEF6,0.563499724886368,0.573094647375042,0.80910501288954
ART1,-0.596365230678122,0.550931262654244,0.796329446249334
CHRNA10,-0.489215173567953,0.624689368178641,0.837154763181782
DAZL,-1.62723983631219,0.103686170155887,0.360477143165087
MKNK2,1.0989111975523,0.2718068019675,0.583898258066121
KLF16,NA,NA,NA
INS,-0.927295311473229,0.353773227979932,0.655930089125034
ABHD17A,-0.672826528916306,0.501057658171448,0.765542748992713
SALL1,0.987348071096979,0.323472032203082,0.628246389715118
ZC3H14,-0.367519171825755,0.713231793850143,0.886086720541216
LMAN1,-1.40771796126322,0.159214601143413,0.450655750604843
ANGEL1,-1.04699911508369,0.295099986325972,0.604439006960976
CDADC1,-2.00449199965923,0.0450173830659651,0.233379997561875
VPS35L,-0.605915033812977,0.544571175813749,0.792599403726993
CORO7,0.01332499548182,0.989368506446586,0.996710034569025
SEC14L5,-2.38362734962014,0.0171429519022858,0.140566624605178
CLSPN,-2.21397214700016,0.026830695015532,0.178619146728951
PBX4,-1.85565180730339,0.0635032041555229,0.280029302946677
DHX40,0.219077845846077,0.826589408044273,0.934776557237525
HCN2,NA,NA,NA
IGSF21,-1.08607430433535,0.277446119641669,0.589531886571837
SLX1A,-2.4645362904421,0.013719067001429,0.125090224184781
TUBG2,NA,NA,NA
TUBG1,NA,NA,NA
MAST1,-2.09377312815863,0.0362801950189417,0.208942952410917
NCAPG,-0.740744731578155,0.458848231706106,0.734756356087684
RABGAP1L,-1.5353470175273,0.124698610684737,0.397790136087162
ADAMTS2,1.37713160191259,0.168471563831885,0.464324319386258
CIAO3,-0.192941071102062,0.847005119218291,0.942846142607265
TRNT1,0.0131549494753701,0.989504171638232,0.996710034569025
DHX58,-0.615127992286879,0.538470197163354,0.789017730881719
KRT12,0.963316131201647,0.335388900439317,0.64002793964255
KRT31,-1.06554661245651,0.286628643866922,0.596645543111181
KRT33B,-1.13891455805875,0.254738792960609,0.565703547277108
ARFGEF3,0.919173563153992,0.358004796655938,0.659374587088913
SNX4,-0.370830095047141,0.710764084412483,0.884337238254252
ROPN1B,-0.973493696578701,0.330307991526844,0.635307925156379
SPAG1,1.08242652622418,0.279063046762169,0.591010298635452
RRM2B,0.270260717206831,0.786959684316425,0.919168662006887
TDRD1,0.713836090654298,0.475328539873019,0.747545519259138
SCML2,-0.229715053525968,0.818313196669711,0.931860850622234
TSG101,1.92480712409815,0.0542534924156608,0.258070130696821
KIAA0930,-0.0359801873772985,0.971298156906511,0.989567703577914
DHX35,-1.51190868262003,0.130557094916637,0.407556045936835
TRPC4AP,3.45243212427075,0.000555557229927693,0.0172213677830978
C20orf194,-1.24184029056456,0.214295493914484,0.518066470010508
FKBP6,0.583120738021549,0.559812024120767,0.80165633549825
CUL9,-0.984057367453252,0.325087307047561,0.629512991299686
PCDHGA12,0.175696110705097,0.860532690982815,0.949638892207278
PCDHGC5,1.10470617632741,0.269286926280823,0.580805934239533
TMCO6,-0.111775918256746,0.911001082292725,0.966515610475124
NDUFA2,1.37686788597709,0.168553097580215,0.464389135940239
ESS2,-2.35702901846176,0.0184218072348301,0.145971750481397
KRT5,0.124590184503208,0.900847999477538,0.963961406462016
KRT75,-2.47535049373493,0.013310547770522,0.122651827992761
DPF2,NA,NA,NA
GAMT,0.71224390861784,0.476313751314234,0.74808287360847
GALNT8,-2.09239023878531,0.0364036212660178,0.209228154498706
PSMG3,0.570439083982424,0.568379927258539,0.806436715869969
FAM155B,-1.51302994241576,0.130272053311109,0.407305612709849
CNN1,2.43465502051707,0.0149059933815965,0.130888653098597
CDC16,-1.76107509027002,0.0782256944745715,0.312571838947574
NECTIN2,-0.94342095318646,0.345465629861448,0.649499452409331
APOE,-1.05369029402812,0.292024734095037,0.60158492776847
TOMM40,0.205135872755724,0.83746596994493,0.939344298805595
APOC2,-1.06820327667447,0.285428827045,0.595293899842825
ALLC,0.574776249943992,0.565442631109516,0.805065860309686
GADD45G,2.16302786259204,0.0305390366755967,0.191633109466374
XPO7,0.673593470026825,0.500569805819937,0.765184190324791
FAM98C,-1.26818507055782,0.204731867238482,0.507920762916308
SAFB2,-3.10230102315351,0.00192022588003211,0.0385712188305616
NCAN,-3.39868037520077,0.000677117970990063,0.0197922761655741
PLVAP,-1.01202682064186,0.311525229726294,0.617370363973097
SLC27A1,-1.47918963228886,0.139089639705614,0.420703421222041
USHBP1,-2.67058408789409,0.00757194034682852,0.0884290282235491
COLGALT1,-2.42452323567113,0.0153285023730074,0.132595493910068
PGLS,-3.4543270317923,0.000551667964351036,0.0172213677830978
LSM7,NA,NA,NA
RSPH3,1.51214119523678,0.130497946877959,0.407556045936835
MLLT1,-1.60181259808558,0.109197056361109,0.371245425360874
BMP15,-0.56236264788213,0.573868962607315,0.809588103334741
ACTN4,0.671964110515941,0.501606544535838,0.765805992798154
EPO,-1.38682908080091,0.16549388725598,0.459647789783564
CACNG6,-1.65451482749701,0.0980229531566621,0.35028819630914
ZSWIM6,-2.65562971090004,0.00791604834132803,0.0901524742342854
PXDN,-0.824215080083206,0.409817359987252,0.701722507987599
GDF15,-1.57537811377834,0.11516919315945,0.381591064903662
JUND,-1.7719440783782,0.0764038405254694,0.308308367962856
TRPM4,-1.51439368630558,0.12992601964346,0.406593913616063
OR11H1,NA,NA,NA
NUMBL,0.875698379870139,0.381194026347643,0.681002970347036
ATXN10,1.45702013352136,0.145110822678738,0.429562145410596
MNX1,-1.47292749940457,0.140770586111871,0.422910910156541
CEP85,1.00762434017168,0.313634839390663,0.619516283016424
GATA5,1.78656682381447,0.0740075278147823,0.303089907950404
RBBP8NL,-1.84222035004589,0.0654429249218085,0.284760576279404
LAMA5,2.90588572086986,0.0036621517208601,0.0581328117706279
PRDM12,NA,NA,NA
UBE2M,4.79388419158646,1.63582728998244e-06,0.000353151742945923
TRIM28,-0.788132977640832,0.430618927367694,0.716849296791279
YIPF2,1.32381854635445,0.185563315106694,0.486563638965944
TMEM160,-0.348326842856132,0.727594736932581,0.890852127423931
ZC3H4,-2.2540452315494,0.0241933226012639,0.16786478014247
MAP3K10,0.346706618702404,0.728811737302872,0.890852127423931
SESN2,-2.09890962236509,0.0358248684647445,0.20718921249109
HIP1R,1.05117324329783,0.293179029631704,0.60221849881668
PPAN,-1.11761934406661,0.263729603468245,0.576181520686297
EIF3G,2.46933386824418,0.0135364856879924,0.12397780104057
ANGPTL6,-2.45522824947707,0.0140795159795174,0.126800110970976
SHFL,1.21333306827648,0.225002504837862,0.53095531747498
SLC6A8,-0.75080401638964,0.452770611915563,0.730806244769081
SLC7A10,-1.90963316942801,0.0561804612594617,0.263697259936405
LRP3,0.925660212250057,0.354622591168184,0.656425354940421
C12orf65,-0.0479050745298385,0.961791895146041,0.986734495549693
GRWD1,0.494371219765356,0.621044035692358,0.835880368253862
NOL11,-0.144583053995626,0.885040077586039,0.958357928784565
SLC35D2,-1.7749753814207,0.075901952210416,0.307462108817661
PPIL4,1.30505990887122,0.191872448874242,0.49380727218679
BPIFB1,-7.00597232874691,2.45276392169042e-12,1.85330841922928e-08
RBM39,NA,NA,NA
ACSS2,-2.72546264217524,0.00642114424918772,0.0802129553852891
C1QL1,NA,NA,NA
ATP6V1E1,1.62404303054901,0.104366625163368,0.361243343900323
CCL25,-1.40448078650946,0.160175729137156,0.451599928865801
COX4I1,0.290717401068068,0.771267462013578,0.911976782240547
EMC8,2.60652580791602,0.00914659308472994,0.0977546146863523
GSE1,0.868147706904986,0.385313477235247,0.683152587213373
GINS2,-0.992538352956451,0.320934980024975,0.626935033368333
F12,-0.230794337680931,0.817474580371269,0.931559677411948
ABCB7,-0.164852790772909,0.869059851396124,0.953133933833966
HAUS8,-3.02954077320477,0.00244925841013341,0.0453037859166905
ADGRE3,-1.82533755202248,0.0679501066920725,0.290121275803526
MRPS25,-2.31927641274149,0.0203800535281954,0.153080605631469
CAPN7,-1.94697515990582,0.0515377127760897,0.251562634196469
C3orf20,-2.32532918706597,0.020054364762749,0.151954703601879
RBSN,-4.37184519472713,1.23200870304006e-05,0.00133943277124759
PDLIM4,-1.34153827531281,0.179745751349433,0.47940659978691
GFPT2,1.01473074564449,0.310234193982248,0.616551701664879
PSMC3IP,-1.37910691147741,0.167861793209579,0.463264605365208
VPS25,NA,NA,NA
AOC2,-0.264656097874968,0.791274400597866,0.921514944357046
G6PC,-0.451123647326224,0.651900435234842,0.850368526307202
PCDHAC1,-0.248830988743649,0.803491519307035,0.926261640076887
PCDHGA3,-0.0107418025620885,0.99142944640161,0.997144752864687
NDFIP1,1.24966035092959,0.211423646857517,0.514829866469673
EXOC4,1.27253691020588,0.203182418411682,0.506180795752941
FLYWCH1,-1.25039176573218,0.211156471067626,0.514599936355833
TMEM204,0.738881121666512,0.459979186716961,0.735483298148286
BARX1,2.76016087128277,0.00577729050331812,0.0755568918112235
WDR44,-0.314881414854754,0.752851693147845,0.902547118185865
CKMT2,1.1776962016444,0.238917741729238,0.547495632038434
TNS4,-1.50650584715376,0.131937367245297,0.409913901510858
PPP1R1B,1.73602289836892,0.0825597858198853,0.323096525076531
FMO5,-2.85832275760487,0.00425886958526448,0.0631599972252373
PRKAB2,0.711240272667826,0.476935356324788,0.748281468519539
CHSY1,1.22678964775056,0.219901662749876,0.52440491202085
SNRPA1,NA,NA,NA
NR0B2,-0.170118591068972,0.864916873063694,0.951906182050728
THAP1,-0.626582320005455,0.530933060547999,0.785003328845895
RHPN2,-3.24974002308407,0.0011551055419103,0.0278849120596621
ACTR10,-0.763934305141855,0.444906392833006,0.726280454736857
DNAJB1,-0.0481388400778678,0.961605592166172,0.986734495549693
ZSWIM4,-1.06581261212685,0.286508358473316,0.596635928002486
RFX1,-3.01099670480331,0.00260391678397073,0.0472393642729479
DCAF15,-1.23201475213968,0.217943573508372,0.522017914346869
TRIM21,-0.377686969450535,0.705663148935205,0.881402459889888
WDR7,0.505918270597376,0.612914025611282,0.83155239731306
SMARCC1,-1.29820645017883,0.194216402254318,0.496950827849585
SLC6A11,-2.13234861320776,0.0329781984314331,0.198270818910758
NUP210,-1.00007975735853,0.317271911510489,0.623243614551737
HSD17B7,2.73147395434994,0.0063051724490958,0.0793370241887891
EMILIN2,-3.99236576015426,6.54173668274939e-05,0.00424268392577347
DNHD1,0.456266194986198,0.648198569882525,0.849472581069499
RRP8,-0.166201918897833,0.867998049389057,0.952799195348836
