"","HI-stat","HI-pval","HI-p.adj","HI-num.genes","HI-gene.vals","HI-significant","HV-stat","HV-pval","HV-p.adj","HV-num.genes","HV-gene.vals","HV-significant","CH-stat","CH-pval","CH-p.adj","CH-num.genes","CH-gene.vals","CH-significant","IV-stat","IV-pval","IV-p.adj","IV-num.genes","IV-gene.vals","IV-significant","CH-stat-Liam","CH-pval-Liam","CH-p.adj-Liam","CH-num.genes-Liam","CH-gene.vals-Liam","CH-significant-Liam","HI-stat-Liam","HI-pval-Liam","HI-p.adj-Liam","HI-num.genes-Liam","HI-gene.vals-Liam","HI-significant-Liam","HV-stat-Liam","HV-pval-Liam","HV-p.adj-Liam","HV-num.genes-Liam","HV-gene.vals-Liam","HV-significant-Liam","IV-stat-Liam","IV-pval-Liam","IV-p.adj-Liam","IV-num.genes-Liam","IV-gene.vals-Liam","IV-significant-Liam"
"REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX",-0.130729456838847,0.00381712799014417,0.0380449861139192,41,"NCBP1:261, POLR2J:371, GTF2F2:626, GTF2H4:722, MLLT3:727, CDK9:735, NELFB:1074, NELFA:1117, CTDP1:1593, MNAT1:1599, SUPT6H:1611, IWS1:1753, SSRP1:1992, RTF1:2217, PAF1:7062, CCNT2:7062, CCNK:7062, SUPT16H:7062, POLR2F:7062, NELFCD:7062, ERCC2:7062, GTF2H1:7062, GTF2H3:7062, GTF2F1:7062, CCNT1:7062, MLLT1:7062, CDK7:7062, CCNH:7062, EAF1:7062, EAF2:7062, GTF2H2:7062, ELOC:7062, ERCC3:7062, LEO1:7062, TCEA1:7062, SUPT5H:7062, CTR9:7062, NELFE:7062, ELOA:12591, ELL:12773, AFF4:13949",TRUE,0.0490206573233862,0.278023447767406,0.649321601456778,41,"ELL:274, GTF2H2:822, GTF2H1:1085, IWS1:1471, RTF1:1690, SUPT16H:2017, CDK7:2158, PAF1:2444, CCNH:2471, POLR2F:2642, CCNK:3108, SSRP1:3218, LEO1:3380, SUPT5H:3672, NELFA:3984, AFF4:4127, ELOA:8774.5, MNAT1:8774.5, CTDP1:8774.5, CCNT2:8774.5, NELFCD:8774.5, ERCC2:8774.5, SUPT6H:8774.5, GTF2H3:8774.5, GTF2F1:8774.5, CCNT1:8774.5, MLLT1:8774.5, CDK9:8774.5, NCBP1:8774.5, EAF1:8774.5, EAF2:8774.5, ERCC3:8774.5, MLLT3:8774.5, TCEA1:8774.5, GTF2F2:8774.5, NELFB:8774.5, CTR9:8774.5, NELFE:8774.5, GTF2H4:8774.5, ELOC:15062, POLR2J:15073",FALSE,0.0367427222659323,0.416182099360175,0.631098675480568,41,"POLR2J:103, ELOC:430, POLR2I:475, GTF2H4:1203, MLLT3:1746, NCBP1:1755, MNAT1:2359, SUPT6H:2511, GTF2F2:2722, NELFA:2855, CTDP1:5939, CCNT2:5939, POLR2F:5939, NELFCD:5939, CCNT1:5939, RTF1:5939, EAF1:5939, GTF2H2:5939, SSRP1:5939, ERCC3:5939, IWS1:5939, TCEA1:5939, NELFB:5939, SUPT5H:5939, CTR9:5939, NELFE:5939, ERCC2:9204, SUPT16H:9275, GTF2H1:9334, GTF2H3:9750, GTF2F1:10282, PAF1:10698, EAF2:10869, CCNK:10917, CCNH:12148, LEO1:12746, CDK7:13021, ELOA:13162, AFF4:13582, MLLT1:13794, ELL:14956",FALSE,0.156885591475766,0.000517181863648401,0.0266422542902305,41,"IWS1:60, RTF1:214, NELFA:346, GTF2H2:517, SSRP1:559, GTF2H1:811, CTDP1:873, NCBP1:1039, POLR2F:1341, CCNK:1384, TCEA1:1536, SUPT16H:1588, PAF1:1639, CDK7:1643, SUPT5H:1810, ELL:2096, MNAT1:2147, EAF1:2298, GTF2F2:2667, SUPT6H:2978, CDK9:3408, POLR2J:8340.5, ELOA:8340.5, AFF4:8340.5, CCNT2:8340.5, NELFCD:8340.5, ERCC2:8340.5, GTF2H3:8340.5, GTF2F1:8340.5, CCNT1:8340.5, MLLT1:8340.5, CCNH:8340.5, EAF2:8340.5, ERCC3:8340.5, LEO1:8340.5, MLLT3:8340.5, NELFB:8340.5, CTR9:8340.5, NELFE:8340.5, GTF2H4:8340.5, ELOC:14695",TRUE,0.0548087972727248,0.225184399898542,0.448627042007814,41,"POLR2J:33, ELOC:203, MLLT3:1617, GTF2H4:1689, GTF2F2:1871, NCBP1:1880, NELFB:2102, SUPT6H:2130, CDK9:2142, MNAT1:5975.5, CTDP1:5975.5, CCNT2:5975.5, CCNK:5975.5, POLR2F:5975.5, NELFCD:5975.5, ERCC2:5975.5, GTF2H3:5975.5, CCNT1:5975.5, RTF1:5975.5, EAF1:5975.5, SSRP1:5975.5, ERCC3:5975.5, IWS1:5975.5, NELFA:5975.5, TCEA1:5975.5, SUPT5H:5975.5, CTR9:5975.5, NELFE:5975.5, SUPT16H:9065, GTF2F1:9468, EAF2:9790, GTF2H2:10655, PAF1:10671, GTF2H1:10995, CDK7:11031, ELOA:11687, CCNH:11958, LEO1:12126, MLLT1:12233, AFF4:14051, ELL:14730",FALSE,-0.124256587451663,0.00596581024236536,0.0543656792187813,41,"POLR2J:380, NCBP1:402, NELFB:731, MLLT3:776, GTF2F2:851, NELFA:856, CDK9:918, GTF2H4:1002, CTDP1:1104, IWS1:1521, MNAT1:1847, SUPT6H:2018, RTF1:2394, PAF1:6991.5, CCNT2:6991.5, CCNK:6991.5, SUPT16H:6991.5, POLR2F:6991.5, NELFCD:6991.5, ERCC2:6991.5, GTF2H1:6991.5, GTF2H3:6991.5, GTF2F1:6991.5, CCNT1:6991.5, MLLT1:6991.5, CDK7:6991.5, CCNH:6991.5, EAF1:6991.5, EAF2:6991.5, GTF2H2:6991.5, SSRP1:6991.5, ELOC:6991.5, ERCC3:6991.5, LEO1:6991.5, TCEA1:6991.5, SUPT5H:6991.5, CTR9:6991.5, NELFE:6991.5, ELOA:12419, ELL:13090, AFF4:13954",FALSE,0.0393027124059222,0.384451599242981,0.735960194656798,41,"ELL:235, GTF2H2:714, IWS1:1298, GTF2H1:1518, RTF1:1623, SUPT16H:2010, PAF1:2136, CDK7:2141, CCNH:2219, SUPT5H:3250, CCNK:3406, MLLT1:3479, SSRP1:3679, POLR2F:3952, LEO1:4205, ELOA:8822.5, MNAT1:8822.5, CTDP1:8822.5, AFF4:8822.5, CCNT2:8822.5, NELFCD:8822.5, ERCC2:8822.5, SUPT6H:8822.5, GTF2H3:8822.5, GTF2F1:8822.5, CCNT1:8822.5, CDK9:8822.5, NCBP1:8822.5, EAF1:8822.5, EAF2:8822.5, ERCC3:8822.5, MLLT3:8822.5, NELFA:8822.5, TCEA1:8822.5, GTF2F2:8822.5, NELFB:8822.5, CTR9:8822.5, NELFE:8822.5, GTF2H4:8822.5, ELOC:15054, POLR2J:15066",FALSE,0.137166987807623,0.00240259813029581,0.0787615350713336,41,"IWS1:30, RTF1:195, CTDP1:423, NELFA:456, GTF2H2:612, NCBP1:978, SSRP1:992, GTF2H1:1196, PAF1:1492, CDK7:1602, SUPT16H:1696, TCEA1:1745, CCNK:1764, ELL:1821, POLR2F:1868, SUPT5H:2023, MNAT1:2407, GTF2F2:2836, SUPT6H:3247, POLR2J:8284, ELOA:8284, AFF4:8284, CCNT2:8284, NELFCD:8284, ERCC2:8284, GTF2H3:8284, GTF2F1:8284, CCNT1:8284, MLLT1:8284, CCNH:8284, CDK9:8284, EAF1:8284, EAF2:8284, ERCC3:8284, LEO1:8284, MLLT3:8284, NELFB:8284, CTR9:8284, NELFE:8284, GTF2H4:8284, ELOC:14684",FALSE
"REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING",-0.140973312401884,0.122749822022324,0.320750621893115,10,"UBA52:502, RPS27A:636, CBL:2620, PTPN11:7062, MAPK3:7062, UBB:7062, SRC:7062, MKNK1:7062, SPRY2:7062, BRAF:7062",FALSE,-0.164977010205226,0.0708997646110233,0.37815493584629,10,"RPS27A:48, UBA52:88, CBL:1070, PTPN11:6330.5, MAPK3:6330.5, UBB:6330.5, SRC:6330.5, MKNK1:6330.5, SPRY2:6330.5, BRAF:13109",FALSE,0.241198789929754,0.00561787025554085,0.0423808371160676,11,"UBA52:122, RPS27A:169, PPP2CA:294, CBL:544, PTPN11:5939, MAPK3:5939, UBB:5939, SRC:5939, MKNK1:5939, SPRY2:5939, BRAF:5939",TRUE,-0.0513064932152069,0.574328522063403,0.873209820803476,10,"RPS27A:1657, CBL:6764.5, PTPN11:6764.5, MAPK3:6764.5, UBB:6764.5, UBA52:6764.5, SRC:6764.5, MKNK1:6764.5, SPRY2:6764.5, BRAF:14407",FALSE,0.236396234872255,0.00965359683580071,0.067202452104049,10,"RPS27A:63, UBA52:72, CBL:715, UBB:2880, PTPN11:5975.5, MAPK3:5975.5, SRC:5975.5, MKNK1:5975.5, SPRY2:5975.5, BRAF:5975.5",FALSE,-0.144914779098453,0.11262961829459,0.315950737606007,10,"UBA52:499, RPS27A:631, CBL:2520, PTPN11:6991.5, MAPK3:6991.5, UBB:6991.5, SRC:6991.5, MKNK1:6991.5, SPRY2:6991.5, BRAF:6991.5",FALSE,-0.166490972300101,0.0683498505731146,0.37392000026053,10,"RPS27A:59, UBA52:103, CBL:878, PTPN11:6282.5, MAPK3:6282.5, UBB:6282.5, SRC:6282.5, MKNK1:6282.5, SPRY2:6282.5, BRAF:13081",FALSE,-0.049186946282382,0.590242971686455,0.887328282297054,10,"RPS27A:1680, CBL:6821, PTPN11:6821, MAPK3:6821, UBB:6821, UBA52:6821, SRC:6821, MKNK1:6821, SPRY2:6821, BRAF:14350",FALSE
"REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE",0.137056432828388,0.00506056546050927,0.0471973196740766,35,"A2M:24, GP9:314, GP1BB:712, SERPINC1:938, C1QBP:1233, PROC:1365, F7:1945, KNG1:2308, SERPIND1:2664, THBD:2831, F3:2907, PRCP:3004, F2R:3174, FGB:3262, TFPI:8044, F11:8044, PROCR:8044, F9:8044, PF4V1:8044, VWF:8044, F13A1:8044, F10:8044, F12:8044, SERPINE2:8044, F13B:8044, PF4:8044, KLKB1:8044, FGG:8044, GP5:8044, F2:8044, PROS1:8044, F8:8044, SERPINA5:8044, F5:8044, CD177:8044",TRUE,0.0165076151918258,0.735647545693663,0.909668213237176,35,"FGG:44, SERPIND1:410, KNG1:1150, GP9:1199, SERPINC1:1708, A2M:2614, FGB:2676, PROC:2938, F11:3072, PRCP:3465, F12:3486, C1QBP:8774.5, TFPI:8774.5, F7:8774.5, PROCR:8774.5, F9:8774.5, PF4V1:8774.5, VWF:8774.5, F3:8774.5, F13A1:8774.5, SERPINE2:8774.5, F13B:8774.5, PF4:8774.5, KLKB1:8774.5, THBD:8774.5, F2:8774.5, F2R:8774.5, PROS1:8774.5, SERPINA5:8774.5, F5:8774.5, GP1BB:8774.5, CD177:8774.5, F8:13465, GP5:13499, F10:14356",FALSE,-0.0841162118053873,0.085365152095951,0.255670048553156,35,"A2M:119, GP9:241, PROC:566, SERPIND1:631, PRCP:638, F7:1124, KNG1:2075, SERPINC1:2093, FGG:2126, THBD:2808, GP1BB:2839, SERPINE2:4037, F11:4851, F3:4992, CD177:5033, PROCR:5661, SERPINA5:5913, C1QBP:9059, TFPI:9059, F9:9059, PF4V1:9059, VWF:9059, F10:9059, F12:9059, F13B:9059, PF4:9059, FGB:9059, GP5:9059, F2:9059, F2R:9059, F8:9059, F5:9059, PROS1:12175, F13A1:12250, KLKB1:12309",FALSE,-0.102299016772701,0.0364139334286282,0.271298851123209,35,"A2M:422, F2R:676, TFPI:1191, F3:1337, F5:1425, C1QBP:1476, F10:1490, GP1BB:1538, GP5:1890, F7:6764.5, F11:6764.5, F9:6764.5, PF4V1:6764.5, VWF:6764.5, KNG1:6764.5, PROC:6764.5, SERPINC1:6764.5, F13A1:6764.5, SERPINE2:6764.5, PRCP:6764.5, PF4:6764.5, KLKB1:6764.5, GP9:6764.5, FGB:6764.5, THBD:6764.5, F2:6764.5, PROS1:6764.5, F8:6764.5, SERPINA5:6764.5, CD177:6764.5, F13B:11909, PROCR:12583, SERPIND1:12758, F12:12796, FGG:14992",FALSE,-0.102261891384265,0.0364815749973209,0.149755682855857,35,"A2M:81, GP9:168, PROC:645, SERPIND1:817, SERPINC1:1334, KNG1:1336, PRCP:1468, FGG:1623, GP1BB:1814, F7:1917, THBD:2653, CD177:3334, F11:4438, F3:4708, C1QBP:5169, FGB:5469, VWF:6018, TFPI:9137.5, PROCR:9137.5, F9:9137.5, PF4V1:9137.5, F13A1:9137.5, F12:9137.5, SERPINE2:9137.5, F13B:9137.5, PF4:9137.5, KLKB1:9137.5, GP5:9137.5, F2:9137.5, F2R:9137.5, PROS1:9137.5, F8:9137.5, SERPINA5:9137.5, F5:9137.5, F10:12485",FALSE,0.133694237843569,0.00624964361014351,0.0543821622352395,35,"A2M:34, GP9:367, GP1BB:830, PROC:1047, SERPINC1:1149, C1QBP:1695, F7:2010, SERPIND1:2354, KNG1:2594, F3:2650, THBD:2695, PRCP:2907, F2R:2996, FGB:3650, TFPI:8114.5, F11:8114.5, PROCR:8114.5, F9:8114.5, PF4V1:8114.5, VWF:8114.5, F13A1:8114.5, F10:8114.5, F12:8114.5, SERPINE2:8114.5, F13B:8114.5, PF4:8114.5, KLKB1:8114.5, FGG:8114.5, GP5:8114.5, F2:8114.5, PROS1:8114.5, F8:8114.5, SERPINA5:8114.5, F5:8114.5, CD177:8114.5",FALSE,0.0329766724503566,0.500020967222977,0.791549227628984,35,"FGG:56, SERPIND1:391, GP9:1037, KNG1:1219, PROC:1747, SERPINC1:2288, A2M:2412, F11:2857, F12:3507, PRCP:3770, CD177:3880, FGB:4175, C1QBP:8822.5, F7:8822.5, PROCR:8822.5, F9:8822.5, PF4V1:8822.5, VWF:8822.5, F3:8822.5, F13A1:8822.5, SERPINE2:8822.5, F13B:8822.5, PF4:8822.5, KLKB1:8822.5, THBD:8822.5, GP5:8822.5, F2:8822.5, F2R:8822.5, PROS1:8822.5, F8:8822.5, SERPINA5:8822.5, F5:8822.5, GP1BB:8822.5, TFPI:13531, F10:14330",FALSE,-0.0921245421245421,0.0595404945087987,0.367807115307011,35,"A2M:567, F2R:710, TFPI:879, C1QBP:966, F3:1184, F10:1494, F5:1531, F7:6821, F11:6821, F9:6821, PF4V1:6821, VWF:6821, KNG1:6821, PROC:6821, SERPINC1:6821, F13A1:6821, SERPINE2:6821, PRCP:6821, F13B:6821, PF4:6821, KLKB1:6821, GP9:6821, FGB:6821, THBD:6821, GP5:6821, F2:6821, PROS1:6821, F8:6821, SERPINA5:6821, GP1BB:6821, CD177:6821, SERPIND1:12583, PROCR:12713, F12:12783, FGG:14984",FALSE
"REACTOME_GLUTATHIONE_CONJUGATION",0.126418061327642,0.0287838108807978,0.138973328119892,25,"MGST3:143, GSTO1:183, GSTK1:312, CHAC2:335, GSTZ1:519, MGST1:1041, GSS:1188, GGT1:1483, MGST2:1731, GCLC:2085, HPGDS:3351, ESD:3439, GSTO2:8044, GGT5:8044, AKR1A1:8044, CNDP2:8044, GSTT2B:8044, GGT6:8044, GSTA4:8044, OPLAH:8044, GSTT2:8044, GGCT:12750, CHAC1:12881, GCLM:14516, GGT7:14551",FALSE,0.191096382835318,0.000949549092656639,0.0407627860490457,25,"MGST3:51, MGST1:148, GSTO1:167, GGT5:293, GSTK1:454, GGT1:457, GSTZ1:695, HPGDS:955, ESD:1696, MGST2:1827, CHAC1:1839, CHAC2:1986, GSTO2:2036, GSTA4:2623, GGCT:3045, GCLC:3282, GGT7:3558, GCLM:8774.5, GSS:8774.5, AKR1A1:8774.5, CNDP2:8774.5, GSTT2:8774.5, GSTT2B:14483, OPLAH:14753, GGT6:14897",TRUE,-0.149327759575189,0.00980469577391403,0.0629105568696335,25,"GSTO1:177, MGST3:192, GSTK1:271, CHAC2:572, MGST1:660, GGT1:867, GSTA4:1201, GSTZ1:1391, MGST2:1658, HPGDS:2178, GGT5:2312, GSS:2461, GCLC:4254, ESD:4801, AKR1A1:5039, GGCT:9059, GSTO2:9059, CHAC1:9059, GGT7:9059, CNDP2:9059, GSTT2B:9059, GSTT2:9059, GCLM:12579, GGT6:13552, OPLAH:13896",FALSE,0.0230712199505729,0.689876283125025,0.905412401905122,25,"GGT7:106, CHAC1:213, GSTO2:543, GGCT:580, GGT5:655, GCLM:997, MGST1:2770, HPGDS:3242, GSTO1:8340.5, GSTZ1:8340.5, GCLC:8340.5, MGST2:8340.5, GGT1:8340.5, GSS:8340.5, AKR1A1:8340.5, CNDP2:8340.5, ESD:8340.5, MGST3:8340.5, CHAC2:8340.5, GSTA4:8340.5, GSTK1:8340.5, GSTT2:13610, OPLAH:14345, GSTT2B:14782, GGT6:14949",FALSE,-0.155265461892468,0.00724514897127934,0.054429181646736,25,"MGST3:87, GSTO1:89, GSTK1:242, MGST1:324, CHAC2:535, GSTZ1:748, GGT1:957, MGST2:1332, GSS:1338, HPGDS:1890, GSTA4:1896, GGT5:1952, GCLC:2687, ESD:2875, GGCT:9137.5, GSTO2:9137.5, AKR1A1:9137.5, CHAC1:9137.5, GGT7:9137.5, CNDP2:9137.5, GSTT2B:9137.5, GSTT2:9137.5, GCLM:12965, GGT6:13624, OPLAH:13644",FALSE,0.133503313489835,0.0209449046297239,0.120832625411538,25,"GSTO1:182, MGST3:316, CHAC2:328, GSTK1:418, GSTZ1:718, GSS:1107, MGST1:1450, MGST2:1655, GGT1:1972, GCLC:2240, HPGDS:3213, ESD:3375, GSTO2:8114.5, GGT5:8114.5, AKR1A1:8114.5, CHAC1:8114.5, CNDP2:8114.5, GSTT2B:8114.5, GGT6:8114.5, GSTA4:8114.5, OPLAH:8114.5, GSTT2:8114.5, GGCT:13185, GGT7:14446, GCLM:14566",FALSE,0.17502134351831,0.00246960222758567,0.0645317799469124,25,"MGST3:124, GSTO1:153, MGST1:186, GGT1:697, GSTZ1:766, GGT5:788, GSTK1:886, HPGDS:1006, CHAC1:1617, GSTO2:1685, MGST2:1699, ESD:1917, GSTA4:2263, CHAC2:2389, GGT7:3548, GGCT:3876, GCLC:8822.5, GCLM:8822.5, GSS:8822.5, AKR1A1:8822.5, CNDP2:8822.5, GSTT2:8822.5, GSTT2B:13330, OPLAH:14702, GGT6:14928",FALSE,0.0407414064255224,0.481038282715262,0.832353189765468,25,"GGT7:128, CHAC1:231, GSTO2:430, GGCT:593, GCLM:814, GGT5:928, MGST1:2402, HPGDS:3245, GSTO1:8284, GSTZ1:8284, GCLC:8284, MGST2:8284, GGT1:8284, GSS:8284, AKR1A1:8284, CNDP2:8284, ESD:8284, MGST3:8284, CHAC2:8284, GSTA4:8284, GSTK1:8284, GSTT2:8284, OPLAH:14219, GSTT2B:14410, GGT6:14932",FALSE
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION",-0.105924795604432,0.0190785144872764,0.108856207659998,41,"EEF1G:171, RPL31:276, UBA52:502, RPL17:569, RPS27A:636, RPL34:958, RPL8:1085, EEF1D:1797, RPL13:1815, RPL10L:2038, RPS26:2259, RPL32:2561, RPL19:2573, RPS5:7062, RPL6:7062, RPLP0:7062, RPL3:7062, RPS10:7062, RPL23:7062, RPL3L:7062, RPS2:7062, RPL7:7062, RPS3:7062, RPL9:7062, RPS7:7062, RPL38:7062, RPL15:7062, RPLP2:7062, RPS17:7062, RPS27L:7062, RPS23:7062, RPL14:7062, RPL36A:7062, EEF1B2:7062, EEF1A1:7062, EEF2:7062, RPS15:11582, RPS14:11711, RPS15A:12026, RPL4:12520, RPS27:12638",FALSE,-0.0625785697424834,0.166116368424462,0.56336325505182,41,"RPS27A:48, RPL34:53, RPL19:55, UBA52:88, RPS26:112, RPL31:143, RPS7:148, RPS23:149, RPL8:151, RPL17:171, RPS17:200, EEF1D:686, RPL13:887, RPS5:6330.5, RPLP0:6330.5, RPL3:6330.5, RPS10:6330.5, RPL3L:6330.5, RPL10L:6330.5, RPL38:6330.5, RPL15:6330.5, RPLP2:6330.5, RPS27L:6330.5, RPL14:6330.5, RPL36A:6330.5, EEF1A1:6330.5, EEF1G:6330.5, RPL32:11240, EEF2:11256, RPL7:11751, RPL4:11791, RPS2:12209, RPL6:12258, RPS3:12492, RPL9:12829, EEF1B2:14318, RPS15:14839, RPS27:15003, RPS15A:15074, RPS14:15089, RPL23:15100",FALSE,0.151607492716218,0.00032975188529577,0.00625834367566603,47,"UBA52:122, RPL31:168, RPS27A:169, RPS18:174, RPL34:268, RPL37A:316, EEF1G:329, RPS19:362, RPL8:368, RPL17:401, EEF1D:549, RPS11:673, RPL19:684, RPS13:747, RPL36AL:824, RPS7:1111, RPS26:1149, RPS23:1185, RPS3A:1208, RPL10L:1995, RPS17:2275, RPS20:2447, RPLP0:5939, RPL3:5939, RPL3L:5939, RPL32:5939, RPL38:5939, RPL15:5939, RPLP2:5939, RPS27L:5939, RPL14:5939, RPL36A:5939, EEF1B2:5939, EEF1A1:5939, RPS2:9288, EEF2:9518, RPL9:9989, RPL7:10514, RPL6:10598, RPS15:12776, RPS10:12780, RPS3:12847, RPL4:12986, RPS14:13762, RPS27:13945, RPL23:14150, RPS15A:14239",TRUE,0.0055746776238863,0.901821128057168,0.966696488636785,41,"RPL23:175, RPS14:261, EEF1G:262, EEF1B2:360, RPS15A:590, RPL32:1049, RPS15:1646, RPS27:1920, EEF1A1:2267, RPS5:2397, RPL6:2504, RPL7:2686, RPS3:3120, EEF2:3540, UBA52:8340.5, RPL31:8340.5, RPLP0:8340.5, RPL3:8340.5, RPS10:8340.5, RPL3L:8340.5, RPS2:8340.5, RPL9:8340.5, RPL10L:8340.5, RPL13:8340.5, RPL38:8340.5, RPL4:8340.5, RPL15:8340.5, RPLP2:8340.5, RPS27L:8340.5, RPL14:8340.5, RPL17:8340.5, EEF1D:8340.5, RPL8:13101, RPL36A:13158, RPL34:13409, RPS27A:13448, RPS7:14028, RPS26:14200, RPS23:14383, RPL19:14389, RPS17:14401",FALSE,0.110957371240192,0.0140742673339631,0.0848692441576437,41,"RPS27A:63, UBA52:72, RPL31:79, RPL34:119, RPL8:167, RPL17:214, RPL19:249, RPS7:349, EEF1D:416, RPS23:440, RPS26:461, EEF1G:690, RPS17:711, RPL13:941, RPL10L:2110, RPL15:2211, RPS5:5975.5, RPLP0:5975.5, RPL3:5975.5, RPL3L:5975.5, RPL32:5975.5, RPL38:5975.5, RPLP2:5975.5, RPS27L:5975.5, RPL14:5975.5, RPL36A:5975.5, EEF1B2:5975.5, EEF1A1:5975.5, RPS2:9164, EEF2:9741, RPL9:9847, RPL7:10785, RPL6:11353, RPS3:11838, RPS10:12223, RPL4:12270, RPS15:13834, RPS27:14710, RPS15A:14814, RPS14:14848, RPL23:14935",FALSE,-0.103339490129457,0.0222084647450697,0.123055494112283,41,"EEF1G:162, RPL31:278, UBA52:499, RPL17:570, RPS27A:631, RPL34:642, RPL8:1067, EEF1D:1582, RPL32:2177, RPL13:2189, RPS26:2219, RPL10L:2231, RPL19:2529, RPS5:6991.5, RPL6:6991.5, RPLP0:6991.5, RPL3:6991.5, RPL23:6991.5, RPL3L:6991.5, RPS2:6991.5, RPL7:6991.5, RPS3:6991.5, RPL9:6991.5, RPS7:6991.5, RPL38:6991.5, RPL15:6991.5, RPLP2:6991.5, RPS17:6991.5, RPS27L:6991.5, RPS23:6991.5, RPL14:6991.5, RPL36A:6991.5, EEF1B2:6991.5, EEF1A1:6991.5, EEF2:6991.5, RPS10:11467, RPS15:11471, RPS14:11614, RPS15A:11917, RPL4:12097, RPS27:12573",FALSE,-0.0772796890696794,0.0872455816173337,0.402615170888804,41,"RPS27A:59, RPL34:66, RPL19:69, UBA52:103, RPS26:138, RPL31:169, RPS7:178, RPS23:180, RPL8:184, RPS17:201, RPL17:206, EEF1D:650, RPL13:905, RPS5:6282.5, RPLP0:6282.5, RPL3:6282.5, RPS10:6282.5, RPL3L:6282.5, RPS2:6282.5, RPL32:6282.5, RPL10L:6282.5, RPL38:6282.5, RPL15:6282.5, RPLP2:6282.5, RPS27L:6282.5, RPL14:6282.5, RPL36A:6282.5, EEF1A1:6282.5, EEF1G:6282.5, EEF2:11986, RPL7:12006, RPL6:12073, RPL4:12176, RPS3:12824, RPL9:12853, EEF1B2:14137, RPS15:14780, RPS27:14996, RPS15A:15066, RPS14:15087, RPL23:15099",FALSE,0.0165771863660568,0.713742936885523,0.930308107783175,41,"RPL23:162, RPS14:248, EEF1B2:302, EEF1G:365, RPS15A:572, RPL32:1370, RPS15:1605, RPS27:1822, RPL6:2077, EEF1A1:2176, RPS5:2330, RPL7:2458, RPS3:3060, RPS27L:3425, UBA52:8284, RPL31:8284, RPLP0:8284, RPL3:8284, RPL34:8284, RPS10:8284, RPL3L:8284, RPS2:8284, RPL9:8284, RPL10L:8284, RPL13:8284, RPL38:8284, RPL4:8284, RPL15:8284, RPLP2:8284, RPL14:8284, RPL17:8284, EEF1D:8284, EEF2:8284, RPL8:13076, RPL36A:13301, RPS27A:13425, RPS7:14008, RPS26:14197, RPS23:14382, RPL19:14392, RPS17:14405",FALSE
"REACTOME_DEGRADATION_OF_CYSTEINE_AND_HOMOCYSTEINE",0.136403754815064,0.067488337267911,0.231409444529359,15,"GOT2:156, GADL1:288, CTH:835, CSAD:919, MPST:1256, SUOX:2021, ETHE1:8044, SQOR:8044, SLC25A10:8044, TSTD1:8044, FMO1:8044, TXN2:8044, CDO1:8044, ADO:8044, TST:13789",FALSE,0.131994314781568,0.0768434843928425,0.395853721029414,15,"GOT2:55, CTH:442, SUOX:839, CDO1:1181, GADL1:1580, MPST:2787, TXN2:3435, ETHE1:8774.5, TST:8774.5, SQOR:8774.5, SLC25A10:8774.5, TSTD1:8774.5, FMO1:8774.5, CSAD:8774.5, ADO:8774.5",FALSE,-0.207632697588685,0.00538300364173749,0.04131841223041,15,"GOT2:204, CTH:461, MPST:919, SUOX:1266, CSAD:1290, GADL1:1779, CDO1:2310, SQOR:3178, TXN2:3922, TSTD1:5042, ETHE1:9059, TST:9059, SLC25A10:9059, FMO1:9059, ADO:9059",TRUE,-0.00500822860562539,0.946476457921722,0.979057403116962,15,"ETHE1:6764.5, SQOR:6764.5, SUOX:6764.5, SLC25A10:6764.5, TSTD1:6764.5, FMO1:6764.5, TXN2:6764.5, CTH:6764.5, GOT2:6764.5, MPST:6764.5, CSAD:6764.5, GADL1:6764.5, ADO:6764.5, CDO1:13717, TST:14211",FALSE,-0.189868071906417,0.0109257182397567,0.0721577655175138,15,"GOT2:252, CTH:319, CSAD:853, GADL1:874, SUOX:1091, MPST:1352, CDO1:3405, TXN2:3479, SQOR:3680, ETHE1:9137.5, TST:9137.5, SLC25A10:9137.5, TSTD1:9137.5, FMO1:9137.5, ADO:9137.5",FALSE,0.15378286398145,0.03926830316596,0.171846482058801,15,"GOT2:246, GADL1:271, CSAD:1089, CTH:1108, MPST:1182, SUOX:1728, SQOR:3509, ETHE1:8114.5, SLC25A10:8114.5, TSTD1:8114.5, FMO1:8114.5, TXN2:8114.5, CDO1:8114.5, ADO:8114.5, TST:13700",FALSE,0.152752842609216,0.0406034027482145,0.31020311506369,15,"GOT2:138, CTH:324, SUOX:751, GADL1:1318, CDO1:1387, MPST:2831, TXN2:3420, CSAD:4271, ETHE1:8822.5, TST:8822.5, SQOR:8822.5, SLC25A10:8822.5, TSTD1:8822.5, FMO1:8822.5, ADO:8822.5",FALSE,0.0173548773189707,0.816047657303272,0.941955138359667,15,"TST:1203, CDO1:1719, CTH:3082, ETHE1:8284, SQOR:8284, SUOX:8284, SLC25A10:8284, TSTD1:8284, FMO1:8284, TXN2:8284, GOT2:8284, MPST:8284, CSAD:8284, GADL1:8284, ADO:8284",FALSE
