"","stat","pval","p.adj","num.genes","gene.vals","Directionality","DirectionalityNumeric"
"REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION",0.162314819270023,0.010067808633763,0.0729006384203806,21,"A2M:24, GP9:314, GP1BB:712, SERPINC1:938, C1QBP:1233, PROC:1365, KNG1:2308, SERPIND1:2664, PRCP:3004, F11:8044, F9:8044, VWF:8044, F10:8044, F12:8044, SERPINE2:8044, KLKB1:8044, GP5:8044, F2:8044, PROS1:8044, F8:8044, SERPINA5:8044","Herbivore",1
"REACTOME_INWARDLY_RECTIFYING_K_CHANNELS",-0.166507633587786,0.00998090907647574,0.0725628188100233,20,"KCNJ9:60, KCNJ12:236, KCNJ14:304, KCNJ6:415, GNB3:663, GABBR1:708, KCNJ5:833, KCNJ3:1077, GNB5:2158, KCNJ11:2476, KCNJ2:7062, GABBR2:7062, KCNJ4:7062, KCNJ10:7062, ABCC8:7062, ABCC9:7062, KCNJ8:7062, KCNJ15:12823, KCNJ16:13393, KCNJ1:14995","Herbivore",1
"REACTOME_ION_HOMEOSTASIS",-0.12751072585588,0.00312224311755125,0.0334452726039763,45,"CAMK2B:10, ITPR1:76, ATP2A2:306, CAMK2D:339, ATP1A3:373, ATP2B3:484, RYR2:614, CLIC2:1091, CASQ1:1156, ATP1B2:1181, TRPC1:1290, RYR3:1454, SLC8A2:1549, CASQ2:2175, KCNJ11:2476, ATP1B3:7062, ATP2B1:7062, PRKACA:7062, ATP2A3:7062, SRI:7062, NOS1:7062, SLC8A3:7062, ITPR2:7062, ATP1B1:7062, ATP2B2:7062, ORAI2:7062, STIM1:7062, SLC8A1:7062, ORAI1:7062, CAMK2A:7062, CAMK2G:7062, ABCC9:7062, RYR1:7062, ASPH:7062, ATP1A2:7062, ATP1A4:7062, FXYD6:7062, ATP1A1:7062, FXYD1:7062, TNNI3:7062, DMPK:7062, ATP2A1:11665, ITPR3:12481, ATP2B4:13334, TRDN:13760","Both",3
"REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS",-0.280128923766816,0.00608235883463648,0.0532354028099494,8,"GRIK1:157, GRIK3:352, GRIK2:646, DLG3:843, DLG4:2220, GRIK5:2633, DLG1:7062, NCALD:12212","Both",3
"REACTOME_KERATINIZATION",-0.0796767624483236,0.0123249843233552,0.0840007745905083,83,"KRT20:75, KRT80:200, FURIN:403, DSC3:434, TGM1:583, DSG3:595, KRT18:745, KRT13:817, KRT71:889, DSP:1204, PKP3:1265, EVPL:1367, KRT5:1442, KLK5:1499, PKP1:1542, TGM5:1570, DSC2:1674, SPINK9:1785, DSG2:1913, KRT12:1922, DSC1:1958, KRT19:2018, KRT14:2111, PERP:2147, KRT17:2226, KRT85:2240, LIPN:2468, PKP2:2505, DSG1:7062, PCSK6:7062, KRT31:7062, KRT23:7062, PPL:7062, CSTA:7062, CAPNS1:7062, KRT36:7062, KLK14:7062, KLK8:7062, KRT33B:7062, SPINK5:7062, PKP4:7062, ST14:7062, KRT84:7062, KRT82:7062, KLK13:7062, KRT78:7062, KRT75:7062, KRT4:7062, KRT74:7062, KRT15:7062, KRT27:7062, LIPM:7062, JUP:7062, KRT79:7062, KLK12:7062, KRTAP24-1:7062, KAZN:7062, KRT35:7062, KRTAP26-1:7062, LIPK:7062, LIPJ:7062, KRT40:7062, KRT25:7062, KRTAP27-1:7062, KRTAP29-1:7062, KRTAP3-3:7062, KRTAP3-2:7062, KRTAP3-1:7062, KRT34:11499, CAPN1:11957, KRT72:11962, DSG4:12022, KRT33A:12243, KRT28:12693, KRT39:13301, CASP14:13518, PRSS8:13638, KRT26:13787, KRT32:13881, KRT73:13974, KRT16:14079, KRT24:14774, CELA2A:14962","Both",3
"REACTOME_L1CAM_INTERACTIONS",-0.0878183808866785,0.00261358009759767,0.0300145536048956,99,"L1CAM:37, RPS6KA2:115, KCNQ2:230, KCNQ3:234, AP2A2:372, SCN3B:376, DNM2:395, TUBA4A:420, EGFR:452, MSN:474, DNM1:492, SCN1A:494, SH3GL2:527, CSNK2B:603, TUBA1B:702, DPYSL2:754, DLG3:843, ANK2:970, SCN2A:1001, SCN8A:1067, NRCAM:1246, CNTNAP1:1397, TUBB2A:1503, RPS6KA6:1580, CNTN1:1625, TUBA8:1763, SCN2B:1874, DLG4:2220, CHL1:2228, TUBB4A:2317, CNTN6:2321, ITGA1:2323, SPTBN4:2385, MAPK3:7062, SPTAN1:7062, ACTB:7062, TUBB1:7062, TUBB2B:7062, ITGAV:7062, ITGA10:7062, VAV2:7062, ITGA5:7062, ITGA2:7062, TUBA1A:7062, TUBAL3:7062, TUBB4B:7062, SRC:7062, ITGB3:7062, DLG1:7062, RPS6KA1:7062, AP2M1:7062, AP2A1:7062, LAMB1:7062, EZR:7062, NRP1:7062, RPS6KA5:7062, SPTBN1:7062, NRP2:7062, CLTA:7062, EPHB2:7062, NUMB:7062, LAMC1:7062, SCN7A:7062, SDCBP:7062, RDX:7062, SPTBN5:7062, PAK1:7062, NCAM1:7062, SCN3A:7062, RPS6KA4:7062, NFASC:7062, SCN9A:7062, ALCAM:7062, GAP43:7062, SPTBN2:7062, SCN4B:7062, SCN5A:7062, ACTG1:7062, CNTN2:7062, SCN10A:7062, SHTN1:7062, DNM3:7062, ITGA9:11805, SCN1B:11993, KIF4A:12049, SCN11A:12140, TUBB8B:12217, TUBB8:12220, ANK3:12484, RANBP9:12959, FGFR1:12961, ITGB1:13679, SPTB:14535, MAP2K2:14555, ITGA2B:14566, LAMA1:14799, NCAN:14977, SPTA1:15033, ANK1:15074","Herbivore",1
"REACTOME_LONG_TERM_POTENTIATION",-0.180967885077013,0.00411466168571123,0.039885672146975,21,"CAMK2B:10, CAMK2D:339, GRIN2B:490, GRIN2A:572, GRIN1:826, DLG3:843, ACTN2:1229, DLG2:2186, DLG4:2220, SRC:7062, CAMK2A:7062, CAMK2G:7062, LRRC7:7062, DLG1:7062, GRIN2D:7062, GRIA2:7062, GRIA1:7062, GRIN2C:7062, ERBB4:7062, NEFL:7062, NRG1:13151","Both",3
"REACTOME_MAPK_FAMILY_SIGNALING_CASCADES",-0.0703249601275917,9.65669420373996e-05,0.00259865964915569,264,"CAMK2B:10, MMP2:148, PTK2:164, PDGFA:170, KITLG:182, MOV10:273, IQGAP1:322, ICMT:324, CAMK2D:339, TLN1:432, MYC:443, EGFR:452, RASGEF1A:489, GRIN2B:490, UBA52:502, FGF8:592, SHC3:600, FGF10:623, RPS27A:636, PSMD12:671, PPP2R5C:686, CCND3:783, GRIN1:826, FGFR2:837, DLG3:843, PSMF1:875, NRG3:886, PAQR3:904, KSR2:945, EREG:963, RCE1:967, PSMA1:974, DUSP9:1012, PPP2R5D:1081, FN1:1126, FLT3:1161, TNRC6A:1166, PEA15:1187, ACTN2:1229, JUN:1258, DAB2IP:1303, BCL2L1:1314, ERBB2:1383, PIK3CA:1390, PRKG2:1502, VCL:1578, MARK3:1588, IRS1:1591, MAPKAPK5:1628, CDC42EP2:1687, IL6ST:1918, CSF2:1999, FOXO1:2007, LYPLA1:2082, DUSP6:2183, DLG2:2186, TNRC6C:2200, KL:2208, DLG4:2220, DUSP7:2265, FGFR3:2295, PPP2R5B:2326, RASGRF1:2335, SPTBN4:2385, PDGFRB:2398, PPP2R1B:2431, KBTBD7:2541, HSPB1:2623, JAK2:7062, TYK2:7062, IL6R:7062, JAK1:7062, PTPN11:7062, PSMB1:7062, PSME4:7062, PSMD8:7062, PSMB5:7062, PSME2:7062, PSMD10:7062, MAPK3:7062, PSMD3:7062, PSMD9:7062, PSMB2:7062, PSME3:7062, PSMB7:7062, PSMB6:7062, PSMA8:7062, PSMD4:7062, PSMB4:7062, PSMD6:7062, UBB:7062, PSMD1:7062, PSMD2:7062, PAK2:7062, PSMD13:7062, SPTAN1:7062, PSMB8:7062, PSMB10:7062, PSMB11:7062, PSMB9:7062, HGF:7062, PPP2R5A:7062, CDC42:7062, PRKACA:7062, ACTB:7062, APBB1IP:7062, PDGFB:7062, CSK:7062, VWF:7062, SOS1:7062, TEK:7062, RAF1:7062, ARRB1:7062, PRKACB:7062, SHC1:7062, FGG:7062, RASGRP1:7062, SRC:7062, LAT:7062, ITGB3:7062, CAMK2A:7062, CAMK2G:7062, LRRC7:7062, DLG1:7062, GRIN2D:7062, RASGRF2:7062, ERBB4:7062, NEFL:7062, FGF22:7062, FGF4:7062, FGF20:7062, FGF6:7062, FGF1:7062, FGF23:7062, KLB:7062, FGF5:7062, FGF2:7062, FGF7:7062, FGF17:7062, FGF19:7062, FRS2:7062, DUSP16:7062, DUSP1:7062, DUSP4:7062, DUSP5:7062, DUSP10:7062, DUSP2:7062, DUSP8:7062, RASGRP3:7062, FOXO3:7062, ERBB3:7062, NRG2:7062, NRG4:7062, IL2RG:7062, RAG1:7062, RAG2:7062, PAK3:7062, MET:7062, SPTBN1:7062, ARTN:7062, PSPN:7062, PTPRA:7062, SPTBN5:7062, GFRA3:7062, PAK1:7062, NCAM1:7062, GFRA1:7062, KALRN:7062, RET:7062, GFRA2:7062, GDNF:7062, NRTN:7062, SPTBN2:7062, ACTG1:7062, MAPK12:7062, IL5RA:7062, CSF2RB:7062, IL2:7062, IL5:7062, IL2RA:7062, PTPN7:7062, IL3RA:7062, BRAF:7062, KIT:7062, AGO1:7062, TNRC6B:7062, PPP1CB:7062, CDC14A:7062, AREG:7062, TGFA:7062, EPGN:7062, FRS3:7062, PTPN3:7062, PDGFRA:7062, SPRED1:7062, SPRED2:7062, FNTB:7062, DNAJB1:7062, ARL2:7062, RGL1:7062, RASAL2:7062, RASAL3:7062, RASAL1:7062, RASA2:7062, SPRED3:7062, NF1:7062, SYNGAP1:7062, PEBP1:7062, BRAP:7062, SHOC2:7062, KSR1:7062, CNKSR1:7062, CNKSR2:7062, ZDHHC9:7062, WDR83:7062, IL17RD:7062, PPP5C:7062, CDC14B:7062, SEPTIN7:7062, ABHD17A:7062, MAPK4:7062, IGF2BP1:7062, CDC42EP3:7062, CDC42EP5:7062, ETV4:7062, FGFR4:11490, MMP10:11527, PSMD5:11552, MAP3K11:11612, GFRA4:11672, FGB:11844, BTC:11875, PIK3R1:11896, SEM1:11913, IL2RB:12019, ARAF:12181, PSME1:12184, HBEGF:12215, FNTA:12298, RASA3:12370, LAMTOR2:12466, PIK3R2:12550, RGL2:12770, ARRB2:12816, RANBP9:12959, FGFR1:12961, SHC2:12965, NCOA3:12983, RASA1:13068, PRKCQ:13150, NRG1:13151, PIK3CB:13409, RASA4:13471, EGF:13508, MAPK6:13675, RASGRP4:13716, RAPGEF2:13737, IL6:13878, RGL3:14434, SPTB:14535, MAP2K2:14555, ITGA2B:14566, JAK3:14594, SPTA1:15033","Insectivore",2
"REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES",-0.18521221648327,0.00265176007599482,0.0302602747912573,22,"RPS6KA2:115, PPP2R5D:1081, MEF2A:1141, JUN:1258, ELK1:1431, DUSP6:2183, DUSP7:2265, VRK3:2314, PPP2R1B:2431, ATF2:2488, MAPK7:2510, MAPK3:7062, RPS6KA1:7062, DUSP4:7062, RPS6KA5:7062, MAPK11:7062, MAPK9:7062, DUSP3:7062, ATF1:7062, MAPKAPK2:7062, FOS:7062, MAPK10:12548","Both",3
"REACTOME_MAPK6_MAPK4_SIGNALING",-0.0890326047226906,0.0119073309204611,0.0822241251320462,67,"MMP2:148, MOV10:273, MYC:443, UBA52:502, RPS27A:636, PSMD12:671, CCND3:783, PSMF1:875, PSMA1:974, TNRC6A:1166, JUN:1258, MAPKAPK5:1628, CDC42EP2:1687, FOXO1:2007, TNRC6C:2200, HSPB1:2623, PSMB1:7062, PSME4:7062, PSMD8:7062, PSMB5:7062, PSME2:7062, PSMD10:7062, PSMD3:7062, PSMD9:7062, PSMB2:7062, PSME3:7062, PSMB7:7062, PSMB6:7062, PSMA8:7062, PSMD4:7062, PSMB4:7062, PSMD6:7062, UBB:7062, PSMD1:7062, PSMD2:7062, PAK2:7062, PSMD13:7062, PSMB8:7062, PSMB10:7062, PSMB11:7062, PSMB9:7062, CDC42:7062, PRKACA:7062, PRKACB:7062, FOXO3:7062, RAG1:7062, RAG2:7062, PAK3:7062, PAK1:7062, KALRN:7062, AGO1:7062, TNRC6B:7062, CDC14A:7062, DNAJB1:7062, CDC14B:7062, SEPTIN7:7062, MAPK4:7062, IGF2BP1:7062, CDC42EP3:7062, CDC42EP5:7062, ETV4:7062, MMP10:11527, PSMD5:11552, SEM1:11913, PSME1:12184, NCOA3:12983, MAPK6:13675","Both",3
"REACTOME_MEIOTIC_SYNAPSIS",-0.114511276656707,0.0086743183227354,0.0677047443112205,44,"SYNE1:125, H2BC4:192, H2AC4:369, H4C2:684, H2BC15:781, FKBP6:794, LMNB1:796, SYCP2:873, DIDO1:919, TEX12:1031, UBE2I:1079, SYCE3:1220, H4C3:1275, H2AC14:1344, H4C13:2167, H2BC9:2180, HSPA2:2344, H4C14:2485, LMNA:7062, TINF2:7062, TERF2:7062, TERF1:7062, H4C8:7062, TERF2IP:7062, H2AC20:7062, H2BC21:7062, H4C11:7062, H4C15:7062, H4C1:7062, SMC1B:7062, SUN2:7062, STAG2:7062, STAG1:7062, SYCE2:7062, RAD21:7062, SUN1:7062, ACD:11694, POT1:11764, SYCP1:12106, BRCA1:13537, ATR:13814, REC8:13927, STAG3:13994, SYNE2:14470","Both",3
"REACTOME_MEMBRANE_TRAFFICKING",-0.0509449572998306,8.75550869496656e-05,0.00245435098147573,525,"BIN1:71, SBF1:93, YKT6:117, SYT1:120, GJA8:123, DYNC1H1:194, CHRM2:217, SH3GL3:227, PLA2G6:289, KIF1A:317, DYNC1LI2:329, AP2A2:372, DNM2:395, EPN2:399, SYNJ1:417, TUBA4A:420, EGFR:452, DNM1:492, UBA52:502, BICD2:521, SH3GL2:527, ARFRP1:587, REPS2:629, PPP6R1:631, KIF21B:632, RPS27A:636, TBC1D16:639, TUBA1B:702, TSG101:728, RAB39A:760, DENND6B:769, NAPA:778, GPS1:791, SYS1:810, GALNT1:811, SCARB2:840, MADD:850, KLC4:866, PICALM:907, EXOC3:935, VTI1A:941, EREG:963, ANK2:970, RAB9A:995, CSNK1D:1052, COPB1:1061, GJA4:1089, ARFGAP1:1096, TMED3:1137, CLVS1:1153, AGFG1:1163, SEC23A:1208, DENND3:1221, NSF:1233, PACSIN3:1243, TRAPPC3:1252, GRK2:1272, KIF2B:1280, TJP1:1283, COPS2:1284, EXOC5:1300, GJC1:1348, STX17:1355, TSC1:1359, LMAN2L:1393, SORT1:1405, SYNJ2:1417, PRKAB2:1425, TUBB2A:1503, STX18:1506, M6PR:1510, TMEM115:1614, EXOC7:1615, HGS:1623, KIF26A:1630, CYTH1:1646, STX4:1665, RAB38:1695, TRAPPC10:1728, TUBA8:1763, TRAPPC9:1765, EPN1:1766, GGA2:1770, SNX5:1817, BET1L:1830, COPB2:1841, HIP1R:1871, TACR1:1885, GJA3:1901, NAA35:1912, PRKAG2:1919, HPS1:1937, CHMP4B:1973, COG6:1979, CTTN:1981, RIC1:2002, TRAPPC12:2071, CYTH3:2089, SEC22A:2115, AAK1:2121, TBC1D20:2162, TSC2:2168, AP1S2:2169, RAB18:2203, VPS51:2235, KIF25:2243, EXOC4:2249, TUBB4A:2317, BET1:2330, DENND5B:2334, DCTN1:2371, BICD1:2372, SPTBN4:2385, TMED9:2386, GJB4:2415, GJD2:2439, PPP6R3:2482, CD4:2529, COL7A1:2530, DCTN3:2563, RAB3GAP2:2565, GALNT2:2588, UBQLN2:2605, KIF3C:2607, CBL:2620, SCFD1:2622, IL7R:2635, DYNLL1:7062, AKT2:7062, AKT1:7062, UBB:7062, SFN:7062, SPTAN1:7062, RAB27B:7062, KIF1B:7062, KIF2A:7062, ACTB:7062, KIFAP3:7062, CAPZB:7062, KIF22:7062, APOB:7062, KIF9:7062, TUBB1:7062, KIF3B:7062, KLC3:7062, STXBP3:7062, CAPZA1:7062, PLA2G4A:7062, VPS45:7062, TUBB2B:7062, ARRB1:7062, KIF23:7062, KIF21A:7062, APP:7062, KIF2C:7062, KIF5A:7062, KIF26B:7062, KIF27:7062, TUBA1A:7062, KIFC2:7062, KIF5B:7062, KLC2:7062, TUBAL3:7062, F8:7062, TUBB4B:7062, KIF19:7062, SRC:7062, KIF13B:7062, F5:7062, GJA10:7062, SLC18A3:7062, PRKAB1:7062, GRIA1:7062, AP2M1:7062, PRKAA2:7062, PRKAG1:7062, AP2A1:7062, SYT2:7062, SYT9:7062, SEC13:7062, VAMP3:7062, SNAP23:7062, LNPEP:7062, VAMP8:7062, CLTCL1:7062, MYH9:7062, WASL:7062, SPTBN1:7062, CLTA:7062, SPTBN5:7062, SH3KBP1:7062, SPTBN2:7062, CLTB:7062, SLC2A4:7062, ACTG1:7062, PIP5K1C:7062, DNM3:7062, ITSN1:7062, ARPC4:7062, INS:7062, VAMP7:7062, ARF1:7062, DYNC1I2:7062, AP1B1:7062, DCTN6:7062, CTSC:7062, AP1M2:7062, ACTR10:7062, DCTN4:7062, SEC24B:7062, SEC24D:7062, AP1S3:7062, DYNC1I1:7062, CD3G:7062, AP1G1:7062, CD3D:7062, DCTN2:7062, SEC24C:7062, CAPZA3:7062, AVP:7062, TBC1D1:7062, EXOC1:7062, C2CD5:7062, EXOC2:7062, EXOC8:7062, RAB14:7062, TBC1D4:7062, EXOC6:7062, RAB13:7062, ASPSCR1:7062, RALGAPB:7062, RALGAPA2:7062, MYO5A:7062, MYO1C:7062, AGPAT3:7062, OCRL:7062, SBF2:7062, PPP6C:7062, ANKRD28:7062, GJB6:7062, GJA1:7062, GJB2:7062, GJD4:7062, GJB3:7062, GJB5:7062, GJC2:7062, VTA1:7062, CHMP3:7062, VPS4B:7062, VPS4A:7062, VPS37B:7062, CHMP7:7062, VPS37A:7062, VPS28:7062, CHMP4C:7062, VPS37C:7062, CHMP6:7062, VPS37D:7062, MVB12B:7062, CHMP4A:7062, USO1:7062, GNS:7062, ZW10:7062, OPTN:7062, AREG:7062, TGFA:7062, EPGN:7062, GDI2:7062, RAB27A:7062, SNAP29:7062, CTSZ:7062, SURF4:7062, FTH1:7062, TBC1D10C:7062, IGF2R:7062, TXNDC5:7062, LDLR:7062, LDLRAP1:7062, SH3GL1:7062, TRIP11:7062, SLC2A8:7062, CFTR:7062, DVL2:7062, WNT5A:7062, FZD4:7062, COPZ2:7062, TRAPPC6A:7062, LMAN1:7062, SEC22C:7062, ARCN1:7062, KDELR3:7062, COG4:7062, COPE:7062, SEC23IP:7062, GOSR2:7062, GOSR1:7062, FOLR1:7062, TFG:7062, COPA:7062, NAPB:7062, NAPG:7062, TMED7:7062, COG3:7062, PREB:7062, LMAN1L:7062, SEC16A:7062, COPG2:7062, STX5:7062, COG5:7062, COG1:7062, TRAPPC2L:7062, LMAN2:7062, TMED10:7062, CNIH2:7062, MCFD2:7062, COPG1:7062, COG8:7062, ARFGAP3:7062, ALS2:7062, RABGAP1:7062, RABEP1:7062, DTNBP1:7062, USE1:7062, SNAP91:7062, GOLGA5:7062, TBC1D25:7062, TFRC:7062, TPD52:7062, AMPH:7062, PAFAH1B3:7062, RAB21:7062, NECAP1:7062, TBC1D2:7062, GRK3:7062, GGA1:7062, RAB36:7062, PACSIN2:7062, AP4S1:7062, RIN3:7062, MON1B:7062, BLOC1S6:7062, ANKRD27:7062, TBC1D13:7062, RGP1:7062, CPD:7062, MAN1A1:7062, TPD52L1:7062, TRAPPC13:7062, BNIP1:7062, RAB3GAP1:7062, DNAJC6:7062, VAMP4:7062, MAN1C1:7062, RAB32:7062, ARL1:7062, TBC1D15:7062, CCZ1:7062, STX16:7062, PACSIN1:7062, GGA3:7062, TRIP10:7062, AVPR2:7062, SNX9:7062, FCHO1:7062, ARFIP2:7062, TBC1D14:7062, RIN2:7062, SYT11:7062, TBC1D8B:7062, AP4B1:7062, RAB33A:7062, PUM1:7062, UBQLN1:7062, RINT1:7062, BLOC1S1:7062, STX6:7062, VPS36:7062, TOR1B:7062, TOR1A:7062, GOLGA1:7062, DENND4C:7062, KIAA0319:7062, FNBP1L:7062, COPS4:7062, NAA30:7062, STON2:7062, VPS53:7062, VPS54:7062, COPS7B:7062, AGTR1:7062, TBC1D7:7062, CCZ1B:7062, DENND2A:7062, USP6NL:7062, SYT8:7062, TRAPPC8:7062, RABGEF1:7062, FCHO2:7062, SNF8:7062, TBC1D24:7062, DENND2D:7062, GAPVD1:7062, RAB3IL1:7062, TRAPPC11:7062, ADRB2:7062, RAB33B:7062, RAB43:7062, GOLIM4:7062, DENND4A:7062, RIN1:7062, DENND6A:7062, DENND2C:7062, ULK1:7062, AP3S1:7062, ALS2CL:7062, GAK:7062, SNX18:7062, GCC1:7062, YIPF6:7062, ACBD3:7062, NAA38:7062, BLOC1S4:7062, RINL:7062, CHM:7062, BLOC1S3:7062, MAN2A2:7062, MAN1A2:7062, ITSN2:7062, COPS8:7062, CHML:7062, GDI1:7062, SNX2:7062, VPS52:7062, DENND1B:7062, AP1G2:7062, AP4M1:7062, RAB7B:7062, KLC1:11484, DENND2B:11509, UBAP1:11525, TBC1D10A:11610, GJA5:11721, KIF3A:11748, MYO6:11773, STAM2:11872, BTC:11875, KIF1C:11885, GCC2:11905, GJA9:11911, CLINT1:11945, KIF4A:12049, MVB12A:12093, GJB7:12139, COG2:12206, HBEGF:12215, TUBB8B:12217, TUBB8:12220, KIF18B:12262, CD59:12301, ARF3:12351, REPS1:12357, RAB12:12423, DYNLL2:12478, ANK3:12484, KIF20B:12486, GOLGB1:12527, MIA3:12529, COPZ1:12590, SCOC:12645, SEC31A:12688, DAB2:12737, RAB5C:12743, DNASE2:12744, STAM:12776, TBC1D17:12803, ARRB2:12816, KIF18A:12839, SH3D19:12852, SYTL1:12868, ARFGAP2:12871, KIF15:12964, CENPE:13177, RACGAP1:13193, FNBP1:13206, CUX1:13262, EPS15:13277, EPS15L1:13317, EGF:13508, KIFC1:13551, MON1A:13689, STX10:13713, DENND1A:13725, SGIP1:13952, PLIN3:13965, TRAPPC4:14010, STON1:14022, DYNC1LI1:14033, RABEPK:14091, DENND5A:14099, CYTH4:14138, KIF11:14190, HPS4:14195, GBF1:14212, KIF12:14255, TMF1:14280, SEC16B:14298, AP3B1:14299, RAB3IP:14304, KIF6:14313, HIP1:14371, SEC24A:14409, PIK3C2A:14455, SPTB:14535, RAB31:14543, MIA2:14548, KIF20A:14554, GOLGA4:14712, NECAP2:14777, KIF16B:14806, RHOBTB3:14894, AP4E1:14931, DENND1C:14969, SPTA1:15033, MAN2A1:15039, ANK1:15074","Herbivore",1
"REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES",0.227406907919383,1.65299619587378e-05,0.0006479026393827,30,"ACY1:18, CYP2R1:44, CYP17A1:113, CYP11A1:160, CYP26C1:617, CYP21A2:640, FMO3:681, CYP24A1:803, CYP27A1:902, GSS:1188, FDXR:1253, GGT1:1483, CYP27B1:1524, MAT1A:1943, GCLC:2085, MAOA:2653, FDX1:3164, TBXAS1:3473, FDX2:8044, AHCY:8044, SLC35D1:8044, TPMT:8044, OPLAH:8044, UGT1A1:8044, CYP7B1:8044, CYP19A1:8044, CYP26B1:8044, CYP1B1:8044, CYP2U1:8044, GCLM:14516","Unclear",3
