"","stat","pval","p.adj","num.genes","gene.vals","Directionality","DirectionalityNumeric"
"REACTOME_DIGESTION_AND_ABSORPTION",0.175358281568715,0.0123462036974402,0.0840007745905083,17,"LCT:61, PNLIP:72, CLPS:284, SI:322, PNLIPRP2:331, PNLIPRP1:953, GUCA2B:1899, RSC1A1:3479, SLC2A2:8044, CHIT1:8044, SLC2A5:8044, TREH:8044, LIPF:8044, PNLIPRP3:8044, PIR:8044, GUCA2A:8044, NPC1L1:12987","Herbivore",1
"REACTOME_DIGESTION_OF_DIETARY_LIPID",0.307218112530823,0.00916572632560356,0.0691456257952436,6,"PNLIP:72, CLPS:284, PNLIPRP2:331, PNLIPRP1:953, LIPF:8044, PNLIPRP3:8044","Herbivore",1
"REACTOME_DISEASES_OF_DNA_REPAIR",0.177902120870871,2.06338288226449e-05,0.000729466536612329,48,"WRN:229, MUTYH:271, MSH3:276, BRIP1:433, BARD1:479, DNA2:582, RAD51D:727, RAD51AP1:962, RHNO1:1004, ATR:1292, RBBP8:1359, RFC2:1364, BRCA1:1569, RAD51B:1634, MLH1:1700, RPA2:1999, MSH6:2033, BRCA2:2139, RAD50:2563, TOPBP1:2654, RMI1:3078, SEM1:3193, RPA3:3205, RAD9B:3443, PALB2:3477, RAD51C:8044, RPA1:8044, RFC4:8044, NEIL3:8044, OGG1:8044, NTHL1:8044, MRE11:8044, NBN:8044, ATM:8044, TOP3A:8044, BLM:8044, RAD1:8044, HUS1:8044, RAD17:8044, ATRIP:8044, RAD9A:8044, RMI2:8044, MSH2:8044, PMS2:8044, NEIL1:8044, XRCC2:8044, RFC5:12891, RFC3:14539","Both",3
"REACTOME_DISEASES_OF_METABOLISM",0.0523784220719538,0.00733642584133193,0.0602390827638034,224,"MUC20:14, ACY1:18, NAGLU:31, CUBN:34, CYP2R1:44, LCT:61, MUC4:86, CYP17A1:113, NCAN:129, ADAMTS3:149, CYP11A1:160, ARSB:201, ALG6:263, SI:322, MCCC1:439, MC2R:471, HEXB:557, GLB1:577, CBLIF:579, CYP26C1:617, CYP21A2:640, FMO3:681, PAPSS2:723, GUSB:728, HYAL1:749, CYP24A1:803, ABCD4:853, CYP27A1:902, MMUT:981, AMN:985, SDC3:1043, VCAN:1081, BTD:1083, ALG1:1172, GSS:1188, FDXR:1253, SLC26A2:1448, GGT1:1483, PCCA:1492, CYP27B1:1524, GALNT3:1558, IDUA:1570, OMD:1705, MPDU1:1761, TCN2:1886, MAT1A:1943, GCLC:2085, MCCC2:2105, ADAMTS20:2234, HPRT1:2317, B4GALT1:2318, PCCB:2419, ALG3:2424, ALG8:2489, MAOA:2653, SFTPA1:2777, CHST6:2828, FDX1:3164, GPC3:3172, ADAMTS19:3198, CHST14:3207, GYS2:3367, DPM1:3436, CTSA:3456, TBXAS1:3473, MOGS:3483, ALG13:3490, SFTPC:3544, UBB:8044, SDC1:8044, SDC4:8044, SDC2:8044, DAG1:8044, AGRN:8044, CSF2RB:8044, FDX2:8044, ABCA3:8044, BCAN:8044, ADAMTS8:8044, ADAMTS18:8044, HSPG2:8044, ADAMTS16:8044, ADAMTS1:8044, ADAMTS5:8044, ADAMTS9:8044, FMOD:8044, ADAMTS14:8044, LUM:8044, SFTPA2:8044, AHCY:8044, SLC35D1:8044, MTR:8044, MTRR:8044, TPMT:8044, OPLAH:8044, UGT1A1:8044, NOTCH3:8044, ST3GAL3:8044, NOTCH4:8044, ADA:8044, PNP:8044, APRT:8044, DPM2:8044, IDS:8044, B4GALT7:8044, GPC4:8044, OGN:8044, CSPG5:8044, CHST3:8044, GNS:8044, KERA:8044, GALNS:8044, B3GAT3:8044, EXT2:8044, HGSNAT:8044, B3GALT6:8044, GPC5:8044, SGSH:8044, GPC6:8044, GPC2:8044, HEXA:8044, DPM3:8044, ACACA:8044, NEU1:8044, CFP:8044, IDH1:8044, GYG1:8044, MUC15:8044, CYP7B1:8044, SRD5A3:8044, CYP19A1:8044, MMACHC:8044, MMAB:8044, MMAA:8044, LMBRD1:8044, MMADHC:8044, HLCS:8044, PC:8044, CYP26B1:8044, CYP1B1:8044, CYP2U1:8044, GYG2:8044, EPM2A:8044, GBE1:8044, PPP1R3C:8044, G6PC3:8044, NHLRC1:8044, SLC37A4:8044, ALG9:8044, ALG2:8044, RFT1:8044, MGAT2:8044, DPAGT1:8044, ALG14:8044, MAN1B1:8044, ALG12:8044, THSD7A:8044, POMT2:8044, SEMA5B:8044, POMGNT1:8044, C1GALT1:8044, GALK1:8044, DHDDS:8044, GALNT12:8044, POMT1:8044, LARGE1:8044, THSD1:8044, ADAMTS17:8044, ADAMTS10:8044, ADAMTSL4:8044, THSD7B:8044, NUS1:8044, ADAMTS13:8044, SBSPON:8044, ADAMTS15:8044, C1GALT1C1:8044, DOLK:8044, ADAMTSL1:8044, MPI:8044, ADAMTSL5:8044, B3GLCT:8044, THSD4:8044, ADAMTSL2:8044, GFPT1:8044, GALT:8044, SPON1:8044, SLC34A2:8044, ALDOB:8044, KHK:8044, DCXR:8044, RPIA:8044, PAH:8044, ADAMTS2:12480, GNE:12525, SFTPB:12713, THBS1:12876, ALG11:12916, CHSY1:13042, B4GAT1:13195, GALE:13243, ADAMTS12:13259, DCN:13316, PGM1:13455, THBS2:13547, PMM2:13640, SEMA5A:13668, ADAMTS6:13682, CSPG4:13700, NOTCH1:13891, TALDO1:13905, ADAMTS4:14184, SPON2:14221, NOTCH2:14259, ADAMTSL3:14301, BGN:14436, RPS27A:14470, PRELP:14476, GCLM:14516, EXT1:14598, UBA52:14604, GPC1:14651, ADAMTS7:14685, GYS1:14887, LFNG:14890","Herbivore",1
"REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH",-0.126526647508035,0.000527443749941873,0.0102256030230666,63,"TRAF2:105, H2BC4:192, H2AC4:369, EED:650, H4C2:684, H3C13:758, H2BC15:781, LMNB1:796, JUN:1258, H4C3:1275, H2AC14:1344, H3C1:1606, RIPK1:1719, EZH2:1752, H3C11:1880, H3C4:1908, RIPK3:2093, H4C13:2167, PRIM1:2176, H2BC9:2180, H4C14:2485, CASP8:7062, TRADD:7062, GSDME:7062, FASLG:7062, TP53:7062, CDKN2A:7062, BCL2L11:7062, LMNA:7062, FADD:7062, APP:7062, H3-3A:7062, H3C8:7062, H3C10:7062, H3C2:7062, H4C8:7062, H2AC20:7062, H2BC21:7062, H4C11:7062, H4C15:7062, H4C1:7062, POLA2:7062, POLA1:7062, PRIM2:7062, FOXO3:7062, RBBP7:7062, CAPNS1:7062, RBBP4:7062, SUZ12:7062, SOD2:7062, CDC25A:7062, CAST:7062, CAPN2:7062, CAPNS2:7062, CDC25B:7062, DNMT3B:7062, DNMT3A:7062, PRDX1:7062, PRDX2:7062, CAPN1:11957, CDC25C:12772, C1QBP:13873, DNMT1:14802","Unclear",3
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS",-0.0481671027675568,0.0024447286772371,0.0295050889440843,343,"CAMK2B:10, PDGFA:170, EEF1G:171, KITLG:182, DLL1:239, NCBP1:261, IQGAP1:322, CAMK2D:339, POLR2J:371, TLN1:432, MYC:443, EGFR:452, HDAC4:471, MSN:474, UBA52:502, SND1:558, FGF8:592, FGF10:623, GTF2F2:626, RPS27A:636, PSMD12:671, CARS1:674, PPP2R5C:686, CEP43:700, CTBP2:820, FGFR2:837, PSMF1:875, NRG3:886, KSR2:945, EREG:963, PSMA1:974, DUSP9:1012, PPP2R5D:1081, FN1:1126, FLT3:1161, CDC37:1164, HES5:1211, NOTCH1:1215, ADAM17:1216, BCL2L1:1314, FIP1L1:1328, AGK:1381, ERBB2:1383, PIK3CA:1390, TGFBR2:1409, MAPKAP1:1476, LRP5:1531, VCL:1578, MARK3:1588, IRS1:1591, RNF213:1775, TGFB1:1814, TENT4A:1876, PRR5:1927, CASP9:1941, FOXO1:2007, HSP90AA1:2022, TSC2:2168, DUSP6:2183, KL:2208, IHH:2212, JAG2:2262, DUSP7:2265, FGFR3:2295, PPP2R5B:2326, DCTN1:2371, PDGFRB:2398, PPP2R1B:2431, LRRFIP1:2521, CBL:2620, JAK2:7062, STAT1:7062, PTPN11:7062, PSMB1:7062, PSME4:7062, PSMD8:7062, PSMB5:7062, PSME2:7062, PSMD10:7062, MAPK3:7062, AKT2:7062, PSMD3:7062, PSMD9:7062, PSMB2:7062, PSME3:7062, PSMB7:7062, AKT1:7062, PSMB6:7062, BCL2L11:7062, PSMA8:7062, PSMD4:7062, PSMB4:7062, LMNA:7062, PSMD6:7062, UBB:7062, PSMD1:7062, PSMD2:7062, PSMD13:7062, PSMB8:7062, PSMB10:7062, PSMB11:7062, PSMB9:7062, HGF:7062, PPP2R5A:7062, ACTB:7062, APBB1IP:7062, PDGFB:7062, CSK:7062, PRKAR1A:7062, VWF:7062, SOS1:7062, HDAC1:7062, PIK3R3:7062, PLCG1:7062, RAF1:7062, ARRB1:7062, PDPK1:7062, VAV1:7062, SHC1:7062, KIF5B:7062, FGG:7062, YES1:7062, LCK:7062, SRC:7062, LYN:7062, ITGB3:7062, CAMK2A:7062, CAMK2G:7062, MDM2:7062, ERBB4:7062, PPFIBP1:7062, POLR2F:7062, GTF2F1:7062, GAB2:7062, FGF22:7062, FGF4:7062, FGF20:7062, FGF6:7062, FGF1:7062, FGF23:7062, KLB:7062, FGF5:7062, FGF2:7062, FGF7:7062, FGF17:7062, FGF19:7062, FRS2:7062, DUSP16:7062, DUSP10:7062, DUSP8:7062, SKP1:7062, CHUK:7062, TPR:7062, PPM1B:7062, STAT5A:7062, STAT5B:7062, FOXO3:7062, SMAD4:7062, FGFR1OP2:7062, ZMYM2:7062, TRIM24:7062, ERLIN2:7062, BAG4:7062, BCR:7062, MYO18A:7062, ERBB3:7062, ERBIN:7062, PTPN12:7062, NRG2:7062, NRG4:7062, CREBBP:7062, EP300:7062, PSEN1:7062, ESR1:7062, APH1B:7062, NCOR1:7062, PSEN2:7062, NCSTN:7062, MAMLD1:7062, GSK3B:7062, MYH9:7062, SNW1:7062, TBL1X:7062, MET:7062, DKK1:7062, KAT2A:7062, SPTBN1:7062, CDKN1A:7062, ADAM10:7062, DHH:7062, WNT3A:7062, MAML1:7062, SHH:7062, PIK3CD:7062, ACTG1:7062, NCOR2:7062, MAML3:7062, CDKN1B:7062, CD86:7062, CD80:7062, PIM1:7062, SQSTM1:7062, JUNB:7062, FBXW7:7062, LMO7:7062, PIK3AP1:7062, TRAT1:7062, ICOS:7062, RICTOR:7062, CD19:7062, CD28:7062, MIB2:7062, MTOR:7062, BRAF:7062, KIT:7062, KDR:7062, PAPSS1:7062, HDAC9:7062, HDAC7:7062, HDAC6:7062, HDAC10:7062, MIB1:7062, NEURL1:7062, HDAC5:7062, DLL4:7062, HEY2:7062, HDAC11:7062, HEY1:7062, NEURL1B:7062, ATIC:7062, NPM1:7062, PPP1CB:7062, EML4:7062, AREG:7062, TGFA:7062, EPGN:7062, AKT1S1:7062, FRS3:7062, TGFBR1:7062, TRIP11:7062, PDGFRA:7062, SPRED1:7062, SPRED2:7062, AXIN1:7062, TCF7L2:7062, AMER1:7062, LRP6:7062, PORCN:7062, TNKS2:7062, DKK2:7062, TNKS:7062, FZD4:7062, FZD8:7062, GSK3A:7062, RPS6KB2:7062, FOXO4:7062, FOXO6:7062, STRN:7062, ESR2:7062, TFG:7062, ALK:7062, CLCN6:7062, KDM7A:7062, NOX4:7062, EIF2AK3:7062, SYVN1:7062, ERLEC1:7062, OS9:7062, SPRED3:7062, NF1:7062, FAM114A2:7062, PEBP1:7062, BRAP:7062, ZC3HC1:7062, ZC3HAV1:7062, KANK1:7062, SHOC2:7062, BIRC6:7062, KIAA1549:7062, RRBP1:7062, MPRIP:7062, ETV6:7062, BCL2A1:7062, KSR1:7062, CNKSR1:7062, CNKSR2:7062, FAM131B:7062, MECP2:7062, AGTRAP:7062, TRAK1:7062, KLC1:11484, FGFR4:11490, RNF43:11492, KREMEN1:11502, MAML2:11507, HEYL:11510, PSMD5:11552, ESRP1:11587, MAP3K11:11612, NR4A1:11622, FZD6:11709, JAG1:11732, FGB:11844, BTC:11875, PIK3R1:11896, GCC2:11905, KAT2B:11909, SEM1:11913, BAD:12146, ARAF:12181, PSME1:12184, GAB1:12195, HBEGF:12215, APC:12249, BIN2:12254, HHAT:12385, GOLGB1:12527, PIK3R2:12550, FZD5:12580, KREMEN2:12585, SEL1L:12675, SEC31A:12688, ARRB2:12816, WDCP:12879, FGFR1:12961, ZFYVE9:13114, NRG1:13151, CUX1:13262, TPM4:13402, PIK3CB:13409, EGF:13508, RBPJ:13574, ATG7:13583, HDAC8:14111, AP3B1:14299, HIP1:14371, AKAP9:14392, MAP2K2:14555, ITGA2B:14566, GOLGA4:14712, CNTRL:14714, DKK4:15053, AGGF1:15073","Insectivore",2
"REACTOME_DNA_DAMAGE_TELOMERE_STRESS_INDUCED_SENESCENCE",-0.145835365929929,0.000724418036808442,0.0129319378254022,45,"EP400:6, H2BC4:192, H1-2:354, H2AC4:369, H1-4:548, H4C2:684, H2BC15:781, LMNB1:796, H1-3:842, H4C3:1275, H2AC14:1344, CCNE2:1529, H1-5:1724, H4C13:2167, H2BC9:2180, H4C14:2485, H1-1:7062, TP53:7062, H1-0:7062, CDK2:7062, TINF2:7062, TERF2:7062, TERF1:7062, H4C8:7062, TERF2IP:7062, H2AC20:7062, H2BC21:7062, H4C11:7062, H4C15:7062, H4C1:7062, RB1:7062, CDKN1A:7062, CDKN1B:7062, CCNA2:7062, MRE11:7062, NBN:7062, ATM:7062, CCNE1:7062, CCNA1:7062, CABIN1:7062, HIRA:7062, UBN1:7062, ACD:11694, POT1:11764, RAD50:12543","Both",3
"REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR",0.0729579776616072,0.00381926926601186,0.0380449861139192,133,"CLSPN:107, WRN:229, POLH:280, XRCC1:327, KDM4B:337, POLK:345, BRIP1:433, RIF1:449, RNF168:453, BARD1:479, DNA2:582, ABRAXAS1:619, RAD51D:727, RAD51AP1:962, RHNO1:1004, SIRT6:1100, POLQ:1115, ATR:1292, SLX1B:1296, RBBP8:1359, RFC2:1364, SLX1A:1425, EYA2:1450, TIPIN:1497, BRCA1:1569, RAD51B:1634, TP53BP1:1663, BABAM1:1722, RPA2:1999, BRCA2:2139, RFC1:2191, EME2:2214, RNF8:2299, PPP4R2:2446, PRKDC:2504, TIMELESS:2514, RAD50:2563, POLD1:2567, POLL:2612, ABL1:2627, TOPBP1:2654, PARP2:2784, SLX4:2795, PPP4C:2959, ERCC1:2996, PIAS4:3019, RMI1:3078, SEM1:3193, RPA3:3205, RAD9B:3443, PALB2:3477, SPIDR:3534, TP53:8044, UBB:8044, RAD51C:8044, CDK2:8044, POLD3:8044, POLE2:8044, POLE4:8044, RPA1:8044, POLE3:8044, RFC4:8044, POLD4:8044, H4C8:8044, H2BC21:8044, H4C11:8044, H4C15:8044, H4C1:8044, PARP1:8044, KPNA2:8044, UBE2N:8044, PAXIP1:8044, CCNA2:8044, MRE11:8044, NBN:8044, ATM:8044, TOP3A:8044, BLM:8044, CCNA1:8044, XRCC5:8044, XRCC4:8044, LIG4:8044, XRCC6:8044, UIMC1:8044, RAD1:8044, HUS1:8044, RAD17:8044, SMARCA5:8044, BABAM2:8044, ATRIP:8044, RAD9A:8044, RMI2:8044, CHEK2:8044, BRCC3:8044, RAD52:8044, KDM4A:8044, UBXN1:8044, LIG3:8044, PPP5C:8044, ERCC4:8044, XRCC3:8044, EME1:8044, MUS81:8044, XRCC2:8044, BAP1:8044, TDP1:8044, EYA1:8044, EYA4:8044, DCLRE1C:8044, EYA3:8044, NHEJ1:8044, CHEK1:12532, H4C14:12621, APBB1:12719, RFC5:12891, H2BC9:12926, H4C13:12939, RNF4:12954, TDP2:13010, FEN1:13425, H4C3:13831, UBE2I:14027, H2BC15:14325, RTEL1:14409, H4C2:14422, RPS27A:14470, POLD2:14521, RFC3:14539, UBA52:14604, NSD2:14835, H2BC4:14914, POLE:14923, HERC2:15003","Both",3
"REACTOME_DNA_METHYLATION",-0.166239967897271,0.00234796140537841,0.0289957151636799,28,"H2BC4:192, H2AC4:369, H4C2:684, H3C13:758, H2BC15:781, H4C3:1275, H2AC14:1344, H3C1:1606, H3C11:1880, H3C4:1908, H4C13:2167, H2BC9:2180, H4C14:2485, H3-3A:7062, H3C8:7062, H3C10:7062, H3C2:7062, H4C8:7062, H2AC20:7062, H2BC21:7062, H4C11:7062, H4C15:7062, H4C1:7062, DNMT3B:7062, DNMT3A:7062, DNMT3L:7062, UHRF1:14745, DNMT1:14802","Unclear",3
"REACTOME_DNA_REPAIR",0.0478224068944291,0.00801493183958499,0.0640716446169507,264,"ERCC5:28, FANCM:60, CLSPN:107, MBD4:195, WRN:229, MUTYH:271, MSH3:276, POLH:280, PARG:323, XRCC1:327, FANCE:336, KDM4B:337, POLK:345, BRIP1:433, RIF1:449, XPC:452, RNF168:453, BARD1:479, DNA2:582, ABRAXAS1:619, RAD51D:727, NEIL2:775, PNKP:869, RAD51AP1:962, RHNO1:1004, SIRT6:1100, POLQ:1115, REV3L:1134, ERCC6:1229, FANCG:1258, DCLRE1A:1273, ATR:1292, SLX1B:1296, RBBP8:1359, RFC2:1364, SLX1A:1425, EYA2:1450, TIPIN:1497, BRCA1:1569, REV1:1620, RAD51B:1634, POLI:1648, TP53BP1:1663, MLH1:1700, BABAM1:1722, FANCC:1868, TDG:1892, USP1:1984, RPA2:1999, INO80D:2029, MSH6:2033, BRCA2:2139, RFC1:2191, EME2:2214, RNF8:2299, ELL:2333, CUL4B:2388, PPP4R2:2446, FANCA:2484, PRKDC:2504, TIMELESS:2514, RAD50:2563, POLD1:2567, POLL:2612, ABL1:2627, FANCF:2631, USP10:2634, TOPBP1:2654, USP45:2679, USP7:2725, PARP2:2784, SLX4:2795, PPP4C:2959, ERCC1:2996, PIAS4:3019, RMI1:3078, SEM1:3193, RPA3:3205, RCHY1:3310, FANCL:3318, POT1:3342, ACD:3412, RAD9B:3443, PALB2:3477, SPIDR:3534, TP53:8044, UBB:8044, ACTB:8044, RAD51C:8044, CDK2:8044, SPRTN:8044, UFD1:8044, POLD3:8044, POLE2:8044, POLE4:8044, TRIM25:8044, RPA1:8044, POLE3:8044, UBE2L6:8044, RFC4:8044, PCLAF:8044, POLD4:8044, UBA7:8044, ISG15:8044, RAD18:8044, UBE2B:8044, CUL4A:8044, DTL:8044, TINF2:8044, MPG:8044, NEIL3:8044, OGG1:8044, TERF2:8044, TERF1:8044, H4C8:8044, TERF2IP:8044, H2AC20:8044, H2BC21:8044, H4C11:8044, H4C15:8044, H4C1:8044, NTHL1:8044, UNG:8044, APEX1:8044, SMUG1:8044, POLB:8044, LIG1:8044, ADPRS:8044, PARP1:8044, KPNA2:8044, POLR2F:8044, ERCC2:8044, GTF2H1:8044, GTF2H3:8044, CDK7:8044, CCNH:8044, GTF2H2:8044, ERCC3:8044, TCEA1:8044, UBE2N:8044, EP300:8044, PAXIP1:8044, PIAS1:8044, RNF111:8044, CCNA2:8044, MRE11:8044, NBN:8044, ATM:8044, TOP3A:8044, BLM:8044, CCNA1:8044, XRCC5:8044, XRCC4:8044, LIG4:8044, XRCC6:8044, UIMC1:8044, RAD1:8044, HUS1:8044, RAD17:8044, SMARCA5:8044, BABAM2:8044, ATRIP:8044, CENPX:8044, RAD9A:8044, CENPS:8044, RMI2:8044, CHEK2:8044, BRCC3:8044, COPS4:8044, COPS7B:8044, COPS8:8044, RAD52:8044, PIAS3:8044, SUMO3:8044, KDM4A:8044, MCRS1:8044, MSH2:8044, PMS2:8044, DDB2:8044, FANCD2:8044, RAD23B:8044, UBXN1:8044, LIG3:8044, NEIL1:8044, PPP5C:8044, ERCC4:8044, XRCC3:8044, EME1:8044, MUS81:8044, XRCC2:8044, ACTR5:8044, TFPT:8044, ACTR8:8044, INO80B:8044, INO80C:8044, BAP1:8044, INO80E:8044, NFRKB:8044, RAD23A:8044, TDP1:8044, EYA1:8044, EYA4:8044, DCLRE1C:8044, EYA3:8044, NHEJ1:8044, CHD1L:8044, XPA:8044, ERCC8:8044, ZNF830:8044, HMGN1:8044, ISY1:8044, UBE2T:8044, DCLRE1B:8044, POLN:8044, FAAP24:8044, FANCB:8044, FAN1:8044, ALKBH5:8044, ASCC2:8044, ASCC1:8044, ALKBH3:8044, ALKBH2:8044, CHEK1:12532, MAD2L2:12550, H4C14:12621, APBB1:12719, AQR:12856, RFC5:12891, H2BC9:12926, H4C13:12939, RNF4:12954, XAB2:13006, TDP2:13010, UVSSA:13374, FEN1:13425, MNAT1:13507, PPIE:13520, CETN2:13674, FANCI:13683, H2AC14:13762, COPS2:13822, H4C3:13831, UBE2I:14027, MGMT:14090, ASCC3:14190, GPS1:14315, H2BC15:14325, GTF2H4:14384, NPLOC4:14385, RTEL1:14409, H4C2:14422, RPS27A:14470, POLD2:14521, RFC3:14539, UBA52:14604, FTO:14693, POLR2J:14735, H2AC4:14737, NSD2:14835, FAAP100:14853, H2BC4:14914, POLE:14923, HERC2:15003, USP43:15053","Both",3
"REACTOME_DRUG_ADME",0.107829971620158,0.00313491462566389,0.0334452726039763,63,"ACY1:18, GMPS:100, ALB:150, SLCO1A2:234, SULT1A4:333, SULT1A3:347, SLCO1B1:385, SULT1E1:401, SLC22A7:804, SERPINA6:1016, SLC29A3:1037, ABCB1:1196, ABCC1:1385, GGT1:1483, PON3:2002, HPRT1:2317, SLC28A2:2601, SLC22A2:2825, SULT1C4:2869, NAT2:2876, SLC29A1:3037, SLC28A3:3466, SLC29A2:3555, VAV1:8044, VAV2:8044, BSG:8044, SLC22A1:8044, BCHE:8044, PCK1:8044, XDH:8044, ACSM2B:8044, GGT5:8044, CNDP2:8044, TPMT:8044, UGT1A6:8044, GGT6:8044, ACSM5:8044, ACSM2A:8044, GLYATL3:8044, ACSM4:8044, UGT1A1:8044, IMPDH1:8044, ITPA:8044, NUDT15:8044, ADK:8044, ADAL:8044, IMPDH2:8044, ADA:8044, PNP:8044, NME1:8044, NME2:8044, ABCC3:8044, SLCO2B1:8044, HSD11B1:8044, HSD11B2:8044, CYP2E1:8044, PON1:8044, SLC22A3:8044, SLC22A8:8044, GUK1:13019, VAV3:13050, GGT7:14551, ABCC5:14992","Herbivore",1
"REACTOME_DRUG_MEDIATED_INHIBITION_OF_CDK4_CDK6_ACTIVITY",-0.322413986327468,0.0125401350896577,0.0849994870926801,5,"CCND3:783, CCND1:1002, CDK4:1903, CCND2:2289, CDK6:7062","Unclear",1
"REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS",-0.144982535077852,0.00200688818510543,0.0256504766604154,38,"H2BC4:192, UBA52:502, RPS27A:636, PEX14:755, H2BC15:781, BCL10:911, UBE2D1:996, PEX10:1152, RNF20:1198, DERL1:1793, H2BC9:2180, RNF144A:2210, RTF1:2217, UBE2J2:2355, RNF181:2590, UBB:7062, RAD18:7062, UBE2B:7062, PAF1:7062, LEO1:7062, CTR9:7062, UBE2N:7062, UBE2D2:7062, UBE2A:7062, RRAGA:7062, WAC:7062, RNF40:7062, PEX12:7062, SELENOS:7062, PEX5:7062, SHPRH:7062, PEX13:7062, PEX2:7062, TMEM129:7062, RNF152:7062, UBE2L3:12390, PRKDC:12602, HLTF:13755","Both",3
"REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS",-0.112652628548246,0.0106902872405398,0.0764864598995764,43,"EPHA4:94, MMP2:148, TIAM1:254, AP2A2:372, DNM1:492, EPHB6:757, EPHA1:1486, EFNB1:1796, MMP9:1976, VAV3:2056, EPHA7:2123, ACTB:7062, VAV2:7062, YES1:7062, SRC:7062, LYN:7062, AP2M1:7062, AP2A1:7062, PSEN1:7062, APH1B:7062, PSEN2:7062, NCSTN:7062, EPHA3:7062, CLTCL1:7062, EPHA8:7062, EPHA6:7062, EFNA2:7062, EFNB3:7062, CLTA:7062, EFNB2:7062, EPHB2:7062, ADAM10:7062, EPHA2:7062, EFNA3:7062, EPHA5:7062, EFNA1:7062, CLTB:7062, EPHB3:7062, EPHA10:7062, ACTG1:7062, EPHB4:7062, EPHB1:11506, EFNA4:12410","Herbivore",1
"REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT",-0.062624559809156,0.0160285463001064,0.0993108899625151,125,"YKT6:117, DYNC1H1:194, DYNC1LI2:329, TUBA4A:420, PPP6R1:631, TUBA1B:702, NAPA:778, ANK2:970, CSNK1D:1052, COPB1:1061, ARFGAP1:1096, TMED3:1137, SEC23A:1208, NSF:1233, TRAPPC3:1252, STX17:1355, LMAN2L:1393, TUBB2A:1503, TMEM115:1614, TRAPPC10:1728, TUBA8:1763, TRAPPC9:1765, BET1L:1830, COPB2:1841, COG6:1979, SEC22A:2115, TBC1D20:2162, TUBB4A:2317, BET1:2330, DCTN1:2371, SPTBN4:2385, TMED9:2386, PPP6R3:2482, COL7A1:2530, DCTN3:2563, SCFD1:2622, DYNLL1:7062, SPTAN1:7062, CAPZB:7062, TUBB1:7062, CAPZA1:7062, TUBB2B:7062, TUBA1A:7062, TUBAL3:7062, F8:7062, TUBB4B:7062, F5:7062, GRIA1:7062, SEC13:7062, SPTBN1:7062, SPTBN5:7062, SPTBN2:7062, INS:7062, ARF1:7062, DYNC1I2:7062, DCTN6:7062, CTSC:7062, ACTR10:7062, DCTN4:7062, SEC24B:7062, SEC24D:7062, DYNC1I1:7062, DCTN2:7062, SEC24C:7062, CAPZA3:7062, PPP6C:7062, ANKRD28:7062, USO1:7062, AREG:7062, TGFA:7062, CTSZ:7062, COPZ2:7062, TRAPPC6A:7062, LMAN1:7062, SEC22C:7062, ARCN1:7062, KDELR3:7062, COG4:7062, COPE:7062, SEC23IP:7062, GOSR2:7062, GOSR1:7062, FOLR1:7062, TFG:7062, COPA:7062, NAPB:7062, NAPG:7062, TMED7:7062, COG3:7062, PREB:7062, LMAN1L:7062, SEC16A:7062, COPG2:7062, STX5:7062, COG5:7062, COG1:7062, TRAPPC2L:7062, LMAN2:7062, TMED10:7062, CNIH2:7062, MCFD2:7062, COPG1:7062, COG8:7062, ARFGAP3:7062, COG2:12206, TUBB8B:12217, TUBB8:12220, CD59:12301, ARF3:12351, DYNLL2:12478, ANK3:12484, GOLGB1:12527, MIA3:12529, COPZ1:12590, SEC31A:12688, ARFGAP2:12871, TRAPPC4:14010, DYNC1LI1:14033, GBF1:14212, SEC16B:14298, SEC24A:14409, SPTB:14535, MIA2:14548, SPTA1:15033, ANK1:15074","Unclear",3
"REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION",-0.170279997689738,0.000343096054714052,0.00745303839336669,37,"H2BC4:192, MTA1:290, H2AC4:369, H4C2:684, H3C13:758, H2BC15:781, MTA3:1043, H4C3:1275, H2AC14:1344, H3C1:1606, H3C11:1880, H3C4:1908, H4C13:2167, H2BC9:2180, H4C14:2485, HDAC1:7062, H3-3A:7062, H3C8:7062, H3C10:7062, H3C2:7062, H4C8:7062, H2AC20:7062, H2BC21:7062, H4C11:7062, H4C15:7062, H4C1:7062, RBBP7:7062, RBBP4:7062, CHD4:7062, MBD3:7062, TTF1:7062, GATAD2B:7062, MTA2:7062, GATAD2A:7062, CHD3:7062, EHMT2:7062, ERCC6:13877","Both",3
"REACTOME_ERK_MAPK_TARGETS",-0.238097909420696,0.00141509009729043,0.0205758664952794,15,"RPS6KA2:115, PPP2R5D:1081, MEF2A:1141, ELK1:1431, DUSP6:2183, DUSP7:2265, VRK3:2314, PPP2R1B:2431, MAPK7:2510, MAPK3:7062, RPS6KA1:7062, DUSP4:7062, RPS6KA5:7062, MAPK11:7062, DUSP3:7062","Both",3
