"X","stat","pval","p.adj","num.genes","gene.vals","Driver","DriverNumeric"
"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS",-0.0212387051426617,0.11,0.11,294,"HTR1D:143, GPBAR1:178, AVPR1B:403, TAAR9:404, CYSLTR2:495, FSHR:600, GNRH1:664, F2R:710, MTNR1A:782, C5AR2:836, TAAR6:850, GPR143:956, TAAR2:962, HTR2B:988, HTR6:1062, ECE2:1117, NPSR1:1134, P2RY11:1215, SSTR4:1238, KISS1R:1239, HTR2A:1261, PROKR2:1279, BDKRB1:1287, HCRTR1:1325, EDN2:1434, GPR31:1436, S1PR4:1503, RLN3:1552, C3AR1:1556, LHCGR:1577, MTNR1B:1731, PTAFR:1775, GPR132:1801, NPFFR2:1936, GALR3:1946, S1PR5:1947, TBXA2R:6821, KNG1:6821, F2RL3:6821, APP:6821, ADRA2A:6821, PTGIR:6821, PF4:6821, F2RL2:6821, P2RY12:6821, P2RY1:6821, F2:6821, ADRA2C:6821, PSAP:6821, PDYN:6821, OPRM1:6821, CCL22:6821, OPRD1:6821, CCR2:6821, CCR5:6821, CCR1:6821, CCL5:6821, C3:6821, CCR6:6821, FFAR1:6821, CHRM3:6821, C5:6821, C5AR1:6821, FPR2:6821, RHO:6821, SSTR3:6821, TACR1:6821, ADRB2:6821, CHRM2:6821, AGT:6821, TSHB:6821, FSHB:6821, OPN1SW:6821, GRP:6821, GHRL:6821, FFAR4:6821, TAC1:6821, HEBP1:6821, ADRB1:6821, UTS2:6821, PTGER3:6821, LPAR2:6821, GAL:6821, PRLH:6821, TACR2:6821, EDN1:6821, OPRK1:6821, MLN:6821, NTSR1:6821, OXT:6821, BRS3:6821, MLNR:6821, PLPPR2:6821, CCL1:6821, PPY:6821, GNRHR:6821, NMU:6821, CCKBR:6821, ECE1:6821, PLPPR5:6821, CNR1:6821, GPR68:6821, CCRL2:6821, GHSR:6821, OPN4:6821, PTGFR:6821, NPY:6821, NLN:6821, MC3R:6821, EDN3:6821, CXCL6:6821, GPR18:6821, NPBWR2:6821, GRPR:6821, FFAR2:6821, ACKR4:6821, PLPPR3:6821, CCL25:6821, NMUR2:6821, RXFP2:6821, NTS:6821, APLNR:6821, HTR1B:6821, TAAR5:6821, NMBR:6821, EDNRB:6821, HCRTR2:6821, CXCL9:6821, NPFF:6821, PROK1:6821, ACKR3:6821, ACKR2:6821, TAAR8:6821, TAAR1:6821, LPAR4:6821, HTR2C:6821, PLPPR1:6821, RGR:6821, HTR7:6821, NPFFR1:6821, GPHA2:6821, DRD3:6821, EDNRA:6821, CCL28:6821, MCHR2:6821, HTR5A:6821, PTGER1:6821, HCRT:6821, SSTR5:6821, CCKAR:6821, PROK2:6821, HTR4:6821, GPER1:6821, OXGR1:6821, AVPR1A:6821, GALR1:6821, TAC3:6821, PTGDR:6821, CX3CR1:6821, BDKRB2:6821, CHRM1:6821, HTR1E:6821, NTSR2:6821, CXCL11:6821, GPR183:6821, PROKR1:6821, DRD5:6821, TACR3:6821, GPR37L1:6821, ADRA1B:6821, ADORA2B:6821, GPR37:6821, TRH:6821, APLN:6821, NMUR1:6821, P2RY6:6821, CXCR6:6821, INSL5:6821, CYSLTR1:6821, XCR1:6821, CCR9:6821, TRHR:6821, P2RY14:6821, P2RY2:6821, MC5R:6821, HTR1A:6821, GPR35:6821, HTR1F:6821, CCR8:6821, RRH:6821, SSTR2:6821, AGTR2:6821, OXTR:6821, PENK:6821, UTS2R:6821, P2RY13:6821, RXFP3:6821, GALR2:6821, PTGDR2:6821, PMCH:6821, CCR3:6821, CCR4:6821, GPR39:6821, NPW:6821, NPB:6821, CCR10:6821, LPAR5:6821, CHRM5:6821, NPY2R:6821, MC2R:6821, FFAR3:6821, CXCR3:6821, QRFPR:6821, P2RY4:6821, ADRB3:6821, CNR2:6821, UTS2B:6821, HCAR1:6821, NMB:6821, LPAR1:6821, SUCNR1:6821, NPY4R:6821, NMS:6821, ACKR1:6821, S1PR3:6821, LTB4R:6821, LTB4R2:6821, NPS:6821, MC1R:6821, S1PR2:6821, CCL16:6821, NPBWR1:6821, S1PR1:11615, PYY:11676, NPY1R:11684, AVP:11709, CGA:11732, PTGER2:11744, AVPR2:11820, LHB:11936, PNOC:11964, HRH1:12024, ADORA3:12127, DRD1:12158, GPR4:12203, GPHB5:12230, CXCL10:12231, CXCL12:12380, CCL21:12506, HRH4:12516, MCHR1:12526, OPN3:12585, CMKLR1:12590, GPR65:12686, OPN5:12794, AGTR1:12809, SSTR1:12814, HRH3:12823, OPN1MW:12907, CXCR5:12944, GPR17:13023, OPN1LW:13055, CXCR1:13136, CCL27:13216, ADRA1A:13400, ADORA1:13427, RXFP1:13452, ANXA1:13578, CXCL8:13587, CHRM4:13634, CCR7:13637, LPAR6:13690, GPR55:13724, PRLHR:13725, LPAR3:13908, MC4R:13929, PLPPR4:14032, ADRA2B:14037, KEL:14053, OPRL1:14280, CXCR4:14314, ADRA1D:14329, ADORA2A:14341, F2RL1:14445, CCK:14480, CCL20:14674, XK:14727, PTGER4:14786, DRD2:14805, HRH2:14853, CXCR2:14905, P2RY10:14961, CXCL13:15027, HCAR2:15035","Unclear",0
"REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS",0.0331484471294898,0.356342143601813,0.736372624318567,65,"CALCR:18, RAMP2:75, CRHR1:637, RAMP3:842, WNT2:895, PTH:1371, CRH:1419, PTH1R:1436, SCTR:1716, GNB3:1730, UCN:2153, FZD10:2221, WNT9A:2228, SMO:2385, GNB5:2574, WNT5A:2607, VIPR1:2798, ADCYAP1:3063, WNT6:3464, WNT1:8284, DHH:8284, WNT3A:8284, IHH:8284, SHH:8284, WNT10B:8284, GCG:8284, GCGR:8284, GLP1R:8284, ADCYAP1R1:8284, ADGRE3:8284, WNT16:8284, WNT8A:8284, WNT8B:8284, WNT11:8284, FZD3:8284, WNT2B:8284, WNT10A:8284, FZD7:8284, FZD1:8284, WNT9B:8284, FZD5:8284, FZD6:8284, FZD4:8284, FZD8:8284, CRHR2:8284, GIP:8284, GIPR:8284, CALCRL:8284, GLP2R:8284, PTHLH:8284, VIPR2:8284, PTCH2:8284, RAMP1:8284, PTH2:8284, UCN2:8284, CRHBP:8284, VIP:8284, ADM:8284, PTCH1:8284, FZD9:8284, PTH2R:13187, GHRH:13508, GHRHR:13758, ADGRE1:14543, UCN3:14765","Both",3
"REACTOME_NETRIN_1_SIGNALING",-0.0174722910255448,0.11,0.11,45,"CDC42:511, SLIT1:607, PLCG1:803, SLIT3:1070, RGMB:1087, NEO1:1816, PTPN11:6821, PRKCQ:6821, UNC5B:6821, DCC:6821, TRPC7:6821, TRPC6:6821, SRC:6821, TRIO:6821, NTN1:6821, TRPC5:6821, NTN4:6821, EZR:6821, ABLIM1:6821, AGAP2:6821, SLIT2:6821, MYO10:6821, PAK1:6821, UNC5D:6821, MAPK13:6821, NCK1:6821, HJV:6821, ROBO1:6821, DSCAM:6821, ABLIM3:6821, DSCAML1:6821, UNC5C:6821, RGMA:6821, MAPK11:6821, MAPK12:6821, UNC5A:11934, TRPC4:12551, TRPC3:12568, DOCK1:12791, PTK2:13352, PITPNA:14122, WASL:14162, ABLIM2:14252, SIAH1:14276, TRPC1:14902","Unclear",0
"REACTOME_NEPHRIN_FAMILY_INTERACTIONS",0.0468597948948275,0.457506440935104,0.8150193255827,21,"ACTN2:909, CD2AP:915, WASL:943, ACTN3:1447, PIK3CA:1865, SPTAN1:8284, PIK3CB:8284, ACTN1:8284, PIK3R2:8284, ACTN4:8284, PIK3R1:8284, NCK2:8284, SPTBN1:8284, NCK1:8284, NPHS2:8284, KIRREL2:8284, IQGAP1:8284, KIRREL3:8284, NPHS1:8284, KIRREL1:8284, MAGI2:8284","Unclear",0
"REACTOME_SEMAPHORIN_INTERACTIONS",-0.00169989921798258,0.11,0.11,53,"ARHGEF11:447, SEMA3E:480, RHOA:877, ROCK1:6821, PAK2:6821, ITGB1:6821, CFL1:6821, ITGA1:6821, HSP90AA1:6821, PLXND1:6821, FARP2:6821, SEMA3A:6821, PLXNA2:6821, PAK3:6821, PTPRC:6821, GSK3B:6821, SEMA6A:6821, MYL6:6821, DPYSL2:6821, TREM2:6821, HSP90AB1:6821, MYH9:6821, LIMK1:6821, SEMA5A:6821, DPYSL3:6821, MYH10:6821, MYH11:6821, PLXNC1:6821, SEMA6D:6821, SEMA7A:6821, PAK1:6821, RHOC:6821, DPYSL5:6821, PLXNB1:6821, RND1:6821, FES:6821, LIMK2:6821, SEMA4D:6821, SEMA4A:6821, ARHGEF12:6821, PLXNB3:6821, PLXNA4:6821, NRP1:11604, DPYSL4:11867, PIP5K1C:11868, MYH14:12173, MET:12727, TYROBP:12861, ROCK2:13203, ERBB2:14020, CRMP1:14514, TLN1:14678, RRAS:14796","Unclear",0
"REACTOME_L1CAM_INTERACTIONS",0.0547380236437781,0.0606442653255157,0.369051625163855,99,"L1CAM:136, SCN2A:260, CNTN1:358, SH3GL2:501, TUBB8:514, SCN11A:515, SCN9A:520, TUBA1B:521, TUBB8B:530, EGFR:559, SCN10A:617, CHL1:668, DNM2:789, DLG1:860, DNM1:929, KIF4A:1255, RPS6KA4:1291, RPS6KA2:1327, TUBB2A:1551, NFASC:1718, TUBA1A:1795, SCN3A:1825, CSNK2B:1838, ITGAV:1870, TUBB2B:2014, SCN2B:2092, ANK2:2137, KCNQ2:2149, MSN:2173, SCN8A:2185, GAP43:2234, AP2A2:2295, AP2A1:2635, SCN4B:2766, RPS6KA1:3054, CNTN6:3151, NRP1:3501, MAPK3:8284, SPTAN1:8284, ACTB:8284, TUBB1:8284, TUBB4A:8284, TUBA4A:8284, ITGA10:8284, ITGB1:8284, VAV2:8284, ITGA5:8284, ITGA2:8284, TUBAL3:8284, TUBA8:8284, TUBB4B:8284, SRC:8284, ITGA1:8284, RPS6KA6:8284, DLG3:8284, DLG4:8284, AP2M1:8284, KCNQ3:8284, FGFR1:8284, RANBP9:8284, EZR:8284, DPYSL2:8284, RPS6KA5:8284, LAMA1:8284, CNTNAP1:8284, SPTBN1:8284, NRP2:8284, CLTA:8284, NCAN:8284, EPHB2:8284, NUMB:8284, LAMC1:8284, SCN7A:8284, SDCBP:8284, RDX:8284, SCN1A:8284, ITGA9:8284, PAK1:8284, NCAM1:8284, SPTBN4:8284, SCN3B:8284, ALCAM:8284, SPTBN2:8284, CNTN2:8284, SHTN1:8284, DNM3:8284, MAP2K2:13338, ITGA2B:13355, ANK1:13790, SCN5A:13874, ITGB3:14042, SCN1B:14132, ACTG1:14312, NRCAM:14351, LAMB1:14399, SPTA1:14483, SPTB:14490, ANK3:14615, SPTBN5:15045","Both",3
"REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH",0.0129605697537724,0.73769890398203,0.930308107783175,56,"COL6A3:119, COL2A1:172, COL5A2:419, CACNA1S:610, COL4A1:880, COL3A1:1133, CACNA1C:1189, COL4A2:1390, COL6A6:1581, PTK2:1753, COL4A3:2183, CACNB3:2315, CACNB4:3244, SOS1:3253, GFRA4:3301, MAPK3:8284, SPTAN1:8284, SRC:8284, CACNB1:8284, CACNB2:8284, FGFR1:8284, COL5A3:8284, COL4A4:8284, COL9A3:8284, CACNA1I:8284, RPS6KA5:8284, COL9A1:8284, ST8SIA4:8284, SPTBN1:8284, ARTN:8284, PSPN:8284, NCAN:8284, COL5A1:8284, PTPRA:8284, ST8SIA2:8284, COL6A1:8284, COL6A2:8284, NCAM1:8284, CACNA1D:8284, SPTBN4:8284, GFRA2:8284, GDNF:8284, NRTN:8284, PRNP:8284, COL6A5:8284, SPTBN2:8284, CNTN2:8284, COL4A5:8284, AGRN:8284, CACNA1H:8284, GFRA1:13389, CACNA1G:13654, SPTA1:14483, SPTB:14490, COL9A2:14599, SPTBN5:15045","Both",3
"REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS",-0.0233840280652343,0.11,0.11,166,"AVPR1B:403, F2R:710, C5AR2:836, ECE2:1117, NPSR1:1134, SSTR4:1238, KISS1R:1239, PROKR2:1279, BDKRB1:1287, HCRTR1:1325, EDN2:1434, RLN3:1552, C3AR1:1556, NPFFR2:1936, GALR3:1946, KNG1:6821, F2RL3:6821, APP:6821, PF4:6821, F2RL2:6821, F2:6821, PSAP:6821, PDYN:6821, OPRM1:6821, CCL22:6821, OPRD1:6821, CCR2:6821, CCR5:6821, CCR1:6821, CCL5:6821, C3:6821, CCR6:6821, C5:6821, C5AR1:6821, FPR2:6821, SSTR3:6821, TACR1:6821, AGT:6821, GRP:6821, GHRL:6821, TAC1:6821, HEBP1:6821, UTS2:6821, GAL:6821, PRLH:6821, TACR2:6821, EDN1:6821, OPRK1:6821, MLN:6821, NTSR1:6821, OXT:6821, BRS3:6821, MLNR:6821, CCL1:6821, PPY:6821, NMU:6821, CCKBR:6821, ECE1:6821, CCRL2:6821, GHSR:6821, NPY:6821, NLN:6821, MC3R:6821, EDN3:6821, CXCL6:6821, NPBWR2:6821, GRPR:6821, ACKR4:6821, CCL25:6821, NMUR2:6821, RXFP2:6821, NTS:6821, APLNR:6821, NMBR:6821, EDNRB:6821, HCRTR2:6821, CXCL9:6821, NPFF:6821, PROK1:6821, ACKR3:6821, ACKR2:6821, NPFFR1:6821, EDNRA:6821, CCL28:6821, MCHR2:6821, HCRT:6821, SSTR5:6821, CCKAR:6821, PROK2:6821, GPER1:6821, AVPR1A:6821, GALR1:6821, TAC3:6821, CX3CR1:6821, BDKRB2:6821, NTSR2:6821, CXCL11:6821, PROKR1:6821, TACR3:6821, GPR37L1:6821, GPR37:6821, TRH:6821, APLN:6821, NMUR1:6821, CXCR6:6821, INSL5:6821, XCR1:6821, CCR9:6821, TRHR:6821, MC5R:6821, CCR8:6821, SSTR2:6821, AGTR2:6821, OXTR:6821, PENK:6821, UTS2R:6821, RXFP3:6821, GALR2:6821, PMCH:6821, CCR3:6821, CCR4:6821, NPW:6821, NPB:6821, CCR10:6821, NPY2R:6821, MC2R:6821, CXCR3:6821, QRFPR:6821, UTS2B:6821, NMB:6821, NPY4R:6821, NMS:6821, ACKR1:6821, NPS:6821, MC1R:6821, CCL16:6821, NPBWR1:6821, PYY:11676, NPY1R:11684, AVP:11709, AVPR2:11820, PNOC:11964, CXCL10:12231, CXCL12:12380, CCL21:12506, MCHR1:12526, AGTR1:12809, SSTR1:12814, CXCR5:12944, CXCR1:13136, CCL27:13216, RXFP1:13452, ANXA1:13578, CXCL8:13587, CCR7:13637, PRLHR:13725, MC4R:13929, KEL:14053, OPRL1:14280, CXCR4:14314, F2RL1:14445, CCK:14480, CCL20:14674, XK:14727, CXCR2:14905, CXCL13:15027","Unclear",0
"REACTOME_AMINE_LIGAND_BINDING_RECEPTORS",-0.0333176880046991,0.11,0.11,41,"HTR1D:143, TAAR9:404, TAAR6:850, GPR143:956, TAAR2:962, HTR2B:988, HTR6:1062, HTR2A:1261, ADRA2A:6821, ADRA2C:6821, CHRM3:6821, ADRB2:6821, CHRM2:6821, ADRB1:6821, HTR1B:6821, TAAR5:6821, TAAR8:6821, TAAR1:6821, HTR2C:6821, HTR7:6821, DRD3:6821, HTR5A:6821, HTR4:6821, CHRM1:6821, HTR1E:6821, DRD5:6821, ADRA1B:6821, HTR1A:6821, HTR1F:6821, CHRM5:6821, ADRB3:6821, HRH1:12024, DRD1:12158, HRH4:12516, HRH3:12823, ADRA1A:13400, CHRM4:13634, ADRA2B:14037, ADRA1D:14329, DRD2:14805, HRH2:14853","Unclear",0
"REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS",-0.0787708870696422,0.11,0.11,10,"FSHR:600, GNRH1:664, LHCGR:1577, TSHB:6821, FSHB:6821, GNRHR:6821, GPHA2:6821, CGA:11732, LHB:11936, GPHB5:12230","Unclear",0
"REACTOME_DSCAM_INTERACTIONS",-0.0665433344545353,0.11,0.11,8,"DCC:6821, NTN1:6821, PAK1:6821, MAPK13:6821, DSCAM:6821, DSCAML1:6821, MAPK11:6821, MAPK12:6821","Unclear",0
"REACTOME_SIGNALING_BY_ROBO_RECEPTORS",0.00509414784571127,0.840519735389503,0.953291166008312,132,"CLASP1:60, RPL23:162, RPS14:248, LHX9:359, RPS15A:572, CXCR4:791, PSMD2:949, PRKAR2A:977, NCBP1:978, PSMB7:1070, PSMD10:1192, PSMD1:1237, GPC1:1318, RPL32:1370, RPS15:1605, PSMD13:1664, PRKACA:1725, PSMA1:1762, RPS27:1822, PRKACB:1873, RPL6:2077, PSME3:2109, PSMB2:2316, RPS5:2330, PSMB1:2368, RPL7:2458, CUL2:2461, PSME2:2606, CXCL12:2725, USP33:2735, CAP1:2830, SRGAP3:2894, FLRT3:3035, GSPT2:3042, PSME1:3051, PSME4:3056, RPS3:3060, SOS1:3253, RPS27L:3425, NRP1:3501, PSMD5:8284, PSMD8:8284, PSMB5:8284, PSMD3:8284, PSMD9:8284, PSMF1:8284, SEM1:8284, PSMB6:8284, PSMA8:8284, PSMD4:8284, PSMB4:8284, PSMD6:8284, UBB:8284, PAK2:8284, DCC:8284, PSMD12:8284, PSMB8:8284, PSMB10:8284, UBA52:8284, PSMB11:8284, PRKCA:8284, SRC:8284, EIF4G1:8284, NTN1:8284, NCK2:8284, RPL31:8284, PAK3:8284, RPLP0:8284, MYO9B:8284, RPL3:8284, SOS2:8284, PAK5:8284, GSPT1:8284, HOXA2:8284, LHX2:8284, CASC3:8284, RPL34:8284, CAP2:8284, LHX4:8284, RPS10:8284, UPF3B:8284, VASP:8284, PAK4:8284, PAK6:8284, RPL3L:8284, RPS2:8284, ABL2:8284, SLIT2:8284, ARHGAP39:8284, PAK1:8284, UPF2:8284, ROBO3:8284, NCK1:8284, CLASP2:8284, RPL9:8284, RPL10L:8284, RPL13:8284, ROBO1:8284, RPL38:8284, DAG1:8284, RPL4:8284, RPL15:8284, RPLP2:8284, NELL2:8284, ROBO2:8284, COL4A5:8284, RPL14:8284, EVL:8284, SRGAP1:8284, ZSWIM8:8284, RPL17:8284, SRGAP2:8284, RPL8:13076, LHX3:13292, RPL36A:13301, RPS27A:13425, RPS7:14008, SLIT3:14035, RPS26:14197, ENAH:14205, RHOA:14228, ABL1:14303, MAGOH:14360, UPF3A:14379, RPS23:14382, RPL19:14392, ETF1:14400, RPS17:14405, SLIT1:14498, CDC42:14594, ELOC:14684, PSMB9:14718","Unclear",0
"REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX",0.000264052715143293,0.995815459526146,0.998926793209237,33,"CHD8:97, ASH2L:622, HDAC1:657, CBY1:1411, LEF1:1482, BTRC:2793, SOX3:3041, XIAP:8284, AKT2:8284, APC:8284, AKT1:8284, UBB:8284, UBA52:8284, TCF7:8284, SOX9:8284, KMT2D:8284, TLE4:8284, TLE3:8284, TLE1:8284, MEN1:8284, TCF7L2:8284, TCF7L1:8284, SOX6:8284, BCL9:8284, SOX4:8284, SOX13:8284, PYGO2:8284, SOX17:8284, PYGO1:8284, SOX7:8284, BCL9L:13081, RPS27A:13425, TLE2:13982","Unclear",0
"REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS",-0.0620156711137191,0.11,0.11,13,"DKK4:633, DKK1:1913, WNT3A:6821, LRP6:6821, SFRP1:6821, KREMEN2:6821, DKK2:6821, WIF1:6821, LRP5:6821, SOST:6821, KREMEN1:6821, WNT5A:12498, WNT9A:12877","Unclear",0
"REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS",-0.0383658919950601,0.11,0.11,20,"MPDU1:72, ALG6:1079, ALG8:1749, B4GALT1:6821, CTSA:6821, GLB1:6821, ALG1:6821, ALG9:6821, ALG13:6821, MOGS:6821, ALG2:6821, RFT1:6821, DPAGT1:6821, ALG12:6821, ALG3:6821, ALG11:6821, NEU1:12031, MAN1B1:12306, ALG14:13641, MGAT2:14640","Unclear",0
"REACTOME_DISEASES_OF_GLYCOSYLATION",-0.0544217237532843,0.11,0.11,129,"MPDU1:72, ADAMTS3:141, MUC20:170, THSD4:354, MUC4:549, GPC3:605, BCAN:742, OGN:896, THSD1:901, ADAMTSL3:913, ST3GAL3:943, ADAMTS16:971, EXT2:1030, ALG6:1079, GPC5:1112, ADAMTSL1:1229, THSD7B:1296, CSPG4:1329, DPM3:1351, ADAMTS7:1369, SLC26A2:1376, MPI:1488, ALG8:1749, ADAMTS12:1916, CSPG5:1992, SDC1:6821, SDC4:6821, THBS1:6821, SDC3:6821, SDC2:6821, B4GALT1:6821, SEMA5A:6821, NCAN:6821, NOTCH1:6821, DAG1:6821, AGRN:6821, CTSA:6821, ADAMTS18:6821, HSPG2:6821, ADAMTS1:6821, ADAMTS5:6821, ADAMTS4:6821, ADAMTS9:6821, VCAN:6821, ADAMTS2:6821, ADAMTS14:6821, LUM:6821, PAPSS2:6821, LFNG:6821, NOTCH4:6821, DPM2:6821, B4GALT7:6821, HEXB:6821, GPC4:6821, CHST3:6821, OMD:6821, KERA:6821, CHST14:6821, GLB1:6821, EXT1:6821, GPC6:6821, CHST6:6821, GPC2:6821, HEXA:6821, CFP:6821, PGM1:6821, THBS2:6821, GALNT3:6821, ALG1:6821, ALG9:6821, ALG13:6821, MOGS:6821, ALG2:6821, RFT1:6821, DPAGT1:6821, ALG12:6821, ALG3:6821, ALG11:6821, THSD7A:6821, POMT2:6821, SEMA5B:6821, POMGNT1:6821, GALK1:6821, GALE:6821, DHDDS:6821, POMT1:6821, LARGE1:6821, ADAMTS17:6821, PMM2:6821, ADAMTS10:6821, ADAMTSL4:6821, ADAMTS19:6821, NUS1:6821, GNE:6821, ADAMTS13:6821, SBSPON:6821, ADAMTS15:6821, C1GALT1C1:6821, ADAMTS20:6821, DOLK:6821, ADAMTSL5:6821, ADAMTSL2:6821, GALT:6821, SPON1:6821, ADAMTS8:11813, MUC15:11833, GFPT1:11931, NEU1:12031, NOTCH3:12166, B4GAT1:12184, MAN1B1:12306, DPM1:12761, FMOD:13114, B3GAT3:13151, DCN:13215, CHSY1:13392, ALG14:13641, GPC1:13787, BGN:13794, SPON2:13798, GALNT12:13923, ADAMTS6:13947, C1GALT1:14375, NOTCH2:14383, SRD5A3:14508, PRELP:14541, MGAT2:14640, B3GALT6:14770, B3GLCT:14870","Unclear",0
"REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA",0.0540419329521247,0.596643349162135,0.887328282297054,8,"GYG1:1509, EPM2A:1531, GYS1:2429, UBB:8284, UBA52:8284, PPP1R3C:8284, NHLRC1:8284, RPS27A:13425","Unclear",0
"REACTOME_DOPAMINE_CLEARANCE_FROM_THE_SYNAPTIC_CLEFT",-0.0665135044267623,0.11,0.11,4,"MAOA:6821, COMT:6821, SLC6A3:6821, LRTOMT:6821","Unclear",0
"REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION",-0.00899137358991375,0.11,0.11,22,"VARS1:540, FARSB:1858, KARS1:6821, AIMP2:6821, RARS1:6821, LARS1:6821, AIMP1:6821, QARS1:6821, IARS1:6821, AARS1:6821, GARS1:6821, CARS1:6821, TARS1:6821, YARS1:6821, WARS1:6821, HARS1:6821, PPA1:6821, FARSA:12115, NARS1:12512, SARS1:12679, EEF1E1:13306, DARS1:13458","Unclear",0
"REACTOME_TRNA_AMINOACYLATION",-0.091190784291662,0.11,0.11,40,"LARS2:374, VARS1:540, CARS2:970, RARS2:981, SARS2:1007, AARS2:1396, DARS2:1533, FARSB:1858, KARS1:6821, AIMP2:6821, RARS1:6821, LARS1:6821, AIMP1:6821, QARS1:6821, IARS1:6821, AARS1:6821, GARS1:6821, CARS1:6821, TARS1:6821, YARS1:6821, WARS1:6821, HARS1:6821, PPA1:6821, IARS2:6821, EARS2:6821, HARS2:6821, WARS2:6821, VARS2:6821, NARS2:6821, PPA2:6821, YARS2:6821, TARS2:6821, FARS2:6821, PARS2:6821, MARS2:6821, FARSA:12115, NARS1:12512, SARS1:12679, EEF1E1:13306, DARS1:13458","Unclear",0
"REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION",-0.173427758707346,0.11,0.11,21,"LARS2:374, CARS2:970, RARS2:981, SARS2:1007, AARS2:1396, DARS2:1533, KARS1:6821, QARS1:6821, GARS1:6821, IARS2:6821, EARS2:6821, HARS2:6821, WARS2:6821, VARS2:6821, NARS2:6821, PPA2:6821, YARS2:6821, TARS2:6821, FARS2:6821, PARS2:6821, MARS2:6821","Unclear",0
"REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS",-0.0665209594261376,0.11,0.11,5,"TACR1:6821, TAC1:6821, TACR2:6821, TAC3:6821, TACR3:6821","Unclear",0
"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES",0.0728654596228854,0.115768434857597,0.488830182782782,39,"CXCL13:78, CXCR2:200, CCL20:431, CXCR4:791, CCR7:1468, CXCL8:1518, CCL27:1889, CXCR1:1969, CXCR5:2161, CCL21:2599, CXCL12:2725, CXCL10:2874, PF4:8284, CCL22:8284, CCR2:8284, CCR5:8284, CCR1:8284, CCL5:8284, CCR6:8284, CCL1:8284, CCRL2:8284, CXCL6:8284, ACKR4:8284, CCL25:8284, CXCL9:8284, ACKR3:8284, ACKR2:8284, CCL28:8284, CX3CR1:8284, CXCL11:8284, CXCR6:8284, XCR1:8284, CCR9:8284, CCR8:8284, CCR3:8284, CCR4:8284, CCR10:8284, CXCR3:8284, CCL16:8284","Unclear",0
"REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES",-0.0280553728554553,0.11,0.11,69,"CNTRL:50, CDK5RAP2:61, CEP250:102, CEP164:377, CCP110:677, PLK4:897, SDCCAG8:1023, TUBGCP3:1102, PCM1:1115, OFD1:1606, CENPJ:1627, HAUS3:1717, PRKAR2B:6821, TUBB4A:6821, TUBA4A:6821, TUBB4B:6821, CEP43:6821, HSP90AA1:6821, DYNC1I2:6821, DCTN2:6821, NDE1:6821, HAUS4:6821, NINL:6821, MAPRE1:6821, CEP192:6821, CEP152:6821, CEP41:6821, CEP72:6821, CEP70:6821, NEK2:6821, AKAP9:6821, TUBGCP6:6821, TUBGCP2:6821, HAUS8:6821, HAUS2:6821, NEDD1:6821, CSNK1D:6821, CEP131:6821, NME7:6821, HAUS6:6821, CEP78:6821, PCNT:6821, CEP57:6821, CKAP5:6821, SSNA1:6821, CEP63:6821, TUBB:6821, SFI1:6821, CEP290:6821, HAUS7:6821, CDK11B:6821, HAUS5:6821, TUBGCP5:6821, CEP76:11777, CEP135:12082, ODF2:12405, TUBGCP4:12465, HAUS1:12603, TUBA1A:13310, PRKACA:13380, MZT1:13471, MZT2B:13772, DCTN3:14119, DCTN1:14150, PLK1:14236, DYNC1H1:14651, CETN2:14756, CLASP1:15045, DYNLL1:15083","Vertivore",2
