	Herbivore...Insectivore.Rho	Herbivore...Insectivore.P	Herbivore...Insectivore.p.adj	Herbivore...Omnivore.Rho	Herbivore...Omnivore.P	Herbivore...Omnivore.p.adj	Insectivore...Omnivore.Rho	Insectivore...Omnivore.P	Insectivore...Omnivore.p.adj	Herbivore...Vertivore.Rho	Herbivore...Vertivore.P	Herbivore...Vertivore.p.adj	Insectivore...Vertivore.Rho	Insectivore...Vertivore.P	Insectivore...Vertivore.p.adj	Omnivore...Vertivore.Rho	Omnivore...Vertivore.P	Omnivore...Vertivore.p.adj
UBE3D	2.647921613	0.048592981	0.568728551	-0.136796446	1	1	-2.831592101	0.027790135	0.52959345	0.726684367	1	1	-1.382520431	1	1	0.839594767	1	1
SLK	1.58309395	0.680400315	1	0.192101856	1	1	-1.45432296	0.875140726	1	0.041741649	1	1	-1.172926073	1	1	-0.098666041	1	1
TENT5A	1.612989568	0.640480646	1	1.36440317	1	1	-0.373114528	1	1	0.785183325	1	1	-0.389107926	1	1	-0.137866882	1	1
ATP6AP1	0.86446028	1	1	1.704455316	0.529776344	1	0.731427574	1	1	1.059729672	1	1	0.370926959	1	1	-0.178681302	1	1
LRIF1	2.397245595	0.099113085	0.806973164	1.332885785	1	1	-1.236019554	1	1	2.734119159	0.037528443	0.780456038	0.938808095	1	1	1.883893318	0.357476444	1
KCNA10	-2.917908939	0.021143234	0.377360719	-1.448501392	0.884861262	1	1.697407496	0.537717879	1	-1.526195658	0.761766866	1	0.817001185	1	1	-0.471560827	1	1
SH3PXD2A	2.928530298	0.020434118	0.374673222	0.422261927	1	1	-2.615143525	0.053513981	0.725252245	-0.781829637	1	1	-2.93875853	0.019771782	0.761986009	-1.093670534	1	1
SLC16A4	0.765218785	1	1	-0.948714303	1	1	-1.679816995	0.557957565	1	-2.201354049	0.166265816	1	-2.718817878	0.039309402	1	-1.551447568	0.724766779	1
NEURL1	0.07781231	1	1	0.904283573	1	1	0.799606265	1	1	0.226369321	1	1	0.165313938	1	1	-0.421614652	1	1
CALHM3	-0.889207299	1	1	0.615405744	1	1	1.521085816	0.769429821	1	-0.819648061	1	1	-0.105746355	1	1	-1.305529354	1	1
RBM15	-1.573210686	0.69402025	1	0.617828224	1	1	2.248931741	0.147101035	1	-2.493394396	0.07591693	1	-1.222364593	1	1	-3.031053354	0.014622131	0.844345051
KCNC4	-1.509814546	0.786544515	1	-0.513315538	1	1	1.10515588	1	1	0.780368326	1	1	1.89486191	0.348664192	1	1.173961057	1	1
CALHM2	-2.69566906	0.042148452	0.533352071	-0.968888096	1	1	2.01078968	0.26608606	1	-2.055219541	0.239146827	1	-0.070079218	1	1	-1.483162033	0.828188195	1
STRIP1	-0.688284158	1	1	0.28748469	1	1	1.029201595	1	1	-0.615550072	1	1	-0.167243793	1	1	-0.813645649	1	1
PDCD11	1.726436938	0.505613011	1	0.173139622	1	1	-1.625803176	0.623949196	1	-0.413563886	1	1	-1.733096223	0.498471406	1	-0.550471339	1	1
TTK	1.26099984	1	1	1.169871379	1	1	-0.213535061	1	1	2.278804618	0.136072094	1	1.276122749	1	1	1.504966219	0.793996572	1
AHCYL1	-1.249516035	0.634429177	1	-0.966727579	1	1	0.520545619	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
EPS8L3	-2.155973417	0.186514445	1	-1.480929912	0.831751507	1	0.855563811	1	1	-2.058074251	0.237498038	1	-0.255952372	1	1	-0.974110699	1	1
ELOVL4	-1.836409133	0.397783019	1	1.261319889	1	1	3.13363359	0.010359378	0.337275924	-0.097325926	1	1	1.148038233	1	1	-0.936294177	1	1
SH3BGRL2	0.515951262	1	1	-0.214458926	1	1	-0.721996733	1	1	0.76891371	1	1	0.40349675	1	1	0.911886328	1	1
TAF5	1.628163435	0.620941414	1	1.070548413	1	1	-0.670591126	1	1	0.196416924	1	1	-0.802536998	1	1	-0.421770151	1	1
EMD	-2.128060049	0.199992631	1	0.60641452	1	1	2.846121533	0.026553181	0.519042239	-2.295416503	0.130255599	1	-0.567866741	1	1	-2.857509158	0.025618819	1
PCGF6	-0.49304692	1	1	-0.439633075	1	1	0.085080858	1	1	0.434393813	1	1	0.758120241	1	1	0.72386005	1	1
INA	0.240578951	1	1	2.205056075	0.164700959	1	1.918409495	0.330354648	1	1.309864352	1	1	1.131775878	1	1	-0.139621392	1	1
FLNA	0.243834113	1	1	-0.607643862	1	1	-0.833501677	1	1	-0.148682192	1	1	-0.345429948	1	1	0.336141759	1	1
GNAI3	-1.180753589	1	1	1.731752203	0.49990615	1	3.154009252	0.009662639	0.328891423	-0.127073995	1	1	0.392200866	1	1	-0.865545344	1	1
AMIGO1	-0.198196581	1	1	2.034430479	0.251449268	1	2.21343343	0.161206668	1	1.40391151	0.96207121	1	1.519862194	0.771273683	1	0.235296774	1	1
ATXN7L2	1.454359358	0.875080209	1	0.647789	1	1	-0.896911767	1	1	0.278340838	1	1	-0.651528597	1	1	-0.1104961	1	1
SYPL2	-0.998307718	1	1	-0.170945335	1	1	0.879981607	1	1	-0.595132296	1	1	0.029630257	1	1	-0.503509023	1	1
AS3MT	2.064975273	0.23355204	1	0.797887086	1	1	-1.438945854	0.900995186	1	-0.152441064	1	1	-1.900788321	0.343978466	1	-0.793710941	1	1
CYP17A1	3.514029196	0.002648186	0.131675242	2.376493944	0.10486829	1	-1.482470906	0.829290236	1	2.187831152	0.172091423	1	-0.477496226	1	1	0.601574777	1	1
ZNF512B	-0.711388902	1	1	1.699491448	0.535359747	1	2.303203558	0.127604356	1	0.762240748	1	1	1.282565802	1	1	-0.477720294	1	1
SFXN2	2.135356004	0.196391649	1	1.709176512	0.524509549	1	-0.605831029	1	1	1.683620848	0.553529802	1	0.15730515	1	1	0.583220336	1	1
PSRC1	2.035195208	0.25098741	1	1.820250599	0.412325104	1	-0.442281246	1	1	1.705696628	0.528387467	1	0.082791262	1	1	0.436349694	1	1
TKTL1	-1.228248003	1	1	1.534718037	0.74911862	1	2.851043548	0.026145601	0.519042239	0.963113251	1	1	1.967280256	0.29490546	1	-0.222404991	1	1
ABHD16B	-0.137181021	1	1	0.509753448	1	1	0.616668151	1	1	-1.049846638	1	1	-0.913548741	1	1	-1.421583602	0.930883007	1
SARS1	-0.04009573	1	1	0.560033832	1	1	0.588751986	1	1	0.334243878	1	1	0.357835626	1	1	-0.018201206	1	1
OPN1MW2	-2.684420332	0.043593418	0.540242398	-0.999656109	1	1	1.840687761	0.394003971	1	-0.001648785	1	1	1.992969664	0.277588614	1	0.699782752	1	1
CUEDC2	0.619268579	1	1	1.338881786	1	1	0.62726711	1	1	0.44007978	1	1	0.021799049	1	1	-0.393515869	1	1
ELAPOR1	-0.707708719	1	1	2.722170703	0.038912779	0.791309397	3.313701307	0.005524188	0.247615903	2.416531383	0.094015053	1	2.883980868	0.023560957	0.820842161	0.500704584	1	1
IRAK1BP1	0.972240081	1	1	1.241746194	1	1	0.154658735	1	1	0.850643966	1	1	0.132486105	1	1	0.02639425	1	1
HTR1B	0.565457143	1	1	2.023910852	0.257875951	1	1.339345687	1	1	0.681920849	1	1	0.273002163	1	1	-0.660157562	1	1
C1orf194	1.357703119	1	1	2.000940105	0.27239307	1	0.563373136	1	1	0.772389892	1	1	-0.182998231	1	1	-0.575492208	1	1
IMPG1	1.893213105	0.349977212	1	0.36541785	1	1	-1.66225294	0.578772415	1	0.480420331	1	1	-1.0601851	1	1	0.225802908	1	1
OPN1LW	-2.470116335	0.081041471	0.728800915	-1.46059883	0.864753406	1	1.148973308	1	1	0.915804348	1	1	2.759501934	0.034733727	0.986328808	1.99927925	0.273468888	1
NFKB2	2.577888378	0.059643662	0.629248044	0.923018554	1	1	-1.844685092	0.390500165	1	1.662689655	0.578247445	1	-0.243119675	1	1	1.078127411	1	1
TMEM187	0.538527263	1	1	-1.248479077	1	1	-1.88833609	0.353885071	1	-1.91415798	0.333599838	1	-2.414724577	0.094482672	1	-0.971080788	1	1
HCFC1	-3.113267872	0.01110168	0.267743923	-0.754271193	1	1	2.488940343	0.076874678	0.858433902	-1.338530329	1	1	1.030552922	1	1	-0.811003229	1	1
AKNAD1	0.722330481	1	1	-0.979372217	1	1	-1.69080922	0.545239474	1	-0.972308311	1	1	-1.497106705	0.806192972	1	-0.286150234	1	1
ELOVL3	0.042337324	1	1	0.846903491	1	1	0.773332079	1	1	0.305587668	1	1	0.270534719	1	1	-0.263961451	1	1
STXBP3	0.07446064	1	1	2.506017341	0.073259779	1	2.367296199	0.107511515	1	0.308929401	1	1	0.258024047	1	1	-1.239191981	1	1
FNDC7	-1.285483636	1	1	-1.375162138	1	1	0.049391907	1	1	-1.238762631	1	1	-0.216525617	1	1	-0.26789061	1	1
PRPF38B	1.216816968	1	1	-0.763706733	1	1	-2.014854617	0.263519306	1	0.29018184	1	1	-0.514304222	1	1	0.785694066	1	1
ARHGAP4	0.929837928	1	1	0.579861467	1	1	-0.419205337	1	1	0.186568711	1	1	-0.548084949	1	1	-0.24439012	1	1
HENMT1	-0.160500627	1	1	1.811323796	0.420544465	1	1.932525838	0.319767817	1	1.522261742	0.76766106	1	1.621518517	0.629438892	1	0.241305853	1	1
ARMH3	-0.454770126	1	1	-0.134751331	1	1	0.356071811	1	1	-0.859165716	1	1	-0.643373925	1	1	-0.811464894	1	1
FAM102B	0.744442542	1	1	-0.175853262	1	1	-0.996602338	1	1	0.04884165	1	1	-0.49234257	1	1	0.174929433	1	1
STMN3	-1.056025834	1	1	0.455421205	1	1	1.597540523	0.660871634	1	-1.152769752	1	1	-0.359145877	1	1	-1.536514318	0.746473734	1
L1CAM	-2.325669441	0.120217152	0.900526595	0.688292926	1	1	3.052069658	0.013636161	0.384831632	1.137656597	1	1	2.860373799	0.025388516	0.842133055	0.653620369	1	1
GMEB2	-2.17808702	0.176397353	1	0.367331974	1	1	2.684496229	0.043583522	0.659559637	-0.558399726	1	1	1.221548734	1	1	-0.870485457	1	1
PRMT6	-0.561914293	1	1	0.695267696	1	1	1.289176047	1	1	-1.668356714	0.571469615	1	-1.315895946	1	1	-2.125263189	0.201387948	1
FNDC11	-1.876857117	0.363226078	1	-1.082235037	1	1	0.951690271	1	1	-2.013255689	0.264526424	1	-0.537755273	1	1	-1.29135438	1	1
SRPK3	-0.718056194	1	1	-0.303930477	1	1	0.46237742	1	1	-1.549584242	0.727448026	1	-1.002785289	1	1	-1.380922445	1	1
SLC30A7	1.161291888	1	1	0.811232266	1	1	-0.423845907	1	1	0.640002539	1	1	-0.027219434	1	1	0.205126459	1	1
EXTL2	0.373291234	1	1	0.407291765	1	1	0.01045371	1	1	1.001889659	1	1	0.766548809	1	1	0.778684078	1	1
DBT	0.98578314	1	1	0.201232905	1	1	-0.844053965	1	1	1.769193217	0.461169814	1	1.025618812	1	1	1.678424679	0.559585339	1
TRMT13	-0.455870659	1	1	-2.33080485	0.118581914	1	-1.69808738	0.536947627	1	0.316662946	1	1	0.625873173	1	1	1.866572029	0.37176826	1
DPCD	-0.375272913	1	1	-1.028471214	1	1	-0.599252779	1	1	-2.165826664	0.18194661	1	-1.838712472	0.395744928	1	-1.454973978	0.874058794	1
MFSD14A	0.299749109	1	1	1.660038177	0.581440636	1	1.634021165	0.613526439	1	-0.773435606	1	1	-0.954185303	1	1	-1.645806628	0.598821464	1
SLC35A3	-0.675213349	1	1	-0.207012801	1	1	0.49787759	1	1	-0.611615473	1	1	-0.098860372	1	1	-0.475359084	1	1
POLL	1.873023248	0.366391049	1	-0.493467513	1	1	-2.443838194	0.087191654	0.921120132	-0.553866653	1	1	-1.962164591	0.29845995	1	-0.216117551	1	1
PLPPR4	-1.648596105	0.595382443	1	0.166517915	1	1	1.892947401	0.350189188	1	0.273493031	1	1	1.400257671	0.96861703	1	0.173159643	1	1
BTRC	-0.721817489	1	1	1.047153943	1	1	1.868633938	0.370042564	1	-0.709803803	1	1	-0.246378451	1	1	-1.40839473	0.954085314	1
DPYD	1.177427042	1	1	-0.725083822	1	1	-1.942647873	0.31235231	1	0.153431468	1	1	-0.713244214	1	1	0.666049126	1	1
LBX1	-0.70082166	1	1	-0.862776821	1	1	-0.11715563	1	1	0.073843719	1	1	0.500728494	1	1	0.578425242	1	1
PTBP2	-2.665958251	0.046061536	0.55439281	-2.351804008	0.112095696	1	0.438781921	1	1	-2.638493618	0.049965161	0.892537039	-1.081442886	1	1	-1.342769639	1	1
KAZALD1	0.497942276	1	1	1.844563884	0.390606029	1	1.270277143	1	1	0.214670605	1	1	-0.135540761	1	1	-1.005146441	1	1
RWDD3	0.407705834	1	1	-1.205430079	1	1	-1.574147184	0.692720559	1	-0.462225535	1	1	-0.751912043	1	1	0.377595	1	1
TLCD4	-0.75918264	1	1	0.820115912	1	1	1.574929792	0.691635906	1	1.868211805	0.370395324	1	2.363026005	0.108758386	1	1.355305919	1	1
ALG14	0.714467749	1	1	0.828295331	1	1	0.063028293	1	1	1.860848426	0.376593508	1	1.298652287	1	1	1.299240728	1	1
CNN3	-1.081521916	1	1	-2.929371255	0.020378909	0.628644306	-1.696657707	0.538568357	1	-2.138850922	0.194686463	1	-1.396028596	0.976235304	1	-0.330723644	1	1
HAUS7	1.26792111	1	1	2.78529392	0.032087533	0.73598973	1.333936931	1	1	0.57583837	1	1	-0.468563848	1	1	-1.592946145	0.667033639	1
ABCD3	2.078386817	0.226042476	1	3.317449318	0.005450604	0.394120273	1.062876465	1	1	1.778474872	0.451955372	1	0.536003554	1	1	-0.074726934	1	1
LZTS2	0.990454536	1	1	1.052050119	1	1	-0.03910753	1	1	1.196916958	1	1	0.435112345	1	1	0.487422222	1	1
ABCA4	-1.082740173	1	1	-0.704014759	1	1	0.466346553	1	1	-1.422585226	0.929138576	1	-0.534835978	1	1	-0.937315619	1	1
TREX2	-2.781845795	0.032430429	0.46151381	-1.00089962	1	1	1.936165706	0.317084455	1	-1.735332584	0.496091481	1	0.135272741	1	1	-1.13060203	1	1
MRPL43	3.136285953	0.010266137	0.258357687	0.288641851	1	1	-3.037164099	0.014328924	0.389873787	1.631716252	0.616435649	1	-0.870684506	1	1	1.476461606	0.838920089	1
BCAR3	1.408134002	0.954548366	1	0.741752856	1	1	-0.770784695	1	1	0.056249868	1	1	-1.014464771	1	1	-0.480871623	1	1
ZNF275	-1.596096136	0.662803988	1	-1.3824509	1	1	0.31452043	1	1	-2.163914611	0.18282542	1	-0.863425623	1	1	-1.149501021	1	1
CHRNA4	-2.237241177	0.151623489	1	0.263734646	1	1	2.598437718	0.056189419	0.738937299	-1.357514921	1	1	0.492251963	1	1	-1.608737677	0.646042281	1
SLF2	0.92424324	1	1	2.387825624	0.101690287	1	1.30638858	1	1	1.902666434	0.342504507	1	1.177855029	1	1	0.264117375	1	1
DR1	-0.3759951	1	1	0.547426278	1	1	0.868957023	1	1	0.990624642	1	1	1.201936623	1	1	0.655120281	1	1
NSDHL	-1.724304038	0.507917824	1	-0.356485072	1	1	1.468209092	0.852284612	1	-1.263201454	1	1	0.008588397	1	1	-1.051321693	1	1
RPL5	-1.182102028	1	1	-0.259649146	1	1	0.965614879	1	1	-0.730232952	1	1	-0.24923461	1	1	-0.623191946	1	1
GABRE	-1.201010103	1	1	0.455612346	1	1	1.718659178	0.514058696	1	0.098674952	1	1	1.026067166	1	1	-0.240837813	1	1
DDX43	0.684381662	1	1	2.062828995	0.234773269	1	1.276367353	1	1	-0.090266709	1	1	-0.613554875	1	1	-1.625838351	0.623904285	1
YTHDF1	-1.829825034	0.403656637	1	0.075417021	1	1	1.927479676	0.323519271	1	-0.891044415	1	1	0.529383638	1	1	-0.954607615	1	1
SEC31B	2.768651165	0.03377332	0.469508141	-0.298238795	1	1	-3.100115181	0.011606724	0.349853194	0.283027329	1	1	-1.792157694	0.438646256	1	0.49393214	1	1
FATE1	-0.131054857	1	1	3.472330868	0.00309576	0.325694424	3.53397887	0.002456123	0.172742781	2.129049329	0.199501076	1	2.196825737	0.168197365	1	0.00493111	1	1
SLC17A9	0.263497466	1	1	-0.549786728	1	1	-0.825408123	1	1	-0.677372243	1	1	-0.877769463	1	1	-0.304492599	1	1
SCD	2.591175035	0.057389297	0.618213579	1.547787276	0.730041125	1	-1.225226828	1	1	-0.392470933	1	1	-2.181949302	0.174679648	1	-1.420517707	0.932742104	1
GLMN	2.202719613	0.165687102	1	2.288358034	0.132700077	1	-0.064972938	1	1	1.951960479	0.305657382	1	0.349619073	1	1	0.407778021	1	1
DPPA5	0.932374077	1	1	0.116706463	1	1	-0.888153242	1	1	0.344740414	1	1	-0.411094812	1	1	0.271315809	1	1
C1orf146	-0.003434972	1	1	1.507373759	0.790289286	1	1.418444802	0.93636566	1	-0.380331659	1	1	-0.369227193	1	1	-1.306398592	1	1
EPHX4	0.233975055	1	1	0.022526187	1	1	-0.220559669	1	1	0.679512254	1	1	0.516714372	1	1	0.675416707	1	1
MTM1	0.166740179	1	1	0.602396957	1	1	0.425946232	1	1	1.049123464	1	1	0.923506822	1	1	0.633291491	1	1
CHUK	-0.5420695	1	1	-2.454682145	0.084605525	1	-1.854791916	0.381755681	1	0.667168551	1	1	1.023294806	1	1	2.26226654	0.142085642	1
CPN1	0.902498447	1	1	0.50759725	1	1	-0.462735995	1	1	0.137788881	1	1	-0.550355798	1	1	-0.224571184	1	1
HFM1	2.283011815	0.134578034	0.950708218	0.805292855	1	1	-1.593683999	0.666040979	1	0.880223622	1	1	-0.899682293	1	1	0.304543631	1	1
OGFRL1	1.253935294	1	1	0.406969262	1	1	-0.918953755	1	1	0.774787557	1	1	-0.249701252	1	1	0.486831981	1	1
SMAP1	0.901753378	1	1	1.447741109	0.88613681	1	0.449213885	1	1	0.509367096	1	1	-0.166239748	1	1	-0.504966878	1	1
AFF2	-1.129714149	1	1	-1.294386299	1	1	-0.067144245	1	1	-2.618276351	0.053025121	0.916796773	-1.708707148	0.525031256	1	-1.733527603	0.498011615	1
FMR1NB	-1.287379493	1	1	0.260235377	1	1	1.528452333	0.758401619	1	0.844651328	1	1	1.893600355	0.349668458	1	0.631862713	1	1
SDHAF4	1.076802013	1	1	-0.652010654	1	1	-1.734107168	0.49739442	1	1.27160646	1	1	0.464138586	1	1	1.748887267	0.481863048	1
CUTC	0.370160069	1	1	-1.122991128	1	1	-1.489045607	0.818852157	1	0.381515766	1	1	0.122849	1	1	1.142935926	1	1
ENTPD7	-1.351840778	1	1	-0.025435981	1	1	1.40565606	0.958957684	1	0.603242083	1	1	1.491807919	0.814497044	1	0.634217309	1	1
GTF2B	-0.47905926	1	1	1.435122132	0.907513786	1	2.01415575	0.263959103	1	0.704545455	1	1	0.998615008	1	1	-0.185404962	1	1
NTSR1	-1.997569088	0.274580384	1	0.247105202	1	1	2.339006926	0.11601045	1	-2.152937708	0.187941447	1	-0.455846736	1	1	-2.424729026	0.091918901	1
GOT1	1.675321457	0.563227066	1	-1.094720464	1	1	-2.840781654	0.027001868	0.522330468	2.603904267	0.055301098	0.927417579	1.37651089	1	1	3.428109701	0.003646799	0.474462877
PKN2	0.818283162	1	1	1.818378119	0.414038162	1	0.87438388	1	1	2.069946992	0.230743852	1	1.426633808	0.922112843	1	0.863062581	1	1
CLCA4	-1.086636121	1	1	0.862913607	1	1	1.955485433	0.303154806	1	2.119974617	0.204049116	1	2.838675225	0.027180744	0.856093266	1.598740921	0.659269086	1
CLCA2	3.144875557	0.00996945	0.254921627	1.949033054	0.307748865	1	-1.497300984	0.805889754	1	2.320027572	0.122036315	1	-0.217683141	1	1	0.961901854	1	1
COL24A1	2.742605217	0.036572351	0.49176737	-0.144327587	1	1	-2.954290237	0.018803347	0.448264717	0.249106695	1	1	-1.848992183	0.386753649	1	0.358616544	1	1
ZNHIT6	0.888768106	1	1	1.383284398	0.99946608	1	0.395224818	1	1	0.091881149	1	1	-0.580576003	1	1	-0.911439193	1	1
PYROXD2	1.819619942	0.412901416	1	1.06479495	1	1	-0.90157844	1	1	-0.402379069	1	1	-1.721371461	0.511100638	1	-1.150499874	1	1
MCOLN3	0.26147744	1	1	0.852451511	1	1	0.550983425	1	1	1.781070578	0.449405529	1	1.559326543	0.713514676	1	1.225506054	1	1
CRTAC1	1.122673397	1	1	0.885550585	1	1	-0.311746811	1	1	0.927919982	1	1	0.077446866	1	1	0.31266818	1	1
ADGRB3	1.575206616	0.691252563	1	0.210743611	1	1	-1.48498852	0.825281191	1	-0.879616526	1	1	-1.991794782	0.278361474	1	-1.053530457	1	1
GOLGA7B	-1.913533083	0.334079054	1	-0.280560436	1	1	1.602299362	0.65453656	1	-2.302058088	0.127991379	1	-1.25213451	1	1	-2.132863066	0.197615765	1
MCOLN2	0.561021619	1	1	-0.082596798	1	1	-0.646328975	1	1	1.447944656	0.885795175	1	0.995493844	1	1	1.516587894	0.776224582	1
LPAR3	0.056415962	1	1	1.290455395	1	1	1.188546309	1	1	1.118724	1	1	1.063842551	1	1	0.285596363	1	1
AVPI1	1.473030794	0.844456396	1	2.415785103	0.09420795	1	0.758821203	1	1	0.320557701	1	1	-0.727607212	1	1	-1.303128764	1	1
CD40LG	1.251132157	1	1	1.16105522	1	1	-0.198761477	1	1	1.346771845	1	1	0.443576277	1	1	0.601530964	1	1
CTBS	1.347277085	1	1	0.892911021	1	1	-0.562614768	1	1	-0.862074845	1	1	-1.825155309	0.407865574	1	-1.503564663	0.796160974	1
HOGA1	2.174359088	0.178069068	1	2.71128864	0.040213353	0.805343136	0.30987244	1	1	0.732636302	1	1	-0.718666134	1	1	-0.948457739	1	1
BRS3	0.866780784	1	1	1.133274302	1	1	0.181946253	1	1	0.099954937	1	1	-0.52369491	1	1	-0.675820771	1	1
RPF1	-1.36526554	1	1	-0.249158189	1	1	1.165021384	1	1	0.080625212	1	1	0.942782898	1	1	0.227501499	1	1
LGSN	0.011220152	1	1	1.00105808	1	1	0.898927617	1	1	-1.039852355	1	1	-1.010154841	1	1	-1.663171634	0.577668504	1
UBTD1	-1.219079114	1	1	0.78480876	1	1	2.087496594	0.221059612	1	-1.370805918	1	1	-0.523744226	1	1	-1.934689637	0.318170357	1
DNASE2B	1.392090816	0.983369394	1	-0.56869609	1	1	-1.973319246	0.29075521	1	1.470378728	0.848755257	1	0.373020971	1	1	1.907773062	0.338523323	1
SAMD13	0.370086247	1	1	-2.117132475	0.205491637	1	-2.29492445	0.130424726	1	0.978220231	1	1	0.724458019	1	1	2.219231695	0.158825795	1
SLC9A6	-0.962274141	1	1	-0.161681906	1	1	0.866113027	1	1	-0.839991042	1	1	-0.177312125	1	1	-0.758536555	1	1
ZNF451	3.266779562	0.006526701	0.209347626	3.702847197	0.00127916	0.217116057	0.051531762	1	1	3.397754392	0.004076483	0.290048651	0.820878802	1	1	0.830838892	1	1
ADGRL2	2.824941586	0.028373542	0.430129382	-0.503714681	1	1	-3.47748393	0.00303686	0.18858162	0.976951784	1	1	-1.134694846	1	1	1.370458511	1	1
ADGRL4	2.026479996	0.256293724	1	1.191540166	1	1	-0.986546534	1	1	1.461322513	0.863561726	1	-0.104284895	1	1	0.641038278	1	1
BEND6	2.716889911	0.039539114	0.512720035	1.941646844	0.313079207	1	-0.954466312	1	1	1.301684734	1	1	-0.476027367	1	1	0.135603016	1	1
IFI44	-0.583722999	1	1	-1.078878866	1	1	-0.341400617	1	1	-1.75628292	0.474240673	1	-1.192603344	1	1	-1.026856372	1	1
IFI44L	-0.38255989	1	1	-0.751712178	1	1	-0.259619956	1	1	-1.415848465	0.940919257	1	-1.025407094	1	1	-0.911767702	1	1
PTGFR	5.195581747	1.22E-06	0.002598763	2.842571499	0.026850715	0.690524455	-2.46919678	0.081250037	0.888435252	1.817712683	0.414648349	1	-1.892081429	0.350880793	1	-0.136419604	1	1
GIPC2	-1.222444688	1	1	-0.41253673	1	1	0.891727326	1	1	-2.422414483	0.092506525	1	-1.398401024	0.971956055	1	-2.187421636	0.172270549	1
FUBP1	0.061463981	1	1	-1.244436223	1	1	-1.29423377	1	1	1.815810032	0.416397107	1	1.785971359	0.444623374	1	2.356387083	0.110722063	1
MMS19	-0.221558097	1	1	-0.760804127	1	1	-0.493015322	1	1	1.584547686	0.678414834	1	1.72194081	0.510481447	1	2.220363063	0.158364794	1
MIGA1	0.907443644	1	1	-0.928703183	1	1	-1.806048202	0.425464864	1	1.491068439	0.815661164	1	0.794380441	1	1	2.160641865	0.184338089	1
USP33	0.288064531	1	1	-0.221722087	1	1	-0.520294596	1	1	0.065663022	1	1	-0.142425833	1	1	0.222279605	1	1
ZZZ3	1.899410175	0.3450634	1	1.069408786	1	1	-0.912360712	1	1	1.56562407	0.70461991	1	0.074805102	1	1	0.788473731	1	1
PIGK	2.325215889	0.120362515	0.900526595	0.480645327	1	1	-1.95357527	0.304508806	1	-0.680850407	1	1	-2.20706843	0.163855674	1	-0.994546508	1	1
MTG2	-1.25443099	1	1	-0.044261369	1	1	1.27408597	1	1	-3.255000233	0.006803536	0.366667183	-2.209363134	0.162896359	1	-3.314732413	0.005503853	0.566717906
GPC4	-0.011237874	1	1	-0.495450812	1	1	-0.443690378	1	1	-0.595427018	1	1	-0.563898059	1	1	-0.264017778	1	1
ACADM	3.983595275	0.000407283	0.049868626	0.514723826	1	1	-3.601948221	0.001895048	0.150774732	0.548490678	1	1	-2.496984452	0.075152669	1	0.183761607	1	1
MBNL3	-0.109726027	1	1	1.225389195	1	1	1.343037106	1	1	1.248793786	1	1	1.327960027	1	1	0.439362086	1	1
SLC44A5	3.667195055	0.001471354	0.101358677	2.584686862	0.058480484	0.93324907	-1.364402734	1	1	3.071513729	0.012778582	0.466399837	0.272285914	1	1	1.306203076	1	1
TYW3	2.068325441	0.231656586	1	-0.285387461	1	1	-2.418338287	0.093549445	0.952707547	2.192143458	0.170214898	1	0.697881953	1	1	2.42332035	0.092276148	1
PSMA7	0.392375604	1	1	0.092935338	1	1	-0.347297627	1	1	0.290422931	1	1	0.004521879	1	1	0.235756783	1	1
LRRC1	1.237783261	1	1	1.05445039	1	1	-0.304465474	1	1	1.339081451	1	1	0.473252274	1	1	0.697665903	1	1
FPGT	3.304734346	0.005703988	0.195780539	0.24262066	1	1	-3.178362048	0.008886581	0.312503243	0.093695408	1	1	-2.309147793	0.125612289	1	-0.072513364	1	1
EXOSC1	-1.015093321	1	1	-0.505598525	1	1	0.573244612	1	1	0.63234634	1	1	1.18251229	1	1	0.912158216	1	1
IGSF1	-2.491649876	0.076290786	0.712930809	-0.066567434	1	1	2.546538136	0.065278394	0.797498996	0.165886826	1	1	2.162405038	0.183521817	1	0.222377904	1	1
KLHL31	1.664693276	0.575843791	1	1.974466553	0.289972302	1	0.233667591	1	1	0.099486852	1	1	-1.098221562	1	1	-1.287820247	1	1
ZRANB2	-0.356097353	1	1	-0.330264115	1	1	0.056131838	1	1	-0.087677014	1	1	0.05537399	1	1	0.034241918	1	1
CTH	1.837062496	0.397204019	1	1.282439435	1	1	-0.623634333	1	1	1.43776379	0.903006519	1	0.283977151	1	1	0.675579412	1	1
LRRC40	2.223896529	0.15693244	1	-0.81933831	1	1	-3.134941129	0.010313316	0.336637218	0.253704878	1	1	-1.355024517	1	1	0.818566524	1	1
GADD45A	0.072430113	1	1	0.833997942	1	1	0.705404957	1	1	0.90110875	1	1	0.849991067	1	1	0.50641391	1	1
PPP1R3D	-0.538163529	1	1	0.01757831	1	1	0.579324849	1	1	-0.354409972	1	1	0.05132112	1	1	-0.375664657	1	1
C1orf141	3.541611002	0.002386149	0.122603241	1.440633094	0.898130195	1	-2.290703315	0.131883473	1	4.535510696	3.45E-05	0.020793855	1.745162375	0.485739651	1	3.577470048	0.002081616	0.436592868
PHACTR3	-1.416737033	0.939358953	1	0.107663472	1	1	1.589597114	0.671553889	1	-1.804339766	0.427068357	1	-0.680399432	1	1	-1.937699964	0.31595903	1
