,HI-Rho,HI-P,HI-p.adj,HV-p.adj,CH-p.adj,IV-p.adj,OV-p.adj,HI-significant,HV-Rho,HV-P,HV-significant,CH-Rho,CH-P,CH-significant,HO-Rho,HO-P,HO-p.adj,HO-significant,IV-Rho,IV-P,IV-significant,OV-Rho,OV-P,OV-significant,HI-Driver,HI-DriverNumeric,HV-Driver,HV-DriverNumeric,CH-Driver,CH-DriverNumeric,IV-Driver,IV-DriverNumeric,Herbivore_Rho,Insectivore_Rho,Herbivore_P,Insectivore_P,Herbivore_p.adj,Insectivore_p.adj,Vertivore_Rho,Vertivore_P,Vertivore_p.adj,Carnivore_Rho,Herbivore_Rho.2,Carnivore_P,Herbivore_P.2,Carnivore_p.adj,Herbivore_p.adj.2,HI-HV-Overlap,HI-CH-Overlap,HI-HO-Overlap,HI-IV-Overlap,HI-OV-Overlap,HV-CH-Overlap,HV-HO-Overlap,HV-IV-Overlap,HV-OV-Overlap,CH-HO-Overlap,CH-IV-Overlap,CH-OV-Overlap,HO-IV-Overlap,HO-OV-Overlap,IV-OV-Overlap,HI-HV-CH-Overlap,HI-HV-HO-Overlap,HI-HV-IV-Overlap,HI-HV-OV-Overlap,HI-CH-HO-Overlap,HI-CH-IV-Overlap,HI-CH-OV-Overlap,HI-HO-IV-Overlap,HI-HO-OV-Overlap,HI-IV-OV-Overlap,HV-CH-HO-Overlap,HV-CH-IV-Overlap,HV-CH-OV-Overlap,HV-HO-IV-Overlap,HV-HO-OV-Overlap,HV-IV-OV-Overlap,CH-HO-IV-Overlap,CH-HO-OV-Overlap,CH-IV-OV-Overlap,HO-IV-OV-Overlap,HI-HV-CH-HO-Overlap,HI-HV-CH-IV-Overlap,HI-HV-CH-OV-Overlap,HI-HV-HO-IV-Overlap,HI-HV-HO-OV-Overlap,HI-HV-IV-OV-Overlap,HI-CH-HO-IV-Overlap,HI-CH-HO-OV-Overlap,HI-CH-IV-OV-Overlap,HI-HO-IV-OV-Overlap,HV-CH-HO-IV-Overlap,HV-CH-HO-OV-Overlap,HV-CH-IV-OV-Overlap,HV-HO-IV-OV-Overlap,CH-HO-IV-OV-Overlap,HI-HV-CH-HO-IV-Overlap,HI-HV-CH-HO-OV-Overlap,HI-HV-CH-IV-OV-Overlap,HI-HV-HO-IV-OV-Overlap,HI-CH-HO-IV-OV-Overlap,HV-CH-HO-IV-OV-Overlap,HI-HV-CH-HO-IV-OV-Overlap,HI-HV-Delta,HI-CH-Delta,HI-HO-Delta,HI-IV-Delta,HI-OV-Delta,HV-CH-Delta,HV-HO-Delta,HV-IV-Delta,HV-OV-Delta,CH-HO-Delta,CH-IV-Delta,CH-OV-Delta,HO-IV-Delta,HO-OV-Delta,IV-OV-Delta
TREH,-1.071857552,1,1,1,1,1,1,FALSE,-1.427766834,0.920153893,FALSE,0.521416642,1,FALSE,1.234002164,1,1,FALSE,-0.576157192,1,FALSE,-2.209364082,0.162895963,FALSE,Insectivore,2,DoubleBoth,4,Carnivore,1,Unclear,0,0.233950218,-1.676036458,0.815023627,0.093731052,0.925310195,0.35940185,-1.134266767,0.256682665,0.549997868,-2.647089603,0.233950218,0.008118784,0.815023627,0.055466675,0.925310195,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.251665867,1.126614987,1.630489041,0.350513086,0.804338582,1.378280853,1.882154908,0.602178953,0.552672715,0.503874055,0.776101901,1.930953568,1.279975955,2.434827623,1.154851668
UPK2,0.732755991,1,1,1,1,1,0.86682373,FALSE,-0.471750549,1,FALSE,0.205457039,1,FALSE,2.822203036,0.028616983,0.699175819,FALSE,-1.004003603,1,FALSE,-2.555603377,0.063602321,FALSE,Herbivore,1,Unclear,0,Herbivore,2,Vertivore,2,-1.96488734,-0.147293504,0.049427278,0.88290036,0.221322948,0.961576972,-1.754878632,0.07928007,0.320118092,-1.050613015,-1.96488734,0.293436361,0.049427278,0.521375701,0.221322948,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.851714742,0.372856664,1.477462175,1.228074486,2.325221208,0.478858078,2.329176917,0.376359744,1.473506466,1.850318839,0.855217822,1.952364544,2.705536661,3.802683383,1.097146722
CBL,-1.395532091,0.977132667,1,1,0.176456369,1,1,FALSE,-1.812064226,0.419857639,FALSE,2.63298711,0.025391268,FALSE,0.275374376,1,1,FALSE,-0.634626018,1,FALSE,-1.997397869,0.274691875,FALSE,Both,3,Both,3,Both,3,Unclear,0,1.377389337,-1.04213284,0.168391908,0.297350095,0.43706396,0.62330024,-1.459558979,0.14441132,0.425816437,-2.325686017,1.377389337,0.020035307,0.168391908,0.09968632,0.43706396,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.294532697,2.848593245,1.181509293,0.538041844,0.425583373,3.143125942,1.476041991,0.832574541,0.131050676,1.667083952,2.310551401,3.274176618,0.64346745,1.607092667,0.963625217
MCAM,-1.460292974,0.865257434,1,1,1,1,1,FALSE,-1.442712338,0.894609132,FALSE,0.978602083,0.983329888,FALSE,-1.504770589,0.794298406,1,FALSE,-0.234389561,1,FALSE,-0.337357382,1,FALSE,Herbivore,1,Herbivore,1,Unclear,0,Unclear,0,1.938434475,-0.398877594,0.052570238,0.689983399,0.229617619,0.880087127,0.432805819,0.665155846,0.852844983,-1.365897904,1.938434475,0.171971011,0.052570238,0.379364453,0.229617619,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.012431386,1.724559233,0.031450424,0.866844616,0.794035372,1.712127847,0.04388181,0.85441323,0.781603985,1.756009657,0.857714617,0.930523862,0.89829504,0.825485796,0.072809244
GPC1,-2.979379382,0.017329975,0.210594751,1,0.741152445,1,1,FALSE,-0.14720186,1,FALSE,1.739745114,0.245711351,FALSE,0.283598422,1,1,FALSE,2.261778021,0.142266729,FALSE,-0.363937449,1,FALSE,Both,3,Herbivore,1,Carnivore,1,Insectivore,1,1.286113771,-2.832729082,0.198403359,0.004615248,0.47446445,0.076726728,0.834055222,0.404249866,0.67894918,-2.118926243,1.286113771,0.034096701,0.198403359,0.14008527,0.47446445,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.002651931,3.336924932,2.307273732,3.706057941,1.849396726,1.334273002,0.304621801,1.70340601,0.153255205,1.029651201,0.369133008,1.487528206,1.398784209,0.457877006,1.856661214
FARP2,0.035401519,1,1,1,1,1,1,FALSE,1.366306184,1,FALSE,-0.838045247,1,FALSE,1.990586569,0.279158149,1,FALSE,1.224576683,1,FALSE,-0.13418795,1,FALSE,Herbivore,1,Herbivore,1,Herbivore,2,Both,3,-1.595870206,-0.300916296,0.110517775,0.763478324,0.346307179,0.912963493,0.938652929,0.347908968,0.634207052,-0.228268104,-1.595870206,0.819437819,0.110517775,0.908090979,0.346307179,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.941091714,0.617620131,1.382524607,0.840873823,0.119917863,1.558711844,0.441432894,0.100217891,1.061009577,2.000144738,1.458493953,0.497702268,0.541650785,1.50244247,0.960791686
SLC5A7,1.231925617,1,1,0.997178341,0.324570254,1,1,FALSE,2.192784236,0.16993757,FALSE,-2.294318696,0.065316598,FALSE,2.453939166,0.08478053,1,FALSE,1.192488921,1,FALSE,0.443172206,1,FALSE,Herbivore,1,Unclear,0,Both,3,Vertivore,2,-2.207119894,0.639298024,0.027305684,0.522629074,0.157732657,0.791635796,1.846875461,0.064765192,0.290271056,0.902972175,-2.207119894,0.366540663,0.027305684,0.592626094,0.157732657,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.679429645,2.493431265,0.864094068,0.027885955,0.557732885,3.172860911,0.184664422,0.7073156,1.237162531,3.357525333,2.465545311,1.93569838,0.891980023,1.421826953,0.529846931
NGEF,-1.61459791,0.63838679,1,1,0.871245423,1,1,FALSE,-1.801846546,0.429417313,FALSE,1.60915065,0.322750213,FALSE,-0.287031939,1,1,FALSE,-0.391100902,1,FALSE,-1.582302945,0.681482572,FALSE,Both,3,Both,3,Carnivore,1,Vertivore,2,1.173192494,-0.540437176,0.240718621,0.588895576,0.523755873,0.831908988,-1.136526741,0.25573618,0.549372674,-2.033759685,1.173192494,0.041975831,0.240718621,0.160018109,0.523755873,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.13240478,2.279534468,0.938730901,0.865143032,0.022835989,2.411939248,1.071135681,0.997547812,0.155240769,1.340803567,1.414391436,2.256698479,0.07358787,0.915894912,0.842307043
DGKD,-1.377207546,1,1,0.412761712,1,0.141071751,1,FALSE,2.743409851,0.036482845,FALSE,-0.955893457,1,FALSE,3.101353658,0.011558284,0.453475008,FALSE,3.670570897,0.001452056,FALSE,0.305951482,1,FALSE,Unclear,0,Vertivore,2,Unclear,0,Both,3,-1.881254588,-2.310074506,0.059937295,0.02088403,0.247144141,0.168245147,3.010423696,0.002608835,0.064495687,-1.256599237,-1.881254588,0.208898791,0.059937295,0.423743575,0.247144141,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.913716505,0.29791405,3.166820998,3.569318367,1.190173163,2.615802455,0.253104493,0.655601863,1.723543342,2.868906948,3.271404317,0.892259113,0.40249737,1.976647835,2.379145205
EFHD1,-1.914203752,0.333564759,1,1,1,1,1,FALSE,-0.977598909,1,FALSE,1.223930677,0.662935139,FALSE,0.122264287,1,1,FALSE,0.53447186,1,FALSE,-1.05484005,1,FALSE,Insectivore,2,Herbivore,1,Carnivore,1,Insectivore,1,1.161759595,-2.020692328,0.245333131,0.043311625,0.529537777,0.245897766,0.282655894,0.777440629,0.909275341,-1.812574508,1.161759595,0.069897473,0.245333131,0.219313008,0.529537777,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.662279636,2.218996136,1.440000361,1.73147513,0.607661902,1.556716499,0.777720724,1.069195494,0.054617735,0.778995775,0.487521005,1.611334234,0.29147477,0.832338459,1.123813229
DNAJC10,1.207975602,1,1,0.396811396,0.120808293,1,1,FALSE,2.768190653,0.033821082,FALSE,-2.824816658,0.014192303,FALSE,2.439629247,0.088214054,1,FALSE,1.644479967,0.600462594,FALSE,0.909004563,1,FALSE,Herbivore,1,Both,3,Both,3,Vertivore,2,-2.628188788,0.009188958,0.008584086,0.992668376,0.078565473,0.997097459,2.490901452,0.012741946,0.132089462,1.421545695,-2.628188788,0.155158179,0.008584086,0.3564182,0.078565473,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.103238643,2.851614754,0.870910644,0.308655196,0.211404449,3.954853397,0.232327999,0.794583447,1.314643092,3.722525398,3.16026995,2.640210305,0.562255448,1.082315093,0.520059645
TUBB4A,-1.528447723,0.758408482,1,0.783946223,0.43861335,1,1,FALSE,-2.350034635,0.112629986,FALSE,2.103732266,0.106205425,FALSE,-2.044639745,0.245342329,1,FALSE,-0.701834208,1,FALSE,-0.506478931,1,FALSE,Herbivore,1,Herbivore,1,Herbivore,2,Vertivore,2,2.936362073,-0.494281071,0.003320865,0.621107692,0.04389045,0.849168864,-1.588417809,0.112191893,0.376811781,-1.558996358,2.936362073,0.118997242,0.003320865,0.303599737,0.04389045,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.580949677,2.568339101,0.365002879,0.584504022,0.722641063,3.149288777,0.215946798,1.165453699,1.30359074,2.93334198,1.983835079,1.845698038,0.949506901,1.087643942,0.138137041
MCOLN1,-1.596720831,0.6619677,1,1,1,0.334259503,1,FALSE,1.947064611,0.309161934,FALSE,-0.731626629,1,FALSE,0.660926867,1,1,FALSE,3.062522288,0.013168808,FALSE,1.456381691,0.871722805,FALSE,Insectivore,2,DoubleBoth,4,DoubleBoth,4,Both,3,-0.008456376,-1.706698272,0.993252868,0.087878148,0.997560924,0.348603986,1.67053646,0.094813272,0.347165978,-0.711264179,-0.008456376,0.476920545,0.993252868,0.684712077,0.997560924,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.505834718,0.611713977,1.596397997,3.294582405,2.158869497,1.894120741,0.90943672,0.788747687,0.346965221,0.984684021,2.682868428,1.54715552,1.698184408,0.5624715,1.135712908
GPR108,0.473898358,1,1,1,1,1,1,FALSE,-1.040218565,1,FALSE,-0.504000599,1,FALSE,1.773684396,0.456692213,1,FALSE,-1.331059474,1,FALSE,-2.369281151,0.106936196,FALSE,Both,3,Vertivore,2,Carnivore,1,Vertivore,2,-0.435675896,0.285346015,0.663071897,0.775379063,0.848014232,0.917382012,-1.85580518,0.063481332,0.286986543,-1.548900763,-0.435675896,0.121405578,0.663071897,0.307232526,0.848014232,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.070642344,0.691478984,0.919087522,1.276297923,2.01043151,0.37916336,1.989729866,0.205655579,0.939789167,1.610566506,0.584818939,1.318952527,2.195385445,2.929519032,0.734133588
DGUOK,0.162219336,1,1,1,1,1,1,FALSE,-0.710372322,1,FALSE,0.142562925,1,FALSE,0.164079956,1,1,FALSE,-0.798066732,1,FALSE,-0.835019154,1,FALSE,Unclear,0,Both,3,Herbivore,2,Both,3,0.470101284,0.501014692,0.638282657,0.616360783,0.834617908,0.846813238,0.477364813,0.633102366,0.835142195,0.168133294,0.470101284,0.866478418,0.638282657,0.936607715,0.834617908,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.617015479,0.013899182,0.001315657,0.679024791,0.705154099,0.603116297,0.618331136,0.062009312,0.08813862,0.015214838,0.665125609,0.691254917,0.680340448,0.706469756,0.026129308
LOXL3,1.134054518,1,1,0.671348679,0.660714359,1,0.548249922,FALSE,2.451194354,0.085429831,FALSE,-1.825145473,0.203937239,FALSE,-0.62077573,1,1,FALSE,1.419796455,0.934001684,FALSE,2.905660012,0.021988765,FALSE,DoubleBoth,4,Both,3,Carnivore,1,Vertivore,2,-0.485158512,0.635432129,0.627563909,0.525146619,0.828762019,0.792785621,2.01212399,0.044206868,0.239662793,2.649406824,-0.485158512,0.00806332,0.627563909,0.055263513,0.828762019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.93135851,2.092470381,1.240852369,0.202050061,1.252714258,3.023828891,2.172210878,0.729308449,0.321355748,0.851618012,2.294520442,3.345184639,1.44290243,2.493566627,1.050664197
HAT1,-1.184031786,1,1,1,1,0.85660602,0.278471354,FALSE,1.619306524,0.632287967,FALSE,-0.713035561,1,FALSE,-2.558257215,0.063118949,1,FALSE,2.394605685,0.099829486,FALSE,3.360710099,0.004664543,FALSE,Herbivore,1,Vertivore,2,Unclear,0,Vertivore,2,1.518728109,-0.206537455,0.128830948,0.83637111,0.378163861,0.942749606,3.431734838,0.000599734,0.034798256,1.658881626,1.518728109,0.097139648,0.128830948,0.268311698,0.378163861,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.982259529,0.333044624,0.97172412,2.530478823,3.213617806,1.649214904,2.953983648,0.548219294,1.231358277,1.304768744,2.197434199,2.880573181,3.502202943,4.185341925,0.683138983
ATF2,-1.449412255,0.883334929,1,1,1,1,1,FALSE,1.055976222,1,FALSE,0.624659646,1,FALSE,-1.139744553,1,1,FALSE,2.045719394,0.244703919,FALSE,1.831418477,0.402228633,FALSE,Both,3,Unclear,0,Herbivore,2,Both,3,1.390770426,-0.564514794,0.164295054,0.572403835,0.430706539,0.822244691,1.597804188,0.110086562,0.373421802,0.166844211,1.390770426,0.867492631,0.164295054,0.936834724,0.430706539,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.771577182,1.466590306,0.218968132,2.47143129,2.319897658,0.304986876,1.55260905,0.699854108,0.548320477,1.247622173,1.004840984,0.853307353,2.252463158,2.100929526,0.151533632
LAMC2,0.050926396,1,1,1,1,1,1,FALSE,-1.746378136,0.4844716,FALSE,1.073098869,0.849680275,FALSE,-1.653142751,0.589810886,1,FALSE,-1.675562802,0.562943161,FALSE,-0.537354106,1,FALSE,Herbivore,1,Both,3,Herbivore,2,DoubleBoth,4,1.439989286,0.30820968,0.14987043,0.757922787,0.409861617,0.909608356,-1.228757741,0.21916265,0.508718713,-0.312903269,1.439989286,0.754354154,0.14987043,0.871483053,0.409861617,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.270886222,0.722785088,1.204958849,1.220812219,0.415977132,1.99367131,0.065927373,0.050074003,0.85490909,1.927743937,1.943597307,1.13876222,0.01585337,0.788981717,0.804835087
OSGEPL1,1.751846965,0.478800756,1,1,0.430705073,1,1,FALSE,1.429499595,0.917164148,FALSE,-2.115507535,0.10316014,FALSE,-1.362494248,1,1,FALSE,0.005839856,1,FALSE,2.406293224,0.096691944,FALSE,DoubleBoth,4,Vertivore,2,Carnivore,1,Unclear,0,-0.041652032,1.556193101,0.966776094,0.119662181,0.987614149,0.403316433,1.69516473,0.090044176,0.339412835,2.722963051,-0.041652032,0.006469929,0.966776094,0.048067355,0.987614149,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.227934011,2.734632593,2.20217179,1.234613467,0.462763388,2.506698581,1.974237779,1.006679455,0.690697399,0.532460802,1.500019126,3.19739598,0.967558324,2.664935178,1.697376855
