"","HI-stat","HI-pval","HI-p.adj","HI-num.genes","HI-gene.vals","HI-significant","HI-Driver","HI-DriverNumeric","HV-stat","HV-pval","HV-p.adj","HV-num.genes","HV-gene.vals","HV-significant","HV-Driver","HV-DriverNumeric","CH-stat","CH-pval","CH-p.adj","CH-num.genes","CH-gene.vals","CH-significant","HO-stat","HO-pval","HO-p.adj","HO-num.genes","HO-gene.vals","HO-significant","IV-stat","IV-pval","IV-p.adj","IV-num.genes","IV-gene.vals","IV-significant","OV-stat","OV-pval","OV-p.adj","OV-num.genes","OV-gene.vals","OV-significant","HI-HV-Overlap","HI-CH-Overlap","HI-HO-Overlap","HI-IV-Overlap","HI-OV-Overlap","HV-CH-Overlap","HV-HO-Overlap","HV-IV-Overlap","HV-OV-Overlap","CH-HO-Overlap","CH-IV-Overlap","CH-OV-Overlap","HO-IV-Overlap","HO-OV-Overlap","IV-OV-Overlap","HI-HV-CH-Overlap","HI-HV-HO-Overlap","HI-HV-IV-Overlap","HI-HV-OV-Overlap","HI-CH-HO-Overlap","HI-CH-IV-Overlap","HI-CH-OV-Overlap","HI-HO-IV-Overlap","HI-HO-OV-Overlap","HI-IV-OV-Overlap","HV-CH-HO-Overlap","HV-CH-IV-Overlap","HV-CH-OV-Overlap","HV-HO-IV-Overlap","HV-HO-OV-Overlap","HV-IV-OV-Overlap","CH-HO-IV-Overlap","CH-HO-OV-Overlap","CH-IV-OV-Overlap","HO-IV-OV-Overlap","HI-HV-CH-HO-Overlap","HI-HV-CH-IV-Overlap","HI-HV-CH-OV-Overlap","HI-HV-HO-IV-Overlap","HI-HV-HO-OV-Overlap","HI-HV-IV-OV-Overlap","HI-CH-HO-IV-Overlap","HI-CH-HO-OV-Overlap","HI-CH-IV-OV-Overlap","HI-HO-IV-OV-Overlap","HV-CH-HO-IV-Overlap","HV-CH-HO-OV-Overlap","HV-CH-IV-OV-Overlap","HV-HO-IV-OV-Overlap","CH-HO-IV-OV-Overlap","HI-HV-CH-HO-IV-Overlap","HI-HV-CH-HO-OV-Overlap","HI-HV-CH-IV-OV-Overlap","HI-HV-HO-IV-OV-Overlap","HI-CH-HO-IV-OV-Overlap","HV-CH-HO-IV-OV-Overlap","HI-HV-CH-HO-IV-OV-Overlap"
"REACTOME_INTERLEUKIN_6_SIGNALING",-0.0431374747701278,0.636743933158775,0.827124864182472,10,"IL6ST:1918, CBL:2620, JAK2:7062, TYK2:7062, STAT1:7062, IL6R:7062, JAK1:7062, PTPN11:7062, SOCS3:7062, IL6:13878",FALSE,"Unclear",0,-0.0419143209599641,0.646330797460512,0.861123923166654,10,"CBL:1070, JAK2:6330.5, TYK2:6330.5, STAT1:6330.5, IL6R:6330.5, JAK1:6330.5, PTPN11:6330.5, SOCS3:6330.5, IL6ST:12155, IL6:13774",FALSE,"Unclear",0,0.019828558538236,0.828148840688419,0.919700638972013,10,"CBL:544, JAK2:5939, TYK2:5939, STAT1:5939, IL6ST:5939, PTPN11:5939, SOCS3:5939, IL6R:9718, JAK1:11524, IL6:14611",FALSE,-0.00730544965238844,0.936254847397872,0.977079934715787,10,"IL6ST:520, JAK2:6976.5, TYK2:6976.5, CBL:6976.5, STAT1:6976.5, IL6R:6976.5, JAK1:6976.5, PTPN11:6976.5, IL6:12294, SOCS3:13656",FALSE,-0.0160423909386565,0.860586757771046,0.964349238198382,10,"JAK2:6764.5, TYK2:6764.5, CBL:6764.5, STAT1:6764.5, IL6:6764.5, IL6R:6764.5, JAK1:6764.5, PTPN11:6764.5, SOCS3:6764.5, IL6ST:14663",FALSE,0.0219019849725244,0.810503621905664,0.97633578001452,10,"IL6ST:183, IL6:3080, PTPN11:3319, JAK2:8407, TYK2:8407, STAT1:8407, IL6R:8407, JAK1:8407, SOCS3:8407, CBL:14251",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"REACTOME_APOPTOSIS",-0.0480084245267343,0.05174038468706,0.200188655774183,139,"DBNL:59, TRAF2:105, PLEC:110, PTK2:164, BCAP31:226, H1-2:354, UBA52:502, H1-4:548, DSG3:595, RPS27A:636, PSMD12:671, LMNB1:796, H1-3:842, PSMF1:875, VIM:964, PSMA1:974, DSP:1204, TJP1:1283, CASP7:1301, BCL2L1:1314, PKP1:1542, RIPK1:1719, H1-5:1724, DSG2:1913, CASP9:1941, XIAP:1951, BMX:1964, HMGB2:2397, SATB1:2512, PPP1R13B:2597, PSMB1:7062, BID:7062, FAS:7062, CDH1:7062, CASP8:7062, ROCK1:7062, PSME4:7062, ARHGAP10:7062, TP73:7062, BAX:7062, ADD1:7062, DNM1L:7062, DYNLL1:7062, PSMD8:7062, PSMB5:7062, PSME2:7062, E2F1:7062, PSMD10:7062, STK24:7062, TRADD:7062, MAPK3:7062, BMF:7062, GSDMD:7062, AKT2:7062, BBC3:7062, GSDME:7062, PSMD3:7062, BIRC2:7062, PSMD9:7062, UNC5A:7062, TFDP2:7062, FASLG:7062, TJP2:7062, APAF1:7062, TNFSF10:7062, H1-1:7062, PSMB2:7062, PSME3:7062, STK26:7062, DSG1:7062, NMT1:7062, TLR4:7062, PSMB7:7062, UACA:7062, CASP6:7062, TP53:7062, AKT1:7062, PSMB6:7062, TP53BP2:7062, CDKN2A:7062, GSN:7062, GAS2:7062, APIP:7062, BCL2L11:7062, LY96:7062, PSMA8:7062, APPL1:7062, PSMD4:7062, PSMB4:7062, LMNA:7062, PSMD6:7062, CASP3:7062, FADD:7062, DFFB:7062, AVEN:7062, UBB:7062, CD14:7062, BCL2:7062, PSMD1:7062, PSMD2:7062, SFN:7062, PAK2:7062, DIABLO:7062, PSMD13:7062, MAPT:7062, DCC:7062, H1-0:7062, DAPK1:7062, SPTAN1:7062, TFDP1:7062, PSMB8:7062, PSMB10:7062, PPP3R1:7062, PSMB11:7062, PSMB9:7062, TICAM2:7062, OPA1:11544, PSMD5:11552, TP63:11713, SEM1:11913, CFLAR:11986, BAD:12146, PSME1:12184, APC:12249, FNTA:12298, DFFA:12309, OMA1:12326, DYNLL2:12478, UNC5B:12720, DAPK2:12769, PRKCD:12881, PRKCQ:13150, DAPK3:13524, C1QBP:13873, OCLN:13923, BAK1:14052, PPP3CC:14276, ACIN1:14553, CLSPN:14999",FALSE,"Unclear",0,0.0130860263996359,0.59594447284001,0.836843559825042,139,"DYNLL1:19, TNFSF10:207, BID:312, PPP3CC:399, CASP3:408, BCL2L11:422, PSME1:461, PRKCD:533, H1-1:754, PSME2:833, PRKCQ:911, E2F1:1054, PSMD2:1278, BAD:1457, APPL1:1509, RIPK1:1687, DAPK2:1796, TFDP2:1855, FNTA:1980, PSMD8:2294, BAX:2439, CD14:2463, CLSPN:2496, DAPK3:2510, DSG3:2795, PSMD10:2864, PSMB7:2913, UNC5A:2967, GAS2:3033, PSMB1:3073, PSME4:3120, ACIN1:3179, BAK1:3241, CDH1:3379, DIABLO:3414, PSMB2:3437, CASP6:3496, OCLN:3512, PSME3:3513, SEM1:3616, TP53:3731, PSMD1:3815, CFLAR:3862, TJP2:4004, CASP8:4018, VIM:8774.5, FAS:8774.5, ROCK1:8774.5, ARHGAP10:8774.5, TP63:8774.5, TP73:8774.5, PKP1:8774.5, ADD1:8774.5, DNM1L:8774.5, PPP1R13B:8774.5, PSMD5:8774.5, DSP:8774.5, PSMB5:8774.5, STK24:8774.5, TRADD:8774.5, MAPK3:8774.5, TJP1:8774.5, BMF:8774.5, GSDMD:8774.5, AKT2:8774.5, BBC3:8774.5, GSDME:8774.5, UNC5B:8774.5, PSMD3:8774.5, C1QBP:8774.5, BIRC2:8774.5, PSMD9:8774.5, LMNB1:8774.5, FASLG:8774.5, APAF1:8774.5, H1-3:8774.5, PSMF1:8774.5, TRAF2:8774.5, PSMA1:8774.5, CASP9:8774.5, STK26:8774.5, DSG1:8774.5, APC:8774.5, NMT1:8774.5, TLR4:8774.5, AKT1:8774.5, PSMB6:8774.5, CDKN2A:8774.5, GSN:8774.5, APIP:8774.5, LY96:8774.5, PSMA8:8774.5, PSMD4:8774.5, PSMB4:8774.5, DFFA:8774.5, LMNA:8774.5, OMA1:8774.5, PSMD6:8774.5, HMGB2:8774.5, FADD:8774.5, H1-4:8774.5, PTK2:8774.5, DFFB:8774.5, AVEN:8774.5, UBB:8774.5, BCL2L1:8774.5, BCL2:8774.5, SFN:8774.5, PAK2:8774.5, SATB1:8774.5, H1-5:8774.5, PSMD13:8774.5, BCAP31:8774.5, MAPT:8774.5, DCC:8774.5, H1-2:8774.5, H1-0:8774.5, DAPK1:8774.5, PSMD12:8774.5, SPTAN1:8774.5, TFDP1:8774.5, OPA1:8774.5, PSMB8:8774.5, PSMB10:8774.5, PPP3R1:8774.5, PSMB11:8774.5, DYNLL2:8774.5, CASP7:13441, BMX:13627, PSMB9:14005, DBNL:14174, DSG2:14300, XIAP:14308, UACA:14595, TICAM2:14607, TP53BP2:14983, UBA52:15017, RPS27A:15057, PLEC:15091",FALSE,"Unclear",0,0.042531206358368,0.0859499314623223,0.25635261853725,138,"PLEC:6, PTK2:106, UBA52:122, RPS27A:169, DBNL:263, SPTAN1:284, TP53BP2:375, BCAP31:444, H1-2:559, DSG2:604, DSP:709, PSMF1:710, PKP1:737, PSMD12:818, DSG1:860, PPP1R13B:917, VIM:930, H1-4:943, XIAP:984, H1-3:1162, PSMA8:1256, APIP:1428, TRAF2:1538, DSG3:1631, GSN:2034, PSMA1:2184, ADD1:2325, AKT1:2427, BMX:2483, ROCK1:2556, TICAM2:2588, TP73:2613, PSMB1:5939, FAS:5939, CDH1:5939, PSME4:5939, ARHGAP10:5939, BAX:5939, PSMD8:5939, PSMD10:5939, STK24:5939, TRADD:5939, MAPK3:5939, TJP1:5939, GSDMD:5939, GSDME:5939, PSMD3:5939, C1QBP:5939, BIRC2:5939, LMNB1:5939, TFDP2:5939, FASLG:5939, TJP2:5939, APAF1:5939, PSMB2:5939, CASP9:5939, STK26:5939, NMT1:5939, PSMB7:5939, RIPK1:5939, UACA:5939, CASP6:5939, PSMB6:5939, CDKN2A:5939, PSMD4:5939, PSMB4:5939, LMNA:5939, PSMD6:5939, HMGB2:5939, FADD:5939, DFFB:5939, AVEN:5939, UBB:5939, BCL2L1:5939, BCL2:5939, PSMD1:5939, SFN:5939, SATB1:5939, DIABLO:5939, H1-5:5939, PSMD13:5939, DCC:5939, H1-0:5939, PSMB8:5939, PSMB10:5939, PPP3R1:5939, PSMB11:5939, PSMB9:5939, GAS2:9034, PSMD5:9076, APPL1:9157, AKT2:9238, DAPK1:9312, BMF:9464, PAK2:9490, TFDP1:9626, PSME3:9875, OMA1:9983, PSMD9:10073, APC:10105, LY96:10183, BBC3:10209, PSMB5:10386, CASP3:10460, DFFA:10559, PSMD2:10568, TP53:10810, H1-1:10816, DYNLL2:10886, BID:10887, DNM1L:11021, CD14:11201, MAPT:11395, TP63:11610, OPA1:11794, BCL2L11:11869, E2F1:11883, CFLAR:11962, DAPK2:12053, OCLN:12112, UNC5A:12137, UNC5B:12140, FNTA:12387, CASP8:12497, SEM1:12501, TNFSF10:12525, PSME1:13047, TLR4:13065, DYNLL1:13091, BAK1:13466, PSME2:13588, BAD:14116, PRKCQ:14179, ACIN1:14381, DAPK3:14552, PRKCD:14629, CLSPN:14663, PPP3CC:14686",FALSE,-0.018663371726103,0.449508649205487,0.719772730477348,139,"RPS27A:28, UBA52:41, PSMA1:61, UACA:206, PSMD12:245, PPP3R1:287, PSMB2:421, FASLG:667, TICAM2:1017, PSMB11:1109, BMX:1150, ROCK1:1198, HMGB2:1214, PSMB6:1289, PSMF1:1417, PLEC:1454, BCL2L1:1637, BIRC2:1703, BAD:6976.5, CFLAR:6976.5, BID:6976.5, VIM:6976.5, FAS:6976.5, DAPK2:6976.5, CDH1:6976.5, DSG2:6976.5, CASP8:6976.5, PRKCQ:6976.5, PSME4:6976.5, TP63:6976.5, TP73:6976.5, PKP1:6976.5, BAX:6976.5, DNM1L:6976.5, PSME1:6976.5, CLSPN:6976.5, DSP:6976.5, PSMD8:6976.5, PSMB5:6976.5, ACIN1:6976.5, PSME2:6976.5, PSMD10:6976.5, XIAP:6976.5, STK24:6976.5, TRADD:6976.5, MAPK3:6976.5, TJP1:6976.5, BMF:6976.5, GSDMD:6976.5, AKT2:6976.5, BBC3:6976.5, GSDME:6976.5, UNC5B:6976.5, PSMD3:6976.5, C1QBP:6976.5, LMNB1:6976.5, UNC5A:6976.5, TFDP2:6976.5, TJP2:6976.5, PPP3CC:6976.5, TNFSF10:6976.5, H1-3:6976.5, H1-1:6976.5, TRAF2:6976.5, PSME3:6976.5, CASP9:6976.5, STK26:6976.5, DSG1:6976.5, APC:6976.5, DBNL:6976.5, NMT1:6976.5, TLR4:6976.5, PSMB7:6976.5, RIPK1:6976.5, TP53:6976.5, AKT1:6976.5, TP53BP2:6976.5, CDKN2A:6976.5, GAS2:6976.5, APIP:6976.5, PSMA8:6976.5, APPL1:6976.5, PSMD4:6976.5, PSMB4:6976.5, DFFA:6976.5, LMNA:6976.5, OMA1:6976.5, CASP7:6976.5, H1-4:6976.5, FNTA:6976.5, PTK2:6976.5, AVEN:6976.5, UBB:6976.5, CD14:6976.5, BCL2:6976.5, PSMD1:6976.5, PSMD2:6976.5, SFN:6976.5, PAK2:6976.5, SATB1:6976.5, DIABLO:6976.5, H1-5:6976.5, PSMD13:6976.5, BCAP31:6976.5, MAPT:6976.5, H1-2:6976.5, H1-0:6976.5, SPTAN1:6976.5, TFDP1:6976.5, OPA1:6976.5, PSMB8:6976.5, PSMB10:6976.5, PSMB9:6976.5, DYNLL2:6976.5, GSN:12280, DYNLL1:12310, BCL2L11:12319, DFFB:12333, PSMB1:12481, APAF1:12712, PSMD6:12720, E2F1:13036, SEM1:13117, PSMD5:13126, DSG3:13152, PSMD9:13424, DAPK3:13481, FADD:13600, DAPK1:13832, PPP1R13B:13934, CASP6:14152, OCLN:14174, ARHGAP10:14185, LY96:14203, DCC:14283, CASP3:14581, ADD1:14594, PRKCD:14791, BAK1:14888",FALSE,0.066140305779955,0.00736257421567367,0.119317577535756,139,"DYNLL1:16, DSG3:32, RIPK1:89, BID:149, H1-1:339, TNFSF10:352, APPL1:394, TRAF2:417, LMNB1:430, BCL2L11:440, H1-4:469, TFDP2:545, CASP3:734, PSMB7:758, BAX:826, E2F1:844, CDH1:854, PSMD10:1061, H1-3:1065, PSMD2:1263, PTK2:1426, TJP2:1442, PSMD1:1497, PSME3:1500, H1-5:1610, PSMB2:1616, PSMB1:1715, TJP1:1828, PSMD13:1854, SATB1:1947, TP53:2043, PSME1:2104, ADD1:2243, PSMA1:2491, PSME2:2497, PSME4:2569, BCL2L1:2620, H1-2:2638, BCAP31:2700, HMGB2:2710, GAS2:2790, UNC5A:2792, PKP1:2891, DAPK1:2947, DBNL:3018, DIABLO:3124, PRKCD:3129, PSMD8:3284, VIM:3294, FASLG:3535, BAD:8340.5, CFLAR:8340.5, BAK1:8340.5, DAPK2:8340.5, DSG2:8340.5, CASP8:8340.5, PRKCQ:8340.5, ROCK1:8340.5, ARHGAP10:8340.5, TP63:8340.5, TP73:8340.5, DNM1L:8340.5, PPP1R13B:8340.5, PSMD5:8340.5, DSP:8340.5, PSMB5:8340.5, ACIN1:8340.5, XIAP:8340.5, BMX:8340.5, STK24:8340.5, TRADD:8340.5, MAPK3:8340.5, BMF:8340.5, GSDMD:8340.5, AKT2:8340.5, BBC3:8340.5, GSDME:8340.5, UNC5B:8340.5, PSMD3:8340.5, BIRC2:8340.5, PSMD9:8340.5, APAF1:8340.5, PPP3CC:8340.5, PSMF1:8340.5, SEM1:8340.5, CASP9:8340.5, STK26:8340.5, DSG1:8340.5, APC:8340.5, NMT1:8340.5, TLR4:8340.5, CASP6:8340.5, AKT1:8340.5, PSMB6:8340.5, CDKN2A:8340.5, GSN:8340.5, APIP:8340.5, LY96:8340.5, PSMA8:8340.5, PSMD4:8340.5, PSMB4:8340.5, LMNA:8340.5, OMA1:8340.5, PSMD6:8340.5, CASP7:8340.5, DAPK3:8340.5, FADD:8340.5, FNTA:8340.5, DFFB:8340.5, AVEN:8340.5, UBB:8340.5, CD14:8340.5, BCL2:8340.5, SFN:8340.5, PAK2:8340.5, MAPT:8340.5, DCC:8340.5, H1-0:8340.5, PSMD12:8340.5, SPTAN1:8340.5, OCLN:8340.5, TFDP1:8340.5, OPA1:8340.5, PSMB8:8340.5, PSMB10:8340.5, PPP3R1:8340.5, UBA52:8340.5, PSMB11:8340.5, DYNLL2:8340.5, FAS:13225, DFFA:13280, PLEC:13314, RPS27A:13448, C1QBP:13629, CLSPN:13743, UACA:14637, PSMB9:14680, TICAM2:14780, TP53BP2:14796",FALSE,0.0117585949447088,0.633750651623627,0.956705747054993,139,"PPP3CC:67, TNFSF10:201, DYNLL1:225, PSMB2:270, UNC5A:581, CD14:619, BID:679, FASLG:849, PSMD8:975, PSMA1:1121, BCL2L11:1173, PSME1:1176, PSMD10:1179, PSME2:1186, H1-1:1460, LMNB1:1670, CLSPN:1683, UNC5B:1874, PRKCQ:2000, PSMD1:2024, CASP8:2049, TFDP2:2169, HMGB2:2259, PSME3:2348, APPL1:2444, PSMD2:2482, STK26:2580, DAPK2:2621, GAS2:2677, H1-5:2678, TP53:3238, H1-4:3246, E2F1:3251, FNTA:3308, BAD:3337, CFLAR:8407, PSMB1:8407, VIM:8407, FAS:8407, BAK1:8407, CDH1:8407, ROCK1:8407, PSME4:8407, ARHGAP10:8407, TP63:8407, PKP1:8407, BAX:8407, ADD1:8407, DNM1L:8407, PSMD5:8407, DSP:8407, PSMB5:8407, ACIN1:8407, BMX:8407, STK24:8407, TRADD:8407, MAPK3:8407, TJP1:8407, BMF:8407, GSDMD:8407, AKT2:8407, BBC3:8407, GSDME:8407, PSMD3:8407, C1QBP:8407, BIRC2:8407, PSMD9:8407, TJP2:8407, APAF1:8407, H1-3:8407, PSMF1:8407, TRAF2:8407, SEM1:8407, CASP9:8407, DSG3:8407, DSG1:8407, APC:8407, NMT1:8407, TLR4:8407, PSMB7:8407, RIPK1:8407, UACA:8407, CASP6:8407, AKT1:8407, PSMB6:8407, RPS27A:8407, CDKN2A:8407, APIP:8407, LY96:8407, PSMA8:8407, PSMD4:8407, PSMB4:8407, DFFA:8407, LMNA:8407, OMA1:8407, PSMD6:8407, PRKCD:8407, CASP3:8407, CASP7:8407, DAPK3:8407, FADD:8407, PTK2:8407, AVEN:8407, UBB:8407, BCL2L1:8407, BCL2:8407, SFN:8407, PAK2:8407, SATB1:8407, DIABLO:8407, PSMD13:8407, MAPT:8407, H1-2:8407, H1-0:8407, DAPK1:8407, PSMD12:8407, OCLN:8407, TFDP1:8407, OPA1:8407, PSMB8:8407, PSMB10:8407, PPP3R1:8407, UBA52:8407, PSMB11:8407, TICAM2:8407, DYNLL2:8407, BCAP31:13700, DCC:13768, PSMB9:13774, TP73:13811, DFFB:13849, SPTAN1:13933, GSN:14364, DBNL:14391, XIAP:14436, DSG2:14715, PPP1R13B:14851, PLEC:15057, TP53BP2:15078",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
