"","Rho","N","P","p.adj","permPValue","qValueNoperm","qValuePerm"
"TFAP2A",0.181238584976156,21,0.332115669399842,1,0,1,0
"SLC22A7",0.0106606786424597,62,0.919421202841577,1,0.999998187394416,1,0.999998240152332
"YIPF3",0.0507226351434318,68,0.613703068664854,1,0.132901381387011,1,0.881985106552892
"TMEM14B",NA,NA,NA,NA,NA,NA,NA
"TMEM63B",0.160670862481099,51,0.168201372613322,1,0.680055486424186,1,0.999998240152332
"FRS3",0.0848835679530845,31,0.575173531920197,1,0,1,0
"TJAP1",-0.107860368920973,39,0.421348232697488,1,0.999998187394416,1,0.999998240152332
"TINAG",-0.0688232712654459,29,0.661002845623979,1,0.924366661945157,1,0.999998240152332
"HCRTR2",NA,NA,NA,NA,NA,NA,NA
"KIAA0319",0.0428550438859873,32,0.773522334716309,1,0.99993954050786,1,0.999998240152332
"IRF4",0.0486984753557674,46,0.692238155334118,1,0.999998187394416,1,0.999998240152332
"SLC22A23",-0.0240528359667177,62,0.819455316306268,1,0.99993954050786,1,0.999998240152332
"TUBB2A",-0.0578722554876386,62,0.582889032248327,1,0.81871769030546,1,0.999998240152332
"GCM1",NA,NA,NA,NA,NA,NA,NA
"FOXF2",-0.0975900072948533,28,0.541691475059013,1,0.99999791388518,1,0.999998240152332
"BPHL",0.0115851335650507,61,0.913189574885434,1,0.351504718184137,1,0.999998240152332
"RIPK1",-0.0811783213876721,62,0.441104825356111,1,0.99993954050786,1,0.999998240152332
"TUBB2B",0.00267811778393381,66,0.979060960803665,1,0.949256552352828,1,0.999998240152332
"UQCC2",-0.0114125929072722,68,0.909571695387595,1,0.999998187394416,1,0.999998240152332
"HMGA1",0.0784972073466302,65,0.445306224514731,1,0.999992338573749,1,0.999998240152332
"PGBD1",NA,NA,NA,NA,NA,NA,NA
"TPMT",-0.0883778868698158,66,0.386421711695925,1,0.99993954050786,1,0.999998240152332
"CLPS",NA,NA,NA,NA,NA,NA,NA
"RNF144B",-0.0267811778393381,66,0.792965225289231,1,0.846345112785235,1,0.999998240152332
"MTCH1",-0.080775771582358,64,0.435881581774995,1,0.362820682609354,1,0.999998240152332
"TAF8",0.0602576501385108,66,0.554828908336995,1,0.808104685521317,1,0.999998240152332
"FAM8A1",-0.0190209881787869,68,0.849859265484803,1,0.999997780244173,1,0.999998240152332
"FGFBP1",NA,NA,NA,NA,NA,NA,NA
"FGFBP2",NA,NA,NA,NA,NA,NA,NA
"CPEB2",0.146375170925401,58,0.179610075141346,1,0,1,0
"FHDC1",NA,NA,NA,NA,NA,NA,NA
"TLR2",NA,NA,NA,NA,NA,NA,NA
"MGARP",0.150236885772051,24,0.387251261601954,1,0.709501515791089,1,0.999998240152332
"TTC29",-0.207960075497889,29,0.185143724157873,1,0.260062962003626,1,0.999998240152332
"MYO7A",0.0300276945522626,40,0.820540705072282,1,0.374510153595713,1,0.999998240152332
"FCHSD2",0.0279941684889506,50,0.812163883639969,1,0.999998187394416,1,0.999998240152332
"ARRB1",0.00711559059945118,57,0.948452022091136,1,0.999998187394416,1,0.999998240152332
"SLCO2B1",-0.00189511747871654,55,0.986513931569898,1,0.99993954050786,1,0.999998240152332
"THAP12",0.0920087412456472,64,0.374798834353952,1,0.562453325406205,1,0.999998240152332
"ANKRD42",0.0545268327791892,68,0.587367874785891,1,0.81871769030546,1,0.999998240152332
"IL18BP",NA,NA,NA,NA,NA,NA,NA
"NUMA1",NA,NA,NA,NA,NA,NA,NA
"CCDC90B",-0.00751651123959927,62,0.943137707015548,1,0.999997864251847,1,0.999998240152332
"SYTL2",-0.0160128153805087,50,0.891877617833447,1,0.99993954050786,1,0.999998240152332
"RAB30",0.120515300277022,66,0.237571218539337,1,0.814193523408614,1,0.999998240152332
"CREBZF",-0.0358057437019716,13,0.883617459381368,1,0.99993954050786,1,0.999998240152332
"LRRC32",0.0211872015075384,52,0.854361960306133,1,0.999993200193115,1,0.999998240152332
"PRCP",-0.049454569264846,68,0.622595783856069,1,0.351504718184137,1,0.999998240152332
"NARS2",0.00344412166883295,58,0.974810622566327,1,0.999998187394416,1,0.999998240152332
"RNF121",0.0870388279778489,66,0.393658348433572,1,0.883248186037017,1,0.999998240152332
"MRPL15",0.00803997768105294,52,0.944468642363531,1,0.999967227083538,1,0.999998240152332
"PI15",-0.153593500713584,47,0.206774876803124,1,0.419530345487189,1,0.999998240152332
"TTPA",0.0149616250404234,66,0.88342599022456,1,0.832190520073058,1,0.999998240152332
"GGH",-0.0316280048031912,64,0.760301333025344,1,0.816010683667325,1,0.999998240152332
"SLCO5A1",-0.00330311050907793,43,0.979322753300044,1,0.999998081277102,1,0.999998240152332
"SULF1",-0.186778549102123,43,0.142766761424358,1,0,1,0
"TGS1",-0.162356642775344,62,0.123400099099427,1,0.999991420065036,1,0.999998240152332
"SDCBP",0.11569624416995,51,0.321061992253907,1,0,1,0
"NEK1",-0.0391899297327051,54,0.729164545560517,1,0.999990001199856,1,0.999998240152332
"DDX60",NA,NA,NA,NA,NA,NA,NA
"NXPE4",NA,NA,NA,NA,NA,NA,NA
"SORL1",0.0158140024015956,64,0.878759029921675,1,0.999998187394416,1,0.999998240152332
"TMPRSS4",0.00688232712654459,29,0.965021658739289,1,0.999997625656209,1,0.999998240152332
"BUD13",-0.248451997499977,10,0.384088249473852,1,0.21139505389981,1,0.999998240152332
"TRPC6",-0.179066012275185,40,0.176123944459229,1,0.374135841264141,1,0.999998240152332
"MMP7",0.200445931434318,36,0.151969975744264,1,0.970892119578129,1,0.999998240152332
"MMP20",-0.0994729462603988,22,0.585052941267812,1,0.803459292717858,1,0.999998240152332
"MMP27",NA,NA,NA,NA,NA,NA,NA
"CFAP300",-0.18220993296483,52,0.11443250284562,1,0.944691965807008,1,0.999998240152332
"DCUN1D5",-0.0115010926557059,64,0.911663894828446,1,0.999998081277102,1,0.999998240152332
"YAP1",0.265136143603622,46,0.0311604619976785,1,0.236586718676363,1,0.999998240152332
"TRIM29",-0.160018419351416,24,0.357099685493933,1,0.238128232235207,1,0.999998240152332
"BTG4",-0.234403615469248,14,0.317310507862914,1,0.181280497088955,1,0.999998240152332
"POU2F3",0.0727392967453308,21,0.697091610005963,1,0.999998187394416,1,0.999998240152332
"RDX",0.0176819205023185,66,0.86242573974994,1,0.999998081277102,1,0.999998240152332
"PPP2R1B",-0.19729744892143,60,0.065652608212187,1,0.404616447292682,1,0.999998240152332
"FDX1",-0.0880312709436293,63,0.399628806086742,1,0.778587803031506,1,0.999998240152332
"C11orf1",-0.123351188175931,61,0.245749048129102,1,0.858087875693902,1,0.999998240152332
"FXYD6",0,53,1,1,0,1,0
"ARHGAP20",-0.00861030417208238,58,0.937081442967025,1,0.999991420065036,1,0.999998240152332
"FXYD2",0.0345032779671177,16,0.873844698517373,1,0.999993988686708,1,0.999998240152332
"MMP13",0.0719861799800384,29,0.64646220266417,1,0,1,0
"TMPRSS13",-0.0886482002150102,50,0.45174313640579,1,0.307434049749871,1,0.999998240152332
"CASP1",-0.180892012786234,24,0.297860167549806,1,0.680055486424186,1,0.999998240152332
"CASP5",NA,NA,NA,NA,NA,NA,NA
"ALKBH8",-0.0152295409177996,62,0.885091184519869,1,0.999991420065036,1,0.999998240152332
"MAP2K5",0.072273058784215,64,0.48570951184682,1,0.944691965807008,1,0.999998240152332
"UNC13C",NA,NA,NA,NA,NA,NA,NA
"SQOR",-0.0938368750153489,68,0.350370895621576,1,0.99993954050786,1,0.999998240152332
"CTDSPL2",0.341148478499149,26,0.0403598231527512,1,0.763411468718053,1,0.999998240152332
"SLTM",-0.0251629955979423,50,0.830857205434809,1,0.99993954050786,1,0.999998240152332
"THBS1",-0.0530457615069556,66,0.603160188523368,1,0.276402943554985,1,0.999998240152332
"MAPKBP1",-0.0618183730244192,64,0.550973020352672,1,0.141903544371134,1,0.881985106552892
"NUSAP1",NA,NA,NA,NA,NA,NA,NA
"NDUFAF1",NA,NA,NA,NA,NA,NA,NA
"KIF23",-0.0358138656809129,58,0.742655486511783,1,0.99993954050786,1,0.999998240152332
"ITGA11",-0.088000612180301,55,0.432510925143688,1,0,1,0
"KNL1",0.216883211720346,42,0.0927732917624954,1,0.268706089629721,1,0.999998240152332
"HAUS2",-0.158493905429108,60,0.139207004918592,1,0.141903544371134,1,0.881985106552892
"RTF1",-0.0136014773094758,66,0.893957873752442,1,0.795850734551258,1,0.999998240152332
"PARP6",-0.112654394903229,27,0.489660263017141,1,0.941642010561165,1,0.999998240152332
"PAQR5",NA,NA,NA,NA,NA,NA,NA
"LRRC49",-0.0972142213809774,32,0.513890891257714,1,0.409099642554179,1,0.999998240152332
"TUBGCP4",-0.062135228050704,68,0.53632919146555,1,0.999978746918303,1,0.999998240152332
"RMDN3",-0.00456886227533989,62,0.965418151391636,1,0.999997864251847,1,0.999998240152332
"ITPKA",0.095685783848852,65,0.352166187088324,1,0.387872185783599,1,0.999998240152332
"UACA",-0.10706459710002,48,0.373605611013001,1,0.99993954050786,1,0.999998240152332
"SMAD6",-0.0543273842846626,63,0.603199406633836,1,0.99993954050786,1,0.999998240152332
"PLCB2",0.0184188106062944,50,0.875755080753882,1,0.999997786048118,1,0.999998240152332
"TMEM62",-0.0248697382248677,55,0.824453868894989,1,0.877980098250346,1,0.999998240152332
"PAK6",0.0715605364993044,38,0.598725069652847,1,0,1,0
"ADAM10",-0.0320888972386653,55,0.77471737114873,1,0.999998187394416,1,0.999998240152332
"DUOX1",0.0701932977195551,18,0.730090731592921,1,0.141903544371134,1,0.881985106552892
"SLC28A2",NA,NA,NA,NA,NA,NA,NA
"CYP19A1",-0.0192212936109622,30,0.900751834851034,1,0.999997786048118,1,0.999998240152332
"ZNF280D",-0.140895435438813,43,0.26892498051162,1,0.191277189452606,1,0.999998240152332
"SEMA6D",-0.110631413748659,58,0.310458468805961,1,0.0609871637530931,1,0.536598493421044
"BCL2L10",NA,NA,NA,NA,NA,NA,NA
"RSL24D1",0.0380419763575739,68,0.704987898140617,1,0.805060572777495,1,0.999998240152332
"GCOM1",NA,NA,NA,NA,NA,NA,NA
"GCHFR",0.0217055567911905,62,0.836813204747523,1,0.99993954050786,1,0.999998240152332
"BCAR3",0.127910800527483,60,0.232708961646488,1,0.999993200193115,1,0.999998240152332
"TTLL7",-0.0285627427104772,62,0.786359002354444,1,0.999991420065036,1,0.999998240152332
"FNBP1L",-0.123289335573073,64,0.234339618535655,1,0.99993954050786,1,0.999998240152332
"KYAT3",0.0646419966605537,62,0.539605249585829,1,0,1,0
"GTF2B",0.00267811778393381,66,0.979060960803665,1,0.999997786048118,1,0.999998240152332
"BRDT",NA,NA,NA,NA,NA,NA,NA
"RABGGTB",0.0190209881787869,68,0.849859265484803,1,0,1,0
"IFI44L",0.00924500327042049,26,0.955695871316436,1,0.999998187394416,1,0.999998240152332
"GIPC2",0.0533703967261283,60,0.618521678526971,1,0.944691965807008,1,0.999998240152332
"ARHGAP29",-0.0179023554443345,57,0.870788360034847,1,0.99999689150417,1,0.999998240152332
"IFI44",NA,NA,NA,NA,NA,NA,NA
"SLC44A5",0.191389750587738,15,0.395765687345556,1,0.999977960461067,1,0.999998240152332
"CLCA2",-0.0855920985021826,26,0.6070111547602,1,0.999998187394416,1,0.999998240152332
"DNASE2B",-0.0284738653815386,67,0.778541285279493,1,0.99993954050786,1,0.999998240152332
"DBT",-0.123337845403018,63,0.237961191239852,1,0.999991420065036,1,0.999998240152332
"RTCA",0.0202890540573727,68,0.839980937079117,1,0.88045354794089,1,0.999998240152332
"IFT172",0.0275849350829076,54,0.807456420676209,1,0.999997625656209,1,0.999998240152332
"SELENOI",-0.0895375603692384,60,0.403499968883464,1,0.99999761897959,1,0.999998240152332
"CGREF1",-0.139370784870636,54,0.218203298223118,1,0.12728999577881,1,0.881985106552892
"HADHB",-0.41576092031015,25,0.0144401829968938,1,0.203131124999238,1,0.999998240152332
"KHK",-0.0690065559342354,64,0.505641082198783,1,0.999997786048118,1,0.999998240152332
"ADCY3",-0.0937341224376834,66,0.358295810940426,1,0.205642201363258,1,0.999998240152332
"PPM1B",-0.0353638410046371,66,0.728911186874462,1,0.999991420065036,1,0.999998240152332
"PNPT1",0.0625270504232531,56,0.573485103377122,1,0.944691965807008,1,0.999998240152332
"DYNC2LI1",-0.039596806386279,62,0.707104507151753,1,0.763703493825574,1,0.999998240152332
"LHCGR",0.0202113020863611,17,0.923341840180906,1,0.99993954050786,1,0.999998240152332
"THUMPD2",-0.0954198002073204,60,0.373321908401161,1,0.999991420065036,1,0.999998240152332
"CYP1B1",-0.00956528393264141,55,0.932010605733389,1,0.999991420065036,1,0.999998240152332
"SULT6B1",0.255840859626732,11,0.342781711147911,1,0.176004125082933,1,0.999998240152332
"RAB1A",-0.0697436233222188,68,0.487624105208432,1,0.685285664824136,1,0.999998240152332
"ACTR2",0.0402538242949707,64,0.697801335084509,1,0.999998187394416,1,0.999998240152332
"PREB",-0.0272867548045051,58,0.80246135962087,1,0.999997625656209,1,0.999998240152332
"SLC5A6",NA,NA,NA,NA,NA,NA,NA
"ABCG5",-0.0663516253447313,61,0.532384749236331,1,0.670827928199266,1,0.999998240152332
"PREPL",-0.0524387381772101,58,0.630691052161815,1,0.738399644260143,1,0.999998240152332
"SLC3A1",-0.264707410636252,60,0.013521728818999,1,0.181280497088955,1,0.999998240152332
"EMILIN1",0.126493738978125,66,0.215097675492653,1,0.207475707689902,1,0.999998240152332
"FBXO11",0.161015297179883,64,0.120384783581166,1,0,1,0
"SIX3",NA,NA,NA,NA,NA,NA,NA
"ATRAID",-0.0107124711357353,66,0.91638784807712,1,0.999998081277102,1,0.999998240152332
"CENPO",-0.137215107549243,34,0.341349313954759,1,0.680055486424186,1,0.999998240152332
"LRPPRC",0.0493243622303575,60,0.645374794990823,1,0.794968185932939,1,0.999998240152332
"TRIM54",NA,NA,NA,NA,NA,NA,NA
"DTNB",0.084820558335831,64,0.413252820985319,1,0.871932165048614,1,0.999998240152332
"ACTR1A",-0.068475557443633,68,0.495572379926632,1,0.81871769030546,1,0.999998240152332
"MFSD13A",-0.0555809756234863,24,0.749068098044356,1,0.872708085498292,1,0.999998240152332
"MYOF",0.122161855367162,54,0.280462272138223,1,0.81871769030546,1,0.999998240152332
"LOXL4",0.0331072591761551,51,0.776451001376272,1,0.999998187394416,1,0.999998240152332
"STAMBPL1",-0.64007575309253,11,0.0176220909623244,1,0,1,0
"CH25H",0.0256776295506548,26,0.877370556064143,1,0.999997625656209,1,0.999998240152332
"LBX1",NA,NA,NA,NA,NA,NA,NA
"ATAD1",0.0735612357920625,56,0.507800648275273,1,0.999997786048118,1,0.999998240152332
"BTBD16",-0.237170824512628,16,0.275092376635891,1,0.680055486424186,1,0.999998240152332
"KIF11",-0.0315693472063169,62,0.764503381535846,1,0.99993954050786,1,0.999998240152332
"TACC2",0.0373023548476495,22,0.837761913983851,1,0.845470551397744,1,0.999998240152332
"DUSP5",-0.125871535844889,66,0.21736253518623,1,0.792517492503213,1,0.999998240152332
"CALHM2",NA,NA,NA,NA,NA,NA,NA
"ARL3",0.0199010858912621,59,0.853957287789891,1,0.999978746918303,1,0.999998240152332
"CEP55",0.0166901446722015,54,0.882772977327446,1,0.999998187394416,1,0.999998240152332
"KIF20B",0.111161951246973,46,0.366249686759828,1,0.763411468718053,1,0.999998240152332
"ENTPD1",-0.0447558886108363,57,0.684270239586954,1,0.141903544371134,1,0.881985106552892
"EXOC6",0.187183488062587,54,0.0981808126896523,1,0.22874851952815,1,0.999998240152332
"PLCE1",-0.189893919158526,64,0.0669924033733943,1,0.246319771637428,1,0.999998240152332
"DBR1",0.0431142398719171,68,0.667868311232278,1,0.999997786048118,1,0.999998240152332
"DNAJC13",-0.0415108256509741,66,0.684142982673364,1,0,1,0
"GPR87",-0.358685057899314,19,0.069279883221202,1,0.680055486424186,1,0.999998240152332
"ANXA7",0.0763263568421137,66,0.454449966318992,1,0.999993200193115,1,0.999998240152332
"FAM149B1",-0.0821540231442959,58,0.451340604448547,1,0.705137063568165,1,0.999998240152332
"ASCC1",-0.0337018558732818,43,0.791438625355803,1,0.624165534918419,1,0.999998240152332
"PLA2G12B",0.109260380229206,64,0.291914795966444,1,0.319185342546203,1,0.999998240152332
"ZNF365",-0.20262189054817,65,0.0488173372890144,1,0.212884480299708,1,0.999998240152332
"OIT3",0.0722797550793903,68,0.471936145484751,1,0.83860197356496,1,0.999998240152332
"ADAMTS14",0.101146699214086,56,0.362497739553259,1,0.999998187394416,1,0.999998240152332
"TET1",0.0721394360066257,44,0.56671788984457,1,0.999998187394416,1,0.999998240152332
"DNA2",NA,NA,NA,NA,NA,NA,NA
"MYPN",-0.0492365963917331,11,0.855132140584706,1,0.999998187394416,1,0.999998240152332
"AOX1",0.0298784922139591,48,0.80390269926492,1,0.999998187394416,1,0.999998240152332
"ATIC",-0.0119066604394849,55,0.915424584298719,1,0.863752293286107,1,0.999998240152332
"SMARCAL1",-0.107124711357353,66,0.293787876007129,1,0.792517492503213,1,0.999998240152332
"BARD1",-0.0290100168368651,51,0.803510326954909,1,0.99993954050786,1,0.999998240152332
"STAT4",-0.150272242204225,53,0.188569568444767,1,0.191893395755785,1,0.999998240152332
"MSTN",-0.261116483933547,12,0.308179547467054,1,0.51250108894503,1,0.999998240152332
"CARF",-0.226967705454361,41,0.0823821182972488,1,0.226804427642605,1,0.999998240152332
"ASNSD1",-0.0177529223002011,68,0.859761220277581,1,0.999993121664007,1,0.999998240152332
"METTL5",0.049454569264846,68,0.622595783856069,1,0,1,0
"SSB",-0.0697436233222188,68,0.487624105208432,1,0.999993200193115,1,0.999998240152332
"NAB1",-0.0436346739201963,43,0.732064041046269,1,0.792517492503213,1,0.999998240152332
"CDK15",-0.0358143539566836,28,0.822790758983525,1,0.999991420065036,1,0.999998240152332
"PPIG",0.00582691815022708,45,0.962656103062474,1,0.999997625656209,1,0.999998240152332
"FASTKD1",-0.185451417610833,61,0.0809673471992967,1,0.99993954050786,1,0.999998240152332
"MDH1B",NA,NA,NA,NA,NA,NA,NA
"HECW2",-0.160968727317107,39,0.230139340443417,1,0.999993200193115,1,0.999998240152332
"IDH1",0.0253613175717159,68,0.800733964720654,1,0.999991420065036,1,0.999998240152332
"OLA1",0.00544059092379032,66,0.957477648864239,1,0.999998187394416,1,0.999998240152332
"CIR1",-0.0355058446004023,68,0.723821372745789,1,0.740596693950172,1,0.999998240152332
"ITPRID2",-0.0754851356096397,52,0.513133007937341,1,0.141903544371134,1,0.881985106552892
"CHRNA1",-0.00937434203399524,35,0.947369994382492,1,0.99993954050786,1,0.999998240152332
"FAM117B",0.0963216509915369,64,0.352825434912852,1,0.81871769030546,1,0.999998240152332
"WDR12",-0.152167905430295,68,0.129928481969081,1,0,1,0
"ABI2",0.116617052942685,48,0.332483491040516,1,0.405302682180137,1,0.999998240152332
"ITGAV",0.024439821893375,64,0.813628544123757,1,0.999998187394416,1,0.999998240152332
"SLC40A1",-0.0488796437867501,64,0.637287170323598,1,0.576457835343821,1,0.999998240152332
"SLC35A5",-0.0494572430831654,58,0.650246127595612,1,0.99993954050786,1,0.999998240152332
"SENP7",NA,NA,NA,NA,NA,NA,NA
"GUCA1C",NA,NA,NA,NA,NA,NA,NA
"CCDC54",-0.0754851356096397,13,0.757620723683397,1,0.999998187394416,1,0.999998240152332
"COX17",0.0674072450601108,64,0.515554507137032,1,0.999993200193115,1,0.999998240152332
"PARP9",-0.174134501548543,59,0.107261159446114,1,0.141903544371134,1,0.881985106552892
"MNS1",-0.0177978687643663,65,0.862606888171656,1,0.999993200193115,1,0.999998240152332
"USP8",-0.165106248398034,40,0.212278477763307,1,0.341366946467286,1,0.999998240152332
"SECISBP2L",-0.0503254660450604,66,0.621869984701786,1,0.999993200193115,1,0.999998240152332
"TMOD3",-0.0571262046997983,66,0.575581260236821,1,0.141903544371134,1,0.881985106552892
"SPPL2A",-0.0841273295363642,67,0.406042136136457,1,0.99993954050786,1,0.999998240152332
"GLCE",NA,NA,NA,NA,NA,NA,NA
"SHF",-0.145827576037366,68,0.146700616600118,1,0,1,0
"APH1B",-0.0699183175696135,58,0.521518858484147,1,0.999998081277102,1,0.999998240152332
"INTS14",0.0450990674375956,62,0.668679884122512,1,0.351504718184137,1,0.999998240152332
"CILP",-0.0750431207992849,51,0.519826296133168,1,0.999993200193115,1,0.999998240152332
"PARP16",-0.00509184506647342,58,0.962766952943136,1,0.999997635084002,1,0.999998240152332
"PPCDC",-0.0442799137041802,61,0.676916389033421,1,0.887531194114087,1,0.999998240152332
"HCN4",-0.05087230797228,24,0.76969794378129,1,0.766226900799853,1,0.999998240152332
"ARHGAP24",-0.0661452989084736,62,0.530216610920017,1,0.154104808387932,1,0.9468949443152
"FAM13A",-0.130051217752471,43,0.307514135967421,1,0.774104915768065,1,0.999998240152332
"HERC3",-0.100177204408278,68,0.318779339743824,1,0.999993200193115,1,0.999998240152332
"HERC6",-0.0533318959492453,56,0.631125728840578,1,0,1,0
"HERC5",-0.107635325182555,67,0.287757415076965,1,0.99993954050786,1,0.999998240152332
"PCDH10",-0.153191525443294,36,0.273571136207061,1,0.680055486424186,1,0.999998240152332
